III,V,ABP,RESP
1576,2708,7609,837
1592,2703,7627,844
1604,2719,7634,861
1613,2751,7627,876
1613,2753,7585,876
1613,2751,7575,876
1609,2766,7577,885
1613,2800,7575,907
1615,2818,7520,925
1613,2848,7473,938
1599,2881,7439,949
1592,2896,7422,970
1596,2879,7353,989
1613,2896,7268,1001
1617,2953,7176,999
1613,2993,7115,1001
1605,2965,7037,1012
1613,2944,6961,1032
1625,2978,6860,1048
1634,3041,6757,1063
1630,3067,6621,1077
1634,3089,6501,1095
1650,3121,6385,1110
1675,3137,6296,1126
1683,3117,6189,1140
1675,3137,6091,1157
1670,3217,5993,1172
1696,3282,5938,1188
1736,3248,5897,1203
1759,3186,5886,1220
1742,3169,5873,1234
1717,3186,5886,1251
1713,3153,5901,1266
1738,3089,5938,1282
1758,3045,5961,1296
1759,3041,5989,1314
1739,3024,5991,1329
1717,2993,5989,1345
1694,2960,5959,1358
1675,2944,5938,1376
1652,2907,5906,1392
1634,2848,5886,1407
1617,2794,5854,1417
1613,2800,5835,1439
1611,2833,5806,1468
1613,2848,5784,1501
1610,2816,5748,1519
1613,2800,5733,1532
1613,2818,5711,1554
1613,2848,5682,1595
1602,2845,5621,1634
1592,2848,5579,1658
1584,2873,5549,1666
1592,2896,5528,1689
1603,2873,5474,1721
1613,2848,5426,1751
1610,2860,5387,1763
1613,2896,5375,1783
1613,2905,5345,1813
1613,2896,5323,1845
1598,2894,5295,1859
1592,2896,5272,1877
1583,2878,5219,1906
1571,2848,5170,1939
1539,2808,5129,1954
1508,2751,5119,1970
1447,2670,5095,1998
1340,2607,5067,2033
1216,2569,5027,2049
1194,2510,5016,2064
1316,2345,5013,2089
1529,2076,5016,2127
1720,1763,4991,2148
1885,1496,4965,2158
2059,1276,4932,2166
2304,1062,4914,2189
2650,774,4885,2209
3120,386,4863,2221
3614,-98,4831,2218
3958,-579,4811,2221
4058,-928,4781,2229
4021,-1014,4760,2252
3996,-837,4730,2270
4021,-483,4709,2283
4034,-81,4677,2282
4021,338,4658,2283
4012,770,4630,2281
4021,1207,4607,2283
4024,1556,4571,2280
4021,1786,4556,2283
4018,1948,4548,2282
4021,2172,4556,2283
4024,2480,4536,2279
4021,2800,4504,2283
3938,3018,4463,2285
3665,3137,4453,2283
3150,3194,4453,2265
2492,3234,4453,2252
1851,3263,4424,2246
1340,3331,4402,2252
961,3469,4390,2251
691,3668,4402,2252
508,3834,4403,2250
419,3910,4402,2252
399,3921,4379,2248
419,3958,4351,2252
435,4020,4311,2253
440,4055,4300,2252
423,4038,4299,2234
398,4055,4300,2221
367,4127,4269,2214
356,4199,4248,2221
356,4201,4241,2219
356,4199,4248,2221
336,4239,4225,2219
314,4296,4197,2221
293,4298,4179,2215
272,4296,4197,2221
244,4330,4205,2232
230,4392,4197,2252
233,4418,4162,2255
230,4441,4146,2252
202,4483,4138,2244
168,4537,4146,2252
145,4557,4140,2263
126,4586,4146,2283
88,4636,4145,2297
42,4682,4146,2314
10,4666,4117,2327
0,4634,4095,2346
-8,4620,4078,2359
-21,4634,4095,2377
-31,4633,4111,2389
-21,4634,4146,2408
7,4624,4181,2423
42,4586,4248,2439
67,4488,4329,2450
84,4392,4453,2471
103,4319,4605,2497
147,4248,4811,2533
208,4116,5033,2554
272,3958,5272,2565
324,3814,5495,2569
377,3717,5733,2596
443,3622,5961,2628
524,3524,6193,2658
596,3403,6398,2670
649,3282,6603,2690
693,3163,6785,2718
754,3089,6961,2752
830,3053,7108,2767
901,3041,7268,2784
952,3001,7424,2807
1005,2944,7575,2846
1069,2881,7668,2867
1131,2848,7729,2877
1174,2822,7767,2882
1215,2800,7831,2909
1260,2766,7885,2940
1298,2751,7934,2971
1318,2746,7952,2984
1340,2751,7985,3002
1380,2744,8009,3027
1424,2751,8036,3065
1448,2755,8030,3085
1466,2751,8036,3096
1487,2732,8047,3101
1508,2751,8087,3128
1509,2802,8110,3159
1508,2848,8139,3190
1515,2846,8156,3201
1529,2848,8190,3221
1530,2870,8195,3248
1529,2896,8190,3284
1541,2889,8155,3302
1571,2896,8139,3315
1591,2924,8112,3324
1592,2944,8087,3346
1576,2927,8031,3361
1571,2944,7985,3378
1577,3016,7930,3387
1592,3089,7883,3409
1600,3096,7803,3424
1613,3089,7729,3440
1630,3108,7645,3448
1654,3137,7575,3472
1668,3143,7474,3499
1675,3186,7371,3534
1685,3272,7255,3550
1717,3331,7166,3565
1750,3291,7064,3575
1759,3234,6961,3597
1737,3238,6826,3610
1717,3282,6705,3628
1714,3261,6586,3639
1717,3186,6501,3659
1699,3129,6412,3672
1675,3137,6347,3690
1660,3141,6279,3701
1654,3089,6245,3722
1637,2996,6222,3735
1613,2944,6245,3753
1586,2941,6268,3762
1571,2944,6296,3784
1556,2916,6291,3810
1550,2896,6296,3847
1539,2899,6293,3866
1529,2896,6296,3878
1511,2861,6267,3882
1508,2848,6245,3909
1508,2878,6215,3940
1508,2896,6193,3972
1487,2841,6140,3983
1466,2751,6091,4003
1442,2674,6048,4029
1403,2607,6040,4066
1292,2522,6020,4083
1131,2462,5989,4097
1017,2419,5929,4105
1089,2317,5886,4128
1331,2069,5851,4142
1613,1738,5835,4160
1808,1431,5790,4169
1969,1207,5733,4191
2204,1006,5663,4205
2576,772,5630,4222
3027,443,5604,4230
3476,0,5579,4253
3828,-538,5522,4271
4021,-1014,5477,4285
4056,-1232,5441,4278
4021,-1062,5426,4285
4003,-601,5395,4296
4021,-48,5375,4316
4032,423,5348,4314
4021,821,5323,4316
4010,1189,5268,4322
4021,1545,5221,4347
4032,1832,5182,4353
4021,2076,5170,4347
4006,2331,5143,4324
4021,2655,5119,4316
4017,2995,5085,4311
3874,3282,5067,4316
3504,3451,5038,4302
2953,3524,5016,4285
2338,3554,4984,4261
1759,3620,4965,4253
1264,3730,4935,4240
901,3862,4914,4222
676,3970,4883,4185
565,4055,4863,4160
512,4113,4832,4139
503,4151,4811,4128
514,4159,4781,4098
524,4151,4760,4066
498,4127,4730,4028
461,4103,4709,4003
426,4071,4679,3970
398,4055,4658,3941
361,4046,4626,3903
335,4055,4607,3878
323,4066,4592,3847
314,4103,4607,3816
285,4149,4613,3767
251,4199,4607,3722
219,4224,4571,3670
188,4248,4556,3628
151,4267,4552,3578
126,4296,4556,3534
111,4313,4527,3484
84,4344,4504,3440
35,4384,4493,3390
0,4441,4504,3346
-8,4474,4487,3297
-21,4489,4453,3253
-70,4483,4409,3201
-126,4489,4402,3159
-155,4492,4402,3112
-168,4489,4402,3065
-191,4448,4371,3002
-209,4392,4351,2940
-206,4332,4338,2874
-188,4296,4351,2815
-176,4255,4349,2749
-147,4199,4351,2690
-89,4105,4340,2628
-21,4006,4351,2565
37,3916,4374,2485
105,3862,4453,2408
190,3814,4564,2338
272,3765,4709,2283
331,3693,4848,2223
398,3620,5016,2158
495,3540,5205,2079
607,3475,5426,2002
702,3430,5617,1929
796,3427,5784,1877
914,3423,5925,1830
1047,3379,6091,1783
1152,3275,6252,1720
1215,3186,6398,1658
1254,3143,6498,1594
1298,3137,6603,1532
1345,3101,6706,1465
1382,3041,6808,1407
1410,2977,6862,1358
1445,2944,6910,1314
1484,2918,6954,1255
1508,2896,7012,1188
1507,2853,7041,1120
1508,2800,7064,1063
1519,2737,7065,1012
1529,2703,7064,970
1524,2679,7032,924
1529,2655,7012,876
1546,2629,7000,823
1550,2655,7012,782
1524,2712,7008,751
1508,2751,7012,719
1518,2740,7008,673
1529,2751,7012,626
1514,2803,6987,588
1508,2848,6961,563
1529,2825,6925,534
1550,2800,6910,500
1531,2827,6883,466
1508,2896,6859,438
1517,2931,6808,408
1550,2944,6757,375
1552,2963,6678,340
1529,2993,6603,313
1513,2994,6516,294
1529,2993,6449,281
1547,3007,6372,266
1550,3041,6296,250
1529,3050,6191,234
1508,3041,6091,219
1498,3029,5981,201
1508,3041,5886,188
1521,3047,5777,183
1529,3041,5682,188
1525,3026,5587,191
1529,3041,5528,188
1545,3067,5482,173
1571,3089,5477,156
1580,3098,5487,147
1571,3137,5528,156
1557,3182,5556,175
1571,3186,5579,188
1603,3139,5574,188
1634,3137,5579,188
1643,3209,5576,189
1654,3282,5579,188
1682,3258,5554,182
1717,3186,5528,188
1722,3153,5493,206
1696,3186,5477,219
1668,3206,5449,217
1675,3186,5426,219
1703,3133,5389,235
1717,3089,5375,250
1698,3055,5366,250
1675,3041,5375,250
1663,3010,5357,265
1654,2944,5323,281
1630,2850,5264,282
1613,2800,5221,281
1610,2797,5185,296
1613,2800,5170,313
1594,2765,5141,314
1571,2751,5119,313
1562,2789,5086,325
1571,2848,5067,344
1566,2861,5038,350
1550,2848,5016,344
1532,2841,4985,341
1529,2848,4965,344
1527,2843,4935,345
1529,2848,4914,344
1525,2871,4882,345
1529,2896,4863,344
1526,2896,4833,341
1529,2896,4811,344
1520,2906,4779,349
1508,2896,4760,344
1487,2833,4733,326
1466,2751,4709,313
1400,2690,4673,313
1277,2655,4658,313
1144,2602,4652,298
1131,2510,4658,281
1275,2341,4636,279
1508,2076,4607,281
1719,1726,4568,271
1906,1400,4556,250
2099,1168,4550,232
2346,1014,4556,219
2686,799,4536,205
3162,434,4504,188
3674,-76,4462,172
4021,-579,4453,156
4093,-916,4455,140
4021,-965,4453,125
3985,-747,4420,112
4021,-338,4402,94
4041,140,4397,64
4021,627,4402,31
4005,1081,4376,9
4021,1496,4351,0
4032,1814,4339,-10
4021,2027,4351,-31
4008,2199,4335,-63
4021,2462,4300,-94
4044,2799,4255,-114
4021,3089,4248,-125
3866,3239,4251,-137
3518,3331,4248,-156
2973,3420,4216,-177
2325,3475,4197,-188
1709,3458,4191,-187
1236,3475,4197,-188
901,3599,4174,-199
649,3765,4146,-219
446,3859,4128,-238
335,3910,4146,-250
323,3980,4156,-255
356,4055,4146,-250
358,4067,4109,-244
335,4055,4095,-250
317,4065,4093,-268
314,4103,4095,-281
289,4121,4066,-283
251,4151,4044,-281
224,4201,4033,-284
230,4248,4044,-281
239,4244,4040,-266
230,4248,4044,-250
198,4285,4043,-247
168,4344,4044,-250
143,4368,4016,-242
126,4392,3992,-219
105,4435,3979,-198
84,4489,3992,-188
58,4511,3993,-179
21,4537,3992,-156
-27,4581,3983,-123
-63,4634,3992,-94
-77,4643,3992,-78
-84,4634,3992,-63
-108,4624,3980,-36
-147,4634,3992,0
-178,4631,4011,33
-188,4634,4044,63
-195,4636,4059,93
-209,4634,4095,125
-223,4579,4149,156
-209,4489,4248,188
-164,4393,4358,220
-105,4344,4504,250
-53,4321,4678,278
0,4296,4914,313
71,4231,5166,358
168,4151,5426,407
267,4056,5654,444
356,3958,5886,469
430,3848,6111,494
503,3765,6347,532
576,3695,6555,579
649,3620,6757,626
720,3514,6933,660
796,3427,7115,688
872,3358,7270,716
942,3282,7422,751
998,3158,7548,784
1047,3041,7678,813
1092,2955,7784,840
1131,2896,7883,876
1160,2815,7941,912
1194,2751,7985,938
1235,2729,8003,950
1277,2751,8036,970
1310,2757,8058,1001
1340,2751,8087,1032
1373,2743,8099,1048
1403,2751,8139,1063
1417,2750,8183,1091
1424,2751,8241,1126
1437,2746,8266,1147
1466,2751,8292,1157
1493,2761,8307,1168
1508,2800,8343,1188
1506,2835,8365,1206
1508,2848,8394,1220
1516,2832,8397,1231
1529,2848,8394,1251
1530,2897,8362,1270
1529,2944,8343,1282
1526,2943,8314,1282
1529,2944,8292,1282
1527,2981,8237,1283
1529,3041,8190,1282
1535,3058,8132,1276
1550,3041,8087,1282
1561,3023,8010,1300
1571,3041,7934,1314
1571,3066,7845,1302
1571,3089,7780,1282
1566,3105,7701,1273
1571,3137,7627,1282
1579,3167,7523,1288
1592,3186,7422,1282
1600,3181,7292,1265
1613,3186,7166,1251
1624,3203,7024,1244
1634,3234,6910,1251
1638,3254,6797,1257
1654,3282,6705,1251
1678,3309,6594,1230
1696,3331,6501,1220
1690,3329,6419,1220
1675,3331,6398,1220
1667,3320,6392,1202
1675,3282,6398,1188
1679,3215,6383,1186
1675,3186,6398,1188
1663,3193,6422,1174
1654,3186,6449,1157
1637,3113,6427,1151
1613,3041,6398,1157
1583,3008,6363,1150
1571,2993,6347,1126
1570,2941,6313,1099
1571,2896,6296,1095
1558,2887,6272,1099
1550,2896,6245,1095
1554,2871,6183,1075
1571,2848,6142,1063
1575,2860,6113,1064
1571,2896,6091,1063
1564,2903,6032,1046
1571,2896,5989,1032
1573,2896,5958,1031
1571,2896,5938,1032
1562,2872,5880,1016
1571,2848,5835,1001
1577,2846,5803,998
1571,2848,5784,1001
1535,2813,5729,987
1508,2751,5682,970
1493,2678,5647,964
1466,2607,5630,970
1359,2543,5579,970
1194,2510,5528,970
1072,2460,5486,971
1131,2317,5477,970
1369,2047,5452,954
1675,1738,5426,938
1913,1456,5390,933
2094,1207,5375,938
2318,930,5348,938
2681,627,5323,938
3140,279,5287,938
3581,-145,5272,938
3883,-671,5249,934
4021,-1158,5221,938
4041,-1388,5164,953
4021,-1207,5119,970
4009,-734,5081,972
4021,-193,5067,970
4029,275,5040,968
4021,724,5016,970
4008,1171,4982,966
4021,1545,4965,970
4037,1775,4937,982
4021,1979,4914,1001
3992,2275,4880,1006
4021,2655,4863,1001
4082,2976,4836,994
4021,3186,4811,1001
3696,3303,4773,1016
3141,3379,4760,1032
2497,3422,4756,1036
1885,3475,4760,1032
1352,3558,4735,1026
942,3668,4709,1032
665,3770,4677,1046
503,3862,4658,1063
408,3942,4625,1068
377,4006,4607,1063
392,4036,4597,1056
419,4055,4607,1063
409,4073,4590,1079
377,4103,4556,1095
346,4125,4511,1096
335,4151,4504,1095
324,4172,4508,1093
314,4199,4504,1095
302,4218,4469,1093
293,4248,4453,1095
273,4271,4451,1097
251,4296,4453,1095
227,4309,4422,1079
209,4344,4402,1063
190,4390,4397,1057
168,4441,4402,1063
138,4464,4373,1068
105,4489,4351,1063
70,4525,4342,1047
42,4586,4351,1032
13,4622,4326,1024
-21,4634,4300,1032
-58,4623,4282,1039
-84,4634,4300,1032
-102,4644,4302,1011
-126,4634,4300,1001
-156,4582,4286,1002
-168,4537,4300,1001
-158,4509,4303,984
-147,4489,4300,970
-152,4442,4278,968
-147,4392,4300,970
-102,4329,4358,955
-21,4248,4453,938
58,4149,4540,932
126,4103,4658,938
204,4095,4811,931
314,4055,5016,907
432,3917,5219,882
524,3765,5426,876
584,3667,5622,879
649,3620,5835,876
739,3553,6023,858
838,3475,6193,844
918,3387,6336,841
984,3282,6501,844
1049,3143,6660,843
1110,3041,6808,844
1155,2989,6908,846
1194,2944,7012,844
1235,2844,7114,829
1277,2751,7217,813
1310,2722,7272,808
1340,2751,7320,813
1372,2746,7362,814
1403,2703,7422,813
1418,2655,7452,811
1424,2655,7473,813
1436,2674,7471,812
1466,2703,7473,813
1494,2723,7459,814
1508,2751,7473,813
1505,2761,7494,809
1508,2751,7524,813
1519,2730,7521,827
1529,2751,7524,844
1527,2803,7521,849
1529,2848,7524,844
1538,2847,7496,839
1550,2848,7473,844
1548,2867,7442,848
1550,2896,7422,844
1559,2908,7384,837
1571,2944,7371,844
1563,3002,7351,862
1550,3041,7320,876
1549,3017,7237,874
1571,2993,7166,876
1589,3007,7108,890
1592,3041,7064,907
1577,3039,6968,908
1571,3041,6859,907
1577,3077,6743,917
1592,3137,6654,938
1595,3168,6548,946
1592,3186,6449,938
1592,3193,6340,928
1613,3186,6245,938
1637,3160,6132,958
1654,3186,6040,970
1660,3265,5951,966
1675,3331,5886,970
1698,3316,5815,985
1717,3282,5784,1001
1711,3278,5787,1001
1696,3282,5835,1001
1688,3238,5866,1011
1696,3186,5886,1032
1700,3156,5878,1048
1696,3137,5886,1063
1683,3085,5885,1079
1675,3041,5886,1095
1666,3020,5858,1096
1654,2993,5835,1095
1631,2915,5802,1102
1613,2848,5784,1126
1604,2831,5752,1147
1613,2848,5733,1157
1619,2828,5703,1154
1613,2800,5682,1157
1589,2803,5647,1168
1571,2848,5630,1188
1564,2867,5607,1204
1571,2848,5579,1220
1571,2809,5521,1233
1571,2800,5477,1251
1567,2817,5441,1266
1571,2848,5426,1282
1569,2858,5395,1296
1571,2848,5375,1314
1568,2834,5348,1327
1571,2848,5323,1345
1568,2878,5268,1360
1571,2896,5221,1376
1563,2881,5182,1389
1550,2848,5170,1407
1521,2804,5143,1424
1487,2751,5119,1439
1414,2677,5084,1447
1298,2607,5067,1470
1169,2556,5039,1501
1131,2510,5016,1532
1232,2368,4982,1547
1445,2076,4965,1564
1662,1696,4938,1589
1843,1400,4914,1626
2007,1224,4876,1657
2241,1062,4863,1689
2593,778,4857,1720
3058,386,4863,1751
3520,-82,4839,1768
3853,-579,4811,1783
3998,-997,4776,1805
4021,-1110,4760,1845
4015,-850,4733,1882
4021,-386,4709,1908
4024,32,4675,1919
4021,386,4658,1939
4018,769,4633,1968
4021,1207,4607,2002
4020,1575,4568,2020
4021,1834,4556,2033
4021,2045,4553,2044
4021,2317,4556,2064
4022,2638,4529,2079
4021,2944,4504,2095
3940,3157,4476,2108
3665,3282,4453,2127
3141,3343,4416,2141
2471,3379,4402,2158
1824,3393,4400,2170
1319,3427,4402,2189
959,3514,4373,2204
712,3668,4351,2221
539,3821,4342,2232
440,3910,4351,2252
401,3932,4329,2268
419,3958,4300,2283
450,4008,4280,2282
461,4055,4300,2283
432,4055,4310,2290
398,4055,4300,2314
377,4087,4262,2334
377,4151,4248,2346
369,4187,4248,2341
356,4199,4248,2346
340,4209,4218,2356
335,4248,4197,2377
327,4278,4190,2390
314,4296,4197,2408
285,4303,4174,2424
251,4344,4146,2439
222,4396,4128,2439
209,4441,4146,2439
198,4455,4154,2446
168,4489,4146,2471
119,4539,4111,2490
84,4586,4095,2502
66,4587,4086,2498
42,4586,4095,2502
-4,4601,4089,2511
-42,4634,4095,2533
-55,4639,4091,2548
-63,4634,4095,2565
-94,4616,4082,2576
-126,4586,4095,2596
-123,4515,4126,2611
-84,4441,4197,2627
-46,4381,4279,2637
-21,4344,4402,2658
12,4296,4540,2676
84,4248,4709,2690
181,4184,4887,2687
272,4103,5119,2690
332,3982,5373,2698
377,3862,5630,2721
436,3754,5837,2736
524,3668,6040,2752
622,3571,6239,2763
712,3475,6449,2784
781,3375,6626,2798
838,3282,6808,2815
888,3178,6985,2826
942,3089,7166,2846
997,3010,7301,2860
1047,2944,7422,2877
1089,2865,7523,2888
1131,2800,7627,2909
1174,2756,7687,2924
1215,2751,7729,2940
1248,2750,7748,2947
1277,2751,7780,2971
1302,2745,7800,3003
1319,2751,7831,3034
1333,2752,7850,3036
1361,2751,7883,3034
1397,2742,7901,3038
1424,2751,7934,3065
1426,2756,7954,3085
1424,2751,7985,3096
1431,2732,8001,3091
1445,2751,8036,3096
1453,2801,8059,3108
1466,2848,8087,3128
1487,2849,8085,3131
1508,2848,8087,3128
1511,2866,8079,3118
1508,2896,8087,3128
1506,2896,8067,3141
1508,2896,8036,3159
1504,2912,7976,3159
1508,2944,7934,3159
1519,2964,7882,3154
1529,2993,7831,3159
1519,3024,7749,3157
1508,3041,7678,3159
1509,3026,7598,3155
1529,3041,7524,3159
1544,3106,7418,3156
1550,3186,7320,3159
1552,3206,7212,3155
1571,3186,7115,3159
1595,3167,6985,3157
1613,3186,6859,3159
1612,3224,6722,3154
1613,3282,6603,3159
1626,3325,6464,3159
1654,3331,6347,3159
1667,3295,6246,3142
1654,3282,6193,3128
1625,3291,6139,3118
1613,3282,6091,3128
1620,3224,6038,3132
1634,3186,6040,3128
1629,3188,6076,3106
1613,3186,6142,3096
1590,3119,6174,3093
1571,3041,6193,3096
1547,3004,6189,3082
1529,2993,6193,3065
1513,2948,6170,3044
1508,2896,6142,3034
1503,2878,6102,3017
1508,2896,6091,3002
1509,2904,6071,2982
1508,2896,6040,2971
1487,2880,5976,2954
1466,2848,5938,2940
1444,2781,5910,2919
1424,2703,5886,2909
1357,2627,5828,2894
1236,2558,5784,2877
1108,2483,5752,2845
1089,2413,5733,2815
1212,2298,5678,2790
1424,2076,5630,2784
1624,1735,5595,2772
1801,1400,5579,2752
1986,1164,5530,2716
2241,1014,5477,2690
2601,800,5432,2670
3079,434,5426,2658
3569,-73,5407,2631
3916,-579,5375,2596
4037,-935,5314,2557
4021,-1014,5272,2533
4000,-820,5236,2506
4021,-434,5221,2471
4034,2,5192,2419
4021,434,5170,2377
4008,859,5137,2344
4021,1303,5119,2314
4032,1697,5089,2268
4021,1979,5067,2221
4004,2170,5036,2172
4021,2413,5016,2127
4053,2749,4986,2074
4021,3089,4965,2033
3837,3321,4934,2001
3476,3475,4914,1970
2959,3594,4883,1923
2346,3668,4863,1877
1730,3678,4831,1831
1236,3717,4811,1783
908,3858,4782,1718
712,4055,4760,1658
583,4177,4728,1608
524,4199,4709,1564
531,4186,4681,1502
565,4199,4658,1439
561,4211,4624,1384
524,4199,4607,1345
483,4166,4582,1300
461,4151,4556,1251
431,4135,4515,1201
398,4103,4504,1157
368,4054,4505,1110
356,4055,4504,1063
339,4101,4471,1014
314,4151,4453,970
285,4150,4451,922
272,4151,4453,876
260,4185,4422,827
230,4248,4402,782
176,4278,4398,735
126,4296,4402,688
92,4314,4371,639
63,4344,4351,594
20,4359,4346,548
-21,4392,4351,500
-46,4440,4320,449
-63,4489,4300,407
-92,4495,4294,373
-126,4489,4300,344
-151,4473,4269,312
-168,4441,4248,281
-190,4366,4242,251
-209,4296,4248,219
-212,4243,4217,183
-188,4199,4197,156
-151,4126,4204,141
-105,4055,4248,125
-55,3985,4271,96
0,3910,4300,63
64,3801,4361,40
147,3717,4504,31
242,3678,4679,21
335,3668,4863,0
410,3614,5027,-23
482,3524,5221,-31
572,3430,5425,-28
691,3379,5630,-31
809,3348,5788,-48
901,3331,5938,-63
974,3304,6083,-63
1068,3282,6245,-63
1183,3240,6378,-76
1277,3186,6501,-94
1319,3123,6601,-100
1340,3089,6705,-94
1382,3067,6783,-90
1445,3041,6859,-94
1496,2987,6912,-97
1529,2944,6961,-94
1552,2917,6983,-91
1571,2896,7012,-94
1575,2846,7035,-98
1571,2800,7064,-94
1567,2767,7064,-78
1571,2751,7064,-63
1571,2722,7055,-58
1571,2703,7064,-63
1569,2696,7059,-66
1571,2703,7064,-63
1570,2697,7056,-60
1571,2703,7064,-63
1569,2722,7060,-67
1571,2751,7064,-63
1570,2769,7040,-47
1571,2800,7012,-31
1569,2831,6972,-26
1571,2848,6961,-31
1569,2836,6944,-36
1571,2848,6910,-31
1569,2895,6828,-16
1571,2944,6757,0
1567,2951,6696,6
1571,2944,6654,0
1569,2960,6578,-7
1571,2993,6501,0
1561,3003,6417,18
1550,2993,6347,31
1527,2973,6246,32
1508,2944,6142,31
1483,2882,6029,43
1445,2800,5938,63
1345,2718,5830,71
1194,2655,5733,63
1062,2564,5635,54
1089,2413,5579,63
1309,2188,5538,82
1634,1931,5528,94
1896,1661,5516,92
2073,1400,5528,94
2296,1138,5542,109
2723,869,5579,125
3289,517,5604,128
3770,48,5630,125
3993,-458,5630,134
4021,-772,5630,156
4007,-765,5605,178
4021,-483,5579,188
4030,-107,5540,187
4021,290,5528,188
4014,710,5523,197
4021,1158,5528,219
4023,1536,5503,241
4021,1786,5477,250
4020,1938,5443,248
4021,2124,5426,250
4022,2391,5397,265
4021,2703,5375,281
3948,2947,5342,285
3686,3089,5323,281
3171,3147,5293,289
2492,3186,5272,313
1807,3234,5240,336
1236,3331,5221,344
807,3478,5191,341
524,3668,5170,344
354,3841,5138,359
272,3958,5119,375
239,4013,5089,378
251,4055,5067,375
291,4101,5035,383
335,4151,5016,407
347,4177,4988,430
335,4199,4965,438
316,4219,4929,434
314,4248,4914,438
310,4266,4906,453
293,4296,4914,469
258,4323,4894,472
230,4344,4863,469
209,4352,4820,476
188,4392,4811,500
155,4449,4811,524
126,4489,4811,532
99,4480,4781,527
63,4489,4760,532
20,4533,4750,549
0,4586,4760,563
0,4589,4742,563
-21,4586,4709,563
-85,4601,4665,576
-147,4634,4658,594
-168,4635,4658,599
-168,4634,4658,594
-186,4637,4626,591
-209,4634,4607,594
-204,4571,4595,596
-168,4489,4607,594
-134,4436,4603,593
-105,4441,4607,594
-58,4440,4599,594
21,4392,4607,594
110,4281,4613,594
188,4151,4658,594
257,4035,4722,593
335,3958,4811,594
428,3877,4894,594
524,3765,5016,594
608,3628,5174,592
691,3524,5375,594
769,3456,5557,597
838,3379,5733,594
901,3261,5897,580
984,3137,6091,563
1063,3019,6276,555
1110,2896,6449,563
1139,2783,6578,571
1215,2751,6705,563
1296,2759,6827,542
1257,2655,6961,532
1030,2309,7055,533
754,1834,7115,532
603,1420,7135,515
628,1158,7166,500
741,922,7191,499
901,579,7217,500
1125,71,7213,486
1424,-531,7217,469
1734,-1158,7215,464
2031,-1689,7217,469
2406,-2005,7189,470
2953,-1979,7166,469
3569,-1651,7149,471
4000,-1158,7166,469
4104,-655,7170,454
4021,-145,7166,438
3973,383,7134,432
4021,917,7115,438
4054,1393,7087,440
4021,1834,7064,438
3985,2268,7011,435
4021,2703,6961,438
4075,3079,6901,439
4021,3379,6859,438
3760,3585,6803,435
3288,3717,6757,438
2665,3799,6684,441
1990,3910,6603,438
1370,4071,6491,422
921,4248,6398,407
709,4370,6312,401
712,4441,6245,407
817,4501,6146,410
921,4586,6040,407
974,4670,5922,401
1005,4730,5835,407
1033,4757,5749,422
1068,4779,5682,438
1085,4799,5612,442
1089,4827,5579,438
1084,4846,5563,434
1089,4875,5579,438
1091,4901,5594,441
1089,4923,5630,438
1070,4921,5656,432
1047,4923,5682,438
1016,4925,5677,454
984,4923,5682,469
943,4882,5679,472
901,4827,5682,469
862,4766,5654,468
838,4730,5630,469
813,4712,5599,468
775,4730,5579,469
724,4745,5543,470
691,4730,5528,469
679,4672,5521,464
670,4634,5528,469
646,4616,5504,485
628,4586,5477,500
631,4491,5442,503
649,4392,5426,500
660,4326,5396,500
670,4296,5375,500
688,4235,5342,497
712,4151,5323,500
730,4049,5292,515
754,3958,5272,532
791,3868,5241,535
838,3813,5221,532
874,3771,5187,529
901,3717,5170,532
920,3616,5154,532
942,3524,5170,532
967,3462,5186,532
1005,3427,5221,532
1055,3360,5254,528
1110,3282,5323,532
1148,3213,5409,545
1173,3186,5528,563
1196,3175,5646,569
1236,3186,5784,563
1274,3192,5911,556
1298,3186,6040,563
1310,3140,6141,579
1340,3089,6245,594
1392,3061,6326,596
1445,3089,6398,594
1477,3139,6442,601
1508,3186,6501,626
1555,3193,6555,649
1613,3186,6603,657
1646,3175,6605,652
1654,3186,6603,657
1651,3192,6598,673
1654,3186,6603,688
1661,3143,6579,688
1675,3089,6552,688
1688,3044,6519,701
1696,3041,6501,719
1689,3050,6457,723
1675,3041,6398,719
1661,2991,6315,725
1654,2944,6245,751
1644,2914,6165,775
1634,2896,6091,782
1620,2865,6004,776
1613,2848,5938,782
1602,2844,5863,799
1592,2848,5784,813
1577,2837,5675,811
1571,2848,5579,813
1568,2876,5477,827
1571,2896,5375,844
1563,2870,5251,846
1550,2848,5170,844
1534,2858,5128,855
1529,2896,5119,876
1527,2905,5084,883
1529,2896,5067,876
1526,2886,5076,867
1529,2896,5119,876
1529,2897,5128,893
1529,2896,5119,907
1517,2891,5101,909
1508,2896,5119,907
1502,2894,5127,905
1508,2896,5119,907
1509,2894,5080,907
1508,2896,5067,907
1502,2891,5066,905
1508,2896,5067,907
1518,2897,5034,907
1529,2896,5016,907
1528,2886,5011,905
1529,2896,5016,907
1534,2918,4987,908
1550,2944,4965,907
1560,2946,4956,902
1571,2944,4965,907
1578,2941,4943,921
1592,2944,4914,938
1601,2936,4881,942
1613,2944,4863,938
1627,2978,4829,934
1654,3041,4811,938
1681,3083,4803,940
1696,3089,4811,938
1688,3060,4791,933
1675,3041,4760,938
1669,3037,4723,953
1675,3041,4709,970
1678,3007,4685,974
