III,V,PLETH,RESP
7786,14852,5254,0
7660,14955,5376,0
7564,14972,5478,0
7536,14869,5554,0
7564,14852,5638,0
7580,14906,5718,0
7675,14972,5799,0
7838,14901,5850,0
8009,14852,5895,0
8105,14906,5923,0
8231,15092,5959,0
8355,15198,5984,0
8343,15211,6023,0
8076,15132,6054,0
7786,15092,6087,0
7707,15026,6097,0
7898,14972,6119,0
8150,14910,6142,0
8343,14972,6183,0
8367,15058,6201,0
8231,15092,6215,0
8000,14962,6218,0
7898,14852,6247,0
7946,14805,6276,0
8009,14852,6311,0
7913,14881,6323,0
7786,14972,6343,0
7775,14987,6354,0
7898,14852,6375,0
7952,14606,6374,0
7898,14612,6375,0
7792,14803,6366,0
7786,14852,6375,0
7870,14554,6373,0
8009,14373,6375,0
8062,14544,6357,0
8009,14852,6343,0
7889,14913,6318,0
7898,14972,6311,0
8071,15262,6294,0
8343,15690,6279,0
8500,15902,6242,0
8454,16050,6215,0
8133,16324,6180,0
7675,16649,6151,0
7343,16565,6099,0
7453,16050,6055,0
7888,15402,6003,0
8231,15092,5959,0
8127,15182,5892,0
7786,15571,5831,0
7602,15891,5762,0
7786,15930,5703,0
8141,15551,5622,0
8454,14972,5542,0
8576,14358,5454,0
8565,13894,5382,0
8541,13495,5299,0
8676,13175,5222,0
8877,12894,5134,0
8899,12816,5062,0
8554,12954,4981,0
8009,13295,4902,0
7503,13590,4801,0
7230,13774,4709,0
7164,13845,4619,0
7341,14014,4549,0
7598,14189,4467,0
7786,14253,4389,0
7808,14100,4309,0
7898,14014,4261,0
8074,14142,4215,0
8120,14493,4165,0
7722,14841,4090,0
7008,15211,4037,0
6267,15604,3998,0
5784,16050,3973,0
5606,16305,3923,0
5562,16169,3876,0
5097,15416,3835,0
4116,14253,3812,0
3729,13225,3776,0
5673,13175,3748,0
10050,14369,3724,0
14794,16169,3716,0
17630,17131,3689,0
18354,16529,3652,0
18226,15095,3608,0
18131,14373,3588,0
17799,14587,3571,0
16796,14612,3556,0
15079,13614,3522,0
13014,12456,3492,0
11025,12176,3457,0
9566,12696,3428,0
8722,13146,3389,0
8231,13415,3364,0
7725,13716,3344,0
7230,14014,3332,0
6954,14009,3299,0
7008,14014,3268,0
7175,14273,3241,0
7230,14612,3236,0
7087,14615,3223,0
6896,14493,3204,0
6774,14503,3167,0
6785,14612,3140,0
6817,14540,3116,-1
6896,14493,3108,0
6985,14625,3092,0
7119,14852,3076,0
7189,14868,3051,-1
7230,14852,3043,0
7278,15066,3041,1
7453,15571,3043,0
7634,15932,3027,-3
7675,15930,3011,0
7515,15666,2992,12
7341,15571,2979,32
7226,15714,2958,54
7119,15930,2947,80
6958,15878,2941,116
6896,15571,2947,161
6976,15078,2936,205
7119,14612,2915,241
7240,14270,2887,271
7453,14253,2883,306
7652,14440,2885,346
7564,14612,2883,386
7089,14542,2862,420
6674,14493,2851,450
6697,14678,2849,482
7008,15092,2851,515
7053,15311,2833,546
6674,15211,2819,579
6185,14918,2813,612
6007,14852,2819,644
6103,15115,2806,669
6229,15571,2787,692
6215,15726,2775,715
6229,15451,2787,740
6417,15039,2794,763
6785,15092,2787,788
7153,15554,2763,813
7453,15930,2755,837
7601,15809,2755,854
7564,15571,2755,869
7311,15612,2735,884
7008,15930,2723,901
6758,16085,2720,916
6563,16050,2723,933
6310,16014,2705,949
6118,16169,2691,965
6169,16297,2686,975
6563,16289,2691,981
7055,16135,2677,986
7341,16050,2659,998
7227,16005,2648,1008
6896,15930,2659,1014
6664,15626,2663,1012
6785,15211,2659,1014
7160,14868,2640,1020
7564,14852,2627,1030
7775,15004,2619,1031
7786,15092,2627,1030
7614,14889,2630,1028
7341,14612,2627,1030
7032,14470,2607,1029
6896,14612,2595,1030
7080,14793,2590,1029
7564,14852,2595,1030
7972,14707,2584,1028
8009,14612,2563,1030
7762,14659,2536,1030
7675,14852,2531,1030
7820,14961,2532,1021
7898,14972,2531,1014
7708,14885,2511,1010
7564,14852,2499,1014
7628,14840,2495,1014
7675,14852,2499,1014
7453,14735,2485,1011
7230,14612,2467,1014
7241,14749,2455,1014
7341,15451,2467,1014
7272,16337,2473,1009
7230,16768,2467,1014
7389,16442,2443,1022
7564,15930,2435,1030
7438,15676,2434,1029
7230,15571,2435,1030
7326,15113,2415,1035
7786,14373,2403,1046
8206,13671,2398,1047
8343,13295,2403,1046
8234,13160,2387,1047
8120,13295,2371,1062
8081,13584,2359,1079
8120,13894,2371,1094
8114,13996,2381,1101
8009,14014,2403,1110
7758,14008,2425,1123
7453,14014,2467,1142
7166,13919,2516,1158
7008,13894,2595,1175
6957,14001,2686,1188
7008,14253,2787,1207
7126,14452,2875,1222
7341,14612,2979,1239
7528,14653,3096,1252
7564,14612,3236,1271
7394,14490,3370,1293
7230,14493,3524,1319
7218,14574,3689,1342
7341,14612,3876,1368
7362,14462,4052,1390
7230,14373,4229,1416
7047,14509,4389,1438
7008,14852,4549,1464
7062,15079,4691,1492
7119,15092,4838,1528
7132,14875,4970,1562
7230,14612,5094,1593
7383,14406,5188,1615
7453,14493,5286,1641
7301,14883,5381,1669
7119,15451,5478,1705
7153,15786,5545,1738
7453,15690,5606,1770
7667,15145,5654,1793
7564,14493,5703,1818
7301,13976,5731,1840
7341,13774,5767,1866
7735,13743,5797,1888
8120,13774,5831,1915
8156,13683,5841,1937
8009,13534,5863,1963
7883,13415,5888,1984
7786,13534,5927,2011
7622,13786,5942,2035
7564,14014,5959,2059
7674,14033,5968,2074
7786,14014,5991,2092
7692,14002,6001,2110
7564,14014,6023,2140
7552,13930,6036,2166
7564,13894,6055,2188
7397,13886,6050,2200
7230,13894,6055,2220
7299,13866,6061,2243
7564,14014,6087,2269
7647,14251,6091,2283
7453,14373,6087,2301
7235,14252,6062,2320
7341,14253,6055,2349
7646,14517,6047,2371
7786,14852,6055,2397
7541,14932,6042,2419
7230,14972,6023,2446
7222,15198,5983,2465
7564,15571,5959,2494
7847,15723,5935,2523
7786,15690,5927,2558
7422,15695,5898,2581
7119,15930,5863,2606
7092,16102,5808,2632
7341,15930,5767,2671
7620,15290,5718,2704
7786,14493,5671,2735
7826,13792,5601,2755
7898,13415,5542,2783
8045,13331,5477,2812
8231,13534,5414,2848
8325,13749,5330,2873
8343,13774,5254,2896
8326,13553,5173,2913
8343,13415,5094,2944
8298,13379,4991,2975
8120,13295,4902,3009
7810,13094,4816,3029
7564,13175,4741,3057
7465,13538,4642,3085
7453,13774,4549,3121
7365,13579,4460,3145
7230,13415,4389,3170
7104,13570,4305,3189
7119,13894,4229,3218
7194,14133,4155,3239
7230,14612,4101,3266
7024,15258,4035,3286
6674,15451,3973,3314
6394,14761,3902,3335
6452,14014,3844,3363
6677,14137,3777,3383
6674,15092,3716,3411
6108,15898,3656,3431
5339,16050,3620,3459
5096,15605,3587,3481
5562,14852,3556,3507
5651,13838,3505,3527
4449,12816,3460,3556
3006,12045,3419,3579
3893,11858,3396,3604
8032,12365,3363,3616
13348,13534,3332,3636
16997,14761,3293,3656
18354,15451,3268,3684
18586,15542,3235,3700
18576,15690,3204,3717
18122,16061,3163,3727
17019,16169,3140,3749
15419,15529,3121,3763
13571,14612,3108,3781
11607,13996,3076,3791
9900,13774,3043,3813
8774,13594,3007,3829
8231,13534,2979,3845
7932,13700,2944,3848
7675,14014,2915,3861
7392,14164,2882,3874
7119,14253,2851,3894
6851,14344,2813,3898
6674,14373,2787,3910
6617,14170,2768,3920
6674,14014,2755,3942
6710,14128,2724,3949
6674,14493,2691,3958
6567,14749,2664,3960
6563,14852,2659,3974
6622,14848,2649,3979
6674,14852,2627,3990
6608,14715,2587,3993
6563,14493,2563,4006
6558,14296,2556,4011
6563,14373,2563,4022
6483,14616,2551,4025
6452,14852,2531,4038
6533,14882,2507,4043
6674,14852,2499,4054
6703,14823,2485,4057
6674,14852,2467,4071
6716,14856,2442,4077
6896,14972,2435,4087
7037,15129,2434,4082
7008,15211,2435,4087
6792,15075,2418,4090
6563,14972,2403,4103
6404,15026,2385,4101
6340,15211,2371,4103
6279,15321,2348,4097
6229,15451,2339,4103
6200,15577,2337,4099
6229,15690,2339,4103
6237,15772,2322,4098
6229,16050,2307,4103
6263,16326,2300,4099
6452,16289,2307,4103
6658,15963,2306,4098
6674,16050,2307,4103
6410,16698,2306,4099
6118,17247,2307,4103
6040,16947,2291,4098
6229,16169,2275,4103
6481,15625,2264,4099
6674,15571,2275,4103
6758,15592,2280,4098
6785,15571,2275,4103
6736,15536,2253,4100
6674,15571,2243,4103
6635,15570,2240,4097
6674,15690,2243,4103
6719,15921,2228,4101
6785,16169,2211,4103
6931,16240,2200,4091
7230,16289,2211,4087
7463,16299,2217,4077
7341,16169,2211,4071
6796,15772,2188,4045
6229,15451,2179,4022
6023,15427,2177,3994
6229,15690,2179,3974
6513,15911,2162,3940
6674,16050,2146,3910
6713,16083,2139,3873
6785,16050,2146,3845
6889,15826,2147,3805
7008,15571,2146,3765
7100,15441,2143,3713
7230,15571,2146,3668
7362,15704,2145,3622
7453,15690,2146,3588
7423,15535,2145,3548
7341,15571,2146,3507
7254,15834,2142,3454
7230,16169,2146,3411
7268,16265,2148,3367
7453,16169,2146,3330
7763,15912,2128,3280
8120,15571,2114,3234
8328,15133,2108,3183
8343,14852,2114,3137
8215,14782,2114,3079
8120,14852,2114,3025
8122,14837,2111,2970
8231,14852,2114,2928
8323,14938,2112,2879
8343,15092,2114,2832
8245,15116,2112,2777
8120,15092,2114,2735
8022,15027,2111,2692
8009,14972,2114,2655
7978,14858,2115,2609
7898,14852,2114,2574
7815,14921,2098,2539
7898,14972,2082,2510
8065,14810,2062,2473
8120,14612,2050,2446
7948,14513,2031,2419
7786,14612,2018,2397
7790,14763,2009,2362
7898,14972,2018,2333
7884,15122,2029,2310
7786,15211,2050,2301
7693,15246,2071,2284
7675,15451,2114,2269
7687,15743,2169,2252
7786,15930,2243,2252
7898,15825,2314,2253
7898,15690,2403,2252
7707,15663,2510,2241
7564,15690,2659,2236
7636,15504,2820,2233
7898,15211,2979,2236
8136,14959,3108,2233
8343,14852,3236,2236
8526,14689,3368,2241
8676,14493,3524,2252
8671,14368,3679,2253
8565,14493,3844,2252
8427,14640,4003,2249
8343,14612,4165,2252
8272,14392,4309,2251
8231,14373,4453,2252
8147,14638,4584,2251
8009,14972,4709,2252
7831,15003,4809,2249
7786,14852,4902,2252
7905,14685,4981,2253
8120,14612,5062,2252
8263,14516,5126,2242
8343,14493,5190,2236
8361,14469,5238,2229
8343,14373,5286,2220
8230,14184,5315,2201
8120,14253,5350,2188
8100,14579,5378,2179
8231,14852,5414,2172
8349,14763,5430,2149
8343,14612,5446,2124
8201,14591,5453,2098
8120,14612,5478,2075
8149,14482,5495,2042
8231,14493,5510,2011
8236,14706,5504,1984
8231,14852,5510,1963
8258,14620,5518,1932
8343,14373,5542,1899
8429,14372,5553,1863
8565,14493,5574,1834
8677,14385,5587,1801
8676,14253,5606,1770
8503,14274,5604,1736
8343,14373,5606,1705
8264,14297,5600,1670
8231,14253,5606,1641
8141,14357,5601,1615
8120,14493,5606,1593
8189,14438,5602,1562
8231,14493,5606,1528
8048,14876,5590,1493
7786,15451,5574,1464
7695,15731,5549,1432
7898,15690,5542,1400
8155,15542,5526,1364
8231,15571,5510,1335
8037,15724,5474,1309
7786,15930,5446,1287
7691,15917,5412,1262
7898,15571,5382,1239
8280,14930,5331,1214
8676,14373,5286,1191
8916,14012,5234,1163
9010,13774,5190,1142
8970,13473,5125,1124
8899,13295,5062,1110
8851,13338,4992,1093
8899,13534,4934,1078
8923,13522,4855,1062
8787,13295,4773,1046
8393,13072,4682,1021
7898,13175,4613,998
7494,13415,4547,978
7341,13534,4485,965
7383,13458,4402,949
7564,13534,4325,933
7844,13768,4249,915
8231,13894,4197,901
8455,13690,4143,885
8343,13534,4101,869
7942,13622,4049,851
7675,13774,4005,837
7665,13657,3950,820
7786,13534,3908,804
7773,13657,3868,787
7675,14014,3844,772
7489,14375,3811,756
7119,14852,3780,740
6439,15355,3741,723
5784,15571,3716,708
5587,15218,3684,693
5784,14612,3652,676
5553,13968,3610,653
4672,13295,3588,627
4513,12667,3572,602
7008,12696,3556,579
11943,13555,3519,555
16685,14612,3492,531
18886,14934,3473,506
18910,14612,3460,483
18493,14413,3425,459
18354,14852,3396,434
17800,15365,3374,409
16351,15211,3364,386
14220,14255,3332,364
11902,13295,3300,338
9832,12970,3273,305
8565,13295,3268,274
8231,13665,3254,242
8343,13774,3236,209
8245,13598,3203,173
7898,13415,3172,145
7552,13350,3132,122
7341,13534,3108,97
7209,13751,3087,62
7230,13774,3076,32
7348,13528,3055,19
7341,13415,3043,16
7029,13621,3028,9
6674,14014,3011,0
6532,14210,2976,-3
6674,14253,2947,0
6825,14272,2924,2
6896,14373,2915,0
6853,14390,2898,-1
6785,14373,2883,0
6684,14372,2864,1
6674,14493,2851,0
6791,14585,2830,-1
7008,14612,2819,0
7135,14537,2813,0
7119,14493,2819,0
7017,14427,2808,0
7008,14373,2787,0
7073,14331,2759,0
7119,14493,2755,0
7058,14799,2757,0
7008,15092,2755,0
7007,15079,2733,0
7008,14852,2723,0
6901,14609,2722,0
6785,14612,2723,0
6741,14773,2704,0
6785,14972,2691,0
6827,14984,2688,0
6896,14852,2691,0
6969,14651,2674,0
7008,14612,2659,0
6947,14699,2653,0
6896,14852,2659,0
6917,14917,2645,0
7008,14972,2627,0
7065,14975,2616,0
7119,14972,2627,0
7151,14952,2632,0
7119,15092,2627,0
6922,15305,2606,0
6674,15451,2595,0
6548,15345,2590,0
6674,15211,2595,0
6892,15231,2593,0
7008,15451,2595,0
6915,15554,2593,0
6785,15451,2595,0
6765,15233,2591,0
6896,15211,2595,0
7006,15365,2596,0
7008,15571,2595,0
6916,15608,2577,0
6896,15571,2563,0
6977,15527,2556,0
7119,15571,2563,0
7200,15575,2562,0
7230,15571,2563,0
7213,15548,2559,0
7230,15571,2563,0
7324,15462,2561,0
7564,15211,2563,0
7804,14909,2560,0
7898,14852,2563,0
7816,14952,2560,0
7786,14972,2563,0
7861,14687,2562,0
7898,14373,2563,0
7735,14254,2558,0
7564,14373,2563,0
7582,14458,2565,0
7786,14493,2563,0
7916,14477,2544,0
7898,14493,2531,0
7805,14467,2525,0
7786,14493,2531,0
7818,14471,2529,0
7898,14373,2531,0
8022,14235,2531,0
8231,14373,2531,0
8377,14687,2514,0
8343,14852,2499,0
8132,14658,2490,0
8009,14493,2499,0
8076,14507,2502,0
8231,14493,2499,0
8237,14204,2480,0
8120,14014,2467,0
7976,14131,2458,0
7898,14373,2467,0
7828,14411,2469,0
7786,14493,2467,0
7711,14747,2447,0
7564,14972,2435,0
7337,14884,2427,0
7230,14852,2435,0
7323,15154,2442,0
7564,15571,2467,0
7790,15503,2493,0
8009,14972,2531,0
8173,14353,2566,0
8231,14014,2627,0
8151,13869,2708,0
8120,13894,2819,0
8183,14019,2927,0
8231,14253,3043,0
8098,14384,3169,0
7898,14373,3332,0
7743,14250,3506,0
7675,14253,3684,0
7628,14360,3841,0
7675,14493,4005,0
7770,14494,4165,0
7786,14493,4325,0
7612,14494,4455,0
7453,14493,4581,0
7482,14393,4704,0
7675,14373,4838,0
7784,14456,4952,0
7786,14612,5062,0
7809,14703,5156,0
8009,14852,5254,0
8249,14984,5334,0
8343,14972,5414,0
8166,14703,5479,0
7898,14493,5542,0
7735,14490,5586,0
7786,14612,5638,0
7888,14576,5684,0
7898,14493,5735,0
7742,14489,5763,0
7564,14612,5799,0
7479,14646,5827,0
7564,14612,5863,0
7688,14534,5876,0
7786,14493,5895,0
7886,14374,5905,0
8120,14253,5927,0
8346,14172,5936,0
8343,14253,5959,0
8075,14373,5974,0
7898,14493,5991,0
7974,14531,5984,0
8120,14612,5991,0
8020,14710,6000,0
7786,14852,6023,0
7672,14923,6022,0
7786,14972,6023,0
7924,14935,6015,0
8009,14852,6023,0
8079,14688,6017,0
8231,14612,6023,0
8349,14668,6019,0
8343,14852,6023,0
8178,14920,6005,0
8009,14852,5991,0
7902,14740,5967,0
7898,14852,5959,0
7927,15140,5939,0
8009,15451,5927,0
8084,15556,5896,0
8120,15571,5863,0
8054,15600,5808,0
8009,15690,5767,0
8089,15544,5726,0
8343,15092,5703,0
8585,14521,5658,0
8676,14253,5606,0
8548,14191,5535,0
8343,14014,5478,0
8164,13559,5414,0
8120,13295,5350,0
8213,13476,5264,0
8454,13894,5190,0
8665,14032,5110,0
8676,13894,5030,0
8426,13635,4926,0
8120,13415,4838,0
7870,13223,4753,0
7675,13295,4677,0
7493,13622,4577,0
7453,14014,4485,0
7577,14238,4398,0
7786,14493,4325,0
7870,14763,4236,0
7898,14852,4165,0
7905,14597,4107,0
7898,14373,4069,0
7705,14318,4007,0
7453,14253,3941,0
7341,13972,3876,0
7453,13894,3844,0
7396,14304,3813,0
6896,14972,3780,0
6181,15293,3727,0
5895,15211,3684,0
6105,14948,3645,0
6118,14612,3620,0
5290,13876,3584,0
4338,12816,3556,0
4991,12046,3521,0
8343,12337,3492,0
13308,13487,3453,0
17464,14612,3428,0
19141,14969,3408,0
18798,14852,3396,0
17918,14775,3364,0
17352,14852,3332,0
16698,14636,3295,0
15350,14014,3268,0
13283,13156,3232,0
11123,12456,3204,0
9441,12116,3179,0
8454,12337,3172,0
7923,12927,3158,0
7564,13534,3140,0
7227,13796,3104,0
7008,13894,3076,0
6918,14058,3051,0
6896,14373,3043,0
6829,14539,3030,0
6785,14493,3011,0
6841,14347,2976,0
7008,14373,2947,0
7088,14478,2924,0
7008,14493,2915,0
6790,14253,2899,0
6674,14014,2883,0
6653,13987,2862,0
6674,14253,2851,0
6670,14477,2836,0
6785,14493,2819,0
6928,14350,2795,0
6896,14373,2787,0
6586,14526,2786,0
6340,14612,2787,0
6466,14473,2769,0
6896,14373,2755,0
7181,14403,2747,0
7119,14493,2755,0
6871,14494,2756,0
6785,14612,2755,0
6915,14803,2741,0
7119,14852,2723,0
7214,14611,2698,1
7230,14493,2691,0
7190,14653,2692,-1
7119,14852,2691,0
6992,14742,2670,6
6896,14612,2659,16
6810,14688,2657,25
6674,14852,2659,32
6455,14758,2640,39
6340,14612,2627,48
6407,14649,2624,62
6563,14852,2627,80
6602,14891,2609,98
6563,14852,2595,113
6538,14924,2590,121
6563,15211,2595,129
6496,15453,2580,141
6340,15571,2563,161
6198,15559,2553,181
6229,15571,2563,193
6381,15562,2565,199
6563,15571,2563,209
6678,15542,2556,225
6785,15571,2563,241
6866,15611,2565,250
6896,15690,2563,257
6825,15674,2545,266
6785,15571,2531,274
6879,15330,2523,279
7119,15092,2531,290
7306,14894,2534,307
7341,14852,2531,322
7260,14856,2512,324
7230,14852,2499,322
7237,14727,2492,325
7230,14612,2499,338
7206,14552,2500,349
7341,14612,2499,354
7631,14634,2483,354
7898,14612,2467,354
7918,14546,2446,354
7786,14612,2435,354
7682,14744,2428,354
7675,14852,2435,354
7576,14764,2437,353
7341,14612,2435,354
7136,14481,2417,354
7230,14493,2403,354
7535,14545,2393,353
7786,14612,2403,354
7808,14510,2408,355
7786,14253,2403,354
7838,13975,2381,346
7898,14014,2371,338
7798,14254,2369,334
7675,14373,2371,338
7700,14159,2355,341
7898,14014,2339,338
8027,14198,2330,328
8009,14612,2339,322
7913,14867,2341,320
7898,14972,2339,322
7907,14957,2322,321
7898,14852,2307,322
7879,14636,2286,323
8009,14612,2275,322
8251,14774,2267,314
8454,14852,2275,306
8474,14566,2277,302
8454,14253,2275,306
8519,14196,2255,309
8676,14373,2243,306
8770,14485,2234,297
8787,14612,2243,290
8710,14772,2252,288
8565,14852,2275,290
8388,14638,2298,290
8343,14373,2339,290
8387,14237,2387,289
8343,14253,2467,290
8069,14250,2557,290
7786,14373,2659,290
7692,14616,2756,288
7786,14852,2883,290
7833,14867,3033,290
7786,14852,3204,290
7702,14868,3360,288
7675,14852,3524,290
7627,14677,3693,292
7564,14612,3876,290
7517,14726,4039,280
7564,14852,4197,274
7573,14735,4341,274
7453,14612,4485,274
7247,14665,4603,266
7230,14852,4709,257
7437,14884,4800,255
7675,14852,4902,257
7679,14868,4997,257
7564,14972,5094,257
7562,14953,5173,259
7786,14852,5254,257
8020,14711,5319,248
8120,14612,5382,241
8091,14432,5427,241
8120,14253,5478,241
8229,14150,5522,234
8343,14253,5574,225
8299,14373,5607,224
8120,14373,5638,225
7864,14175,5661,220
7675,14014,5703,209
7620,13954,5735,199
7786,14014,5767,193
8076,14082,5776,186
8343,14253,5799,177
8422,14394,5814,169
8343,14373,5831,161
8108,14124,5824,152
7786,14014,5831,145
7489,14181,5841,138
7453,14493,5863,129
7638,14579,5860,118
7786,14493,5863,113
7658,14378,5868,113
7453,14373,5895,113
7437,14352,5900,105
7675,14373,5895,97
7913,14452,5869,94
8009,14612,5863,97
7926,14655,5858,97
7786,14612,5863,97
7664,14606,5845,97
7675,14852,5831,97
7750,15197,5807,94
7786,15451,5799,97
7718,15489,5780,105
7675,15571,5767,113
7648,15802,5734,113
7564,16050,5703,113
7412,15867,5660,118
7453,15211,5638,129
7760,14418,5611,138
8120,14014,5574,145
8188,13943,5505,152
8009,13894,5446,161
7831,13654,5394,168
7898,13534,5350,177
8175,13637,5273,186
8565,13774,5190,193
8857,13633,5102,199
8899,13415,5030,209
8592,13295,4945,225
8120,13295,4870,241
7753,13242,4788,250
7675,13295,4709,257
7695,13446,4608,270
7564,13534,4517,290
7268,13378,4429,307
7119,13295,4357,322
7207,13462,4271,336
7453,13774,4197,354
7666,13885,4126,371
7898,13894,4069,386
8053,13924,3999,400
8009,14014,3941,418
7630,13985,3885,441
7230,14014,3844,467
7162,14286,3791,486
7341,14852,3748,499
6973,15349,3708,510
5784,15571,3684,531
4780,15472,3650,556
5117,15211,3620,579
5900,14682,3583,594
5228,13894,3556,611
3476,13098,3520,634
3893,12936,3492,660
8286,13586,3456,678
14238,14612,3428,692
17897,15201,3391,705
18465,15211,3364,724
17869,15104,3330,742
17575,15451,3300,756
17288,16017,3261,768
16463,16169,3236,788
15017,15451,3215,814
13126,14253,3204,837
11084,13216,3174,851
9566,12816,3140,869
8894,12921,3098,892
8676,13295,3076,917
8303,13637,3056,932
7786,13894,3043,949
7378,13984,3023,972
7119,14014,3011,998
6861,13969,2996,1014
6674,13894,2979,1030
6602,13699,2944,1050
6563,13534,2915,1078
6458,13550,2892,1097
6452,13894,2883,1110
6571,14264,2867,1122
6674,14373,2851,1142
6501,14143,2831,1166
6229,14014,2819,1191
6127,14204,2802,1208
6340,14612,2787,1223
6618,14830,2767,1235
6785,14852,2755,1255
6768,14812,2738,1277
6674,14852,2723,1303
6515,14794,2702,1325
6340,14612,2691,1351
6196,14382,2676,1376
6229,14373,2659,1400
6430,14563,2634,1414
6674,14852,2627,1432
6755,15011,2627,1453
6674,15092,2627,1480
6530,15124,2607,1503
6452,15211,2595,1528
6400,15242,2592,1551
6340,15211,2595,1577
6251,15039,2579,1598
6229,14852,2563,1625
6300,14737,2555,1654
6452,14852,2563,1689
6558,15002,2553,1720
6563,14972,2531,1754
6455,14641,2503,1784
6340,14373,2499,1818
6255,14428,2500,1847
6229,14852,2499,1882
6214,15290,2479,1920
6229,15571,2467,1963
6237,15609,2463,2000
6229,15571,2467,2043
6144,15505,2454,2084
6007,15571,2435,2124
5818,15755,2413,2153
5673,16050,2403,2188
5639,16179,2396,2226
5784,16050,2403,2269
5967,15729,2406,2300
6007,15571,2403,2333
5804,15570,2382,2363
5562,15571,2371,2397
5491,15442,2369,2420
5673,15451,2371,2446
5926,15569,2354,2472
6118,15571,2339,2510
6191,15308,2332,2541
6229,15211,2339,2574
6232,15432,2328,2602
6229,15690,2307,2639
6232,15600,2281,2670
6340,15451,2275,2703
6515,15478,2274,2726
6674,15571,2275,2751
6705,15398,2260,2772
6674,15211,2243,2800
6647,15254,2221,2821
6674,15451,2211,2848
6675,15373,2204,2868
6674,15092,2211,2896
6745,14872,2213,2918
7008,14972,2211,2944
7368,15242,2192,2964
7675,15571,2179,2993
7796,15737,2172,3020
7786,15690,2179,3057
7655,15415,2179,3088
7453,15211,2179,3121
7278,15223,2165,3143
7341,15451,2146,3170
7566,15584,2122,3194
7675,15571,2114,3234
7478,15520,2115,3272
7230,15690,2114,3314
7194,15903,2095,3345
7341,15930,2082,3379
7365,15692,2080,3407
7230,15571,2082,3443
7145,15648,2066,3472
7341,15690,2050,3507
7699,15338,2044,3536
8009,14852,2050,3572
8146,14629,2039,3600
8231,14852,2018,3636
8310,15130,1993,3670
8343,15211,1986,3717
8211,15063,1982,3756
8009,14972,1986,3797
7846,14953,1984,3825
7786,14972,1986,3861
7704,14916,1982,3896
7564,14972,1986,3942
7394,15163,1992,3975
7341,15451,2018,4006
7439,15580,2054,4025
7675,15571,2114,4054
7865,15469,2184,4079
7898,15451,2275,4103
7766,15476,2373,4103
7675,15571,2499,4103
7697,15599,2635,4097
7786,15571,2787,4103
7808,15488,2938,4100
7786,15571,3108,4103
7695,15794,3280,4098
7564,16050,3460,4103
7459,16118,3621,4099
7564,16169,3780,4103
7763,16419,3936,4098
7786,17008,4101,4103
7518,17569,4242,4099
7341,17727,4357,4103
7574,17265,4436,4098
8120,16529,4517,4103
8514,15882,4604,4099
8565,15571,4709,4103
8359,15386,4798,4098
8120,15211,4870,4103
7902,15035,4915,4098
7786,15092,4966,4103
7811,15291,5012,4098
8009,15451,5062,4103
8198,15359,5092,4098
8231,15211,5126,4103
8062,15141,5154,4098
7898,15211,5190,4103
7848,15221,5207,4098
7898,15211,5222,4103
7874,15246,5228,4098
7786,15451,5254,4103
7709,15600,5272,4098
7786,15571,5286,4103
8015,15344,5278,4098
8343,15211,5286,4103
8540,15153,5297,4098
8454,15092,5318,4103
8096,14976,5316,4098
7786,15092,5318,4103
7727,15353,5313,4098
7898,15451,5318,4103
8024,15183,5311,4098
8009,14972,5318,4103
7906,15009,5319,4098
7898,15092,5318,4103
7981,14925,5294,4098
8120,14852,5286,4103
8230,15087,5284,4098
8343,15451,5286,4103
8385,15577,5254,4098
8343,15690,5222,4103
8238,15972,5196,4098
8231,16289,5190,4103
8278,16291,5161,4098
8231,16169,5126,4103
7991,16140,5083,4098
7786,16169,5062,4103
7801,15911,5031,4098
8009,15451,4998,4103
8136,15032,4945,4098
8120,14852,4902,4103
8063,14720,4852,4098
8120,14612,4806,4103
8201,14600,4739,4098
8231,14852,4677,4103
8222,15111,4609,4098
8343,15092,4549,4103
8549,14674,4470,4098
8676,14253,4389,4103
8592,14039,4301,4098
8454,14014,4229,4103
8352,13961,4149,4098
8231,14014,4069,4103
7957,14159,3978,4098
7675,14253,3908,4103
7583,14084,3843,4098
7786,13894,3780,4103
8021,13795,3695,4099
8120,13774,3620,4103
8015,13759,3559,4098
7898,14014,3524,4103
7803,14387,3478,4099
7786,14493,3428,4103
7793,14225,3369,4098
7786,14253,3332,4103
7509,14856,3297,4099
6896,15571,3268,4103
6255,15778,3229,4098
6118,15690,3204,4103
6352,15529,3182,4101
6229,15092,3172,4103
5359,14094,3151,4096
4783,13175,3140,4103
6177,13120,3123,4104
10122,14014,3108,4103
15036,15016,3073,4082
18576,15571,3043,4071
19675,15667,3020,4057
19243,15690,3011,4038
18559,15686,2994,3986
17909,15571,2979,3926
16707,15174,2959,3864
14794,14612,2947,3813
12655,13961,2929,3744
10901,13415,2915,3668
9671,13104,2896,3583
8899,13295,2883,3507
8421,13899,2863,3425
8120,14612,2851,3347
7831,14970,2834,3258
7564,14972,2819,3170
7374,14768,2797,3075
7341,14612,2787,2993
7397,14499,2783,2911
7453,14493,2787,2832
7355,14502,2774,2739
7119,14493,2755,2655
6881,14361,2732,2572
6896,14253,2723,2494
7066,14196,2709,2403
7230,14253,2691,2317
7294,14332,2665,2234
7453,14493,2659,2156
7619,14605,2660,2061
