II,III,PLETH,ABP
383,1314,5511,4247
327,1332,5510,4222
251,1324,5533,4207
187,1245,5541,4187
126,1131,5536,4177
45,1038,5513,4156
-47,987,5510,4144
-117,954,5505,4123
-153,927,5497,4113
-180,900,5462,4092
-215,872,5434,4081
-250,836,5406,4060
-266,809,5386,4050
-262,787,5339,4028
-261,751,5292,4017
-286,682,5245,3997
-335,609,5213,3991
-389,570,5161,3980
-426,575,5103,3991
-440,592,5037,4003
-431,596,4992,4041
-418,571,4935,4086
-417,538,4866,4168
-422,519,4777,4267
-402,543,4715,4405
-350,596,4656,4554
-289,651,4582,4732
-234,684,4471,4911
-177,711,4386,5105
-120,743,4322,5283
-88,782,4251,5464
-77,815,4134,5627
-39,857,4039,5799
45,923,3977,5958
132,1022,3917,6125
181,1124,3807,6274
212,1206,3711,6424
261,1257,3653,6552
307,1295,3604,6681
311,1320,3502,6789
283,1331,3407,6898
265,1315,3351,6982
271,1285,3313,7063
273,1251,3233,7120
257,1224,3158,7175
241,1199,3117,7206
247,1187,3092,7233
276,1198,3016,7235
308,1238,2921,7237
338,1295,2846,7217
377,1363,2808,7199
438,1437,2761,7160
506,1518,2725,7122
546,1583,2707,7064
540,1609,2711,7010
517,1579,2697,6939
518,1520,2677,6875
551,1473,2658,6797
581,1473,2656,6729
587,1498,2644,6644
581,1510,2634,6568
574,1486,2622,6476
553,1445,2622,6393
506,1405,2614,6296
453,1366,2609,6212
419,1316,2597,6117
398,1274,2594,6035
373,1248,2588,5938
342,1235,2589,5849
316,1220,2586,5744
283,1206,2589,5653
218,1177,2586,5554
114,1111,2584,5466
-5,997,2573,5364
-113,881,2570,5275
-199,796,2563,5179
-262,748,2559,5099
-297,714,2547,5010
-300,701,2544,4934
-287,705,2539,4852
-288,707,2529,4787
-324,684,2504,4716
-374,657,2488,4658
-409,657,2473,4592
-422,690,2455,4542
-430,713,2418,4485
-446,700,2391,4445
-468,657,2371,4400
-486,627,2351,4370
-492,636,2306,4332
-485,680,2260,4306
-469,717,2222,4271
-450,724,2200,4249
-428,704,2161,4222
-394,692,2114,4207
-350,697,2071,4183
-312,709,2061,4170
-304,715,2054,4152
-328,728,2033,4149
-352,748,2000,4139
-335,769,2010,4140
-273,789,2043,4136
-204,828,2064,4145
-164,890,2052,4147
-151,953,2081,4157
-153,966,2160,4156
-158,929,2251,4166
-163,881,2300,4170
-136,893,2368,4185
-84,943,2488,4189
-17,996,2634,4199
44,1029,2735,4201
101,1073,2832,4215
144,1118,2969,4223
166,1145,3153,4238
191,1165,3308,4242
259,1232,3440,4258
369,1324,3580,4270
439,1322,3766,4290
379,1136,3950,4297
239,889,4105,4310
243,835,4232,4317
562,1062,4389,4333
1098,1366,4559,4339
1673,1596,4708,4349
2402,2003,4805,4350
3529,2964,4913,4363
4826,4266,5042,4370
5499,5067,5168,4383
4997,4766,5237,4381
3678,3746,5294,4381
2411,2937,5366,4370
1643,2776,5450,4369
1145,2850,5489,4361
547,2563,5509,4360
-150,1860,5536,4348
-683,1174,5585,4342
-898,824,5604,4328
-876,724,5601,4321
-748,645,5588,4305
-565,557,5601,4298
-366,536,5604,4286
-258,542,5589,4285
-300,453,5555,4273
-405,285,5556,4268
-452,169,5565,4254
-449,170,5547,4252
-484,216,5471,4241
-552,244,5401,4238
-588,244,5348,4224
-570,237,5296,4216
-566,209,5203,4198
-606,170,5131,4187
-671,120,5091,4169
-729,72,5055,4162
-768,36,4961,4149
-783,41,4862,4144
-773,80,4786,4125
-755,118,4729,4113
-740,129,4631,4095
-732,125,4528,4089
-717,137,4442,4073
-687,180,4383,4063
-645,230,4293,4041
-611,261,4189,4027
-600,255,4086,4004
-611,224,4013,3993
-623,186,3932,3974
-624,159,3847,3967
-620,140,3755,3947
-632,112,3694,3933
-678,58,3634,3907
-749,-17,3569,3893
-795,-86,3481,3870
-775,-116,3416,3859
-703,-109,3365,3838
-644,-87,3320,3833
-623,-61,3252,3829
-598,-6,3201,3849
-511,89,3165,3874
-369,200,3137,3929
-234,283,3082,3997
-151,326,3034,4111
-110,337,3001,4248
-76,335,2982,4428
-24,338,2941,4618
44,365,2904,4830
124,420,2880,5031
208,484,2873,5235
298,544,2845,5416
390,611,2816,5597
478,697,2795,5760
548,789,2791,5929
585,860,2776,6084
576,899,2762,6249
539,913,2751,6398
494,915,2755,6550
453,900,2753,6679
397,862,2752,6807
315,809,2745,6915
222,765,2751,7023
147,745,2756,7107
95,739,2770,7186
57,720,2780,7242
17,670,2794,7295
-29,601,2801,7324
-81,547,2814,7350
-125,529,2820,7351
-146,543,2828,7351
-142,562,2827,7326
-134,567,2833,7298
-150,550,2833,7246
-193,518,2837,7198
-245,482,2829,7133
-282,455,2825,7072
-299,435,2817,6992
-307,421,2816,6918
-319,410,2804,6833
-339,413,2790,6759
-360,425,2768,6671
-367,442,2754,6592
-350,459,2734,6500
-310,494,2715,6419
-261,552,2689,6324
-219,616,2673,6239
-195,656,2656,6141
-186,668,2639,6053
-177,671,2610,5951
-159,685,2593,5859
-142,706,2579,5754
-145,715,2560,5659
-167,694,2522,5551
-182,658,2495,5459
-177,625,2477,5362
-163,614,2458,5281
-152,625,2418,5190
-137,657,2389,5112
-109,699,2371,5024
-71,743,2352,4951
-27,785,2305,4871
36,827,2259,4805
120,864,2225,4732
199,891,2201,4673
259,915,2149,4605
314,955,2088,4553
384,1003,2038,4494
451,1029,2016,4453
489,1016,1974,4404
498,991,1901,4369
510,972,1819,4325
537,950,1797,4296
561,916,1815,4265
560,893,1828,4247
532,893,1816,4221
493,891,1854,4208
452,856,1949,4189
407,806,2054,4187
355,768,2111,4180
300,734,2189,4185
248,679,2327,4181
192,610,2494,4188
125,545,2613,4187
58,500,2726,4198
16,476,2882,4200
6,481,3089,4214
8,498,3266,4220
-9,489,3416,4237
-49,438,3571,4247
-86,386,3775,4267
-95,371,3976,4280
-78,390,4145,4305
-70,406,4279,4321
-92,410,4443,4344
-126,416,4623,4353
-137,434,4780,4373
-123,449,4883,4386
-110,452,4992,4407
-120,446,5124,4413
-134,442,5250,4428
-128,444,5318,4437
-106,454,5377,4458
-89,472,5457,4468
-75,506,5551,4482
-46,551,5595,4487
8,598,5615,4503
62,634,5637,4510
93,661,5678,4522
103,682,5689,4523
121,705,5685,4533
153,736,5677,4533
179,789,5698,4537
187,846,5706,4526
195,880,5695,4525
218,876,5658,4521
247,855,5643,4526
258,837,5628,4517
255,825,5606,4511
263,819,5553,4495
293,846,5523,4489
341,913,5506,4474
404,990,5484,4468
466,1014,5420,4454
512,972,5370,4448
527,911,5340,4430
536,904,5311,4418
543,939,5235,4397
560,972,5161,4386
584,971,5107,4366
618,959,5065,4355
639,947,4978,4335
634,939,4882,4323
617,928,4798,4303
613,928,4737,4291
615,920,4647,4271
557,840,4549,4260
388,634,4454,4239
186,398,4388,4227
158,337,4309,4208
421,525,4217,4197
832,748,4113,4176
1221,828,4038,4163
1745,1024,3967,4145
2714,1790,3893,4138
3969,3023,3797,4123
4739,3894,3726,4113
4393,3704,3669,4093
3174,2746,3618,4085
1929,2006,3542,4070
1207,2032,3484,4062
849,2382,3443,4042
420,2286,3413,4028
-203,1592,3354,4008
-783,852,3306,4000
-1088,525,3274,3986
-1133,497,3254,3979
-1055,418,3205,3964
-918,244,3162,3958
-735,144,3134,3944
-579,133,3122,3937
-539,73,3088,3922
-587,-44,3060,3915
-617,-100,3043,3902
-585,-62,3037,3901
-538,-16,3010,3890
-499,12,2983,3885
-464,63,2964,3870
-421,150,2958,3863
-390,211,2932,3849
-362,223,2907,3842
-342,203,2885,3828
-339,189,2877,3825
-352,193,2860,3816
-355,219,2848,3816
-346,242,2838,3807
-349,247,2839,3802
-371,239,2832,3787
-382,246,2832,3780
-347,277,2832,3765
-289,319,2836,3761
-245,354,2828,3751
-224,385,2823,3751
-191,419,2816,3742
-125,447,2815,3740
-33,465,2802,3730
54,483,2791,3729
115,510,2777,3720
147,536,2770,3719
159,535,2754,3707
170,500,2736,3707
199,457,2713,3698
246,433,2700,3702
286,421,2680,3696
292,394,2656,3705
274,347,2622,3713
266,313,2599,3751
278,312,2578,3804
285,330,2555,3899
271,333,2518,4018
255,317,2492,4182
258,291,2472,4364
259,258,2452,4583
227,210,2415,4804
177,158,2385,5038
148,123,2365,5253
157,118,2351,5469
183,139,2325,5665
205,183,2309,5865
220,237,2302,6044
231,285,2295,6227
238,314,2267,6395
242,331,2245,6573
236,348,2232,6736
221,378,2220,6900
201,414,2188,7035
181,443,2165,7166
151,448,2155,7273
96,427,2143,7379
26,391,2100,7460
-26,365,2054,7533
-41,357,2020,7577
-32,358,1997,7618
-33,350,1948,7632
-52,337,1888,7643
-75,334,1836,7627
-86,354,1810,7610
-82,388,1776,7571
-67,418,1728,7532
-46,428,1677,7471
-23,425,1659,7415
1,429,1652,7343
27,453,1637,7280
50,476,1599,7199
58,465,1592,7124
46,420,1623,7030
30,383,1678,6948
28,386,1711,6852
48,420,1754,6768
84,450,1830,6671
120,468,1952,6589
143,490,2063,6495
154,532,2161,6410
175,591,2266,6309
232,663,2433,6221
314,735,2614,6125
373,795,2767,6043
389,824,2892,5943
394,817,3079,5851
426,793,3316,5744
475,773,3527,5653
504,752,3665,5552
501,709,3836,5464
489,649,4072,5366
494,615,4296,5283
518,631,4425,5194
547,668,4554,5119
565,685,4747,5035
568,679,4948,4966
554,650,5054,4890
530,596,5137,4828
495,533,5270,4758
454,511,5427,4702
386,518,5509,4640
303,504,5553,4591
244,459,5621,4535
247,445,5723,4492
273,481,5777,4444
252,510,5792,4412
175,478,5805,4375
108,428,5846,4354
91,400,5864,4327
56,343,5856,4312
-90,168,5829,4286
-291,-63,5827,4272
-320,-139,5821,4254
-24,39,5802,4253
467,283,5753,4244
979,433,5719,4243
1641,740,5691,4234
2718,1611,5664,4241
3981,2865,5601,4245
4643,3657,5546,4262
4158,3392,5499,4266
2903,2506,5466,4274
1770,1975,5397,4275
1217,2188,5321,4292
970,2592,5246,4304
580,2487,5194,4324
-3,1844,5119,4330
-492,1205,5031,4345
-688,933,4931,4354
-648,887,4859,4376
-508,787,4785,4389
-307,637,4705,4408
-71,590,4604,4415
83,618,4531,4430
63,559,4468,4437
-54,395,4398,4452
-120,267,4293,4457
-115,238,4211,4472
-135,226,4149,4479
-216,172,4093,4494
-307,104,3999,4499
-346,84,3921,4512
-342,106,3870,4515
-299,158,3832,4523
-227,224,3756,4520
-145,290,3688,4526
-82,332,3644,4524
-47,341,3621,4531
-29,329,3563,4526
-14,328,3508,4526
14,349,3471,4515
55,364,3457,4514
93,349,3422,4503
106,316,3390,4499
99,286,3368,4483
103,261,3367,4477
128,228,3346,4461
152,201,3324,4456
153,202,3307,4438
135,222,3308,4426
124,222,3296,4403
128,180,3285,4393
128,114,3271,4376
106,54,3273,4371
60,3,3271,4354
-3,-60,3277,4348
-72,-145,3278,4336
-137,-223,3289,4346
-186,-261,3293,4354
-211,-261,3303,4385
-216,-255,3306,4416
-210,-259,3316,4478
-197,-252,3318,4552
-170,-208,3329,4664
-129,-139,3333,4787
-83,-84,3343,4940
-52,-69,3344,5096
-34,-69,3351,5273
-11,-48,3348,5442
42,9,3351,5622
117,88,3348,5784
184,172,3354,5954
209,246,3357,6107
196,295,3369,6268
169,312,3372,6410
156,312,3373,6556
165,327,3364,6684
184,373,3362,6818
186,428,3355,6934
153,459,3348,7047
109,454,3328,7132
92,437,3319,7217
111,434,3309,7281
135,452,3299,7342
146,484,3275,7373
169,526,3265,7400
218,570,3258,7406
265,592,3248,7416
279,581,3217,7401
275,557,3199,7385
287,555,3189,7345
310,579,3173,7307
308,596,3128,7249
270,575,3093,7196
223,511,3073,7127
200,440,3050,7066
208,406,2990,6986
231,428,2929,6914
244,471,2884,6828
235,495,2850,6756
217,504,2796,6671
215,538,2750,6595
232,594,2721,6504
247,613,2704,6425
241,549,2665,6336
224,444,2629,6258
212,389,2606,6165
213,423,2593,6081
223,494,2556,5985
246,527,2513,5902
289,503,2474,5808
347,473,2447,5722
391,473,2405,5621
409,489,2359,5533
399,481,2316,5436
398,463,2287,5354
391,435,2249,5260
364,403,2206,5179
343,383,2159,5090
374,407,2126,5018
416,424,2092,4937
375,372,2053,4870
257,281,2003,4795
165,247,1965,4735
120,244,1934,4671
13,140,1902,4624
-189,-79,1855,4570
-314,-211,1820,4527
-166,-93,1797,4474
240,163,1774,4437
756,344,1734,4398
1413,569,1703,4373
2438,1279,1685,4339
3782,2573,1670,4318
4783,3718,1638,4293
4662,3791,1615,4286
3442,2863,1604,4271
2027,2043,1588,4265
1201,2103,1546,4249
866,2576,1507,4250
473,2542,1484,4246
-130,1869,1463,4252
-653,1161,1415,4246
-892,820,1365,4250
-914,701,1331,4251
-808,581,1309,4267
-587,469,1261,4273
-328,437,1198,4287
-165,435,1144,4293
-144,386,1122,4313
-179,296,1096,4325
-190,224,1051,4342
-175,202,1000,4347
-169,207,991,4365
-189,197,1006,4376
-205,177,1008,4396
-206,174,983,4401
-193,199,998,4414
-203,200,1061,4421
-229,159,1134,4438
-249,108,1168,4442
-251,100,1221,4450
-244,140,1332,4452
-239,194,1485,4467
-237,211,1610,4474
-249,175,1726,4484
-271,120,1874,4477
-296,88,2080,4475
-306,90,2279,4466
-306,92,2446,4470
-307,54,2606,4465
-317,-26,2827,4467
-319,-106,3072,4455
-302,-143,3281,4455
-272,-138,3437,4445
-247,-126,3633,4445
-237,-135,3874,4431
-232,-166,4089,4425
-227,-209,4222,4411
-231,-266,4371,4411
-244,-331,4579,4401
-247,-380,4784,4406
-223,-401,4897,4405
-194,-415,4991,4427
-201,-460,5130,4454
-261,-537,5282,4515
-338,-603,5356,4588
-373,-615,5401,4695
-334,-565,5479,4810
-243,-477,5587,4959
-143,-376,5640,5116
-65,-268,5658,5297
-4,-157,5683,5470
58,-64,5740,5656
110,-19,5766,5825
131,-17,5763,5999
133,-8,5753,6152
154,60,5776,6311
202,170,5793,6458
229,252,5785,6614
200,258,5737,6749
141,220,5702,6884
103,202,5671,6997
93,225,5635,7117
91,260,5564,7214
83,273,5508,7305
71,266,5467,7362
50,257,5432,7412
19,259,5358,7439
-8,267,5285,7465
-18,270,5224,7466
-18,267,5180,7463
-20,266,5101,7436
-15,280,5010,7414
12,314,4919,7372
53,353,4854,7333
82,379,4771,7273
86,383,4678,7216
84,375,4577,7141
100,373,4505,7078
135,385,4431,7000
162,400,4346,6927
156,399,4238,6837
128,378,4158,6759
103,347,4090,6672
98,325,4014,6597
113,327,3901,6504
138,357,3810,6419
160,404,3745,6322
171,449,3683,6240
168,475,3582,6145
159,475,3496,6061
152,449,3442,5965
142,406,3400,5882
122,363,3320,5785
91,334,3251,5697
60,315,3211,5595
42,288,3185,5505
35,244,3120,5406
31,201,3056,5323
36,180,3016,5233
57,186,2997,5156
82,201,2948,5065
84,213,2899,4986
59,214,2869,4902
37,202,2858,4833
26,171,2826,4755
-6,122,2795,4690
-80,60,2776,4620
-168,-2,2771,4568
-223,-47,2746,4508
-236,-59,2719,4461
-221,-42,2698,4407
-176,-7,2690,4367
-122,36,2669,4322
-98,86,2650,4294
-132,121,2634,4260
-172,123,2629,4241
-194,75,2616,4215
-210,15,2606,4202
-233,-13,2597,4182
-235,6,2596,4176
-220,12,2585,4162
-224,-21,2574,4163
-237,-49,2558,4158
-214,-23,2550,4164
-199,-13,2537,4158
-310,-130,2528,4164
-511,-342,2518,4163
-563,-445,2515,4177
-297,-296,2507,4186
182,2,2497,4206
696,251,2481,4219
1328,527,2473,4243
2335,1206,2461,4256
3649,2405,2442,4275
4636,3516,2409,4281
4618,3703,2386,4297
3637,2943,2364,4306
2474,2185,2338,4326
1819,2217,2291,4335
1617,2759,2249,4351
1369,2941,2214,4356
832,2421,2187,4371
193,1621,2139,4377
-287,1038,2090,4393
-522,755,2047,4399
-537,598,2030,4412
-396,470,1997,4412
-212,392,1946,4423
-92,356,1892,4429
-60,294,1892,4444
-73,174,1906,4446
-101,53,1885,4450
-135,0,1833,4443
-157,3,1863,4448
-162,-7,1993,4446
-160,-44,2145,4450
-172,-71,2244,4440
-183,-64,2371,4435
-183,-62,2558,4422
-171,-80,2744,4418
-161,-107,2846,4405
-159,-125,2953,4397
-162,-144,3128,4377
-164,-161,3338,4364
-168,-180,3481,4343
-185,-208,3603,4332
-224,-245,3767,4315
-286,-289,3973,4308
-352,-333,4133,4291
-408,-369,4257,4281
-453,-390,4388,4260
-501,-398,4553,4247
-556,-416,4695,4227
-605,-470,4806,4217
-634,-549,4897,4196
-657,-620,5005,4184
-695,-673,5105,4163
-753,-740,5187,4158
-806,-830,5238,4142
-830,-899,5293,4137
-824,-895,5347,4120
-806,-836,5401,4118
-790,-786,5424,4115
-775,-780,5442,4136
-755,-791,5459,4158
-729,-780,5489,4211
-703,-738,5497,4277
-681,-687,5495,4382
-655,-650,5483,4504
-619,-623,5491,4664
-579,-588,5489,4831
-544,-537,5473,5018
-501,-470,5434,5194
-426,-393,5417,5382
-323,-309,5403,5555
-227,-225,5377,5734
-162,-147,5317,5892
-109,-73,5283,6056
-41,8,5263,6208
42,103,5230,6371
124,219,5147,6514
197,342,5085,6657
260,441,5050,6777
295,476,5008,6899
288,453,4904,6998
257,416,4813,7094
237,407,4759,7164
238,417,4707,7232
232,410,4592,7278
192,373,4479,7320
134,319,4404,7333
99,266,4347,7339
101,231,4233,7320
108,222,4110,7304
87,226,4017,7270
53,216,3952,7239
40,190,3850,7187
65,182,3739,7139
109,224,3648,7072
154,304,3589,7011
194,376,3507,6932
227,410,3414,6863
244,408,3322,6782
240,384,3260,6710
222,351,3192,6619
203,316,3122,6535
194,289,3046,6438
197,273,2994,6356
207,265,2946,6261
217,260,2897,6177
224,249,2834,6081
226,228,2788,5998
212,193,2752,5900
177,148,2719,5811
141,107,2665,5708
130,85,2622,5620
140,85,2590,5524
137,92,2564,5440
102,80,2517,5341
51,35,2477,5255
-2,-45,2450,5161
-71,-142,2436,5083
-162,-231,2404,4994
-239,-282,2377,4917
-263,-281,2359,4831
-244,-243,2353,4764
-227,-206,2331,4695
-236,-199,2311,4643
-256,-217,2298,4583
-268,-230,2298,4538
-270,-211,2288,4486
-272,-166,2285,4448
-283,-134,2287,4401
-305,-147,2292,4369
-329,-197,2281,4332
-347,-241,2273,4310
-354,-251,2270,4282
-359,-236,2269,4267
-372,-221,2250,4246
-392,-217,2229,4238
-406,-219,2211,4223
-400,-218,2201,4218
-377,-215,2172,4205
-354,-207,2134,4206
-344,-192,2095,4202
-336,-167,2075,4210
-323,-135,2050,4210
-300,-99,2017,4220
-273,-64,1972,4223
-227,-22,1953,4237
-187,12,1948,4243
-162,41,1949,4260
-131,83,1934,4271
-52,156,1935,4291
39,212,1961,4297
73,205,2012,4312
53,151,2049,4322
52,114,2086,4343
69,92,2141,4356
-4,8,2249,4375
-193,-181,2363,4383
-326,-362,2460,4398
-187,-349,2545,4403
224,-113,2695,4418
736,174,2880,4425
1323,463,3038,4440
2228,1071,3145,4446
3545,2258,3305,4458
4774,3577,3527,4459
5121,4107,3730,4468
4367,3546,3849,4468
3168,2665,3991,4478
2312,2370,4205,4480
1901,2620,4416,4491
1492,2667,4531,4489
817,2104,4642,4492
77,1265,4821,4483
-415,654,5020,4482
-578,384,5126,4470
-522,259,5202,4464
-362,146,5320,4451
-170,79,5463,4448
-15,81,5536,4438
47,57,5576,4435
25,-59,5640,4419
-14,-191,5738,4412
-25,-235,5792,4397
-40,-221,5815,4392
-103,-248,5835,4377
-180,-316,5881,4370
-233,-359,5901,4356
-268,-361,5903,4350
-336,-379,5890,4333
-418,-409,5901,4321
-471,-420,5904,4301
-494,-411,5899,4295
-528,-424,5866,4283
-588,-456,5843,4277
-646,-488,5817,4258
-679,-514,5794,4246
-695,-543,5747,4229
-717,-573,5707,4223
-742,-592,5670,4205
-754,-598,5646,4194
-762,-600,5594,4176
-793,-604,5532,4169
-846,-613,5460,4152
-880,-633,5409,4142
-872,-662,5346,4123
-853,-696,5271,4115
-860,-722,5176,4098
-876,-735,5108,4091
-863,-739,5043,4070
-822,-743,4961,4062
-784,-752,4842,4044
-765,-761,4752,4041
-740,-759,4684,4028
-691,-735,4604,4032
-620,-691,4472,4032
-546,-643,4363,4059
-476,-601,4292,4092
-404,-564,4221,4161
-326,-520,4098,4250
-247,-466,3992,4382
-167,-410,3932,4530
-85,-365,3879,4711
-7,-334,3769,4894
48,-309,3667,5096
82,-265,3608,5286
123,-187,3563,5485
194,-89,3462,5664
282,-6,3364,5845
350,38,3308,6005
382,56,3270,6169
402,89,3170,6319
441,162,3049,6477
501,267,2956,6615
555,364,2905,6756
588,411,2842,6876
601,390,2786,6995
597,331,2752,7088
563,285,2748,7171
508,279,2728,7224
466,287,2704,7273
454,278,2683,7299
453,241,2682,7324
433,197,2674,7325
407,167,2670,7326
408,162,2665,7305
440,178,2671,7280
471,196,2668,7229
467,191,2669,7179
436,167,2667,7115
407,148,2672,7056
388,140,2667,6978
349,107,2663,6902
264,26,2654,6812
144,-76,2652,6733
33,-141,2643,6643
-34,-143,2634,6566
-54,-111,2617,6475
-52,-88,2608,6394
-56,-96,2596,6298
-80,-125,2584,6213
-119,-158,2564,6119
-153,-186,2554,6037
-175,-212,2544,5938
-193,-234,2532,5845
-214,-238,2505,5739
-231,-211,2486,5647
-242,-173,2472,5546
-263,-163,2457,5457
-306,-207,2427,5358
-357,-278,2406,5276
-392,-326,2394,5186
-400,-326,2380,5109
-385,-291,2347,5019
-356,-259,2326,4945
-333,-254,2317,4867
-330,-265,2302,4806
-344,-267,2259,4736
-345,-253,2220,4679
-324,-238,2198,4616
-274,-215,2178,4568
-226,-174,2125,4514
-181,-102,2068,4476
-126,-8,2025,4435
-52,85,1999,4411
-1,130,1950,4379
7,137,1889,4359
26,162,1833,4331
112,226,1809,4318
184,216,1778,4298
112,27,1731,4284
-40,-227,1673,4260
-16,-285,1654,4252
315,-75,1658,4245
796,186,1661,4252
1265,343,1640,4247
1866,636,1650,4253
2857,1448,1700,4252
4091,2685,1778,4263
4912,3627,1833,4260
4748,3630,1893,4262
3751,2923,1985,4255
2657,2380,2123,4262
2001,2478,2250,4264
1652,2776,2359,4277
1202,2604,2476,4283
572,1922,2656,4300
28,1225,2855,4309
-230,837,3025,4330
-248,659,3158,4342
-151,515,3344,4362
1,397,3576,4370
162,350,3783,4386
265,321,3917,4391
272,228,4078,4403
210,74,4299,4404
132,-67,4510,4415
62,-153,4629,4420
4,-208,4747,4438
-58,-266,4923,4445
-108,-308,5108,4456
-132,-305,5205,4457
-115,-259,5278,4467
-95,-214,5393,4468
-102,-176,5534,4477
-142,-148,5606,4472
-191,-150,5642,4471
-232,-206,5695,4460
-265,-276,5780,4455
-292,-313,5823,4439
-313,-314,5831,4432
-327,-317,5837,4422
-344,-336,5881,4429
-370,-355,5911,4433
-393,-358,5909,4444
-401,-353,5869,4439
-396,-353,5840,4440
-399,-364,5809,4430
-417,-377,5770,4428
-439,-386,5701,4408
-448,-390,5653,4393
-451,-396,5620,4368
-457,-408,5589,4362
-460,-428,5518,4352
-434,-448,5448,4354
-370,-456,5390,4344
-294,-439,5345,4349
-239,-406,5264,4350
-203,-373,5172,4373
-155,-327,5084,4396
-65,-239,5019,4449
55,-117,4933,4515
171,-13,4832,4621
250,28,4718,4742
290,29,4635,4898
319,36,4549,5057
370,60,4450,5238
445,77,4326,5411
521,84,4232,5598
572,97,4155,5770
596,129,4073,5948
613,175,3956,6108
641,232,3862,6276
691,311,3798,6430
760,418,3741,6590
833,536,3646,6727
884,623,3565,6863
889,643,3515,6979
847,596,3479,7098
780,528,3403,7195
716,484,3333,7288
670,471,3290,7352
639,458,3267,7411
618,426,3214,7444
609,390,3165,7473
608,368,3137,7476
603,354,3127,7477
585,329,3088,7452
557,290,3049,7427
529,244,3023,7380
507,188,3016,7338
485,126,2988,7279
454,76,2960,7225
413,57,2938,7151
366,56,2933,7084
313,50,2912,7001
255,29,2892,6925
194,-1,2875,6833
144,-28,2873,6754
110,-46,2861,6665
92,-54,2851,6588
74,-57,2838,6493
49,-64,2838,6409
19,-77,2833,6316
-3,-88,2834,6239
-17,-92,2831,6148
-32,-98,2834,6063
-51,-110,2831,5961
-65,-119,2837,5871
-70,-118,2843,5771
-74,-110,2854,5683
-88,-105,2854,5581
-108,-102,2853,5492
-123,-95,2845,5397
-128,-81,2844,5319
-127,-71,2834,5230
-116,-69,2821,5151
-96,-62,2798,5061
-74,-31,2783,4986
-57,15,2765,4905
-38,53,2746,4841
-4,72,2719,4771
39,94,2704,4718
65,130,2688,4657
59,163,2666,4609
45,171,2623,4554
61,165,2589,4517
107,168,2565,4477
148,187,2542,4451
162,215,2501,4418
178,253,2470,4398
222,296,2452,4371
292,337,2437,4355
326,347,2403,4331
304,322,2380,4320
259,288,2369,4304
238,281,2357,4300
222,288,2323,4285
181,295,2300,4283
144,306,2294,4277
163,331,2281,4289
204,322,2223,4294
169,223,2156,4310
60,50,2105,4315
44,-75,2066,4331
271,-40,2005,4337
692,108,1940,4355
1144,214,1892,4366
1643,311,1868,4388
2420,735,1825,4400
3532,1693,1764,4416
4515,2752,1702,4422
4697,3118,1674,4439
3927,2576,1651,4451
2797,1831,1620,4470
1983,1670,1575,4476
1570,2032,1560,4490
1177,2203,1570,4496
570,1763,1590,4512
-89,1009,1589,4517
-521,462,1604,4531
-632,277,1654,4538
-508,238,1744,4554
-294,157,1821,4558
-107,59,1892,4569
-17,12,1981,4570
-32,-46,2135,4580
-116,-199,2305,4577
-215,-388,2449,4578
-288,-480,2569,4566
-318,-460,2752,4565
-331,-427,2980,4557
-344,-427,3178,4556
-363,-427,3311,4543
-364,-401,3487,4537
-357,-382,3730,4521
-353,-381,3955,4515
-367,-382,4085,4501
-385,-362,4229,4494
-386,-328,4445,4478
-362,-290,4665,4473
-337,-269,4784,4459
-334,-276,4884,4451
-347,-297,5043,4430
-354,-300,5225,4418
-347,-276,5320,4399
-345,-247,5377,4388
-362,-238,5466,4364
-382,-246,5587,4350
-387,-249,5650,4330
-375,-240,5674,4322
-358,-229,5706,4303
-334,-225,5772,4293
-298,-218,5808,4271
-251,-195,5812,4261
-204,-157,5803,4239
-152,-120,5820,4228
-89,-90,5827,4210
-14,-63,5816,4208
51,-44,5777,4201
91,-50,5754,4214
104,-83,5735,4230
109,-117,5711,4282
126,-120,5654,4349
165,-93,5607,4456
217,-64,5571,4575
279,-39,5541,4730
354,7,5474,4895
449,99,5401,5088
561,224,5331,5275
672,329,5279,5472
764,376,5200,5649
828,371,5105,5832
868,361,5002,5997
896,389,4929,6167
923,448,4846,6317
952,496,4742,6472
976,512,4613,6611
982,509,4518,6755
972,508,4434,6878
957,515,4330,6999
952,524,4179,7097
953,534,4057,7196
930,531,3969,7271
864,493,3874,7340
770,425,3728,7378
684,363,3607,7413
613,324,3532,7428
525,272,3459,7440
400,174,3325,7422
266,52,3201,7400
171,-36,3127,7361
128,-70,3069,7330
105,-78,2960,7280
74,-92,2860,7231
39,-113,2807,7161
20,-123,2768,7097
10,-121,2664,7017
-14,-122,2540,6944
-69,-143,2451,6858
-137,-181,2406,6786
-195,-222,2344,6702
-234,-251,2287,6625
-264,-260,2258,6530
-285,-246,2257,6445
-292,-223,2236,6350
-288,-209,2209,6268
-301,-223,2191,6172
-346,-258,2193,6085
-405,-289,2179,5985
-432,-296,2160,5896
-409,-286,2140,5792
-365,-273,2136,5698
-338,-261,2129,5594
-329,-235,2126,5505
-312,-191,2120,5404
-276,-144,2124,5318
-235,-111,2124,5223
-201,-91,2126,5143
-170,-64,2122,5055
-125,-21,2123,4983
-57,30,2124,4902
31,78,2135,4836
110,125,2145,4761
156,174,2160,4703
174,224,2168,4640
196,263,2180,4592
230,283,2187,4535
251,286,2197,4491
240,288,2200,4442
221,302,2207,4410
