I,aVL,ABP,RESP
554,900,4737,3104
494,822,4639,3051
450,776,4605,3008
382,722,4602,2952
381,652,4638,2895
446,564,4673,2833
415,465,4704,2783
196,350,4694,2731
-35,248,4671,2686
-102,173,4631,2635
-69,124,4605,2590
-80,86,4568,2539
-104,62,4538,2493
-75,32,4499,2442
-69,-31,4472,2397
-186,-122,4437,2351
-346,-186,4406,2316
-416,-212,4355,2276
-415,-248,4306,2236
-461,-339,4256,2188
-554,-434,4240,2155
-597,-458,4245,2129
-554,-403,4273,2107
-495,-355,4290,2073
-484,-372,4306,2043
-521,-435,4298,2015
-554,-465,4273,1995
-543,-434,4211,1967
-484,-372,4141,1946
-420,-332,4055,1927
-381,-310,3975,1914
-351,-272,3893,1895
-277,-186,3843,1882
-137,-59,3815,1871
35,93,3810,1866
185,249,3790,1849
311,403,3776,1834
452,556,3766,1819
623,714,3776,1818
759,848,3776,1815
796,931,3776,1818
777,978,3768,1816
830,1055,3776,1818
980,1174,3785,1814
1107,1272,3810,1818
1116,1301,3826,1821
1073,1303,3843,1834
1082,1337,3841,1845
1142,1396,3843,1866
1186,1438,3829,1887
1211,1458,3810,1914
1236,1474,3777,1934
1246,1489,3776,1962
1239,1514,3799,1991
1280,1583,3843,2027
1384,1673,3880,2055
1453,1707,3942,2091
1409,1641,4021,2127
1315,1552,4108,2171
1257,1512,4162,2208
1246,1520,4207,2252
1257,1540,4243,2295
1315,1583,4273,2348
1379,1626,4264,2399
1349,1614,4240,2461
1214,1541,4213,2526
1142,1520,4207,2606
1236,1597,4191,2682
1384,1676,4174,2767
1405,1650,4149,2853
1315,1583,4141,2960
1242,1571,4127,3065
1246,1614,4108,3169
1259,1619,4060,3260
1246,1583,4008,3362
1207,1549,3942,3461
1176,1552,3876,3555
1196,1578,3799,3634
1315,1645,3743,3732
1464,1726,3701,3836
1522,1769,3677,3925
1469,1740,3650,3967
1453,1707,3644,4005
1547,1728,3651,4052
1661,1800,3677,4102
1713,1866,3691,4111
1799,1924,3710,4102
1985,1975,3716,4091
2180,2017,3710,4102
2278,2047,3674,4102
2353,2110,3644,4102
2480,2202,3621,4095
2595,2265,3611,4102
2608,2248,3578,4100
2595,2203,3545,4102
2630,2187,3516,4097
2664,2203,3511,4102
2636,2214,3499,4098
2630,2234,3478,4102
2694,2261,3439,4098
2733,2265,3412,4102
2647,2220,3390,4097
2526,2172,3379,4102
2463,2142,3359,4099
2422,2110,3346,4102
2343,2067,3327,4096
2318,2079,3313,4102
2405,2154,3290,4102
2491,2203,3280,4102
2430,2138,3274,4092
2284,2017,3280,4102
2189,1944,3266,4111
2180,1955,3246,4102
2181,1990,3220,4045
2180,2017,3213,3973
2180,2022,3211,3903
2180,2017,3213,3844
2190,2021,3197,3768
2284,2079,3180,3683
2421,2168,3159,3591
2457,2203,3147,3507
2306,2102,3128,3411
2111,1924,3114,3314
2025,1795,3093,3208
2041,1800,3081,3104
2032,1868,3070,2991
1972,1893,3081,2879
1918,1826,3096,2763
1903,1738,3114,2654
1878,1683,3114,2539
1834,1676,3114,2429
1814,1689,3111,2314
1868,1738,3114,2204
1949,1802,3099,2088
1972,1831,3081,1978
1883,1772,3056,1869
1730,1676,3048,1769
1600,1619,3042,1669
1557,1645,3048,1576
1561,1708,3046,1483
1557,1769,3048,1399
1521,1797,3034,1315
1488,1800,3015,1239
1457,1779,2970,1162
1419,1769,2915,1094
1386,1794,2843,1026
1419,1862,2783,965
1493,1920,2741,904
1522,1924,2750,853
1457,1872,2798,802
1384,1831,2882,756
1381,1836,2959,710
1419,1862,3015,676
1384,1828,3027,644
1280,1738,3015,611
1204,1666,2977,573
1246,1707,2948,547
1349,1827,2948,531
1419,1924,3015,515
1402,1912,3132,487
1349,1831,3280,466
1293,1746,3418,462
1246,1707,3545,466
1200,1699,3621,460
1211,1738,3611,450
1298,1811,3481,446
1419,1893,3280,450
1481,1912,3062,451
1488,1862,2882,450
1529,1799,2738,455
1695,1831,2650,466
1949,1987,2617,471
2180,2234,2650,466
2312,2494,2712,461
2387,2731,2783,466
2481,2912,2826,478
2630,3041,2849,483
2818,3159,2839,474
3045,3351,2816,466
3296,3611,2777,466
3529,3848,2750,466
3680,3973,2734,460
3702,4003,2750,450
3560,3950,2784,443
3253,3786,2849,434
2853,3507,2926,418
2491,3227,3015,402
2234,3037,3077,393
2041,2917,3114,386
1838,2784,3117,367
1626,2638,3114,338
1438,2500,3100,309
1280,2358,3081,290
1120,2185,3044,273
969,2017,3015,257
848,1877,2991,240
761,1738,2981,225
646,1552,2963,208
484,1365,2948,193
329,1235,2938,180
277,1179,2948,177
306,1139,2953,177
311,1086,2948,177
208,1001,2926,178
69,900,2915,193
-2,805,2912,217
35,776,2915,241
117,813,2900,259
208,869,2882,290
299,881,2869,335
415,869,2882,386
562,882,2899,428
761,962,2915,483
1012,1092,2914,556
1280,1241,2915,643
1486,1345,2911,718
1592,1365,2915,788
1634,1324,2912,863
1695,1303,2915,949
1783,1324,2913,1030
1834,1334,2915,1110
1802,1283,2900,1187
1730,1210,2882,1271
1662,1158,2856,1353
1592,1117,2849,1448
1498,1062,2845,1548
1419,1024,2849,1657
1389,1013,2832,1758
1384,993,2816,1866
1337,929,2800,1980
1246,869,2816,2107
1155,847,2833,2229
1107,838,2849,2348
1094,809,2842,2458
1107,807,2849,2574
1134,859,2868,2681
1176,931,2915,2783
1222,973,2963,2873
1280,1024,3048,2976
1345,1113,3190,3081
1419,1210,3445,3185
1486,1261,3787,3271
1557,1303,4207,3362
1634,1390,4665,3451
1730,1520,5168,3539
1845,1639,5651,3607
1972,1738,6062,3683
2060,1830,6332,3764
2076,1924,6493,3844
2042,1995,6556,3905
2041,2048,6559,3973
2093,2092,6513,4043
2145,2141,6493,4102
2144,2181,6506,4112
2111,2203,6559,4102
2058,2179,6635,4092
1972,2110,6791,4102
1866,2033,6992,4102
1834,2017,7155,4102
1902,2072,7187,4096
1972,2141,7155,4102
1927,2142,7132,4099
1799,2079,7155,4102
1701,2015,7160,4097
1695,2017,7155,4102
1735,2058,7142,4098
1765,2079,7155,4102
1742,2043,7153,4097
1661,1986,7155,4102
1540,1924,7146,4098
1453,1862,7155,4102
1459,1812,7150,4097
1557,1831,7155,4102
1652,1898,7149,4097
1661,1924,7155,4102
1559,1836,7149,4097
1419,1707,7155,4102
1320,1623,7150,4097
1315,1614,7155,4102
1395,1642,7147,4097
1522,1707,7155,4102
1626,1785,7146,4097
1661,1831,7122,4102
1636,1812,7038,4098
1626,1800,6923,4102
1653,1841,6782,4097
1661,1893,6658,4102
1572,1863,6526,4099
1419,1769,6393,4102
1308,1701,6236,4097
1315,1738,6095,4102
1385,1845,5964,4100
1419,1955,5863,4102
1375,2000,5757,4095
1315,1986,5665,4102
1280,1947,5569,4103
1246,1924,5499,4102
1146,1884,5434,4091
1003,1800,5400,4102
910,1707,5372,4115
934,1707,5367,4102
1024,1804,5349,4030
1073,1893,5333,3941
1012,1865,5288,3852
900,1769,5234,3764
833,1710,5158,3642
865,1738,5101,3507
925,1785,5045,3373
934,1800,5002,3249
875,1769,4944,3108
830,1738,4903,2960
844,1723,4863,2809
900,1738,4836,2670
927,1753,4787,2525
934,1769,4737,2381
957,1782,4670,2233
1038,1831,4605,2091
1134,1899,4526,1940
1211,1955,4472,1785
1255,1937,4439,1627
1315,1862,4439,1480
1412,1785,4434,1330
1557,1800,4439,1174
1738,1924,4436,1012
1972,2141,4439,869
2247,2415,4422,725
2526,2731,4406,563
2741,3012,4374,382
2906,3196,4340,241
3112,3319,4285,161
3460,3537,4240,113
3909,3899,4199,52
4325,4282,4174,0
4605,4532,4137,-16
4775,4655,4108,0
4861,4714,4079,7
4844,4717,4075,0
4718,4620,4071,-6
4567,4468,4075,0
4432,4305,4060,2
4256,4127,4041,0
3990,3909,4014,-3
3702,3693,4008,0
3459,3484,4007,1
3253,3258,4008,0
3071,3044,3988,-1
2976,2948,3975,0
2943,2935,3968,0
2837,2824,3975,0
2579,2527,3962,0
2318,2234,3942,0
2211,2127,3905,0
2214,2141,3876,0
2134,2068,3846,0
1938,1893,3843,0
1777,1762,3843,0
1799,1769,3843,0
1898,1804,3820,0
1868,1738,3810,0
1629,1543,3806,0
1349,1334,3810,0
1213,1213,3791,0
1246,1210,3776,0
1309,1253,3768,0
1315,1272,3776,0
1272,1243,3773,0
1246,1210,3776,0
1253,1209,3775,0
1280,1241,3776,0
1278,1255,3756,0
1211,1210,3743,0
1074,1094,3736,-1
934,962,3743,0
861,870,3731,5
865,838,3710,16
846,801,3675,31
727,714,3644,48
548,603,3604,65
450,559,3578,80
463,581,3563,95
484,590,3578,113
425,529,3592,131
346,465,3611,145
318,463,3619,152
311,496,3644,161
259,492,3663,174
208,465,3677,193
228,480,3659,214
311,559,3644,241
382,644,3623,269
450,714,3611,290
572,795,3583,302
761,931,3578,322
928,1090,3585,353
1003,1210,3611,386
999,1263,3618,409
1003,1303,3644,434
1078,1390,3697,471
1211,1520,3810,515
1316,1626,3952,550
1349,1676,4141,579
1353,1710,4363,613
1419,1800,4638,659
1551,1937,4930,709
1661,2048,5234,756
1656,2057,5502,801
1557,1986,5731,853
1463,1918,5886,905
1453,1924,5996,949
1505,1976,6055,981
1557,2017,6095,1013
1569,2019,6100,1048
1557,2017,6095,1078
1530,2025,6079,1095
1488,2017,6095,1110
1428,1952,6132,1127
1384,1862,6195,1142
1381,1807,6244,1145
1419,1831,6294,1142
1460,1890,6337,1136
1488,1924,6393,1126
1496,1904,6433,1109
1488,1862,6460,1094
1447,1805,6448,1082
1384,1738,6427,1062
1336,1685,6389,1020
1349,1707,6360,965
1397,1773,6314,908
1419,1800,6261,853
1387,1749,6178,785
1349,1707,6095,708
1330,1710,6004,630
1315,1707,5930,563
1300,1655,5846,496
1349,1645,5764,418
1465,1731,5662,332
1557,1831,5565,257
1529,1813,5450,195
1419,1707,5333,129
1311,1630,5204,54
1246,1645,5101,0
1208,1693,5010,-13
1211,1738,4936,0
1249,1777,4846,6
1280,1831,4770,0
1264,1881,4697,-4
1246,1924,4638,0
1268,1947,4555,2
1315,1955,4472,0
1328,1941,4389,-2
1315,1924,4340,0
1301,1902,4297,1
1315,1893,4273,0
1372,1915,4246,-1
1488,1986,4240,0
1572,2042,4234,0
1522,2017,4240,0
1373,1927,4236,0
1315,1893,4240,0
1393,1942,4228,-1
1453,1986,4207,0
1382,1945,4157,1
1315,1893,4108,0
1366,1894,4053,-2
1453,1924,4008,0
1445,1918,3953,2
1419,1924,3909,0
1462,1961,3867,-5
1522,1986,3843,0
1501,1948,3817,6
1488,1924,3810,0
1599,1955,3806,-15
1799,1986,3810,0
1954,1951,3793,60
2076,1955,3776,145
2263,2118,3754,218
2526,2420,3743,290
2742,2706,3725,376
2837,2886,3710,483
2851,2962,3679,587
2906,3010,3644,692
3091,3112,3599,801
3426,3351,3578,917
3833,3693,3571,1024
4187,4003,3578,1126
4350,4148,3572,1231
4256,4127,3578,1351
3933,4005,3591,1469
3529,3848,3611,1576
3209,3687,3593,1670
3045,3568,3545,1769
2936,3488,3471,1870
2733,3382,3412,1962
2394,3164,3367,2034
2041,2855,3346,2107
1824,2578,3325,2188
1765,2451,3313,2268
1733,2423,3301,2328
1626,2358,3313,2381
1481,2208,3329,2430
1419,2079,3346,2477
1418,2011,3334,2509
1349,1924,3313,2541
1157,1751,3287,2575
969,1583,3280,2606
874,1488,3266,2615
830,1427,3246,2622
770,1349,3209,2630
761,1334,3180,2638
829,1403,3157,2625
865,1427,3147,2606
755,1285,3119,2591
588,1086,3081,2590
504,995,3035,2578
519,1024,3015,2558
550,1054,3008,2528
588,1055,3015,2509
649,1063,3018,2492
692,1086,3048,2477
659,1073,3092,2452
588,1024,3147,2429
532,960,3181,2401
484,900,3213,2381
420,838,3234,2359
381,807,3246,2348
395,816,3230,2334
415,838,3213,2316
381,815,3204,2286
311,745,3213,2268
231,657,3220,2261
138,590,3246,2268
61,547,3287,2266
69,528,3346,2268
134,499,3385,2271
138,465,3412,2284
68,468,3413,2289
69,559,3412,2300
189,676,3393,2311
277,714,3379,2332
233,660,3358,2347
208,652,3346,2365
335,758,3323,2377
519,900,3313,2397
597,972,3302,2415
623,1024,3313,2445
739,1140,3328,2475
934,1303,3379,2509
1068,1421,3462,2537
1107,1489,3611,2574
1134,1555,3810,2611
1211,1645,4075,2654
1324,1743,4372,2684
1453,1862,4704,2718
1571,1991,5026,2753
1626,2079,5333,2799
1582,2082,5578,2834
1488,2048,5764,2863
1428,2041,5860,2882
1453,2079,5897,2911
1549,2136,5880,2941
1661,2203,5863,2976
1709,2249,5850,2998
1661,2234,5863,3024
1576,2163,5891,3045
1557,2110,5963,3072
1604,2096,6071,3092
1626,2079,6228,3121
1582,2031,6400,3144
1557,2017,6592,3169
1596,2056,6769,3181
1626,2079,6923,3201
1565,2029,7023,3221
1488,1986,7089,3249
1519,2018,7115,3264
1661,2079,7122,3281
1763,2054,7076,3293
1730,1955,6990,3314
1605,1870,6851,3325
1522,1862,6692,3346
1542,1893,6481,3365
1626,1924,6228,3394
1678,1913,5929,3410
1661,1862,5665,3426
1617,1800,5458,3435
1626,1800,5333,3458
1682,1859,5245,3484
1730,1924,5201,3523
1742,1943,5164,3553
1765,1955,5135,3587
1801,1976,5079,3612
1799,1986,5035,3651
1730,1962,4993,3689
1661,1955,4969,3732
1634,1983,4935,3761
1626,2017,4936,3796
1616,2029,4967,3830
1661,2079,5035,3877
1756,2174,5086,3915
1799,2234,5135,3957
1703,2172,5167,3987
1557,2048,5201,4021
1488,1971,5196,4043
1522,1986,5168,4070
1596,2041,5113,4085
1695,2110,5068,4102
1802,2169,5008,4100
1868,2203,4936,4102
1849,2192,4833,4097
1799,2172,4737,4102
1763,2157,4637,4098
1730,2141,4538,4102
1675,2101,4416,4097
1661,2079,4306,4102
1707,2086,4210,4098
1765,2110,4141,4102
1757,2118,4067,4097
1730,2141,4008,4102
1731,2169,3961,4098
1765,2172,3942,4102
1789,2121,3921,4097
1834,2079,3909,4102
1901,2070,3897,4098
1972,2079,3909,4102
2048,2098,3912,4097
2214,2203,3909,4102
2477,2390,3884,4097
2733,2576,3876,4102
2882,2702,3871,4097
2976,2855,3876,4102
3084,3066,3866,4097
3218,3258,3876,4102
3366,3375,3901,4097
3599,3537,3942,4102
3930,3831,3961,4097
4256,4158,3975,4102
4445,4349,3986,4097
4498,4406,4008,4102
4459,4410,4004,4097
4325,4375,3975,4102
4072,4241,3910,4097
3772,4034,3843,4102
3518,3820,3768,4097
3322,3631,3710,4102
3095,3435,3661,4097
2803,3227,3644,4102
2498,2995,3638,4097
2284,2762,3644,4102
2194,2611,3640,4097
2180,2638,3644,4102
2118,2730,3644,4097
1938,2638,3644,4102
1663,2260,3625,4098
1419,1831,3611,4102
1290,1611,3609,4097
1280,1614,3644,4102
1291,1630,3698,4098
1246,1552,3776,4102
1116,1413,3848,4097
969,1303,3909,4102
878,1242,3925,4098
900,1241,3909,4102
993,1275,3851,4097
1073,1303,3776,4102
1039,1257,3670,4099
900,1148,3545,4102
763,1044,3377,4095
761,1024,3180,4102
884,1073,2955,4103
1003,1117,2750,4102
999,1093,2588,4072
900,1024,2518,4037
809,959,2549,3994
796,931,2716,3957
832,925,3001,3908
865,931,3379,3860
854,921,3759,3807
796,869,4075,3764
703,761,4254,3713
623,652,4306,3667
595,609,4247,3614
623,652,4141,3571
638,693,4012,3521
588,652,3909,3474
497,548,3834,3416
450,496,3810,3362
456,526,3805,3302
450,559,3810,3249
399,527,3785,3189
381,496,3743,3137
445,533,3675,3078
554,621,3611,3024
647,703,3552,2963
761,807,3545,2911
912,950,3597,2856
1038,1086,3743,2799
1081,1158,3959,2729
1107,1210,4240,2670
1199,1292,4515,2618
1349,1396,4737,2574
1475,1484,4830,2515
1557,1583,4803,2461
1634,1719,4666,2414
1730,1862,4505,2381
1802,1937,4383,2335
1834,1955,4406,2284
1863,1988,4600,2229
1938,2079,4969,2188
2000,2154,5423,2146
1972,2141,5897,2107
1885,2078,6287,2059
1868,2079,6559,2011
1920,2138,6677,1958
1903,2141,6692,1914
1780,2055,6637,1871
1730,2017,6592,1834
1848,2096,6575,1792
1972,2172,6625,1753
1907,2101,6720,1710
1730,1955,6857,1673
1633,1886,6983,1632
1661,1924,7089,1592
1701,1968,7131,1549
1730,1986,7122,1512
1808,2001,7051,1473
1938,2017,6957,1432
2000,1985,6845,1381
1938,1924,6758,1335
1825,1898,6689,1293
1799,1955,6658,1255
1878,2040,6636,1208
1972,2079,6625,1158
1982,2032,6594,1108
1938,1955,6559,1062
1921,1918,6497,1012
1972,1955,6427,965
2029,2006,6326,921
2041,2017,6228,885
2008,1980,6119,847
1972,1955,6029,804
1941,1963,5928,754
1903,1986,5830,708
1835,1977,5701,671
1765,1955,5565,643
1742,1967,5408,614
1799,2048,5267,579
1868,2137,5126,538
1868,2172,5002,499
1810,2148,4865,463
1799,2141,4737,434
1850,2174,4606,404
1868,2203,4505,370
1787,2160,4424,334
1695,2079,4406,306
1685,2038,4453,282
1730,2079,4605,257
1730,2133,4818,225
1695,2141,5068,193
1706,2108,5280,167
1799,2110,5433,145
1879,2151,5466,120
1868,2172,5367,97
1765,2111,5104,73
1661,2017,4737,48
1609,1962,4317,20
1626,1986,3942,0
1672,2036,3662,-5
1730,2079,3545,0
1763,2088,3596,2
1765,2079,3810,0
1733,2055,4094,-2
1730,2048,4373,0
1779,2039,4565,1
1868,2017,4671,0
1948,1976,4690,-1
2041,1986,4671,0
2201,2090,4636,0
2457,2296,4638,0
2743,2553,4656,0
2976,2824,4671,0
3105,3056,4626,0
3183,3227,4538,0
3292,3351,4402,0
3495,3506,4240,0
3757,3725,4039,0
4014,3972,3843,0
4215,4172,3666,0
4360,4313,3545,0
4411,4396,3470,0
4325,4406,3478,0
4104,4311,3576,0
3841,4127,3776,0
3595,3893,4024,0
3356,3662,4273,0
3085,3458,4451,0
2803,3289,4538,0
2535,3102,4504,0
2284,2855,4373,0
2044,2577,4162,0
1868,2389,3942,0
1799,2344,3744,0
1799,2358,3611,0
1738,2263,3537,0
1557,2017,3545,0
1326,1739,3606,0
1176,1583,3710,0
1097,1518,3803,0
1003,1427,3876,0
886,1292,3906,0
865,1241,3909,0
933,1285,3879,0
934,1272,3843,0
777,1104,3801,0
623,931,3776,0
620,903,3762,0
692,962,3776,0
662,936,3794,0
554,838,3810,0
524,808,3796,0
623,900,3776,0
714,979,3744,0
692,931,3710,0
591,789,3658,0
519,683,3611,0
500,655,3569,0
484,652,3545,0
434,602,3504,0
381,528,3445,0
356,478,3344,0
346,465,3213,0
324,461,3036,0
311,465,2849,0
318,475,2684,0
311,465,2617,0
241,401,2653,0
138,310,2783,0
70,248,2941,0
69,248,3114,0
99,286,3254,0
138,341,3346,0
192,400,3341,0
277,465,3280,0
370,527,3207,0
450,590,3213,0
503,658,3311,0
554,745,3511,0
625,837,3754,0
727,931,4008,0
832,1027,4207,0
934,1148,4340,0
1064,1291,4388,0
1246,1427,4406,0
1387,1504,4424,0
1384,1520,4505,0
1296,1544,4656,0
1315,1645,4903,0
1463,1765,5213,0
1557,1800,5565,0
1499,1755,5890,0
1453,1769,6162,0
1549,1879,6335,0
1661,1955,6427,0
1626,1895,6430,0
1522,1800,6393,0
1508,1789,6323,0
1557,1831,6261,0
1531,1826,6214,0
1453,1800,6228,0
1464,1829,6289,0
1592,1893,6393,0
1682,1887,6484,0
1626,1800,6559,0
1487,1717,6599,0
1419,1707,6625,0
1455,1729,6607,0
1522,1738,6559,0
1555,1745,6480,0
1592,1800,6427,0
1649,1858,6395,0
1661,1831,6393,0
1559,1699,6385,-1
1419,1583,6393,0
1364,1568,6395,1
1419,1614,6393,0
1479,1614,6341,-3
1488,1583,6261,0
1488,1593,6155,2
1557,1676,6062,0
1670,1762,5952,-6
1730,1800,5830,0
1663,1770,5685,7
1522,1707,5565,0
1419,1648,5458,-18
1419,1645,5367,0
1460,1688,5257,73
1453,1738,5168,177
1377,1753,5090,269
1315,1769,5035,354
1323,1817,4963,450
1384,1893,4903,563
1423,1934,4845,670
1419,1924,4803,772
1391,1881,4738,872
1384,1862,4671,981
1417,1881,4595,1086
1488,1924,4538,1190
1528,1933,4469,1296
1488,1893,4406,1415
1410,1844,4340,1536
1419,1862,4306,1657
1510,1934,4282,1773
1557,1986,4273,1898
1486,1954,4252,2022
1419,1893,4240,2139
1439,1857,4221,2241
1488,1862,4207,2348
1470,1870,4173,2461
1453,1893,4141,2574
1497,1916,4102,2665
1557,1924,4075,2751
1553,1907,4038,2837
1557,1924,4008,2927
1632,1968,3971,3003
1730,1986,3942,3072
1764,1934,3903,3135
1799,1893,3876,3201
1937,1924,3850,3256
2180,2017,3843,3314
2431,2126,3827,3364
2664,2296,3810,3410
2886,2559,3782,3436
3079,2855,3776,3458
3191,3052,3775,3475
3253,3134,3776,3490
3352,3197,3756,3490
3564,3351,3743,3490
3854,3578,3737,3488
4118,3786,3743,3490
4239,3899,3729,3480
4187,3941,3710,3474
4012,3960,3686,3465
3806,3972,3677,3458
3605,3923,3660,3434
3391,3786,3644,3410
3132,3578,3619,3387
2837,3351,3611,3378
2533,3111,3605,3362
2249,2855,3611,3346
1996,2593,3609,3319
1799,2389,3611,3297
1677,2278,3597,3269
1626,2234,3578,3249
1582,2172,3541,3226
1488,2048,3511,3217
1334,1872,3476,3201
1176,1707,3445,3185
1043,1569,3403,3160
934,1458,3379,3153
840,1361,3357,3150
796,1303,3346,3153
798,1282,3318,3139
796,1272,3313,3137
716,1214,3319,3144
588,1117,3346,3169
501,1032,3360,3183
519,1024,3379,3201
589,1065,3388,3217
623,1086,3379,3249
572,1037,3324,3276
484,962,3246,3314
431,919,3164,3348
450,931,3114,3394
496,955,3101,3431
519,962,3180,3474
515,948,3388,3516
519,931,3776,3571
503,890,4318,3619
415,807,4969,3667
279,686,5630,3703
208,590,6195,3748
225,558,6503,3792
242,590,6427,3844
207,631,5899,3884
208,652,5002,3925
279,633,3895,3954
311,590,2816,3989
216,541,1987,4017
104,528,1623,4053
110,550,1775,4079
208,590,2352,4102
279,618,3113,4102
311,652,3843,4102
345,693,4348,4096
381,745,4538,4102
416,814,4367,4099
519,931,3909,4102
699,1070,3263,4097
865,1179,2584,4102
951,1243,1975,4098
1038,1334,1557,4102
1193,1477,1369,4097
1349,1614,1458,4102
1408,1683,1774,4098
1419,1738,2286,4102
1498,1852,2885,4097
1661,2017,3511,4102
1776,2128,4079,4098
1765,2141,4571,4102
1706,2115,4962,4097
1730,2141,5267,4102
1816,2196,5472,4097
1834,2203,5598,4102
1759,2153,5645,4097
1730,2141,5665,4102
1806,2194,5668,4097
1868,2234,5698,4102
1813,2195,5727,4097
1730,2141,5764,4102
1718,2133,5779,4097
1730,2141,5797,4102
1687,2115,5807,4097
1661,2110,5830,4102
1725,2162,5851,4097
1799,2203,5897,4102
1749,2138,5960,4097
1626,2017,6062,4102
1573,1946,6172,4097
1626,1955,6294,4102
1675,1960,6396,4097
1661,1924,6493,4102
1621,1882,6553,4097
1626,1893,6592,4102
1667,1934,6591,4097
1695,1955,6592,4102
1668,1915,6593,4097
1626,1862,6625,4102
1644,1855,6672,4097
1765,1924,6758,4102
1900,2000,6845,4097
1938,2017,6923,4102
1858,1960,6945,4097
1765,1893,6923,4102
1719,1856,6846,4097
1695,1862,6725,4102
1659,1892,6562,4097
1661,1955,6393,4102
1719,2030,6224,4097
1765,2079,6062,4102
1698,2055,5908,4097
1557,1986,5797,4102
1462,1935,5727,4097
1488,1955,5698,4102
1560,2008,5651,4097
1592,2048,5598,4102
1588,2066,5536,4097
1626,2110,5499,4102
1681,2155,5385,4097
1661,2141,5135,4102
1552,2053,4726,4097
1488,1986,4207,4102
1521,1988,3406,4097
1557,2017,2186,4102
1505,2003,713,4097
1453,1986,-464,4102
1468,2000,-1064,4097
1488,2017,-1292,4102
1431,1976,-1426,4097
1384,1924,-1292,4102
1404,1918,-604,4097
1419,1955,629,4102
1332,1939,2123,4097
1246,1862,3710,4102
1272,1795,5188,4097
1384,1831,6294,4102
1464,1918,6884,4097
1522,1955,7155,4102
1612,1900,7244,4097
1730,1862,7155,4102
1832,1919,7023,4097
1972,2079,7155,4102
2216,2316,7334,4097
2526,2638,6791,4102
2754,2947,5142,4098
2837,3103,3114,4102
2878,3116,1742,4097
3045,3227,1358,4102
3365,3551,1610,4098
3702,3910,2219,4102
3896,4070,3108,4097
3910,4065,4075,4102
3773,4029,4760,4098
3529,3972,5002,4102
3253,3829,4879,4096
3045,3662,4538,4102
2892,3523,4051,4100
2664,3351,3545,4102
2294,3077,3130,4090
1903,2793,2915,4086
1616,2577,2897,4075
1419,2389,3081,4070
1247,2191,3392,4050
1142,2079,3776,4037
1116,2071,4137,4024
1073,2017,4439,4021
907,1800,4619,4005
692,1552,4671,3989
535,1411,4593,3962
450,1334,4439,3941
370,1198,4249,3913
311,1055,4075,3893
298,1003,3929,3861
311,1024,3843,3828
300,1005,3802,3782
311,962,3810,3748
392,966,3825,3713
519,1024,3843,3683
601,1042,3835,3639
623,993,3810,3603
632,931,3751,3568
692,931,3677,3539
803,987,3586,3495
934,1055,3511,3458
1038,1084,3456,3423
1107,1086,3445,3394
1174,1098,3462,3350
1280,1148,3511,3314
1387,1194,3561,3278
1419,1179,3611,3249
1345,1082,3633,3205
1246,962,3644,3169
1196,880,3630,3137
1211,869,3611,3121
1256,907,3575,3094
1315,962,3545,3072
1348,986,3515,3049
1315,962,3511,3040
1226,905,3517,3028
1176,869,3545,3024
1206,865,3571,3013
1246,869,3611,3008
1202,841,3633,2995
1107,807,3644,2992
1061,810,3624,2987
1107,869,3611,2992
1175,930,3599,2989
1211,962,3611,2992
1243,991,3619,2989
1349,1086,3644,2992
1506,1234,3667,2983
1626,1365,3710,2976
1673,1440,3756,2967
1730,1520,3843,2976
1838,1652,3962,2981
1938,1800,4141,2976
1972,1887,4358,2954
2007,1924,4638,2944
2090,1957,4953,2939
2180,2017,5300,2927
2227,2090,5617,2893
2284,2172,5897,2863
2355,2231,6104,2842
2353,2234,6261,2815
2239,2189,6348,2755
2145,2172,6393,2686
2156,2197,6393,2622
2180,2203,6393,2558
2112,2149,6403,2467
2041,2110,6460,2365
2080,2143,6544,2264
2180,2203,6658,2171
2182,2190,6761,2064
2076,2110,6857,1946
1977,2044,6924,1823
1972,2048,6990,1705
2013,2075,7039,1579
2041,2079,7089,1448
2042,2049,7110,1314
2041,2017,7122,1190
2021,1977,7114,1063
1972,1924,7122,933
1921,1877,7121,802
1938,1893,7122,692
2007,1954,7092,586
2041,1986,7056,466
1967,1929,6986,332
1868,1862,6890,225
1882,1896,6745,160
2041,2048,6592,113
2191,2171,6424,51
2180,2141,6261,0
2008,1967,6087,-15
1834,1800,5963,0
1769,1745,5891,6
1799,1800,5897,0
1820,1864,5942,-5
1799,1893,6062,0
1757,1907,6231,2
1730,1955,6427,0
1699,2005,6557,-2
1661,2017,6592,0
1635,1996,6479,1
1661,2017,6228,0
1715,2076,5844,-1
1765,2110,5433,0
1793,2085,5073,0
1834,2079,4870,0
1872,2127,4852,0
1868,2172,5068,0
1812,2141,5467,0
1765,2079,5963,0
1737,2039,6387,0
1695,2017,6625,0
1637,1981,6580,0
1661,1986,6261,0
1777,2050,5717,0
1868,2110,5101,0
1824,2072,4536,0
1730,1986,4141,0
1714,1951,3922,0
1799,2017,3876,0
1882,2099,3920,0
1938,2141,4008,0
1985,2138,4063,0
2041,2141,4075,0
2058,2129,4031,0
2041,2079,3975,0
2036,2000,3907,0
2111,1986,3843,0
2269,2072,3756,0
2491,2234,3677,0
2725,2435,3620,0
2941,2700,3644,0
3115,2996,3737,0
3253,3227,3909,0
3355,3321,4110,0
3460,3382,4340,0
3619,3550,4536,0
3875,3848,4671,0
