III,V,ABP,RESP
893,2051,2983,2781
564,2586,2986,2741
-179,3174,2983,2701
-1341,3895,2976,2645
-2286,4834,2983,2588
-2512,5820,2982,2529
-2286,6445,2983,2476
-2195,6418,2978,2412
-2286,5810,2983,2347
-2145,4868,2981,2274
-1536,3760,2983,2202
-650,2606,2979,2127
250,1611,2983,2058
1027,936,2980,1987
1643,537,2983,1913
2064,262,2980,1825
2322,49,2983,1736
2472,-84,2980,1650
2536,-146,2983,1575
2448,-171,2980,1502
2214,-146,2983,1431
2004,-83,2980,1357
2036,-49,2983,1286
2247,-91,2980,1213
2357,-146,2983,1141
2264,-161,2980,1067
2179,-146,2983,997
2219,-153,2980,924
2214,-146,2983,852
2088,-118,2980,778
2072,-98,2983,707
2269,-125,2980,631
2393,-146,2983,547
2211,-112,2980,459
1964,-49,2983,386
1943,-26,2980,323
2036,-49,2983,257
1975,-74,2980,179
1893,-98,2983,113
2108,-153,2980,72
2607,-244,2983,48
2944,-309,2980,22
2822,-293,2983,0
2403,-210,2980,-7
2143,-146,2983,0
2277,-176,2980,3
2679,-293,2983,0
3038,-418,2979,-3
3215,-488,2983,0
3256,-510,2980,1
3286,-537,2983,0
3333,-589,2977,-1
3357,-635,2983,0
3240,-629,2980,0
2965,-586,2983,0
2725,-584,2973,0
2822,-684,2983,0
3247,-834,3002,0
3643,-928,3040,0
3705,-934,3065,0
3536,-928,3098,0
3398,-957,3134,0
3357,-977,3213,0
3281,-950,3325,0
3143,-928,3499,0
3037,-954,3721,0
3036,-977,4016,0
3086,-939,4360,0
3143,-879,4761,0
3195,-867,5184,0
3215,-879,5622,0
3084,-826,6020,0
2750,-684,6368,0
2323,-518,6645,0
2036,-391,6884,0
1963,-296,7063,0
1964,-195,7171,0
1841,-75,7172,0
1607,49,7113,0
1432,156,7022,0
1429,244,6941,0
1498,321,6851,0
1500,391,6769,0
1413,459,6694,0
1357,537,6655,0
1384,620,6622,0
1429,684,6597,0
1383,713,6560,0
1250,732,6540,0
1093,775,6514,0
1000,830,6482,0
1044,840,6421,0
1250,781,6368,0
1454,716,6310,0
1429,732,6253,0
1152,822,6163,0
929,879,6081,0
1017,830,5994,0
1322,732,5909,0
1497,692,5789,0
1393,732,5679,0
1178,781,5583,0
1107,781,5507,0
1202,747,5398,0
1286,732,5278,0
1208,752,5149,0
1036,781,5048,0
937,790,4936,0
1000,781,4819,0
1130,771,4688,0
1179,781,4589,0
1053,820,4498,0
821,879,4417,0
667,912,4319,0
750,879,4245,0
1000,792,4181,0
1179,732,4130,0
1139,755,4060,0
1000,830,4016,0
943,867,3999,0
1000,830,4016,0
1075,760,4015,0
1107,732,4016,0
1058,768,4025,0
929,830,4073,0
815,857,4111,0
893,830,4130,0
1170,773,4120,0
1429,732,4130,0
1467,723,4154,0
1357,732,4188,0
1289,736,4191,0
1322,732,4188,0
1351,729,4180,0
1322,732,4188,0
1279,735,4185,0
1286,732,4188,0
1344,713,4186,0
1429,684,4188,0
1508,652,4164,0
1572,635,4130,0
1614,631,4089,0
1643,635,4073,0
1636,633,4068,0
1572,635,4073,0
1476,635,4052,0
1429,635,4016,0
1479,611,3971,0
1572,586,3958,0
1614,568,3959,0
1572,586,3958,0
1489,611,3926,0
1429,635,3901,0
1417,660,3891,0
1429,732,3901,0
1381,854,3883,0
1250,977,3844,0
1137,1043,3797,0
1179,1074,3786,0
1295,1153,3788,0
1250,1367,3786,0
920,1756,3754,0
429,2295,3729,0
-145,2909,3719,0
-857,3564,3729,0
-1676,4334,3711,0
-2286,5273,3671,0
-2440,6179,3624,0
-2286,6640,3614,0
-2213,6409,3618,0
-2286,5615,3614,0
-2127,4544,3579,0
-1357,3369,3557,0
-131,2209,3551,0
1000,1269,3557,0
1642,703,3531,0
1893,439,3499,0
2032,285,3481,0
2179,146,3499,0
2295,35,3510,0
2393,-49,3499,0
2473,-119,3463,0
2464,-146,3442,0
2346,-119,3436,0
2286,-98,3442,0
2410,-153,3421,0
2607,-244,3385,0
2667,-286,3342,0
2572,-244,3327,0
2475,-197,3325,0
2464,-195,3327,0
2482,-234,3303,0
2464,-244,3270,0
2428,-219,3233,0
2429,-195,3213,0
2465,-213,3186,0
2500,-244,3155,0
2489,-238,3114,0
2464,-195,3098,0
2460,-167,3096,0
2500,-195,3098,0
2543,-254,3073,0
2572,-293,3040,0
2581,-295,3006,0
2607,-293,2983,0
2651,-310,2952,0
2714,-342,2926,0
2769,-367,2894,0
2822,-391,2868,0
2876,-429,2834,0
2965,-488,2811,0
3063,-545,2782,0
3143,-586,2754,0
3172,-612,2713,0
3179,-635,2696,0
3183,-657,2693,0
3215,-684,2696,0
3278,-722,2667,0
3393,-781,2639,0
3519,-857,2622,0
3607,-928,2639,0
3631,-967,2644,0
3643,-977,2639,0
3676,-988,2620,0
3715,-1025,2639,0
3712,-1070,2684,-1
3679,-1074,2754,0
3631,-1029,2820,1
3572,-977,2926,0
3475,-950,3086,-2
3357,-928,3327,0
3232,-873,3618,2
3107,-781,3958,0
2965,-681,4320,-5
2822,-586,4704,0
2680,-492,5080,16
2536,-391,5450,32
2354,-278,5770,42
2143,-146,6023,64
1936,3,6191,107
1786,146,6310,161
1693,262,6371,209
1643,342,6368,257
1593,397,6288,311
1536,439,6196,370
1453,482,6109,423
1357,537,6023,482
1253,610,5903,552
1179,684,5794,627
1132,728,5719,691
1107,732,5679,756
1078,723,5625,828
1072,732,5565,916
1108,747,5503,1004
1179,732,5450,1093
1203,708,5369,1179
1143,732,5278,1270
1038,801,5180,1357
1000,830,5106,1447
1076,782,5023,1534
1214,732,4934,1624
1288,747,4817,1709
1250,781,4704,1800
1175,768,4583,1890
1179,732,4475,1977
1253,725,4356,2054
1322,732,4245,2138
1369,710,4125,2229
1464,684,4016,2331
1557,696,3896,2426
1500,732,3786,2524
1296,730,3668,2622
1179,684,3557,2733
1269,638,3435,2838
1393,635,3327,2942
1347,659,3227,3035
1214,684,3155,3135
1183,689,3088,3231
1250,684,3040,3328
1259,677,2998,3413
1179,684,2983,3504
1094,705,2977,3592
1072,732,2983,3681
1120,730,2977,3758
1250,684,2983,3842
1378,628,2999,3919
1357,635,3040,3987
1159,708,3075,4022
964,781,3098,4051
906,796,3094,4074
929,781,3098,4099
934,777,3114,4102
964,781,3155,4099
1040,775,3189,4093
1072,781,3213,4099
995,810,3213,4097
929,830,3213,4099
957,810,3208,4094
1000,781,3213,4099
960,777,3211,4096
929,781,3213,4099
1010,760,3208,4095
1143,732,3213,4099
1199,726,3211,4095
1214,732,3213,4099
1301,717,3207,4095
1464,684,3213,4099
1595,652,3215,4095
1643,635,3213,4099
1632,627,3184,4095
1607,635,3155,4099
1603,643,3139,4095
1643,635,3155,4099
1686,601,3166,4095
1643,586,3155,4099
1510,602,3117,4095
1393,635,3098,4099
1380,640,3097,4095
1429,635,3098,4099
1479,614,3068,4095
1536,586,3040,4099
1606,570,3031,4095
1607,635,3040,4099
1464,781,3022,4095
1250,928,2983,4099
1115,1002,2940,4095
1143,1025,2926,4099
1285,1052,2923,4095
1429,1123,2926,4099
1402,1299,2904,4095
1072,1660,2868,4099
450,2181,2825,4095
-286,2734,2811,4099
-1003,3278,2812,4095
-1643,3955,2811,4099
-2113,4877,2781,4095
-2286,5859,2754,4099
-2265,6477,2742,4095
-2286,6396,2754,4099
-2315,5611,2755,4095
-1929,4394,2754,4099
-892,3089,2748,4095
429,1953,2754,4099
1403,1127,2753,4095
1822,635,2754,4099
1936,387,2748,4095
2036,244,2754,4099
2149,127,2753,4095
2214,49,2754,4099
2228,22,2748,4095
2250,0,2754,4099
2270,-55,2755,4095
2250,-98,2754,4099
2177,-84,2743,4095
2143,-49,2754,4099
2246,-73,2779,4095
2464,-146,2811,4099
2613,-205,2817,4095
2536,-195,2811,4099
2299,-163,2803,4095
2143,-146,2811,4099
2214,-168,2812,4095
2429,-195,2811,4099
2606,-219,2803,4095
2679,-244,2811,4099
2682,-274,2816,4095
2679,-293,2811,4099
2681,-294,2781,4095
2714,-293,2754,4099
2771,-296,2741,4095
2822,-293,2754,4099
2817,-282,2761,4095
2786,-293,2754,4099
2759,-326,2722,4095
2750,-342,2696,4099
2722,-317,2683,4095
2679,-293,2696,4099
2637,-306,2704,4095
2643,-342,2696,4099
2705,-366,2662,4095
2822,-391,2639,4099
2915,-436,2629,4095
2929,-488,2639,4099
2882,-517,2638,4095
2893,-537,2639,4099
2993,-576,2633,4095
3107,-635,2639,4099
3147,-689,2635,4095
3143,-732,2639,4099
3128,-764,2634,4095
3107,-781,2639,4099
3107,-795,2632,4095
3215,-830,2639,4099
3374,-885,2652,4095
3429,-928,2696,4099
3348,-949,2745,4095
3322,-977,2811,4099
3405,-1005,2893,4096
3393,-977,3040,4099
3151,-878,3243,4095
2893,-781,3499,4099
2841,-747,3784,4096
2893,-732,4130,4099
2795,-663,4520,4094
2536,-537,4934,4099
2267,-406,5316,4098
2072,-293,5679,4099
1915,-190,5998,4092
1822,-98,6253,4099
1810,-23,6403,4103
1822,49,6482,4099
1759,139,6504,4062
1643,244,6482,4019
1527,343,6402,3974
1393,439,6310,3938
1141,557,6222,3885
821,684,6138,3826
657,757,6025,3762
821,732,5909,3713
1109,669,5807,3663
1143,684,5737,3617
848,806,5672,3559
607,928,5622,3504
728,930,5567,3443
1072,830,5507,3392
1287,740,5419,3340
1286,732,5335,3295
1198,782,5249,3239
1107,830,5163,3183
1005,845,5046,3117
964,830,4934,3054
1056,800,4817,2986
1214,781,4704,2926
1288,791,4559,2860
1250,830,4417,2797
1183,868,4287,2727
1143,879,4188,2669
1107,857,4075,2611
1072,830,3958,2556
1052,820,3830,2488
1072,830,3729,2427
1125,835,3634,2370
1179,830,3557,2315
1144,825,3482,2243
1000,830,3442,2170
881,821,3410,2100
964,781,3385,2042
1186,733,3342,1974
1286,732,3327,1897
1147,782,3341,1812
964,830,3385,1736
927,823,3413,1663
964,781,3442,1591
926,747,3466,1511
893,732,3499,1431
1047,711,3521,1349
1357,684,3557,1270
1537,682,3589,1187
1393,732,3614,1109
1042,799,3608,1034
786,830,3614,965
780,811,3637,891
929,781,3671,820
1045,759,3676,751
1072,732,3671,691
1041,710,3664,629
1000,732,3671,563
978,780,3668,489
1000,781,3671,418
988,733,3671,350
857,732,3671,289
723,799,3644,221
821,830,3614,145
1071,772,3596,67
1107,732,3614,16
863,783,3626,-3
750,830,3614,0
974,784,3574,2
1179,732,3557,0
1036,770,3557,-2
821,830,3557,0
938,789,3524,1
1286,684,3499,0
1489,625,3493,-1
1500,635,3499,0
1514,640,3474,0
1536,635,3442,0
1424,649,3424,-1
1250,684,3442,0
1245,675,3451,0
1429,635,3442,0
1585,603,3408,0
1536,635,3385,0
1315,693,3373,0
1107,732,3385,0
1135,727,3390,0
1429,732,3385,0
1663,802,3353,0
1500,928,3327,0
1107,1033,3314,0
1000,1074,3327,0
1243,1095,3333,0
1322,1221,3327,0
939,1561,3296,0
464,2100,3270,0
187,2670,3256,0
-214,3174,3270,0
-1075,3783,3277,0
-2000,4736,3270,0
-2391,5865,3236,0
-2286,6592,3213,0
-2204,6520,3203,0
-2286,5810,3213,0
-2180,4827,3212,0
-1572,3711,3213,0
-566,2507,3207,0
464,1465,3213,0
1088,857,3210,0
1143,635,3213,0
949,514,3208,0
1072,342,3213,0
1639,166,3210,0
2214,49,3213,0
2390,-20,3208,0
2286,-49,3213,0
2220,-48,3211,0
2250,-49,3213,0
2240,-76,3207,0
2214,-98,3213,0
2302,-114,3213,0
2464,-146,3213,0
2511,-198,3202,0
2393,-195,3213,0
2292,-154,3237,0
2357,-146,3270,0
2487,-211,3275,0
2464,-244,3270,0
2255,-183,3261,0
2072,-98,3270,0
2088,-93,3271,0
2250,-146,3270,0
2351,-169,3261,0
2322,-146,3270,0
2239,-130,3275,0
2214,-146,3270,0
2274,-184,3237,0
2429,-244,3213,0
2626,-324,3202,0
2786,-391,3213,0
2826,-406,3212,0
2786,-391,3213,0
2743,-382,3206,0
2750,-391,3213,0
2746,-393,3209,0
2679,-391,3213,0
2550,-401,3206,0
2464,-439,3213,0
2513,-504,3207,0
2714,-586,3213,0
2960,-667,3207,0
3143,-732,3213,0
3221,-782,3204,0
3250,-830,3213,0
3270,-870,3240,0
3286,-879,3327,0
3282,-867,3450,0
3286,-879,3614,0
3314,-929,3804,0
3357,-977,4073,0
3374,-987,4413,0
3357,-977,4819,0
3303,-964,5237,0
3215,-928,5679,0
3089,-855,6118,0
2965,-781,6540,0
2864,-735,6888,0
2786,-684,7171,0
2682,-595,7376,0
2536,-488,7515,0
2365,-393,7552,0
2214,-293,7515,0
2087,-170,7425,0
1964,-49,7343,0
1809,48,7257,0
1643,146,7171,0
1494,271,7069,0
1393,391,6999,0
1311,472,6957,0
1214,537,6941,0
1065,627,6909,0
893,732,6884,0
769,808,6855,0
786,830,6827,0
920,813,6767,0
1072,781,6712,0
1133,748,6653,0
1107,732,6597,0
1015,760,6508,0
893,830,6425,0
806,888,6338,0
857,879,6253,0
1008,817,6132,0
1107,781,6023,0
1078,801,5927,0
1036,830,5851,0
1056,829,5741,0
1072,830,5622,0
1032,859,5495,0
1036,879,5392,0
1106,854,5277,0
1107,830,5163,0
984,850,5038,0
929,879,4934,0
1070,851,4818,0
1250,781,4704,0
1261,732,4576,0
1179,732,4475,0
1196,743,4381,0
1322,732,4302,0
1391,704,4208,0
1357,684,4130,0
1314,677,4061,0
1322,684,4016,0
1307,702,3970,0
1214,732,3958,0
1099,750,3958,0
1072,732,3958,0
1131,692,3925,0
1179,684,3901,0
1148,713,3890,0
1107,732,3901,0
1125,708,3896,0
1179,684,3901,0
1195,698,3903,0
1179,732,3901,0
1152,741,3867,0
1107,732,3844,0
1045,731,3836,0
1036,732,3844,0
1094,726,3821,0
1143,732,3786,0
1121,748,3749,0
1107,732,3729,0
1166,674,3699,0
1250,635,3671,0
1272,651,3638,-1
1250,684,3614,0
1211,685,3582,1
1143,684,3557,0
1062,709,3525,-2
1072,732,3499,0
1186,714,3466,2
1286,684,3442,0
1296,678,3412,-4
1322,684,3385,0
1423,663,3347,10
1500,635,3327,16
1464,628,3320,17
1429,635,3327,32
1505,616,3309,68
1607,586,3270,113
1597,569,3222,147
1500,586,3213,177
1429,607,3218,213
1393,635,3213,257
1367,644,3175,298
1393,635,3155,338
1494,613,3155,377
1572,635,3155,418
1550,703,3121,456
1500,781,3098,498
1478,847,3096,545
1429,928,3098,595
1308,1027,3065,641
1214,1123,3040,691
1186,1250,3038,742
1072,1514,3040,788
672,1955,3009,825
0,2490,2983,868
-795,3051,2980,917
-1536,3711,2983,965
-2072,4555,2951,1001
-2286,5469,2926,1045
-2276,6129,2922,1100
-2286,6250,2926,1157
-2395,5782,2895,1203
-2286,4883,2868,1254
-1604,3758,2864,1315
-393,2588,2868,1382
856,1556,2839,1437
1679,830,2811,1495
1973,452,2804,1563
2000,293,2811,1640
2049,177,2787,1703
2214,49,2754,1768
2367,-38,2738,1842
2393,-49,2754,1929
2337,-33,2759,2006
2357,-49,2754,2074
2485,-101,2743,2133
2607,-146,2754,2202
2619,-175,2760,2273
2572,-195,2754,2347
2574,-227,2721,2411
2643,-244,2696,2476
2706,-249,2685,2535
2714,-244,2696,2604
2683,-252,2699,2673
2643,-244,2696,2749
2599,-217,2688,2818
2572,-195,2696,2894
2602,-224,2701,2968
2714,-293,2696,3054
2809,-346,2666,3136
2786,-342,2639,3215
2655,-292,2626,3277
2572,-244,2639,3344
2595,-229,2646,3411
2643,-244,2639,3488
2622,-268,2607,3559
2607,-293,2581,3633
2662,-317,2570,3697
2750,-342,2581,3762
2787,-365,2587,3819
2822,-391,2581,3890
2893,-416,2551,3959
2965,-439,2524,4019
2967,-459,2509,4047
2965,-488,2524,4067
3016,-533,2534,4081
3107,-586,2524,4099
3167,-635,2485,4100
3215,-684,2467,4099
3275,-734,2463,4093
3322,-781,2467,4099
3284,-812,2453,4097
3215,-830,2467,4099
3232,-850,2497,4095
3393,-879,2524,4099
3564,-908,2514,4096
3607,-928,2524,4099
3553,-948,2569,4095
3572,-977,2639,4099
3673,-997,2684,4095
3679,-977,2754,4099
3473,-909,2885,4095
3215,-830,3098,4099
3090,-774,3339,4095
3072,-732,3614,4099
2980,-673,3929,4095
2786,-586,4302,4099
2589,-487,4683,4095
2464,-391,5048,4099
2356,-296,5373,4095
2214,-195,5679,4099
2035,-80,5941,4095
1857,49,6138,4099
1695,180,6232,4095
1572,293,6253,4099
1475,375,6228,4095
1393,439,6196,4099
1301,508,6128,4095
1214,586,6023,4099
1124,651,5892,4095
1036,684,5794,4099
955,700,5730,4095
929,732,5679,4099
962,774,5596,4095
1036,781,5507,4099
1097,749,5432,4095
1107,732,5392,4099
1011,771,5344,4095
821,830,5278,4099
649,852,5186,4095
679,830,5106,4099
948,786,5021,4095
1286,732,4934,4099
1441,685,4817,4095
1357,684,4704,4099
1185,732,4585,4095
1107,781,4475,4099
1138,789,4353,4095
1179,781,4245,4099
1164,784,4131,4095
1143,781,4016,4099
1160,752,3885,4095
1179,732,3786,4099
1119,751,3702,4095
1000,781,3614,4099
931,771,3490,4095
1000,732,3385,4099
1169,700,3313,4095
1322,684,3270,4099
1349,659,3206,4095
1250,635,3155,4099
1114,640,3135,4095
1036,684,3155,4099
1006,727,3160,4095
964,732,3155,4099
914,689,3143,4095
929,635,3155,4099
991,625,3174,4095
1000,684,3213,4099
934,746,3244,4095
929,732,3270,4099
1054,645,3268,4095
1179,586,3270,4099
1124,614,3284,4095
929,684,3327,4099
788,708,3362,4095
821,684,3385,4099
957,651,3382,4095
1072,635,3385,4099
1111,627,3383,4095
1107,635,3385,4099
1072,660,3377,4095
1000,684,3385,4099
899,685,3390,4095
821,684,3385,4099
779,702,3351,4095
750,732,3327,4099
744,743,3320,4095
821,732,3327,4099
942,724,3322,4095
1000,732,3327,4099
1009,725,3333,4095
1107,684,3327,4099
1245,648,3291,4095
1179,684,3270,4099
874,761,3269,4095
679,781,3270,4099
825,707,3237,4095
1107,635,3213,4099
1233,626,3208,4095
1250,635,3213,4099
1335,588,3183,4095
1429,537,3155,4099
1379,538,3147,4095
1250,586,3155,4099
1231,597,3131,4095
1322,586,3098,4099
1354,590,3080,4096
1250,635,3098,4099
1118,695,3107,4095
1036,781,3098,4099
907,903,3064,4096
679,1025,3040,4099
553,1092,3029,4094
750,1123,3040,4099
1018,1217,3046,4095
857,1465,3040,4083
247,1866,3009,4041
-250,2344,2983,3987
-389,2830,2970,3923
-643,3369,2983,3874
-1421,4094,2989,3824
-2286,5029,2983,3778
-2560,5903,2952,3718
-2286,6299,2926,3665
-2116,6031,2912,3611
-2286,5273,2926,3569
-2312,4281,2933,3519
-1679,3174,2926,3472
-561,2059,2892,3419
429,1172,2868,3376
934,682,2859,3331
1143,488,2868,3295
1345,353,2868,3249
1536,195,2868,3199
1552,99,2863,3137
1464,98,2868,3086
1509,90,2866,3036
1750,0,2868,2990
1973,-117,2865,2930
2000,-146,2868,2878
1889,-91,2866,2826
1822,-49,2868,2781
1877,-89,2865,2723
2000,-146,2868,2669
2109,-163,2865,2615
2179,-146,2868,2572
2210,-165,2866,2523
2179,-195,2868,2476
2069,-190,2865,2424
1929,-146,2868,2379
1833,-125,2867,2325
1822,-146,2868,2267
1872,-178,2862,2199
1964,-195,2868,2138
2052,-212,2886,2079
2107,-244,2926,2026
2121,-267,2960,1963
2143,-244,2983,1897
2175,-183,2982,1823
2179,-146,2983,1752
2108,-174,2982,1679
2036,-244,2983,1608
2073,-306,2959,1532
2250,-342,2926,1463
2406,-352,2886,1396
2393,-342,2868,1334
2261,-326,2859,1269
2214,-342,2868,1206
2276,-392,2867,1140
2286,-439,2868,1077
2196,-471,2858,1011
2250,-537,2868,948
2608,-660,2886,884
3072,-781,2926,820
3292,-834,2953,752
3215,-830,2983,691
3044,-823,3003,630
2965,-830,3040,563
2972,-846,3080,486
3000,-879,3155,418
2970,-919,3278,359
2857,-928,3499,305
2728,-898,3789,246
2714,-879,4130,193
2806,-891,4497,146
2822,-879,4934,96
2620,-795,5419,40
2322,-684,5909,0
2160,-615,6316,-10
2214,-586,6655,0
2312,-538,6934,4
2250,-439,7171,0
1990,-303,7307,-3
1679,-146,7343,0
1448,13,7293,1
1322,146,7228,0
1246,235,7147,-1
1214,293,7056,0
1223,357,6934,0
1250,439,6827,0
1251,521,6747,-1
1214,586,6712,0
1107,650,6680,0
929,732,6655,0
769,807,6619,0
750,830,6597,0
770,828,6566,0
607,879,6540,0
287,981,6489,0
179,1025,6425,0
482,947,6333,0
929,830,6253,0
1117,789,6167,0
1000,830,6081,0
781,886,5962,0
607,928,5851,0
516,947,5750,0
571,928,5679,0
748,880,5596,0
857,879,5507,0
748,953,5391,0
571,1025,5278,0
597,1006,5154,0
857,928,5048,0
1071,889,4933,0
1000,928,4819,0
726,976,4690,0
536,977,4589,0
568,944,4498,0
714,928,4417,0
825,921,4317,0
929,879,4245,0
1139,780,4201,0
1429,684,4188,0
1592,649,4156,0
1500,684,4130,0
1250,736,4114,0
1036,781,4130,0
915,815,4134,0
857,830,4130,0
912,798,4114,0
1143,732,4130,0
1350,704,4158,0
1179,781,4188,0
615,928,4187,0
179,1025,4188,0
343,976,4184,0
929,830,4188,0
1282,734,4179,0
1072,781,4188,0
634,893,4193,0
500,928,4188,0
745,853,4150,0
1000,781,4130,0
974,790,4129,0
821,830,4130,0
855,806,4097,0
1107,732,4073,0
1281,694,4068,0
1179,732,4073,0
948,794,4043,0
857,830,4016,0
918,847,4006,0
929,879,4016,0
791,917,3992,0
679,928,3958,0
772,887,3938,0
1000,830,3958,0
1106,805,3969,0
1000,830,3958,0
866,853,3920,0
929,830,3901,0
1152,768,3896,0
1322,732,3901,0
1339,728,3877,0
1286,732,3844,0
1221,716,3805,0
1072,732,3786,0
838,783,3775,0
714,830,3786,0
867,815,3792,0
1179,781,3786,0
1394,782,3751,0
1429,830,3729,0
1375,895,3721,0
1322,977,3729,0
1268,1070,3724,0
1214,1172,3729,0
1139,1325,3732,0
1000,1611,3729,0
766,2038,3695,0
429,2539,3671,0
-105,3120,3665,0
-893,3906,3671,0
-1748,4917,3646,0
-2286,5908,3614,0
-2375,6516,3595,0
-2286,6543,3614,0
-2304,6017,3625,0
-2286,5078,3614,0
-1872,3896,3576,0
-964,2685,3557,0
123,1667,3550,0
1000,977,3557,0
1478,604,3551,0
1643,439,3557,0
1699,346,3560,0
1822,244,3557,0
1997,131,3524,0
2107,49,3499,0
2098,13,3490,0
2072,0,3499,0
2113,-23,3495,0
2179,-49,3499,0
2165,-63,3502,0
2072,-49,3499,0
1972,-25,3467,0
1929,0,3442,0
1964,-8,3433,0
2072,-49,3442,0
2193,-112,3437,0
2250,-146,3442,0
2240,-151,3446,-1
2250,-146,3442,0
2302,-152,3407,1
2322,-146,3385,0
2250,-118,3381,-2
2179,-98,3385,0
2180,-113,3356,8
2214,-146,3327,16
2196,-156,3315,18
2179,-146,3327,16
2255,-154,3326,20
2429,-195,3327,32
2561,-237,3327,45
2572,-244,3327,48
2495,-229,3298,46
2464,-244,3270,48
2533,-309,3254,58
2679,-391,3270,64
2829,-449,3276,64
2965,-488,3270,64
3069,-532,3236,72
3143,-586,3213,80
3173,-637,3197,81
3179,-684,3213,80
3154,-719,3218,87
3107,-732,3213,96
3077,-741,3175,100
3143,-781,3155,96
3279,-848,3160,95
3357,-879,3213,96
3290,-853,3280,98
3179,-830,3385,96
3172,-868,3523,96
3286,-928,3729,96
3374,-935,3984,97
3322,-879,4302,96
3124,-802,4655,96
2893,-732,5048,96
2742,-675,5448,97
2714,-635,5851,96
2700,-602,6217,96
2572,-537,6540,96
2333,-423,6780,97
2143,-293,6941,96
2054,-174,7003,94
1964,-49,6999,96
1775,85,6943,104
1572,195,6884,113
1445,280,6807,115
1357,391,6712,113
1216,534,6587,110
1072,635,6482,113
1021,648,6408,120
1072,635,6368,129
1110,669,6313,136
1072,732,6253,145
949,782,6186,153
786,830,6138,161
641,895,6082,168
607,928,6023,177
696,889,5939,185
821,830,5851,193
868,828,5754,199
821,879,5679,209
727,920,5598,223
643,928,5507,241
594,925,5384,257
607,928,5278,273
671,928,5185,294
750,928,5106,322
799,928,4993,348
821,928,4876,370
828,924,4753,389
821,928,4647,418
797,936,4527,457
786,928,4417,498
830,883,4300,531
929,830,4188,563
1004,808,4061,599
1000,830,3958,643
962,851,3867,684
1000,830,3786,723
1117,770,3687,761
1179,732,3614,804
1077,759,3571,844
893,830,3557,884
796,867,3525,922
857,830,3499,965
989,758,3484,1008
1072,732,3499,1061
1042,773,3503,1116
929,830,3499,1174
826,846,3487,1227
821,830,3499,1286
880,819,3505,1348
893,830,3499,1415
829,837,3481,1477
786,830,3499,1543
806,822,3536,1607
821,830,3557,1672
786,839,3526,1731
786,830,3499,1800
865,801,3494,1872
929,781,3499,1945
866,792,3470,2006
750,830,3442,2074
728,851,3433,2148
821,830,3442,2234
893,788,3418,2313
857,781,3385,2395
782,809,3366,2477
786,830,3385,2572
835,823,3394,2665
821,830,3385,2765
746,862,3351,2865
750,879,3327,2974
859,852,3315,3072
929,830,3327,3167
883,850,3334,3259
857,879,3327,3376
938,863,3294,3495
1000,830,3270,3601
934,818,3259,3677
857,830,3270,3762
891,828,3273,3854
929,830,3270,3938
856,834,3244,3983
786,830,3213,4019
879,781,3173,4057
1072,732,3155,4099
1219,714,3151,4107
1322,732,3155,4099
1446,765,3134,4090
1536,830,3098,4099
1500,929,3056,4099
1393,1025,3040,4099
1311,1092,3038,4093
1250,1172,3040,4099
1142,1308,3018,4097
964,1514,2983,4099
647,1823,2942,4095
71,2295,2926,4099
-757,2901,2922,4096
-1572,3564,2926,4099
-2097,4314,2905,4095
-2286,5224,2868,4099
-2301,6104,2825,4095
-2286,6494,2811,4099
-2308,6142,2811,4095
-2286,5273,2811,4099
-1988,4246,2783,4095
-1179,3174,2754,4099
-6,2078,2738,4095
1000,1172,2754,4099
1396,681,2763,4095
1286,537,2754,4099
1117,470,2718,4095
1214,342,2696,4099
1547,201,2689,4095
1929,98,2696,4099
2200,15,2694,4095
2322,-49,2696,4099
2341,-83,2695,4095
2357,-98,2696,4099
2412,-124,2687,4095
2464,-146,2696,4099
2461,-152,2720,4095
2429,-146,2754,4099
2447,-167,2760,4095
2536,-195,2754,4099
2597,-213,2744,4095
2536,-195,2754,4099
2406,-167,2757,4095
2357,-146,2754,4099
2410,-145,2741,4095
2429,-146,2754,4099
2317,-143,2780,4095
2214,-146,2811,4099
2275,-182,2815,4095
2464,-244,2811,4099
2582,-279,2805,4095
2536,-244,2811,4099
2388,-170,2810,4095
2286,-146,2811,4099
2308,-207,2807,4095
2464,-293,2811,4099
2640,-322,2809,4095
2714,-293,2811,4099
2651,-269,2808,4095
2572,-293,2811,4099
2569,-344,2807,4095
2643,-391,2811,4099
2727,-432,2809,4095
2822,-488,2811,4099
2922,-549,2804,4095
3000,-586,2811,4099
3015,-602,2812,4095
3000,-635,2811,4099
2984,-692,2781,4095
2965,-732,2754,4099
2919,-732,2735,4095
2893,-732,2754,4099
2934,-773,2778,4095
3036,-830,2811,4099
3101,-851,2829,4095
3072,-830,2868,4099
2968,-803,2929,4095
2857,-781,3040,4099
2732,-744,3187,4095
2572,-684,3385,4099
2420,-625,3616,4095
2393,-586,3901,4099
2475,-551,4222,4095
2500,-488,4589,4099
2333,-393,4965,4095
2072,-293,5335,4099
1902,-213,5664,4095
1893,-146,5966,4099
1943,-76,6221,4095
1964,0,6425,4099
1930,72,6545,4096
1857,146,6597,4099
1743,236,6585,4094
1607,342,6540,4099
1461,446,6459,4097
1322,537,6368,4099
1185,616,6255,4093
1072,684,6138,4099
982,739,6012,4100
929,781,5909,4099
911,810,5817,4076
929,830,5737,4051
925,851,5643,4018
857,879,5565,3987
