I,V,PLETH,RESP
4662,7097,6712,1155
4909,4380,6810,1154
4351,6809,6960,1155
3974,8254,7130,1153
4247,6713,7333,1155
4316,5687,7516,1154
3937,6617,7706,1155
3729,7236,7880,1153
3937,6617,8079,1155
4138,6158,8263,1155
4144,6521,8452,1155
4106,6806,8607,1151
4144,6617,8762,1155
4143,6392,8886,1163
4040,6425,9011,1173
3907,6505,9119,1174
3937,6521,9260,1173
4159,6474,9390,1172
4351,6425,9508,1173
4292,6412,9569,1170
4144,6425,9632,1173
4102,6366,9689,1181
4144,6329,9757,1192
4104,6346,9784,1193
3937,6425,9819,1192
3806,6463,9844,1189
4040,6329,9881,1192
4363,6179,9878,1192
4144,6425,9881,1192
3653,6746,9873,1189
3937,6425,9881,1192
4564,5899,9851,1191
4040,6425,9819,1192
3101,7237,9773,1189
4040,6425,9757,1192
5556,5119,9722,1193
4144,6329,9695,1192
1777,8285,9648,1182
4040,6329,9632,1173
8114,2964,9603,1169
4144,6425,9570,1173
-6727,15040,9498,1176
-9013,15344,9446,1173
3996,2535,9384,1163
17404,-9110,9322,1155
15777,-6190,9216,1146
4972,4891,9135,1137
301,9653,9064,1124
3626,6713,9011,1118
5654,4880,8912,1117
3419,6905,8825,1118
1977,8016,8746,1110
3211,6617,8700,1100
3840,5827,8612,1089
2693,6713,8514,1082
1891,7171,8400,1071
2175,6617,8327,1063
2253,6366,8254,1054
1865,6713,8203,1045
1804,6746,8132,1032
2072,6425,8079,1027
2084,6290,8023,1027
1968,6329,8017,1027
2109,6166,8013,1011
2383,5946,8017,990
2498,5840,7978,974
2486,5754,7955,972
2353,5605,7937,972
2072,5562,7955,972
1755,5641,7951,964
1761,5658,7955,953
2156,5521,7942,940
2590,5562,7955,935
2771,5942,7950,935
2901,6425,7955,935
3169,6700,7941,926
3419,6905,7955,917
3455,7178,7955,912
3522,7384,7955,917
3879,7315,7918,918
4351,7192,7892,917
4520,7266,7856,913
4351,7480,7830,917
4148,7543,7784,918
4144,7480,7768,917
4251,7468,7760,912
4351,7576,7768,917
4431,7625,7737,927
4558,7576,7706,935
4664,7516,7665,933
4662,7576,7644,935
4572,7664,7603,944
4558,7672,7582,953
4632,7560,7550,952
4662,7480,7520,953
4581,7495,7450,961
4558,7576,7395,972
4638,7592,7348,972
4662,7576,7333,972
4527,7558,7298,977
4454,7576,7271,990
4561,7570,7231,999
4662,7576,7209,1008
4561,7576,7169,1017
4454,7576,7147,1027
4525,7547,7114,1027
4662,7576,7085,1027
4669,7637,7018,1031
4662,7672,6960,1045
4732,7611,6907,1057
4765,7576,6898,1063
4668,7607,6892,1062
4662,7672,6898,1063
4810,7668,6871,1069
4869,7672,6836,1082
4682,7710,6784,1092
4558,7768,6774,1100
4672,7761,6772,1099
4765,7768,6774,1100
4593,7808,6735,1104
4454,7864,6712,1118
4616,7859,6701,1131
4869,7864,6712,1137
4871,7878,6684,1133
4765,7864,6650,1137
4787,7755,6605,1146
4869,7672,6587,1155
4815,7658,6554,1153
4765,7672,6525,1155
4860,7590,6483,1163
4972,7480,6463,1173
4920,7405,6430,1173
4869,7384,6401,1173
4969,7305,6356,1179
5076,7192,6339,1192
4957,7098,6328,1195
4765,7097,6339,1192
4766,7109,6333,1187
4972,7097,6339,1192
5109,7006,6334,1200
5076,6905,6339,1210
4980,6820,6328,1212
4972,6809,6339,1210
5002,6808,6341,1204
4972,6809,6339,1210
4825,6813,6301,1220
4662,6905,6277,1228
4588,7001,6248,1226
4662,7001,6214,1228
4759,6874,6142,1236
4765,6809,6090,1247
4654,6850,6054,1246
4558,6905,6028,1247
4533,6849,5961,1251
4558,6809,5904,1265
4558,6847,5860,1274
4558,6905,5842,1283
4561,6858,5801,1295
4558,6809,5779,1320
4507,6806,5772,1341
4454,6809,5779,1357
4403,6734,5747,1366
4351,6713,5717,1393
4302,6774,5700,1430
4351,6809,5717,1467
4476,6697,5717,1490
4558,6617,5717,1522
4481,6707,5707,1564
4351,6905,5717,1613
4297,6994,5713,1649
4351,7001,5717,1687
4383,7021,5710,1730
4351,7097,5717,1778
4283,7091,5712,1813
4247,7001,5717,1852
4205,6898,5711,1895
4144,6905,5717,1943
4091,6961,5712,1979
4144,7001,5717,2017
4265,6958,5712,2059
4351,6905,5717,2108
4315,6849,5711,2144
4247,6809,5717,2182
4225,6769,5712,2223
4247,6809,5717,2273
4216,6879,5711,2312
4144,6905,5717,2347
4094,6834,5714,2378
4144,6809,5717,2420
4265,6887,5692,2457
4351,6905,5655,2493
4335,6768,5605,2520
4351,6809,5593,2548
4346,7007,5592,2572
4144,6905,5593,2603
3946,6574,5555,2630
4247,6809,5531,2658
4671,7302,5519,2676
4351,6905,5531,2695
3721,6163,5523,2710
4144,6905,5531,2732
5017,8107,5530,2748
4454,7001,5531,2768
3338,5077,5508,2779
4558,6809,5531,2787
6686,10057,5585,2784
4454,6809,5655,2787
-1950,-2791,5677,2791
-4558,-6809,5717,2805
885,1284,5788,2808
7769,11700,5904,2805
8242,12545,5991,2791
4247,6521,6090,2787
2564,3868,6211,2785
4144,6329,6401,2787
4926,7820,6623,2777
3833,6329,6898,2768
3294,5341,7163,2757
4040,6329,7395,2750
4405,7058,7550,2732
3937,6521,7706,2713
3718,5974,7876,2686
4040,6042,8079,2658
4155,5956,8257,2620
3937,5466,8452,2585
3810,4993,8641,2546
3833,4699,8825,2512
3765,4368,8950,2472
3729,4124,9073,2438
3876,4240,9194,2402
4040,4795,9322,2365
4023,5544,9392,2317
3937,6138,9446,2273
3912,6333,9493,2228
3937,6329,9570,2182
3943,6379,9613,2118
3937,6617,9632,2053
3983,6857,9619,1993
4247,6809,9632,1943
4422,6639,9635,1884
4040,6905,9632,1815
3536,7312,9589,1737
3937,7001,9570,1668
4665,6360,9560,1603
4144,6809,9570,1540
3149,7701,9540,1472
4040,7001,9508,1412
5545,5655,9464,1355
4144,6713,9446,1302
1751,8610,9408,1243
3937,6713,9384,1192
7990,3279,9346,1145
4144,6425,9322,1100
-6613,14819,9260,1049
-9013,15344,9197,1008
3813,2852,9120,979
17404,-9110,9073,953
16345,-7130,9011,915
5905,3356,8949,880
966,8516,8848,855
3729,6425,8762,843
5509,5017,8680,825
3419,7001,8638,807
2128,8119,8579,792
3315,6905,8514,788
3870,6193,8410,781
2797,7001,8327,770
2142,7448,8248,756
2486,7001,8203,752
2486,6801,8137,751
1968,7097,8079,752
1848,7095,8001,743
2175,6809,7955,733
2284,6702,7909,727
2175,6713,7892,733
2213,6495,7857,743
2383,6233,7830,752
2499,6116,7784,751
2590,6042,7768,752
2585,5902,7755,756
2383,5850,7768,770
2029,5944,7761,782
1865,6042,7768,788
2048,5998,7760,786
2383,6042,7768,788
2607,6321,7758,795
2797,6713,7768,807
3066,6975,7763,815
3315,7192,7768,825
3380,7453,7754,835
3419,7672,7768,843
3682,7663,7771,844
4144,7576,7768,843
4437,7630,7725,847
4351,7864,7706,862
4057,8009,7698,874
3937,7960,7706,880
4095,7835,7671,878
4351,7864,7644,880
4492,7992,7628,887
4558,8056,7644,898
4622,7983,7622,907
4662,7960,7582,917
4609,8027,7527,926
4558,8056,7520,935
4589,7912,7518,936
4662,7768,7520,935
4670,7743,7481,938
4662,7768,7457,953
4671,7677,7441,967
4662,7576,7457,972
4586,7558,7455,968
4558,7576,7457,972
4615,7488,7446,982
4662,7384,7457,990
4598,7329,7455,988
4558,7288,7457,990
4633,7170,7427,999
4765,7097,7395,1008
4827,7102,7346,1007
4869,7097,7333,1008
4904,6952,7327,1016
4869,6809,7333,1027
4730,6751,7302,1026
4662,6713,7271,1027
4717,6538,7229,1034
4765,6329,7209,1045
4691,6196,7172,1046
4662,6138,7147,1045
4768,6009,7108,1050
4869,5850,7085,1063
4784,5738,7045,1068
4662,5754,7022,1063
4696,5851,6986,1057
4869,6042,6960,1063
4971,6250,6917,1074
4972,6425,6898,1082
4952,6539,6886,1079
4972,6713,6898,1082
4972,6934,6875,1090
4972,7097,6836,1100
5032,7079,6781,1099
5180,7001,6774,1100
5262,6970,6775,1107
5180,7001,6774,1118
5009,6946,6731,1120
4972,6809,6712,1118
5058,6663,6706,1122
5076,6617,6712,1137
4942,6613,6675,1149
4869,6617,6650,1155
4934,6621,6638,1153
4972,6713,6650,1155
4873,6838,6621,1161
4869,6905,6587,1173
5056,6851,6563,1183
5180,6809,6587,1192
5000,6834,6597,1193
4765,6905,6587,1192
4750,6935,6543,1187
4869,7001,6525,1192
4857,7104,6517,1201
4765,7192,6525,1210
4712,7184,6515,1209
4662,7192,6525,1210
4551,7248,6528,1211
4558,7288,6525,1210
4710,7225,6484,1199
4765,7192,6463,1192
4556,7239,6456,1190
4351,7288,6463,1192
4364,7229,6430,1182
4454,7192,6401,1173
4400,7237,6385,1170
4351,7288,6401,1173
4452,7229,6381,1167
4558,7192,6339,1155
4439,7238,6284,1141
4247,7288,6277,1137
4222,7226,6278,1130
4351,7192,6277,1118
4400,7247,6237,1098
4351,7288,6214,1082
4314,7185,6204,1070
4351,7097,6214,1063
4368,7124,6206,1048
4351,7192,6214,1027
4303,7145,6218,1003
4247,7097,6214,990
4169,7134,6172,982
4144,7192,6152,972
4185,7112,6149,952
4247,7001,6152,935
4225,6995,6113,923
4144,7097,6090,917
4087,7104,6085,906
4144,7001,6090,898
4260,6888,6053,890
4351,6905,6028,880
4329,6971,6021,860
4247,7001,6028,843
4195,6942,5993,832
4247,6905,5966,825
4328,6929,5955,813
4351,7001,5966,807
4287,6991,5935,805
4247,6905,5904,807
4279,6804,5886,798
4351,6809,5904,788
4368,6864,5886,784
4351,6905,5842,788
4333,6886,5783,790
4351,6905,5779,788
4381,6958,5785,786
4454,7001,5779,788
4560,6955,5730,789
4662,6905,5717,788
4663,6889,5737,785
4558,6905,5779,788
4387,6862,5774,796
4247,6809,5779,807
4163,6782,5813,814
4144,6809,5904,825
4140,6789,5987,841
4144,6713,6090,862
4136,6597,6197,874
4144,6521,6339,880
4146,6436,6477,884
4144,6329,6650,898
4103,6196,6827,917
4040,6138,7022,935
3968,6131,7193,943
3937,6138,7395,953
3928,6127,7608,967
3937,6233,7830,990
3959,6488,7994,1009
4040,6809,8141,1027
4121,7007,8279,1041
4144,7097,8452,1063
4138,7145,8609,1088
4144,7288,8762,1118
4137,7428,8882,1145
4247,7288,9011,1173
4291,6978,9127,1199
3937,7097,9260,1228
3598,7473,9362,1256
4144,7288,9446,1283
4876,6803,9478,1307
4247,7288,9508,1338
3161,8061,9526,1373
4040,7192,9570,1412
5528,5801,9598,1440
4040,7001,9632,1467
1639,9037,9634,1491
4040,7097,9632,1522
8313,3604,9598,1550
4351,6905,9570,1577
-6679,15341,9528,1594
-9013,15344,9508,1613
4091,2289,9472,1635
17404,-9110,9446,1668
15398,-5491,9402,1698
4351,6042,9384,1723
-126,10525,9352,1738
3522,7001,9322,1760
5589,4963,9252,1786
3211,7192,9197,1815
1767,8435,9131,1832
3108,6905,9073,1852
3725,5971,8975,1875
2486,6905,8887,1907
1698,7497,8786,1927
2072,7001,8700,1943
2165,6710,8591,1956
1761,7001,8514,1980
1783,7014,8444,2000
2175,6713,8390,2017
2170,6620,8292,2022
1865,6713,8203,2035
1795,6577,8121,2051
1968,6329,8079,2072
2102,6188,8015,2086
2175,6138,7955,2108
2151,6048,7876,2134
1968,5946,7830,2163
1693,5866,7786,2181
1657,5850,7768,2200
1973,5874,7732,2216
2383,6042,7706,2237
2616,6349,7660,2250
2797,6713,7644,2273
3067,6983,7630,2299
3315,7192,7644,2328
3400,7357,7639,2344
3522,7480,7644,2365
3888,7493,7632,2389
4351,7480,7644,2420
4523,7497,7640,2437
4351,7576,7644,2457
4159,7628,7630,2478
4247,7672,7644,2512
4479,7735,7647,2537
4558,7864,7644,2567
4454,7956,7601,2597
4454,7960,7582,2640
4635,7883,7574,2677
4765,7864,7582,2713
4699,7884,7549,2738
4662,7864,7520,2768
4761,7746,7482,2798
4765,7672,7457,2842
4523,7673,7411,2880
4351,7672,7395,2915
4474,7564,7390,2936
4662,7480,7395,2970
4624,7471,7358,3011
4558,7480,7333,3062
4663,7408,7320,3098
4765,7384,7333,3135
4647,7439,7306,3172
4558,7480,7271,3226
4699,7401,7226,3279
4869,7384,7209,3336
4818,7510,7175,3381
4765,7672,7147,3428
4885,7685,7104,3467
4972,7672,7085,3520
4809,7744,7050,3571
4662,7864,7022,3630
4745,7874,6980,3674
4869,7864,6960,3721
4797,7929,6928,3762
4765,8056,6898,3813
4967,8085,6849,3856
5180,8056,6836,3905
5110,8036,6833,3940
4972,8056,6836,3978
5061,7998,6798,4007
5283,7864,6774,4051
5311,7684,6762,4095
5180,7576,6774,4143
5116,7592,6747,4176
5180,7768,6712,4216
5177,7919,6667,4257
5076,7864,6650,4308
5002,7566,6616,4344
5076,7288,6587,4381
5206,7156,6546,4411
5283,7097,6525,4455
5247,6949,6492,4490
5180,6809,6463,4528
5145,6765,6420,4557
5180,6809,6401,4601
5207,6810,6372,4641
5180,6809,6339,4675
5078,6814,6270,4677
4972,6809,6214,4675
4890,6735,6168,4667
4869,6713,6152,4675
4896,6762,6120,4672
4972,6809,6090,4675
5016,6751,6049,4669
4972,6713,6028,4675
4819,6751,5995,4671
4662,6809,5966,4675
4564,6761,5923,4670
4558,6713,5904,4675
4592,6738,5874,4670
4662,6809,5842,4675
4705,6785,5792,4670
4662,6713,5779,4675
4475,6671,5779,4670
4247,6713,5779,4675
4107,6758,5740,4670
4144,6809,5717,4675
4267,6855,5710,4670
4351,6905,5717,4675
4290,6879,5684,4670
4144,6809,5655,4675
4023,6754,5641,4670
4040,6809,5655,4675
4149,6888,5633,4670
4247,6905,5593,4675
4228,6831,5543,4670
4144,6809,5531,4675
4089,6858,5527,4670
4144,6905,5531,4675
4226,6851,5504,4670
4247,6809,5469,4675
4180,6839,5421,4670
4144,6905,5407,4675
4182,6874,5402,4670
4247,6809,5407,4675
4226,6779,5377,4670
4144,6809,5344,4675
4088,6810,5303,4670
4144,6809,5282,4675
4257,6805,5249,4670
4351,6809,5220,4675
4342,6786,5180,4670
4247,6809,5158,4675
4113,6836,5126,4670
4040,6809,5096,4675
4055,6713,5049,4670
4144,6713,5034,4675
4236,6823,5060,4670
4247,6809,5158,4675
4157,6595,5280,4670
4144,6617,5407,4675
4203,6876,5483,4670
4144,6809,5531,4675
4005,6429,5552,4670
4144,6617,5593,4675
4365,7121,5626,4670
4144,6713,5655,4675
3844,5901,5651,4670
4351,6617,5655,4675
4937,7875,5651,4670
4144,6809,5655,4675
3055,4919,5641,4670
4247,6809,5655,4675
6268,10219,5680,4670
4351,6809,5717,4675
-1366,-3204,5716,4670
-3833,-7288,5717,4675
843,1347,5727,4670
7044,12371,5779,4675
7817,13276,5831,4670
4558,6905,5904,4675
3058,4031,5978,4670
4351,6521,6090,4675
5068,8046,6204,4670
4144,6521,6339,4675
3517,5556,6458,4670
3937,6617,6587,4675
4200,7359,6699,4670
3937,6809,6836,4675
3852,6326,6975,4670
4040,6521,7147,4675
3958,6608,7319,4670
3729,6425,7520,4675
3820,6401,7707,4670
4144,6521,7892,4675
4256,6448,8042,4670
4144,6329,8203,4675
4022,6363,8355,4670
3937,6425,8514,4675
3840,6368,8637,4670
3833,6329,8762,4675
3964,6370,8861,4670
4144,6425,8949,4675
4226,6356,9000,4670
4144,6329,9073,4675
3973,6440,9141,4670
4040,6425,9197,4675
4246,6222,9195,4670
4144,6329,9197,4675
3929,6643,9196,4670
4351,6425,9197,4675
4830,5939,9154,4670
4040,6425,9135,4675
2967,7220,9132,4670
3937,6425,9135,4675
5521,5118,9074,4670
4144,6329,9011,4675
1790,8332,8963,4670
4040,6425,8949,4675
8059,3037,8892,4670
4040,6425,8825,4675
-6803,15007,8747,4670
-9013,15344,8700,4675
4029,2563,8634,4670
17404,-9110,8576,4675
15749,-6226,8503,4670
4972,4891,8452,4675
336,9733,8381,4670
3626,6809,8327,4675
5547,4912,8258,4670
3211,6905,8203,4675
1744,8069,8130,4670
3004,6713,8079,4675
3642,5878,8013,4670
2486,6713,7955,4675
1745,7207,7874,4670
2175,6713,7830,4675
2316,6438,7794,4670
1761,6713,7768,4675
1469,6747,7700,4670
1761,6521,7644,4675
2022,6498,7596,4670
1968,6617,7582,4675
1802,6486,7546,4670
1761,6233,7520,4675
1949,6061,7480,4670
2279,5946,7457,4675
2395,5786,7415,4670
2175,5658,7395,4675
1843,5619,7380,4670
1761,5658,7395,4675
1975,5673,7391,4670
2279,5754,7395,4675
2494,5971,7385,4670
2693,6329,7395,4675
2951,6685,7389,4670
3211,7001,7395,4675
3367,7234,7386,4670
3522,7384,7395,4675
3828,7404,7390,4670
4247,7384,7395,4675
4480,7392,7385,4670
4351,7480,7395,4675
4040,7550,7392,4670
3937,7576,7395,4675
4148,7579,7381,4671
4454,7672,7395,4675
4613,7799,7400,4669
4662,7864,7395,4675
4686,7806,7350,4673
4662,7768,7333,4675
4539,7804,7330,4661
4454,7864,7333,4656
4490,7827,7292,4645
4558,7768,7271,4638
4547,7745,7264,4610
4558,7768,7271,4583
4635,7757,7233,4550
4662,7768,7209,4528
4540,7784,7200,4496
4454,7768,7209,4473
4530,7658,7174,4442
4662,7576,7147,4418
4675,7562,7133,4384
4662,7576,7147,4363
4714,7518,7118,4341
4765,7480,7085,4326
4705,7508,7060,4297
4662,7576,7085,4271
4740,7551,7092,4239
4869,7480,7085,4216
4890,7439,7042,4184
4869,7480,7022,4161
4905,7473,7011,4132
4972,7384,7022,4106
4918,7271,6999,4065
4765,7288,6960,4033
4642,7370,6905,4000
4662,7384,6898,3978
4758,7265,6900,3941
4869,7192,6898,3905
4966,7228,6855,3862
5076,7288,6836,3831
5099,7238,6830,3799
4972,7192,6836,3776
4779,7224,6799,3742
4765,7288,6774,3703
4939,7249,6762,3651
5076,7192,6774,3611
4995,7180,6745,3574
4869,7192,6712,3538
4873,7135,6688,3482
4972,7097,6712,3428
5022,7100,6720,3377
5076,7097,6712,3336
5161,7016,6669,3282
5180,7001,6650,3226
5055,7066,6639,3166
4972,7097,6650,3117
5022,6983,6626,3060
5076,6905,6587,3007
5004,6943,6535,2947
4972,7001,6525,2897
5052,6936,6525,2840
5076,6905,6525,2787
4905,6991,6487,2726
4765,7097,6463,2677
4805,7055,6452,2628
4869,7001,6463,2585
4766,7035,6438,2529
4662,7097,6401,2475
4678,7045,6352,2422
4662,7001,6339,2383
4442,7040,6330,2339
4247,7097,6339,2292
4291,7039,6333,2233
4454,7001,6339,2182
4484,7074,6332,2131
4454,7192,6339,2090
4499,7176,6333,2043
4558,7097,6339,1998
4476,7062,6331,1949
4351,7097,6339,1907
4286,7067,6334,1860
4247,7001,6339,1815
4155,6986,6330,1765
4144,7097,6339,1723
4258,7195,6337,1684
4351,7192,6339,1650
4260,7104,6309,1606
4144,7097,6277,1558
4188,7158,6233,1508
4351,7192,6214,1467
4382,7123,6184,1428
4247,7097,6152,1393
4113,7147,6104,1350
4144,7192,6090,1302
4239,7129,6087,1250
4247,7097,6090,1210
4155,7149,6055,1174
4144,7192,6028,1137
4250,7094,6012,1090
4351,7001,6028,1045
4345,7019,6026,1005
4351,7097,6028,972
4391,7066,6020,934
4351,7001,6028,898
4192,6981,6022,867
4144,7001,6028,843
4282,6982,6023,817
4351,6905,6028,788
4247,6813,6018,758
4351,6905,6028,733
4648,7012,6030,707
4558,6809,6028,678
4059,6543,5990,641
4040,6905,5966,605
4555,7368,5952,573
4558,6809,5966,550
4022,5993,5961,531
4247,6809,5966,513
4940,8038,5959,494
4351,6809,5966,477
3215,4839,5953,458
4351,6809,5966,440
6489,10290,5985,421
4454,6809,6028,403
-1797,-3300,6050,385
-4558,-7288,6090,367
584,1648,6132,346
7459,12946,6214,330
8283,13896,6312,319
4558,7384,6463,312
2795,4368,6620,303
4247,6809,6774,293
5133,8337,6883,283
4144,6809,7022,275
3458,5787,7207,266
4040,6713,7457,257
4490,7297,7686,246
4144,6713,7892,238
3831,6388,8063,231
4040,6809,8265,220
4253,7011,8474,207
4144,6809,8700,202
3945,6749,8891,203
3937,6905,9073,202
4029,6902,9210,192
4040,6809,9322,183
3917,6802,9380,182
3833,6809,9446,183
3890,6733,9504,176
3937,6713,9570,165
3808,6766,9598,160
3729,6809,9632,165
3925,6726,9657,169
4144,6713,9695,165
4046,6842,9693,155
3937,6809,9695,147
3988,6554,9683,144
3833,6617,9695,147
3559,6922,9688,149
3937,6713,9695,147
4510,6202,9670,144
3937,6617,9632,147
3036,7362,9554,150
4040,6617,9508,147
5572,5399,9471,135
4144,6617,9446,128
1772,8577,9375,129
4040,6713,9322,128
8142,3376,9278,119
4247,6617,9260,110
-6590,14968,9197,109
-9013,15344,9135,110
3836,2770,9079,103
17404,-9110,9073,92
16244,-6936,9049,83
5698,3740,9011,73
729,8980,8918,56
3522,6809,8825,37
5289,5232,8714,25
3108,7097,8638,18
1783,8178,8562,9
3108,6905,8514,0
3827,6073,8446,-3
2693,6809,8390,0
1806,7299,8314,1
2072,6905,8265,0
2221,6670,8218,-1
1761,6905,8203,0
1456,6899,8171,0
1657,6617,8141,0
1920,6484,8073,0
1968,6521,8017,0
1886,6417,7962,0
1865,6233,7955,0
2022,6074,7949,0
2279,5946,7955,0
2335,5822,7922,0
2175,5754,7892,0
1995,5733,7849,0
1968,5754,7830,0
2076,5763,7795,0
2279,5850,7768,0
2531,6040,7724,0
2797,6329,7706,0
2994,6615,7674,0
3108,6905,7644,0
3150,7170,7593,0
3211,7384,7582,0
3390,7442,7579,0
3729,7384,7582,0
4052,7288,7542,0
4144,7288,7520,0
4007,7369,7509,0
3937,7480,7520,0
4101,7505,7488,0
4351,7480,7457,0
4402,7495,7435,0
4247,7672,7457,0
4070,7912,7462,0
4040,8056,7457,0
4154,7994,7418,0
4351,7864,7395,0
4486,7777,7376,0
4454,7768,7395,0
4299,7729,7401,0
4247,7672,7395,0
4377,7633,7351,0
4558,7672,7333,0
4631,7697,7327,0
4662,7672,7333,0
4692,7595,7299,0
4662,7576,7271,0
4525,7583,7234,0
4454,7576,7209,0
4537,7533,7161,0
4662,7576,7147,0
4672,7661,7144,0
4662,7672,7147,0
4715,7546,7106,-1
4765,7480,7085,0
4678,7531,7077,1
4558,7576,7085,0
4549,7471,7048,-2
4662,7384,7022,0
4742,7415,7011,8
4765,7480,7022,18
4763,7426,6992,26
4765,7384,6960,37
4716,7433,6939,54
4662,7480,6960,73
4664,7380,6963,86
4765,7288,6960,92
4860,7313,6944,97
4869,7384,6960,110
4763,7340,6966,129
4662,7288,6960,147
4657,7293,6918,158
4765,7288,6898,165
4828,7170,6889,173
4765,7097,6898,183
4670,7140,6869,194
4765,7192,6836,202
5015,7096,6793,209
5180,7001,6774,220
5077,7023,6739,232
4869,7097,6712,238
4753,7030,6672,238
4765,6905,6650,238
4800,6851,6612,245
4869,6905,6587,257
4953,6922,6550,267
4972,6905,6525,275
4860,6887,6485,277
4765,6905,6463,275
4790,6871,6446,271
4869,6809,6463,275
4847,6762,6467,285
4765,6809,6463,293
4697,6875,6424,293
4662,6905,6401,293
4625,6850,6387,301
4662,6809,6401,312
4745,6823,6398,314
4765,6905,6401,312
4653,6938,6392,316
4558,6905,6401,330
4554,6824,6396,343
4558,6809,6401,348
4452,6846,6393,347
4351,6905,6401,348
4366,6910,6395,355
4454,6905,6401,367
4440,6894,6394,376
4351,6905,6401,385
4329,6896,6394,394
4454,6905,6401,403
4573,6904,6394,412
4558,6905,6401,422
4425,6884,6394,431
4351,6905,6401,440
4386,6925,6394,448
4454,6905,6401,458
4427,6823,6394,469
4351,6809,6401,477
4342,6862,6394,476
4454,6905,6401,477
4528,6845,6394,483
4454,6809,6401,495
4322,6847,6394,504
4351,6905,6401,513
4501,6863,6394,522
4558,6809,6401,532
4432,6793,6394,539
4351,6809,6401,550
4441,6785,6394,561
4558,6809,6401,568
4493,6876,6394,567
4351,6905,6401,568
4326,6831,6395,575
4351,6713,6401,587
4235,6647,6393,595
4144,6809,6401,605
4236,6971,6396,616
4351,6809,6401,623
4331,6639,6391,622
4351,7192,6401,623
4277,7889,6398,631
3833,7480,6401,642
3582,6638,6384,643
4351,7288,6401,642
5117,8393,6426,645
4247,7192,6463,660
3042,5265,6459,673
4351,7097,6463,678
6527,10392,6473,676
4351,7001,6525,678
-1934,-2819,6575,686
-4558,-6809,6650,697
689,1699,6725,700
7562,12659,6836,697
8379,13763,6945,692
4662,7576,7085,697
2833,4550,7225,706
4144,6713,7395,715
4949,8096,7547,715
4040,6617,7706,715
3509,5600,7847,715
4144,6425,8017,715
4480,6961,8171,712
3937,6425,8327,715
3394,6152,8461,724
3315,6617,8638,733
3283,6913,8824,734
3211,6809,9011,733
3369,6750,9137,733
3729,6809,9260,733
3950,6717,9376,731
3937,6617,9508,733
3813,6663,9600,742
3729,6713,9695,752
3742,6617,9782,753
3833,6521,9881,752
3898,6503,9925,751
3937,6521,9943,752
3973,6446,9930,749
3937,6329,9943,752
3817,6225,9942,760
3937,6233,9943,770
4186,6276,9908,772
4040,6138,9881,770
3686,5953,9839,768
4040,6233,9819,770
4666,6594,9780,770
4144,6138,9757,770
3197,5454,9715,769
4040,6138,9695,770
5463,7181,9657,769
4144,6138,9632,770
1940,4515,9589,771
4144,6233,9570,770
8066,8978,9534,766
4247,6329,9508,770
-6393,812,9461,779
-9013,3165,9446,788
3456,13117,9418,789
17404,15344,9384,788
17488,2932,9305,789
7769,-9110,9260,788
2298,-5694,9225,779
4040,6329,9197,770
5437,10937,9104,766
3522,6905,9011,770
2263,4492,8927,770
3315,6809,8887,770
3944,8191,8821,769
3004,6617,8762,770
2189,5669,8689,769
2279,6713,8638,770
2313,7375,8565,770
1968,6809,8514,770
1807,6397,8449,768
1968,6617,8390,770
2053,6645,8304,772
1968,6425,8265,770
1865,6418,8253,759
1865,6521,8265,752
2042,6311,8231,751
2383,5946,8203,752
2616,5714,8183,743
2590,5658,8203,733
2331,5650,8200,730
2072,5658,8203,733
1997,5676,8191,733
2175,5754,8203,733
2486,5884,8196,734
2797,6138,8203,733
3026,6472,8195,725
3211,6809,8203,715
3369,7034,8193,710
3522,7192,8203,715
3693,7278,8200,717
3937,7288,8203,715
4195,7213,8170,710
4351,7192,8141,715
4332,7242,8099,725
4247,7288,8079,733
4207,7231,8041,733
4247,7192,8017,733
4326,7251,7977,733
4454,7384,7955,733
4588,7452,7916,730
4662,7480,7892,733
4648,7512,7853,743
4662,7576,7830,752
4733,7589,7791,750
4765,7576,7768,752
4642,7557,7730,760
4454,7576,7706,770
4338,7577,7666,770
4351,7576,7644,770
4429,7562,7606,776
4558,7576,7582,788
4692,7575,7539,797
4765,7576,7520,807
4693,7560,7504,816
4558,7576,7520,825
4485,7580,7518,825
4558,7576,7520,825
4683,7548,7504,830
4765,7576,7520,843
4766,7631,7524,853
4765,7672,7520,862
4773,7626,7475,869
4765,7576,7457,880
4700,7554,7452,888
4662,7576,7457,898
4690,7570,7420,907
4765,7576,7395,917
4789,7579,7383,924
4765,7576,7395,935
4706,7517,7367,945
4662,7480,7333,953
4663,7470,7291,953
4765,7480,7271,953
4874,7460,7232,959
4869,7480,7209,972
4730,7506,7175,982
4662,7480,7147,990
4774,7360,7097,996
4972,7288,7085,1008
5039,7287,7083,1019
4972,7288,7085,1027
4913,7211,7042,1026
4972,7192,7022,1027
5027,7253,7017,1031
4972,7288,7022,1045
4856,7182,6983,1057
4869,7097,6960,1063
4996,7125,6954,1061
5076,7192,6960,1063
5014,7120,6922,1070
4972,7001,6898,1082
5028,6956,6891,1090
5076,7001,6898,1100
4979,6978,6861,1109
4869,6905,6836,1118
4885,6856,6827,1118
4972,6905,6836,1118
4927,6936,6800,1122
4765,6905,6774,1137
4644,6822,6762,1149
4662,6809,6774,1155
4696,6851,6742,1153
4662,6905,6712,1155
