II,aVL,PLETH,RESP
2986,1952,2615,4104
2935,2006,2731,4092
2910,2066,2890,4104
2866,2058,3059,4118
2834,2009,3235,4104
2819,1970,3397,4030
2797,1952,3579,3943
2731,1920,3773,3866
2683,1894,3992,3798
2689,1892,4199,3704
2721,1894,4404,3605
2710,1851,4592,3512
2683,1779,4783,3428
2683,1726,4948,3320
2721,1722,5093,3203
2735,1730,5207,3088
2721,1722,5334,2994
2702,1689,5466,2888
2721,1665,5609,2768
2746,1656,5720,2637
2759,1665,5815,2527
2747,1664,5895,2428
2759,1665,5987,2334
2776,1665,6064,2226
2797,1665,6125,2124
2791,1665,6156,2030
2797,1665,6194,1947
2807,1666,6228,1857
2834,1665,6263,1770
2826,1665,6265,1685
2797,1665,6263,1609
2797,1660,6255,1527
2872,1665,6263,1448
2883,1691,6250,1371
2721,1779,6228,1304
2536,1980,6187,1235
2608,2296,6159,1175
2827,2587,6123,1117
2910,2755,6091,1062
3064,2912,6036,1002
3968,3100,5987,950
5640,2809,5931,904
7105,1378,5884,869
7522,-986,5817,829
7256,-3042,5746,789
7130,-3834,5656,751
7256,-3616,5574,724
7070,-3188,5483,700
6349,-2755,5402,676
5418,-2050,5310,648
4648,-1091,5230,628
4088,-270,5140,610
3704,230,5058,595
3473,545,4965,577
3363,804,4886,563
3275,966,4808,554
3174,1033,4749,547
3066,1076,4678,537
2986,1148,4611,531
2931,1215,4533,530
2910,1263,4473,531
2889,1290,4415,525
2872,1320,4370,515
2856,1349,4313,504
2872,1378,4267,499
2879,1388,4222,497
2872,1378,4198,499
2840,1370,4164,500
2834,1378,4129,499
2847,1405,4083,491
2872,1435,4060,483
2871,1450,4042,475
2872,1435,4026,467
2883,1399,3987,457
2910,1378,3957,451
2916,1393,3934,445
2910,1435,3923,435
2889,1456,3889,418
2872,1435,3854,402
2857,1391,3823,393
2872,1378,3819,386
2898,1402,3808,372
2910,1435,3785,354
2885,1440,3741,336
2872,1435,3716,322
2884,1432,3698,306
2910,1435,3682,290
2909,1431,3643,273
2910,1435,3613,258
2923,1440,3592,241
2948,1435,3579,225
2948,1417,3543,209
2948,1435,3510,193
2959,1493,3485,177
2986,1550,3475,161
2990,1556,3446,145
2986,1550,3407,129
2978,1583,3362,108
2986,1665,3338,80
2984,1739,3317,52
2986,1779,3303,32
2982,1784,3272,22
2986,1779,3235,16
2981,1788,3189,8
2986,1837,3166,0
2984,1904,3149,-2
2986,1952,3131,0
2987,1955,3092,1
3023,1952,3062,0
3079,1957,3043,-1
3137,1952,3028,0
3169,1903,2992,0
3212,1837,2959,0
3269,1790,2935,0
3326,1779,2925,0
3338,1778,2904,0
3326,1779,2890,0
3313,1780,2875,0
3326,1779,2856,0
3332,1758,2817,0
3326,1722,2787,0
3301,1683,2768,0
3288,1665,2753,0
3271,1660,2715,0
3250,1665,2684,0
3219,1664,2663,0
3212,1665,2650,0
3215,1663,2614,0
3212,1665,2581,0
3185,1662,2557,0
3174,1665,2546,0
3177,1665,2526,0
3174,1665,2512,0
3144,1659,2498,0
3137,1665,2477,0
3158,1670,2436,0
3174,1665,2409,0
3149,1650,2403,0
3137,1665,2409,0
3156,1699,2391,0
3174,1722,2374,0
3138,1713,2368,0
3099,1722,2374,0
3091,1758,2360,0
3099,1779,2340,0
3064,1749,2318,0
3023,1722,2305,0
3009,1739,2284,0
3023,1779,2271,0
3011,1788,2266,0
2986,1779,2271,0
2960,1776,2258,0
2948,1779,2237,0
2924,1770,2210,0
2910,1779,2202,0
2906,1811,2198,0
2910,1837,2202,0
2900,1831,2198,0
2910,1837,2202,0
2941,1872,2208,0
2986,1894,2237,0
3006,1848,2267,0
3023,1779,2305,0
3040,1768,2332,0
3061,1837,2374,0
3070,1899,2427,0
3099,1894,2512,0
3141,1844,2605,0
3174,1837,2718,0
3153,1890,2840,0
3099,1952,2994,0
3034,1964,3157,0
2986,1952,3338,0
2940,1949,3516,0
2910,1952,3716,0
2877,1911,3920,0
2834,1837,4129,0
2768,1779,4317,0
2721,1779,4508,0
2707,1796,4693,0
2721,1779,4886,0
2721,1718,5060,0
2721,1665,5230,0
2730,1649,5385,0
2759,1665,5540,0
2769,1669,5667,0
2759,1665,5781,0
2740,1660,5868,0
2759,1665,5953,0
2799,1647,6020,0
2834,1607,6091,0
2832,1561,6144,0
2834,1550,6194,0
2843,1575,6224,0
2872,1607,6263,0
2877,1622,6294,0
2872,1607,6331,0
2856,1578,6348,0
2872,1550,6366,0
2884,1541,6366,0
2872,1550,6366,0
2850,1566,6345,0
2872,1607,6331,0
2856,1691,6311,0
2721,1837,6297,0
2573,2058,6262,0
2645,2353,6228,0
2863,2645,6177,0
3023,2870,6125,0
3332,3026,6050,0
4346,2985,5987,0
5967,2255,5926,-1
7256,459,5884,0
7533,-1903,5820,1
7256,-3616,5746,0
7174,-4021,5652,-2
7256,-3616,5574,0
6915,-3169,5499,2
6047,-2698,5437,0
5085,-1864,5352,-6
4384,-804,5265,0
3911,-20,5166,21
3590,344,5093,48
3396,542,5021,70
3288,746,4955,97
3172,894,4865,134
3061,976,4783,177
2987,1056,4702,216
2948,1148,4645,258
2900,1190,4587,305
2872,1205,4542,354
2867,1231,4487,393
2872,1263,4439,435
2848,1265,4379,486
2834,1263,4336,547
2827,1287,4294,605
2834,1320,4267,660
2823,1349,4228,715
2834,1378,4198,773
2855,1416,4160,827
2872,1435,4129,885
2850,1415,4087,947
2834,1378,4060,1014
2844,1362,4036,1078
2872,1378,4026,1143
2875,1388,3995,1201
2872,1378,3957,1255
2869,1362,3910,1301
2872,1378,3888,1352
2862,1411,3870,1407
2872,1435,3854,1465
2896,1434,3815,1513
2910,1435,3785,1561
2886,1440,3761,1607
2872,1435,3751,1658
2885,1418,3721,1704
2910,1435,3682,1754
2906,1495,3636,1807
2910,1550,3613,1867
2939,1538,3594,1918
2986,1492,3579,1963
2995,1482,3542,2001
2986,1550,3510,2044
2985,1646,3481,2089
3023,1722,3475,2141
3064,1757,3462,2183
3099,1779,3441,2221
3117,1803,3400,2250
3137,1837,3372,2285
3132,1881,3351,2322
3099,1952,3338,2366
3045,2025,3305,2400
3023,2066,3269,2430
3022,2048,3228,2456
3023,2009,3200,2495
3026,1990,3175,2535
3099,2009,3166,2575
3226,2038,3152,2600
3326,2066,3131,2623
3334,2078,3091,2644
3326,2066,3062,2672
3346,2017,3042,2693
3363,1952,3028,2720
3312,1886,2993,2743
3250,1837,2959,2768
3234,1798,2932,2783
3250,1779,2925,2800
3224,1773,2909,2814
3174,1779,2890,2833
3129,1779,2866,2840
3099,1779,2856,2849
3052,1776,2842,2852
3023,1779,2822,2865
3019,1778,2783,2872
3023,1779,2753,2881
2999,1777,2729,2884
2986,1779,2718,2897
2989,1778,2700,2905
2986,1779,2684,2913
2940,1777,2662,2909
2910,1779,2650,2913
2920,1778,2631,2918
2948,1779,2615,2929
2934,1777,2594,2928
2910,1779,2581,2929
2902,1762,2562,2926
2910,1722,2546,2929
2892,1673,2525,2924
2872,1665,2512,2929
2865,1693,2493,2935
2872,1722,2477,2945
2856,1720,2455,2942
2834,1722,2443,2945
2824,1748,2437,2950
2834,1779,2443,2961
2825,1764,2444,2959
2797,1722,2443,2961
2761,1696,2427,2964
2759,1722,2409,2977
2761,1762,2383,2983
2759,1779,2374,2994
2730,1761,2371,2999
2721,1722,2374,3010
2719,1701,2359,3013
2721,1722,2340,3026
2692,1765,2315,3038
2683,1779,2305,3058
2700,1767,2297,3065
2721,1779,2305,3074
2693,1812,2315,3078
2645,1837,2340,3090
2592,1920,2364,3096
2532,2181,2409,3106
2465,2528,2463,3111
2494,2755,2546,3122
2708,2881,2639,3128
3212,3100,2753,3138
4118,3197,2865,3143
5404,2526,2994,3154
6628,803,3121,3160
7256,-1320,3269,3171
7280,-2909,3426,3175
7256,-3616,3613,3187
7404,-3690,3801,3193
7256,-3329,3992,3203
6379,-2554,4170,3206
5140,-1492,4370,3219
4210,-484,4576,3227
3779,230,4783,3235
3539,650,4956,3230
3326,918,5127,3235
3200,1116,5295,3240
3174,1263,5471,3251
3111,1342,5616,3248
2986,1378,5746,3251
2867,1399,5861,3255
2797,1435,5987,3267
2722,1466,6095,3266
2645,1492,6194,3267
2588,1515,6264,3265
2570,1550,6331,3267
2537,1581,6382,3256
2494,1607,6435,3251
2450,1637,6469,3246
2456,1665,6503,3251
2482,1678,6520,3248
2494,1665,6538,3251
2455,1650,6536,3250
2419,1665,6538,3251
2407,1701,6529,3239
2419,1722,6538,3235
2414,1699,6538,3232
2419,1665,6538,3235
2436,1651,6505,3225
2456,1665,6469,3219
2440,1670,6423,3209
2419,1665,6400,3203
2420,1656,6368,3183
2456,1665,6331,3171
2484,1669,6262,3160
2494,1665,6194,3154
2489,1655,6117,3135
2494,1665,6056,3122
2495,1674,5984,3111
2494,1665,5918,3106
2487,1643,5833,3087
2494,1665,5746,3074
2510,1727,5647,3062
2532,1779,5574,3058
2536,1780,5504,3040
2532,1779,5437,3026
2524,1822,5344,3013
2532,1894,5265,3010
2536,1934,5190,2994
2532,1952,5127,2977
2508,1988,5037,2955
2494,2066,4955,2945
2499,2141,4876,2933
2532,2181,4817,2929
2568,2183,4743,2919
2608,2181,4680,2913
2640,2181,4618,2895
2683,2181,4576,2881
2721,2175,4522,2865
2759,2181,4473,2865
2788,2188,4417,2863
2834,2181,4370,2865
2888,2149,4311,2854
2948,2124,4267,2849
2989,2103,4225,2843
3023,2066,4198,2849
3045,1998,4159,2848
3061,1952,4129,2849
3049,1942,4091,2842
3023,1952,4060,2849
2991,1945,4018,2855
2986,1952,3992,2865
2984,1968,3969,2862
2986,1952,3957,2865
2963,1872,3924,2867
2948,1779,3888,2881
2925,1751,3847,2887
2910,1779,3819,2897
2890,1785,3784,2901
2910,1722,3751,2913
2953,1652,3710,2919
2986,1665,3682,2929
2958,1728,3648,2933
2910,1779,3613,2945
2863,1882,3559,2953
2834,2181,3510,2961
2844,2596,3465,2958
2986,2870,3441,2961
3288,2920,3408,2965
3779,2927,3372,2977
4546,2847,3327,2983
5631,2239,3303,2994
6694,799,3285,2999
7256,-1091,3269,3010
7278,-2707,3232,3013
7256,-3616,3200,3026
7394,-3825,3175,3033
7256,-3444,3166,3042
6412,-2608,3137,3037
5177,-1550,3097,3042
4170,-558,3050,3047
3590,230,3028,3058
3205,792,3012,3055
2910,1148,2994,3058
2759,1327,2954,3062
2721,1435,2925,3074
2634,1548,2904,3073
2494,1665,2890,3074
2396,1719,2855,3070
2381,1722,2822,3074
2370,1727,2795,3069
2343,1779,2787,3074
2312,1831,2770,3079
2305,1837,2753,3090
2296,1798,2729,3089
2305,1779,2718,3090
2307,1809,2699,3086
2305,1837,2684,3090
2287,1820,2670,3086
2305,1779,2684,3090
2345,1765,2701,3094
2381,1779,2718,3106
2379,1786,2723,3106
2381,1779,2753,3106
2399,1773,2798,3100
2419,1779,2856,3106
2401,1780,2898,3110
2381,1779,2959,3122
2375,1776,3047,3127
2381,1779,3166,3138
2374,1777,3272,3143
2381,1779,3372,3154
2403,1779,3466,3158
2419,1779,3579,3171
2397,1773,3693,3180
2381,1779,3819,3203
2393,1800,3939,3218
2419,1837,4060,3235
2408,1865,4164,3239
2381,1894,4267,3251
2367,1935,4354,3262
2381,2009,4439,3283
2385,2081,4507,3296
2381,2124,4576,3315
2372,2139,4632,3329
2381,2181,4680,3348
2395,2248,4710,3358
2419,2296,4749,3380
2425,2295,4785,3401
2419,2296,4817,3428
2423,2325,4820,3441
2494,2353,4817,3460
2612,2332,4811,3478
2721,2296,4817,3509
2778,2284,4805,3530
2834,2296,4783,3557
2912,2278,4745,3577
2986,2239,4714,3605
3007,2201,4668,3626
3023,2181,4611,3653
3055,2139,4534,3674
3099,2066,4473,3702
3091,1995,4420,3721
3061,1952,4370,3750
3029,1943,4287,3771
3023,1952,4198,3798
3005,1958,4113,3816
2986,1952,4060,3847
2964,1957,4009,3875
2948,2009,3957,3911
2897,2057,3886,3932
2834,2066,3819,3959
2801,2152,3747,3985
2834,2468,3682,4024
2896,2854,3607,4050
3023,2985,3544,4072
3385,2851,3484,4077
4195,2755,3441,4088
5383,2582,3389,4093
6538,1722,3338,4104
7179,-37,3277,4102
7256,-1952,3235,4104
7157,-3174,3196,4099
7256,-3616,3166,4104
7387,-3640,3124,4100
7067,-3272,3097,4104
6123,-2381,3074,4100
4988,-1205,3062,4104
4175,-229,3040,4100
3779,402,3028,4104
3534,848,3021,4100
3288,1205,3028,4104
3067,1393,3025,4100
2910,1435,3028,4104
2747,1461,3026,4100
2570,1550,3028,4104
2432,1635,3011,4100
2381,1665,2994,4104
2355,1650,2981,4100
2305,1665,2994,4104
2228,1719,3000,4100
2192,1779,2994,4104
2188,1796,2968,4100
2192,1779,2959,4104
2151,1772,2959,4100
2116,1779,2959,4104
2115,1785,2937,4100
2154,1779,2925,4104
2167,1777,2923,4100
2154,1779,2925,4104
2127,1777,2904,4100
2116,1779,2890,4104
2111,1781,2887,4100
2116,1779,2890,4104
2118,1770,2871,4100
2116,1779,2856,4104
2096,1791,2850,4100
2079,1779,2856,4104
2070,1753,2839,4100
2079,1779,2822,4104
2080,1851,2811,4100
2079,1894,2822,4104
2073,1862,2822,4100
2079,1837,2822,4104
2069,1877,2814,4100
2041,1952,2822,4104
2002,1987,2830,4100
2003,2009,2856,4104
2028,2058,2885,4100
2041,2124,2925,4104
2013,2157,2955,4100
2003,2181,2994,4104
2042,2230,3034,4100
2116,2296,3097,4104
2163,2318,3162,4100
2192,2296,3235,4104
2230,2276,3299,4100
2305,2296,3372,4104
2392,2317,3440,4100
2494,2296,3510,4104
2603,2230,3562,4100
2721,2181,3613,4104
2822,2173,3658,4100
2910,2181,3716,4104
2975,2145,3769,4100
3023,2066,3819,4104
3055,1986,3853,4100
3099,1952,3888,4104
3144,1946,3910,4100
3174,1952,3923,4104
3173,1947,3918,4100
3174,1952,3923,4104
3177,1955,3926,4100
3174,1952,3923,4104
3145,1923,3890,4100
3137,1894,3854,4104
3149,1886,3818,4100
3174,1894,3785,4104
3161,1903,3733,4100
3137,1894,3682,4104
3108,1868,3629,4100
3099,1837,3579,4104
3070,1821,3507,4100
3023,1837,3441,4104
2981,1864,3382,4100
2986,1894,3338,4104
2966,1959,3283,4100
2872,2124,3235,4104
2793,2364,3182,4100
2910,2583,3131,4104
3168,2690,3070,4100
3439,2698,3028,4104
3896,2587,2994,4100
4913,2181,2959,4104
6290,1182,2900,4100
7256,-459,2856,4104
7408,-2301,2832,4100
7256,-3616,2822,4104
7301,-3990,2787,4100
7256,-3559,2753,4104
6569,-2734,2728,4100
5404,-1779,2718,4104
4371,-824,2696,4100
3741,0,2684,4104
3317,569,2680,4100
2986,918,2684,4104
2795,1153,2666,4100
2721,1320,2650,4104
2622,1398,2641,4100
2494,1435,2650,4104
2408,1501,2649,4100
2381,1607,2650,4104
2344,1671,2647,4100
2305,1665,2650,4104
2289,1636,2643,4100
2305,1665,2650,4104
2306,1733,2663,4100
2305,1779,2684,4104
2297,1781,2686,4100
2305,1779,2684,4104
2302,1796,2678,4100
2305,1779,2684,4104
2301,1713,2682,4100
2305,1665,2684,4104
2302,1683,2680,4100
2305,1722,2684,4104
2304,1705,2680,4100
2305,1665,2684,4104
2301,1666,2692,4100
2305,1722,2718,4104
2307,1767,2738,4100
2305,1779,2753,4104
2295,1774,2758,4100
2305,1779,2787,4104
2336,1780,2833,4100
2381,1779,2890,4104
2407,1774,2926,4100
2419,1779,2959,4104
2415,1796,2997,4100
2419,1837,3062,4104
2427,1892,3130,4100
2456,1952,3200,4104
2484,1989,3262,4100
2494,2009,3338,4104
2461,2025,3409,4100
2419,2066,3475,4104
2397,2124,3522,4100
2419,2181,3579,4104
2435,2214,3643,4100
2419,2239,3716,4104
2387,2264,3770,4100
2419,2296,3819,4104
2520,2308,3856,4100
2645,2296,3888,4104
2739,2249,3902,4100
2834,2181,3923,4104
2937,2108,3943,4100
3023,2066,3957,4104
3060,2058,3942,4100
3099,2066,3923,4104
3160,2049,3903,4100
3212,2009,3888,4104
3202,1965,3854,4100
3174,1952,3819,4104
3166,1953,3783,4100
3174,1952,3751,4104
3142,1924,3700,4100
3099,1894,3647,4104
3066,1883,3592,4100
3061,1894,3544,4104
3031,1921,3478,4100
2986,1952,3407,4104
2930,1968,3329,4100
2910,1952,3269,4104
2894,1915,3212,4100
2872,1894,3166,4104
2852,1887,3111,4100
2872,1894,3062,4104
2852,1966,3007,4100
2721,2181,2959,4104
2583,2477,2903,4099
2683,2698,2856,4104
3022,2760,2811,4101
3439,2755,2787,4104
4005,2687,2767,4099
5026,2296,2753,4104
6339,1220,2730,4103
7256,-517,2718,4104
7405,-2366,2712,4096
7256,-3616,2718,4104
7289,-3969,2717,4108
7256,-3616,2718,4104
6627,-2892,2714,4066
5518,-1952,2718,4024
4493,-915,2716,3979
3855,0,2718,3943
3455,594,2716,3892
3174,918,2718,3847
3026,1138,2715,3801
2986,1320,2718,3766
2917,1412,2717,3716
2797,1435,2718,3669
2688,1468,2713,3622
2645,1550,2718,3589
2628,1624,2720,3548
2608,1665,2718,3509
2565,1670,2697,3462
2532,1665,2684,3428
2504,1656,2677,3387
2494,1665,2684,3348
2459,1693,2681,3295
2419,1722,2684,3251
2389,1749,2682,3206
2419,1779,2684,3171
2466,1801,2676,3127
2494,1779,2684,3090
2464,1713,2698,3047
2419,1665,2718,3010
2387,1673,2726,2964
2381,1722,2753,2929
2366,1757,2796,2894
2343,1779,2856,2865
2317,1802,2900,2823
2305,1837,2959,2784
2289,1865,3043,2745
2267,1894,3166,2720
2229,1922,3287,2688
2192,1952,3407,2656
2161,1972,3516,2612
2154,2009,3647,2575
2144,2079,3791,2539
2116,2181,3957,2511
2067,2261,4114,2476
2041,2296,4267,2446
2037,2307,4400,2411
2041,2353,4542,2382
2030,2423,4670,2347
2041,2468,4783,2318
2075,2465,4864,2284
2116,2468,4955,2253
2141,2499,5055,2217
2192,2526,5161,2189
2280,2518,5236,2161
2381,2526,5299,2141
2441,2565,5349,2114
2494,2583,5402,2092
2582,2516,5436,2067
2721,2411,5471,2044
2850,2334,5493,2015
2948,2296,5506,1996
3017,2245,5487,1978
3099,2181,5471,1963
3182,2120,5454,1937
3250,2066,5437,1915
3278,2000,5388,1896
3288,1952,5334,1883
3288,1937,5276,1864
3288,1952,5230,1851
3270,1939,5163,1841
3250,1894,5093,1835
3225,1845,5015,1818
3212,1837,4955,1803
3189,1850,4885,1790
3174,1837,4817,1786
3143,1798,4740,1777
3099,1779,4680,1770
3038,1790,4612,1761
3023,1779,4542,1754
3035,1737,4449,1743
3023,1722,4370,1738
2969,1749,4295,1736
2948,1779,4232,1738
2931,1829,4156,1730
2834,2009,4095,1722
2703,2314,4037,1717
2759,2583,3992,1722
3041,2689,3932,1724
3439,2698,3888,1722
4025,2612,3848,1712
5064,2181,3819,1706
6366,1077,3777,1702
7256,-631,3751,1706
7394,-2411,3731,1706
7256,-3616,3716,1706
7300,-3973,3676,1702
7256,-3616,3647,1706
6603,-2851,3636,1707
5480,-1894,3647,1706
4458,-910,3637,1695
3817,-57,3613,1690
3380,543,3582,1688
3023,918,3579,1690
2786,1157,3579,1682
2683,1320,3579,1674
2599,1416,3558,1664
2494,1492,3544,1658
2397,1579,3525,1646
2343,1665,3510,1642
2301,1704,3483,1641
2267,1722,3475,1642
2237,1745,3474,1627
2230,1779,3475,1609
2223,1789,3454,1595
2230,1779,3441,1593
2224,1775,3435,1588
2230,1779,3441,1577
2227,1784,3424,1558
2230,1779,3407,1545
2221,1776,3393,1534
2230,1779,3407,1529
2236,1782,3410,1515
2230,1779,3407,1497
2199,1773,3392,1470
2192,1779,3407,1448
2210,1786,3435,1429
2230,1779,3475,1416
2223,1747,3502,1400
2230,1722,3544,1384
2255,1729,3591,1365
2267,1779,3647,1352
2230,1840,3689,1336
2192,1894,3751,1320
2193,1927,3827,1299
2230,1952,3923,1288
2261,1972,4003,1279
2305,2009,4095,1271
2364,2059,4192,1254
2419,2124,4301,1239
2427,2185,4388,1229
2419,2239,4473,1223
2405,2273,4554,1207
2381,2296,4645,1191
2330,2298,4717,1178
2305,2296,4783,1175
2329,2307,4833,1169
2381,2353,4886,1159
2413,2401,4922,1141
2456,2411,4955,1127
2535,2375,4972,1114
2645,2353,4989,1111
2742,2359,4990,1109
2834,2353,4989,1111
2928,2298,4972,1104
3023,2239,4955,1094
3089,2206,4921,1082
3137,2181,4886,1078
3174,2124,4835,1077
3212,2066,4783,1078
3234,2030,4714,1076
3250,2009,4645,1078
3254,1971,4569,1079
3250,1952,4508,1078
3228,1955,4439,1074
3212,1952,4370,1078
3195,1896,4280,1087
3174,1837,4198,1094
3127,1821,4120,1092
3099,1837,4060,1094
3080,1846,3991,1102
3061,1837,3923,1111
3011,1830,3845,1109
2986,1837,3785,1111
2974,1845,3727,1117
2948,1837,3682,1127
2902,1820,3626,1126
2910,1837,3579,1127
2909,1882,3523,1133
2797,1952,3475,1143
2633,2109,3418,1143
2645,2411,3372,1143
2792,2674,3328,1148
2872,2698,3303,1159
3042,2631,3279,1161
3855,2698,3269,1159
5357,2421,3251,1156
6765,976,3235,1159
7330,-1459,3208,1158
7256,-3444,3200,1159
7184,-3982,3197,1158
7256,-3616,3200,1159
7047,-3325,3182,1158
6349,-3042,3166,1159
5405,-2177,3155,1155
4573,-861,3166,1143
3974,163,3168,1123
3590,631,3166,1111
3354,857,3145,1105
3174,1148,3131,1094
3000,1400,3121,1070
2910,1435,3131,1046
2865,1389,3135,1030
2721,1550,3131,1014
2524,1754,3108,984
2532,1607,3097,950
2630,1361,3093,922
2456,1665,3097,901
2193,2097,3079,873
2419,1665,3062,837
2780,1013,3051,801
2419,1722,3062,773
1822,2838,3065,742
2419,1779,3062,708
3483,-173,3050,672
2419,1779,3062,644
-809,7795,3088,620
-2381,11021,3131,595
-30,7096,3171,564
3363,918,3235,531
3993,-671,3312,498
2419,1722,3407,467
1647,2954,3488,434
2305,1837,3579,402
2687,1175,3671,370
2230,1952,3785,338
1934,2431,3897,304
2192,1952,4026,274
2343,1633,4157,247
2154,1952,4301,225
2028,2194,4433,201
2116,2066,4576,177
2151,1980,4715,152
2079,2124,4852,129
2043,2262,4959,104
2079,2296,5058,80
2085,2294,5143,56
2079,2296,5230,32
2094,2298,5299,12
2116,2353,5368,0
2123,2422,5422,-3
2154,2468,5471,0
2207,2477,5492,1
2267,2468,5506,0
2322,2443,5504,-1
2419,2411,5506,0
2552,2360,5490,0
2683,2296,5471,0
2782,2228,5436,0
2910,2181,5402,0
3084,2134,5352,0
3250,2066,5299,0
3332,1987,5229,0
3363,1952,5161,0
3397,1956,5086,0
3439,1952,5024,0
3437,1911,4954,0
3401,1894,4886,0
3358,1922,4799,0
3326,1952,4714,0
3274,1925,4621,0
3212,1894,4542,0
3158,1909,4455,0
3137,1952,4370,0
3122,1945,4274,0
3099,1894,4198,0
3055,1845,4124,0
3023,1837,4060,0
3002,1855,3984,0
2986,1894,3923,0
2949,1931,3865,0
2910,1952,3819,0
2869,1947,3762,0
2834,1952,3716,0
2790,1960,3674,0
2759,1952,3647,0
2735,1928,3608,0
2721,1952,3579,0
2696,2022,3552,0
2683,2066,3544,0
2669,2022,3527,0
2645,1952,3510,0
2598,1927,3485,0
2570,1952,3475,0
2566,1962,3459,0
2570,1952,3441,0
2547,1942,3413,0
2532,1952,3407,0
2541,1954,3406,0
2570,1952,3407,0
2576,1947,3384,0
2570,1952,3372,0
2552,1949,3369,0
2532,1952,3372,0
2500,1951,3353,0
2494,1952,3338,0
2508,1927,3331,0
2532,1894,3338,0
2524,1878,3323,0
2532,1894,3303,0
2554,1916,3290,0
2570,1894,3303,0
2540,1846,3309,0
2532,1837,3303,0
2555,1879,3278,0
2570,1894,3269,0
2553,1847,3266,0
2570,1837,3269,0
2557,1941,3250,0
2419,2124,3235,0
2269,2329,3225,0
2381,2583,3235,0
2665,2847,3233,0
2834,3042,3235,0
3095,3178,3237,0
4119,3214,3269,0
5857,2677,3302,0
7256,1033,3338,0
7548,-1386,3361,0
7256,-3329,3407,0
7194,-3947,3468,0
7256,-3616,3544,0
6797,-3144,3598,0
5820,-2640,3647,0
4881,-1805,3700,0
4270,-746,3785,0
3815,57,3873,0
3439,459,3957,0
3248,690,4020,0
3250,918,4095,0
3256,1093,4175,0
3174,1205,4267,0
3055,1300,4338,0
2986,1378,4404,0
2949,1403,4456,0
2910,1435,4508,0
2836,1498,4542,0
2759,1550,4576,0
2688,1544,4596,0
2645,1550,4611,0
2607,1611,4608,0
2608,1665,4611,0
2627,1651,4602,0
2645,1607,4576,0
2612,1615,4519,0
2570,1665,4473,0
2551,1689,4438,0
2570,1665,4404,0
2566,1625,4337,0
2532,1607,4267,0
2491,1602,4207,-1
2494,1607,4164,0
2520,1609,4099,0
2532,1607,4026,0
2496,1599,3949,-1
2456,1607,3888,0
2441,1633,3819,1
2456,1665,3751,0
2461,1673,3675,-3
2456,1665,3613,0
2447,1654,3544,9
2456,1665,3475,16
2470,1687,3397,20
2494,1722,3338,32
2512,1768,3282,60
2532,1837,3235,97
2545,1904,3176,130
2570,1952,3131,161
2581,1972,3092,192
2570,2009,3062,225
2544,2084,3022,256
2570,2181,2994,290
2644,2238,2971,324
2721,2239,2959,354
2745,2219,2936,377
2759,2239,2925,402
2799,2282,2921,434
2872,2296,2925,467
2932,2245,2908,491
2986,2181,2890,515
3038,2158,2880,544
3099,2181,2890,579
3150,2194,2894,607
3212,2181,2890,628
3274,2165,2870,647
3326,2181,2856,676
3343,2199,2846,709
3363,2181,2856,740
3389,2118,2861,764
3401,2066,2856,789
3356,2055,2831,814
3288,2066,2822,837
3241,2050,2822,852
3250,2009,2822,869
3282,1966,2800,891
3326,1952,2787,917
3371,1950,2785,936
3439,1952,2787,950
3505,1933,2766,962
3552,1894,2753,982
3548,1831,2750,1001
3515,1779,2753,1014
3469,1759,2733,1019
3439,1779,2718,1030
3395,1795,2716,1046
3326,1779,2718,1062
3233,1738,2699,1071
3174,1722,2684,1078
3150,1744,2681,1086
3137,1779,2684,1094
3097,1786,2665,1094
3061,1779,2650,1094
3037,1774,2645,1099
3023,1779,2650,1111
2985,1777,2632,1119
2948,1779,2615,1127
2920,1781,2609,1128
2910,1779,2615,1127
2888,1770,2601,1122
2872,1779,2581,1127
2865,1793,2567,1135
2872,1779,2581,1143
2859,1734,2588,1141
2834,1722,2581,1143
2805,1756,2555,1149
2797,1779,2546,1159
2782,1732,2545,1159
2759,1665,2546,1159
2726,1642,2526,1163
2721,1665,2512,1175
2725,1674,2505,1183
2721,1665,2512,1191
2703,1657,2497,1197
2721,1665,2477,1207
2758,1665,2461,1213
2759,1665,2477,1223
2694,1662,2504,1236
2645,1665,2546,1255
2654,1659,2585,1270
2683,1665,2650,1288
2665,1669,2733,1302
2645,1665,2856,1320
2651,1650,2987,1333
2683,1665,3131,1352
2674,1725,3273,1373
2645,1779,3441,1400
2624,1791,3613,1423
2645,1779,3785,1448
2635,1779,3934,1472
2570,1779,4095,1497
2505,1782,4271,1517
2532,1837,4473,1545
2534,1947,4664,1576
2381,2066,4852,1609
2204,2209,5023,1634
2305,2468,5196,1658
2587,2796,5342,1679
2721,3042,5471,1706
2882,3178,5574,1728
3779,3214,5678,1754
5476,2771,5767,1782
6991,1320,5850,1819
7466,-946,5905,1850
7256,-2927,5953,1883
7163,-3752,5977,1912
7256,-3616,5987,1947
7001,-3222,5966,1979
6273,-2755,5953,2012
5425,-1990,5962,2040
4724,-976,6022,2076
4153,-127,6085,2108
3741,344,6125,2141
3533,589,6103,2162
3439,804,6056,2189
3289,987,5997,2217
3099,1091,5953,2253
2966,1137,5891,2284
2910,1205,5815,2318
2855,1301,5710,2347
2797,1378,5609,2382
2760,1388,5500,2411
