I,II,PLETH
623,3332,2808
642,3403,2778
651,3455,2759
642,3551,2745
622,3696,2709
614,3847,2678
617,3934,2656
614,3995,2644
590,4061,2612
558,4143,2577
536,4209,2551
530,4291,2544
530,4378,2528
530,4439,2510
530,4438,2489
530,4439,2477
529,4451,2458
530,4439,2444
532,4358,2424
530,4291,2410
518,4276,2390
502,4291,2377
494,4276,2359
502,4291,2343
517,4357,2319
530,4439,2310
532,4453,2307
530,4439,2310
527,4430,2293
530,4439,2276
540,4423,2266
558,4439,2276
577,4504,2280
586,4587,2276
577,4564,2254
558,4439,2243
539,4303,2236
530,4291,2243
527,4366,2240
530,4439,2243
540,4436,2238
558,4439,2243
576,4492,2247
586,4587,2276
586,4655,2317
586,4735,2377
595,4858,2433
614,5031,2510
632,5185,2608
642,5327,2745
642,5467,2898
642,5622,3079
649,5732,3269
670,5770,3481
697,5721,3702
725,5622,3950
746,5483,4200
753,5327,4452
738,5130,4675
698,4883,4887
640,4540,5076
586,4143,5255
548,3769,5399
530,3551,5523
516,3453,5614
502,3403,5690
485,3310,5742
474,3255,5791
471,3252,5826
474,3255,5858
477,3186,5863
474,3107,5858
471,3081,5836
474,3107,5824
480,3106,5805
474,3107,5791
447,3182,5757
419,3403,5724
432,3753,5682
530,4291,5657
717,5154,5623
977,6510,5590
1276,8279,5536
1563,10061,5490
1731,11221,5444
1674,11245,5423
1383,9991,5391
977,7842,5356
597,5511,5298
307,3699,5255
93,2660,5214
-56,2219,5188
-132,2067,5149
-140,2071,5121
-108,2157,5086
-56,2219,5054
15,2165,5001
112,2071,4954
216,2035,4901
307,2071,4854
371,2126,4785
419,2219,4720
453,2323,4649
474,2367,4586
476,2293,4502
474,2219,4418
473,2200,4328
474,2219,4251
470,2195,4165
474,2219,4084
489,2347,3993
502,2515,3916
502,2571,3840
502,2515,3782
514,2465,3726
530,2515,3682
534,2608,3629
530,2663,3582
528,2658,3525
530,2663,3481
529,2721,3437
530,2811,3414
532,2842,3392
530,2811,3381
524,2818,3360
530,2959,3347
548,3117,3328
558,3107,3314
545,2924,3291
530,2811,3280
536,2913,3265
558,3107,3247
575,3169,3210
586,3107,3180
598,3063,3156
614,3107,3146
619,3138,3128
614,3107,3113
608,3070,3093
614,3107,3079
628,3153,3058
642,3107,3046
645,2948,3031
642,2811,3013
638,2775,2975
642,2811,2946
646,2821,2925
642,2811,2912
626,2805,2879
614,2811,2845
610,2797,2817
614,2811,2812
615,2871,2800
614,2959,2778
613,3026,2740
614,3107,2711
613,3193,2688
614,3255,2678
615,3289,2660
614,3403,2644
602,3620,2623
586,3847,2611
577,3956,2593
586,3995,2577
595,4050,2556
586,4143,2544
556,4178,2527
530,4143,2510
525,4100,2487
530,4143,2477
523,4230,2465
502,4291,2444
482,4288,2402
474,4291,2377
473,4306,2371
474,4291,2377
474,4209,2362
474,4143,2343
474,4130,2324
474,4143,2310
474,4127,2286
474,4143,2276
473,4213,2275
474,4291,2276
475,4294,2256
474,4291,2243
471,4342,2239
474,4439,2243
478,4468,2225
474,4439,2209
465,4407,2203
474,4439,2209
504,4469,2196
530,4439,2176
526,4302,2152
502,4143,2142
480,4062,2123
474,4143,2109
482,4305,2095
502,4439,2109
523,4497,2132
530,4587,2176
524,4772,2227
530,5031,2310
558,5266,2411
586,5475,2544
590,5651,2692
586,5770,2879
593,5755,3087
614,5622,3314
637,5447,3518
670,5327,3715
707,5253,3906
725,5179,4117
699,5011,4331
642,4735,4552
580,4365,4756
530,3995,4954
491,3658,5128
474,3403,5289
474,3204,5416
474,3107,5523
460,3077,5597
446,3107,5657
444,3123,5693
446,3107,5724
444,3040,5730
446,2959,5724
454,2873,5700
446,2811,5690
417,2778,5677
391,2811,5657
376,2910,5604
363,3107,5556
371,3464,5514
474,4143,5490
702,5283,5452
1005,6954,5423
1313,8991,5386
1591,10949,5356
1753,12100,5312
1674,11837,5289
1325,10101,5269
865,7546,5255
482,5062,5215
223,3255,5188
31,2216,5167
-112,1776,5155
-178,1690,5117
-167,1776,5088
-121,1874,5065
-56,1923,5054
33,1919,5020
140,1923,4987
235,1970,4951
307,2071,4920
357,2167,4867
391,2219,4820
408,2212,4769
419,2219,4720
429,2265,4646
446,2367,4586
463,2451,4533
474,2515,4485
476,2524,4404
474,2515,4318
473,2501,4229
474,2515,4151
474,2528,4059
474,2515,3983
475,2488,3913
474,2515,3849
472,2595,3761
474,2663,3682
484,2664,3619
502,2663,3582
519,2719,3530
530,2811,3481
531,2844,3436
530,2811,3414
529,2776,3383
530,2811,3347
530,2890,3303
530,2959,3280
529,2973,3263
530,2959,3247
538,2947,3210
558,2959,3180
578,2965,3155
586,2959,3146
582,2946,3128
586,2959,3113
601,2974,3092
614,2959,3079
613,2887,3060
614,2811,3046
626,2779,3027
642,2811,3013
646,2837,2991
642,2811,2979
639,2728,2964
642,2663,2946
641,2643,2909
642,2663,2879
643,2669,2855
642,2663,2845
629,2653,2827
614,2663,2812
608,2662,2792
614,2663,2778
617,2695,2758
614,2811,2745
610,2969,2727
614,3107,2711
618,3179,2688
614,3255,2678
598,3382,2675
586,3551,2678
583,3662,2663
586,3699,2644
578,3727,2623
558,3847,2611
538,4018,2593
530,4143,2577
531,4154,2558
530,4143,2544
519,4189,2524
502,4291,2510
485,4336,2492
474,4291,2477
470,4195,2456
474,4143,2444
478,4134,2427
474,4143,2410
460,4131,2385
446,4143,2377
441,4194,2375
446,4291,2377
449,4377,2358
446,4439,2343
441,4450,2335
446,4439,2343
460,4419,2342
474,4439,2343
478,4458,2339
474,4439,2343
471,4354,2339
474,4291,2343
476,4275,2342
474,4291,2343
471,4280,2334
474,4291,2343
478,4346,2356
474,4439,2377
467,4509,2383
474,4587,2410
500,4702,2460
530,4883,2544
547,5089,2623
558,5327,2711
572,5566,2810
586,5770,2946
589,5846,3090
586,5770,3247
590,5560,3409
614,5327,3615
653,5176,3845
698,5179,4084
728,5230,4297
725,5179,4519
681,4931,4749
614,4587,4987
548,4254,5185
502,3995,5356
470,3749,5503
446,3551,5657
426,3418,5786
419,3403,5891
417,3418,5960
419,3403,6025
417,3324,6067
419,3255,6092
422,3232,6087
419,3255,6092
405,3263,6095
391,3255,6092
379,3232,6054
363,3255,6025
337,3411,6003
335,3847,5992
412,4625,5953
614,5770,5925
926,7260,5902
1284,9026,5891
1590,10704,5853
1758,11689,5824
1730,11436,5801
1507,9913,5791
1140,7591,5753
725,5179,5724
355,3241,5699
84,2071,5690
-91,1618,5656
-195,1628,5623
-242,1784,5593
-223,1923,5590
-142,2003,5574
-28,2071,5556
80,2139,5519
167,2219,5490
240,2291,5450
307,2367,5423
360,2440,5386
391,2515,5356
397,2537,5306
391,2515,5255
384,2474,5186
391,2515,5121
405,2597,5039
419,2663,4954
421,2656,4848
419,2663,4753
417,2727,4661
419,2811,4586
419,2833,4489
419,2811,4385
418,2797,4270
419,2811,4184
418,2815,4111
419,2811,4050
419,2807,3975
419,2811,3916
417,2803,3861
419,2811,3816
428,2860,3756
446,2959,3715
464,3053,3688
474,3107,3682
476,3112,3663
474,3107,3649
473,3103,3628
474,3107,3615
473,3102,3590
474,3107,3582
482,3113,3579
502,3107,3582
522,3049,3561
530,2959,3548
527,2865,3542
530,2811,3548
544,2793,3533
558,2811,3515
560,2824,3493
558,2811,3481
559,2747,3460
558,2663,3448
545,2574,3431
530,2515,3414
525,2490,3377
530,2515,3347
532,2534,3324
530,2515,3314
529,2474,3294
530,2515,3280
530,2652,3264
530,2811,3247
530,2896,3210
530,2959,3180
528,3071,3156
530,3255,3146
533,3426,3127
530,3551,3113
516,3627,3096
502,3699,3079
490,3766,3044
474,3847,3013
455,3923,2987
446,3995,2979
448,4056,2962
446,4143,2946
431,4232,2924
419,4291,2912
418,4292,2894
419,4291,2879
405,4294,2857
391,4291,2845
389,4270,2827
391,4291,2812
379,4321,2789
363,4291,2778
357,4184,2773
363,4143,2778
364,4212,2776
363,4291,2778
362,4240,2776
363,4143,2778
360,4105,2764
363,4143,2745
375,4152,2718
391,4143,2711
394,4137,2709
391,4143,2711
388,4128,2694
391,4143,2678
392,4163,2655
391,4143,2644
388,4087,2632
391,4143,2644
401,4307,2669
419,4439,2711
436,4470,2740
446,4587,2778
454,4871,2826
474,5179,2912
505,5344,3014
530,5475,3146
535,5658,3294
530,5770,3481
535,5620,3686
558,5327,3916
596,5147,4143
642,5179,4385
682,5238,4628
698,5179,4887
681,4981,5127
642,4735,5356
591,4450,5556
530,4143,5757
465,3814,5936
419,3551,6092
397,3361,6201
391,3255,6293
377,3162,6363
363,3107,6427
357,3088,6462
363,3107,6494
366,3110,6511
363,3107,6527
361,3102,6512
363,3107,6494
358,3095,6468
335,3107,6460
300,3184,6442
279,3403,6427
300,3838,6391
391,4587,6360
573,5637,6318
865,6954,6293
1244,8488,6258
1618,10061,6226
1844,11071,6180
1814,10801,6159
1534,9092,6140
1116,6658,6126
684,4412,6084
307,2811,6059
8,1848,6036
-195,1480,6025
-294,1601,5986
-307,1923,5958
-277,2096,5934
-223,2071,5925
-142,2015,5890
-28,2071,5858
96,2207,5819
195,2367,5791
253,2479,5738
279,2515,5690
293,2491,5636
307,2515,5590
320,2591,5522
335,2663,5456
349,2656,5374
363,2663,5289
366,2723,5180
363,2811,5088
360,2833,5000
363,2811,4920
366,2796,4816
363,2811,4720
358,2815,4627
363,2811,4552
378,2807,4463
391,2811,4385
393,2803,4310
391,2811,4251
391,2860,4178
391,2959,4117
387,3052,4059
391,3107,4017
405,3113,3962
419,3107,3916
420,3101,3873
419,3107,3849
427,3106,3815
446,3107,3782
464,3105,3741
474,3107,3715
477,3102,3691
474,3107,3682
469,3111,3665
474,3107,3649
489,3053,3622
502,2959,3615
504,2857,3612
502,2811,3615
503,2810,3598
502,2811,3582
490,2754,3560
474,2663,3548
467,2570,3527
474,2515,3515
487,2494,3497
502,2515,3481
517,2531,3447
530,2515,3414
535,2477,3386
530,2515,3381
516,2647,3369
502,2811,3347
496,2908,3307
502,2959,3280
516,3011,3261
530,3107,3247
535,3233,3212
530,3403,3180
516,3573,3154
502,3699,3146
489,3760,3130
474,3847,3113
458,3989,3090
446,4143,3079
435,4230,3063
419,4291,3046
399,4362,3022
391,4439,3013
393,4456,2999
391,4439,2979
375,4423,2940
363,4439,2912
369,4443,2892
391,4439,2879
408,4428,2844
419,4439,2812
423,4442,2786
419,4439,2778
395,4426,2762
363,4439,2745
339,4447,2723
335,4439,2711
337,4411,2692
335,4439,2678
329,4513,2657
335,4587,2644
351,4594,2624
363,4587,2611
361,4583,2591
363,4587,2577
376,4566,2554
391,4587,2544
392,4655,2536
391,4735,2544
399,4745,2541
419,4735,2544
435,4768,2546
446,4883,2577
459,5020,2618
474,5179,2678
488,5376,2742
502,5622,2845
517,5792,2977
530,5770,3146
541,5555,3320
558,5327,3515
584,5201,3719
614,5179,3950
642,5173,4180
670,5179,4418
678,5152,4648
642,5031,4887
560,4759,5110
474,4439,5322
419,4133,5499
391,3847,5657
361,3520,5782
335,3255,5891
325,3116,5966
335,3107,6025
341,3110,6059
335,3107,6092
320,3103,6110
307,3107,6126
303,3059,6116
307,2959,6092
313,2841,6042
307,2811,5992
282,2936,5935
251,3255,5891
245,3711,5840
307,4291,5791
472,5065,5724
753,6214,5657
1118,7742,5583
1479,9322,5523
1700,10316,5448
1674,10209,5356
1396,8929,5234
977,6954,5121
551,4945,5008
195,3403,4887
-80,2470,4734
-279,2071,4586
-394,2039,4440
-419,2219,4285
-371,2422,4079
-279,2515,3849
-169,2462,3612
-56,2367,3381
49,2326,3123
140,2367,2845
207,2435,2554
251,2515,2276
280,2590,2000
307,2663,1741
328,2684,1493
335,2663,1272
322,2587,1063
307,2515,870
301,2472,688
307,2515,536
319,2601,406
335,2663,301
344,2665,205
335,2663,134
314,2670,86
307,2663,67
321,2634,50
335,2663,33
334,2749,11
335,2811,0
349,2795,-4
363,2811,0
363,2937,0
363,3107,0
376,3166,-1
391,3107,0
392,3016,0
391,2959,0
402,2895,-1
419,2811,0
421,2755,0
419,2811,0
434,2958,0
474,3107,0
514,3159,0
530,3107,0
528,2973,0
530,2811,0
537,2680,0
530,2663,0
502,2736,0
474,2811,0
467,2816,0
474,2811,0
485,2826,0
502,2811,0
524,2683,0
530,2515,0
514,2434,0
502,2515,0
513,2675,0
530,2811,0
533,2846,0
530,2811,0
534,2765,0
530,2811,0
503,2984,0
474,3255,0
474,3475,0
502,3551,0
528,3520,0
530,3551,0
508,3689,0
474,3847,0
441,3924,0
419,3995,0
412,4130,0
419,4291,0
423,4345,0
419,4291,0
405,4198,0
391,4143,0
377,4119,0
363,4143,0
346,4205,0
335,4291,0
332,4325,0
335,4291,0
335,4206,0
335,4143,0
334,4117,0
335,4143,0
333,4195,0
335,4291,0
345,4381,0
363,4439,0
371,4436,0
363,4439,0
344,4448,0
335,4439,0
343,4362,0
363,4291,0
380,4267,0
391,4291,0
393,4295,0
391,4291,0
386,4280,0
391,4291,0
413,4359,0
446,4587,0
471,4949,0
474,5327,0
468,5594,0
474,5770,0
499,5847,0
530,5770,0
556,5535,0
586,5327,0
628,5274,0
670,5327,0
687,5309,0
670,5179,0
623,4932,0
558,4587,0
484,4172,0
419,3847,0
376,3659,0
363,3551,0
362,3395,0
363,3255,0
360,3163,0
363,3107,0
367,3018,0
363,2959,0
355,2992,0
363,3107,0
385,3160,0
391,3107,0
359,3039,0
307,3107,0
264,3253,0
251,3403,0
295,3725,0
446,4587,0
724,5979,0
1088,7546,0
1403,9059,0
1563,10505,0
1509,11349,0
1284,10653,0
937,8269,0
558,5475,0
216,3654,0
-28,2959,0
-187,2650,0
-279,2367,0
-328,2260,0
-307,2367,0
-226,2433,0
-112,2367,0
15,2270,0
335,2219,0
1163,2185,0
2623,2219,0
4255,2344,0
5330,2515,0
5543,2655,0
5330,2811,0
5227,2945,0
5330,2959,0
5384,2764,0
5330,2515,0
5290,2366,0
5330,2367,0
5351,2428,0
5330,2515,0
5311,2637,0
5330,2811,0
5337,2977,0
5330,3107,0
5321,3187,0
5330,3255,0
5330,3324,0
5330,3403,0
5324,3449,0
5330,3403,0
5324,3189,0
5330,2811,0
5329,2376,0
5330,2071,0
5317,1981,0
5330,2071,0
5336,2252,0
5330,2515,0
5306,2855,0
5330,3255,0
5365,3693,0
5330,4143,0
5266,4422,0
5330,4291,0
5414,3703,0
5330,2959,0
5176,2341,0
5330,1923,0
5617,1624,0
5330,1480,0
4133,1501,0
2762,1628,0
2183,1787,0
2707,2071,0
3933,2481,0
5330,2811,0
6129,2773,0
5330,2367,0
2424,1837,0
-1339,1480,0
-3335,1437,0
-1786,1776,0
2121,2461,0
5330,3403,0
6052,4388,0
5330,5179,0
4976,5559,0
5330,5475,0
5547,5055,0
5330,4587,0
5169,4342,0
5330,4439,0
5463,4741,0
5330,5031,0
5195,5166,0
5330,5179,0
5486,5089,0
5330,4883,0
5115,4568,0
5330,4291,0
5640,4130,0
5330,3995,0
4839,3679,0
5330,3107,0
6275,2356,0
5330,1628,0
1770,1120,0
-1786,1036,0
-2735,1395,0
-1786,2071,0
-1299,2798,0
-1786,3403,0
-2100,3758,0
-1786,3847,0
-1576,3677,0
-1786,3403,0
-1944,3209,0
-1786,3255,0
-1659,3472,0
-1786,3699,0
-1910,3800,0
-1786,3847,0
-1649,3943,0
-1786,4143,0
-1974,4372,0
-1786,4587,0
-1486,4780,0
-1786,5031,0
-2433,5438,0
-1786,6066,0
1285,6773,0
5330,7250,0
7225,7207,0
5330,6658,0
1285,5864,0
-1786,5179,0
-2433,4795,0
-1786,4735,0
-1486,4825,-2
-1786,4883,0
-1959,4790,-1
-1786,4587,0
-1670,4307,-4
-1786,3995,0
-1861,3656,0
-1786,3403,0
-1732,3267,-6
-1786,3255,0
-1818,3255,3
-1786,3255,0
-1763,3248,-2
-1786,3255,33
-1799,3247,82
-1786,3255,100
-1784,3258,90
-1786,3255,201
-1784,3272,603
-1786,3403,1339
-1784,3607,2216
-1786,3847,2979
-1784,4305,3481
-1786,5327,3782
-1784,6871,3994
-1786,8582,4184
-1784,10287,4327
-1786,11985,4418
-1784,12986,4472
-1786,12133,4519
-1784,9268,4545
-1786,5918,4552
-1784,3710,4544
-1786,2811,4552
-1784,2390,4570
-1786,2071,4586
-1784,2024,4573
-1786,2219,4552
-1784,2307,4540
-1786,2219,4552
-1784,2160,4559
-1786,2219,4552
-1784,2253,4527
-1786,2219,4519
-1784,2186,4516
-1786,2219,4519
-1784,2277,4499
-1786,2367,4485
-1784,2450,4477
-1786,2515,4485
-1784,2511,4472
-1786,2515,4452
-1784,2558,4422
-1786,2663,4418
-1784,2766,4416
-1786,2811,4418
-1784,2760,4399
-1786,2663,4385
-1784,2607,4363
-1786,2663,4351
-1784,2764,4328
-1786,2811,4318
-1784,2789,4309
-1786,2811,4318
-1784,2901,4316
-1786,2959,4318
-1784,2896,4311
-1786,2811,4318
-1799,2829,4316
-1786,2959,4318
-1763,3066,4309
-1786,3107,4318
-1833,3101,4328
-1786,3107,4351
-1711,3108,4363
-1786,3107,4385
-1910,3099,4398
-1786,3107,4418
-1597,3109,4427
-1786,3107,4452
-2085,3098,4478
-1786,3107,4519
-1299,3116,4546
-1786,3107,4586
-2735,3072,4626
-1786,3107,4686
1770,3330,4735
5330,3847,4787
6275,4620,4819
5330,5475,4854
4839,6087,4877
5330,6214,4920
5625,5866,4966
5330,5327,5021
5137,4835,5054
5330,4439,5088
5462,4055,5113
5330,3699,5155
5238,3424,5185
5330,3255,5222
5407,3146,5248
5330,3107,5289
5257,3148,5320
5330,3255,5356
5421,3347,5379
5330,3403,5423
5206,3418,5468
5330,3403,5523
5518,3306,5554
5330,3107,5590
5012,2811,5618
5330,2515,5657
5959,2298,5673
5330,2219,5690
2759,2209,5698
-223,2219,5724
-1745,2243,5739
-1786,2367,5757
-1614,2581,5754
-1786,2811,5757
-1913,2972,5750
-1786,3107,5757
-1704,3252,5753
-1786,3403,5757
-1841,3493,5748
-1786,3551,5757
-1755,3609,5765
-1786,3699,5791
-1815,3774,5803
-1786,3847,5824
-1771,3913,5833
-1786,3995,5858
-1814,4065,5871
-1786,4143,5891
-1761,4214,5897
-1786,4291,5925
-1834,4357,5950
-1786,4439,5992
-1716,4518,6018
-1786,4587,6059
-1900,4637,6089
-1786,4735,6126
-1598,4913,6146
-1786,5179,6192
-2188,5469,6250
-1786,5770,6326
57,6069,6376
2623,6362,6427
4565,6579,6470
5330,6658,6527
5390,6561,6562
5330,6362,6594
5325,6170,6607
5330,6066,6628
5338,5971,6628
5330,5770,6628
5303,5416,6598
5330,5031,6561
5378,4702,6493
5330,4439,6427
5256,4144,6342
5330,3847,6259
5441,3577,6155
5330,3403,6059
5198,3256,5953
5330,3107,5858
5097,2900,5750
3376,2663,5657
452,2450,5563
-1786,2367,5490
-2197,2407,5412
-1786,2515,5356
-1855,2670,5297
-1786,2959,5255
-115,3335,5199
2846,3699,5155
4794,4108,5109
4046,4883,5088
1361,6171,5056
-1060,7842,5021
-1952,9665,4962
-1786,11393,4920
-1634,12352,4880
-1786,11689,4854
-1890,9279,4802
-1786,6214,4753
-1719,3808,4704
-1786,2515,4686
-1837,1957,4667
-1786,1776,4653
-1749,1853,4624
-1786,2071,4619
-1824,2211,4624
-1786,2219,4653
-1558,2193,4676
-1032,2219,4720
-293,2279,4763
335,2367,4820
600,2455,4862
586,2515,4920
501,2515,4979
419,2515,5054
296,2514,5114
140,2515,5188
44,2487,5263
56,2515,5356
131,2588,5435
195,2663,5523
220,2674,5602
195,2663,5690
118,2662,5757
-28,2663,5824
-242,2645,5882
-502,2663,5958
-750,2734,6024
-921,2811,6092
-982,2822,6139
-949,2811,6192
-849,2851,6229
-698,2959,6259
-501,3058,6258
-279,3107,6259
-71,3109,6254
84,3107,6259
169,3104,6242
195,3107,6226
201,3104,6201
223,3107,6192
271,3106,6163
335,3107,6126
417,3102,6065
530,3107,6025
646,3112,5986
725,3107,5958
804,3053,5904
949,2959,5858
1113,2856,5809
1088,2811,5791
740,2811,5766
167,2811,5757
-387,2752,5742
-753,2663,5757
-893,2571,5769
-837,2515,5791
-666,2492,5793
-474,2515,5824
-293,2533,5871
-56,2515,5958
225,2474,6037
391,2515,6126
240,2652,6198
-223,2811,6293
-816,2896,6390
-1311,2959,6527
-1585,3072,6677
-1591,3255,6862
-1342,3422,7047
-865,3551,7264
-233,3673,7485
419,3847,7732
874,4021,7948
1005,4143,8134
918,4206,8249
949,4291,8335
1372,4387,8383
2176,4439,8435
3096,4421,8465
3851,4439,8502
4304,4521,8516
4437,4587,8536
4269,4534,8531
3851,4439,8536
3290,4401,8526
2735,4439,8536
2289,4454,8529
1981,4439,8536
1814,4421,8526
1814,4439,8536
2005,4444,8531
2316,4439,8536
2571,4424,8504
2623,4439,8469
2480,4444,8415
2260,4439,8402
2008,4420,8393
1646,4439,8402
1115,4458,8387
502,4439,8402
-37,4355,8423
-391,4291,8469
-527,4271,8482
-419,4291,8502
-115,4323,8509
251,4439,8536
521,4646,8532
642,4883,8536
656,5046,8524
614,5179,8536
531,5361,8529
419,5622,8536
305,5838,8526
223,5918,8536
146,5864,8527
28,5770,8536
-142,5642,8526
-307,5475,8536
-451,5321,8527
-586,5327,8536
-667,5450,8527
-614,5475,8536
-514,5198,8527
-586,4735,8536
-885,4294,8527
-1228,3995,8536
-1504,3748,8527
-1786,3551,8536
-1994,3414,8527
-1786,3403,8536
-1045,3461,8527
-195,3551,8536
243,3588,8527
251,3551,8536
177,3458,8527
223,3403,8536
327,3398,8527
419,3403,8536
524,3372,8527
642,3403,8536
726,3623,8527
781,4143,8536
862,4988,8527
977,6214,8536
1065,7815,8527
1060,9617,8536
950,11115,8527
781,11689,8536
641,10938,8527
586,9026,8536
597,6564,8527
586,4291,8536
513,2656,8527
391,1776,8536
251,1503,8527
112,1628,8536
20,1885,8527
28,2071,8536
136,2100,8527
279,2071,8536
413,2098,8527
530,2219,8536
618,2369,8527
614,2515,8536
482,2615,8527
307,2663,8536
268,2654,8526
363,2663,8536
256,2670,8528
-363,2663,8536
-1245,2626,8526
-1786,2663,8536
-1821,2755,8530
-1786,2811,8536
-1903,2785,8513
-1786,2811,8502
-1283,2956,8475
-949,3107,8469
-1255,3094,8445
-1786,2959,8435
-1942,2842,8408
-1786,2811,8402
-1734,2804,8378
-1786,2811,8368
-1780,2858,8341
-1786,2959,8335
-1862,3053,8314
-1786,3107,8301
-1621,3110,8260
-1786,3107,8234
-2180,3141,8204
-1786,3255,8201
66,3407,8179
2651,3551,8167
4583,3680,8139
5330,3847,8134
5378,3997,8113
5330,3995,8100
5329,3751,8060
5330,3403,8033
5321,3157,8001
5330,3107,8000
5332,3135,7983
5330,3107,7967
5326,2971,7922
5330,2811,7900
5327,2696,7875
5330,2663,7866
5330,2661,7828
5330,2663,7799
5326,2655,7766
5330,2663,7766
5330,2664,7748
5330,2663,7732
5324,2689,7689
5330,2811,7665
5324,2982,7638
5330,3107,7632
5324,3114,7608
5330,3107,7598
5324,3195,7574
5330,3403,7565
5324,3596,7540
5330,3699,7531
5324,3743,7508
5330,3847,7498
5324,4003,7470
5330,4143,7464
5324,4215,7455
5330,4291,7464
5324,4385,7447
5330,4439,7431
5324,4381,7401
5330,4291,7397
5324,4256,7381
5330,4291,7364
5324,4305,7319
5330,4291,7297
5324,4274,7275
5330,4291,7264
5324,4298,7222
5330,4291,7197
5324,4276,7171
5330,4291,7163
5324,4299,7126
5330,4291,7096
5324,4264,7056
5330,4291,7029
5324,4361,6984
5330,4439,6962
5324,4452,6940
5330,4439,6929
5324,4425,6887
5330,4439,6862
5324,4438,6837
5330,4439,6828
5324,4436,6789
5330,4439,6761
5325,4422,6733
5330,4439,6728
5324,4533,6703
5330,4735,6695
5326,4969,6683
5330,5179,6695
5323,5330,6687
5330,5475,6695
5327,5630,6699
5330,5770,6728
5321,5776,6749
5330,5622,6795
5330,5412,6838
5330,5327,6895
5315,5350,6934
5330,5327,6996
5348,5136,7056
5330,4883,7130
5189,4655,7175
4939,4439,7230
4624,4140,7275
4353,3847,7331
4164,3639,7359
4102,3551,7397
4133,3471,7427
4241,3403,7464
4366,3372,7466
4492,3403,7464
4578,3423,7452
4632,3403,7464
4649,3336,7462
4660,3255,7464
4634,3160,7442
4548,3107,7431
4379,3157,7406
4186,3403,7397
4021,3872,7374
3962,4587,7364
4056,5540,7339
4353,6806,7331
4783,8393,7308
5190,10061,7297
5390,11143,7271
5330,10949,7264
5045,9340,7242
4632,6954,7230
4152,4649,7201
3683,2959,7197
3271,1977,7190
2958,1628,7197
2733,1704,7176
2595,1923,7163
2499,2042,7139
2428,2071,7130
2360,2117,7103
2316,2219,7096
2263,2305,7087
2121,2367,7096
1771,2432,7079
1228,2515,7063
682,2544,7033
446,2515,7029
670,2472,7012
1228,2515,6996
1788,2598,6953
2093,2663,6929
2075,2654,6906
1870,2663,6895
1681,2728,6859
1646,2811,6828
1701,2831,6789
1674,2811,6761
1458,2800,6720
1116,2811,6695
734,2806,6660
391,2811,6628
202,2860,6580
335,2959,6561
720,3049,6545
1032,3107,6527
954,3119,6479
530,3107,6460
16,3090,6463
-419,3107,6427
-813,3125,6199
-1200,3107,5757
-1496,3066,5196
-1507,3107,4720
-1092,3250,4400
-279,3403,4218
649,3448,4069
1339,3403,3950
1633,3327,3858
1730,3255,3816
1946,3168,3777
2428,3107,3749
3034,3094,3721
3516,3107,3715
3712,3065,3698
3655,2959,3682
3494,2806,3655
3376,2663,3649
3323,2552,3642
3265,2515,3649
3109,2520,3634
2846,2515,3615
2526,2448,3585
2232,2367,3582
2020,2324,3582
1925,2367,3582
1940,2482,3558
2009,2663,3548
2020,2839,3546
1897,2959,3548
1657,3014,3527
1451,3107,3515
1417,3292,3511
1618,3551,3515
1995,3790,3495
2456,3995,3481
2859,4161,3476
3097,4291,3481
3131,4331,3463
3069,4291,3448
3044,4205,3441
3153,4143,3448
3389,4118,3433
3683,4143,3414
3855,4199,3401
3767,4291,3414
3464,4378,3420
3181,4439,3414
3073,4447,3390
3069,4439,3381
3006,4429,3378
2846,4439,3381
2666,4438,3363
2511,4439,3347
2365,4432,3337
2232,4439,3347
2162,4436,3350
2176,4439,3347
2232,4431,3327
2316,4439,3314
2493,4436,3305
2790,4439,3314
3012,4435,3316
2846,4439,3314
2208,4394,3292
1395,4291,3280
768,4164,3274
419,4143,3280
184,4253,3277
-84,4439,3280
-436,4595,3278
-865,4735,3280
-1312,4877,3273
-1646,5031,3280
-1785,5164,3292
-1786,5327,3314
-1772,5540,3325
-1786,5770,3347
-1795,5872,3374
-1786,5770,3414
-1780,5488,3443
-1786,5179,3481
-1790,4960,3523
-1786,4883,3582
-1784,4844,3631
-1786,4735,3682
-1787,4475,3725
-1786,4143,3782
-1784,3848,3833
-1786,3699,3883
-1785,3623,3914
-1786,3551,3950
-1784,3439,3980
-1786,3403,4017
-1784,3460,4037
-1786,3551,4050
-1784,3574,4047
-1786,3551,4050
-1784,3498,4047
-1786,3403,4050
-1784,3234,4046
-1786,3107,4050
-1784,3147,4047
-1786,3403,4050
-1784,3785,4045
-1786,4291,4050
-1784,5039,4050
-1786,6214,4050
-1784,7763,4031
-1786,9322,4017
-1784,10287,4006
-1786,10209,4017
-1784,9013,4020
-1786,7102,4017
-1784,5096,3994
-1786,3551,3983
-1784,2669,3977
-1786,2367,3983
-1784,2427,3979
-1786,2663,3983
-1784,2848,3981
-1786,2811,3983
-1784,2567,3965
-1786,2367,3950
-1784,2373,3938
-1786,2515,3950
-1784,2613,3955
-1786,2663,3950
-1784,2725,3925
-1786,2811,3916
-1784,2832,3914
-1786,2811,3916
-1784,2788,3897
-1786,2811,3883
-1784,2817,3865
-1786,2811,3849
-1784,2800,3812
-1786,2811,3782
-1784,2816,3760
-1786,2811,3749
