III,V,PLETH,ABP
2548,1712,6945,6861
1858,2132,6969,6840
1463,2408,7008,6833
1212,2544,7057,6811
1034,2611,7133,6806
946,2658,7169,6788
933,2698,7195,6778
916,2707,7207,6744
883,2698,7258,6723
864,2691,7311,6698
883,2698,7383,6695
898,2703,7435,6677
908,2698,7508,6667
914,2685,7583,6643
933,2669,7696,6640
946,2652,7791,6630
959,2640,7883,6640
966,2636,7952,6636
984,2640,8071,6640
997,2640,8215,6621
1009,2640,8384,6612
1008,2636,8509,6590
1009,2640,8634,6584
1018,2639,8748,6564
1034,2640,8885,6557
1041,2633,9000,6535
1034,2640,9135,6529
1019,2659,9257,6509
1009,2698,9385,6501
1000,2730,9473,6479
984,2756,9573,6474
957,2774,9662,6464
933,2814,9760,6474
911,2868,9818,6469
883,2930,9886,6474
835,2975,9942,6463
782,3017,10011,6474
736,3056,10038,6480
706,3104,10073,6501
672,3148,10097,6500
631,3191,10136,6501
592,3216,10134,6489
580,3220,10136,6501
582,3194,10122,6502
580,3162,10136,6501
567,3123,10129,6467
580,3075,10136,6446
632,3003,10126,6422
706,2930,10136,6418
771,2858,10108,6396
832,2785,10073,6391
901,2687,10016,6381
984,2582,10011,6391
1067,2484,10009,6382
1160,2408,10011,6391
1255,2334,9964,6401
1337,2263,9948,6446
1389,2194,9941,6489
1438,2147,9948,6557
1498,2112,9906,6616
1564,2089,9886,6695
1608,2059,9875,6764
1640,2031,9886,6861
1672,1998,9847,6960
1715,1973,9823,7082
1754,1950,9808,7188
1791,1944,9823,7304
1820,1942,9791,7399
1841,1944,9760,7497
1851,1931,9717,7565
1867,1915,9698,7635
1890,1894,9652,7687
1917,1886,9635,7746
1931,1880,9624,7777
1942,1886,9635,7801
1953,1887,9602,7798
1968,1886,9573,7801
1975,1870,9529,7786
1993,1857,9510,7774
2023,1849,9466,7731
2068,1857,9448,7691
2108,1860,9433,7629
2144,1857,9448,7580
2176,1840,9421,7524
2220,1828,9385,7497
2267,1815,9330,7465
2321,1799,9323,7442
2364,1767,9317,7392
2396,1741,9323,7359
2404,1728,9284,7322
2396,1741,9260,7304
2365,1756,9239,7266
2321,1770,9260,7248
2259,1779,9261,7234
2195,1799,9260,7248
2127,1816,9220,7245
2068,1828,9197,7248
2018,1824,9176,7236
1993,1828,9197,7248
1985,1840,9201,7254
1993,1857,9197,7276
1992,1861,9152,7275
1993,1857,9135,7276
1987,1854,9125,7253
1993,1857,9135,7248
1991,1858,9101,7231
1993,1857,9072,7221
1986,1856,9048,7192
1993,1857,9072,7193
1992,1856,9078,7191
1993,1857,9072,7193
1986,1870,9027,7158
1993,1915,9010,7138
1975,1987,8996,7118
1917,2060,9010,7110
1846,2058,9000,7065
1867,1915,9010,7027
2036,1584,9006,6988
2346,1102,9010,6972
2746,535,8972,6934
3229,-29,8947,6916
3777,-539,8925,6903
4313,-957,8947,6916
4683,-1298,8949,6910
4818,-1567,8947,6916
4809,-1775,8906,6920
4818,-1886,8885,6944
4848,-1868,8865,6943
4818,-1683,8885,6944
4761,-1329,8886,6925
4818,-812,8885,6916
4888,-185,8843,6885
4616,493,8822,6861
3822,1133,8804,6824
2825,1683,8822,6806
2069,2097,8819,6780
1665,2379,8822,6778
1422,2535,8805,6770
1236,2611,8822,6778
1139,2643,8824,6770
1135,2669,8822,6778
1134,2688,8778,6766
1110,2698,8759,6750
1093,2696,8747,6709
1110,2698,8759,6695
1124,2702,8746,6688
1135,2698,8759,6695
1142,2682,8779,6674
1160,2669,8822,6667
1171,2668,8823,6660
1186,2669,8822,6667
1195,2656,8807,6647
1211,2640,8822,6640
1221,2632,8817,6631
1236,2640,8822,6640
1239,2641,8809,6621
1236,2640,8822,6612
1229,2634,8817,6602
1236,2640,8822,6612
1251,2648,8807,6598
1261,2669,8822,6584
1253,2693,8823,6559
1236,2727,8822,6557
1213,2755,8780,6548
1186,2785,8759,6557
1147,2809,8745,6552
1110,2843,8759,6557
1074,2880,8751,6539
1034,2930,8759,6529
982,2974,8756,6506
933,3017,8759,6501
893,3055,8722,6482
858,3104,8697,6474
809,3152,8677,6450
757,3191,8697,6446
717,3199,8695,6437
706,3191,8697,6446
706,3175,8682,6440
706,3162,8697,6446
707,3130,8696,6439
732,3075,8697,6446
777,2999,8658,6430
832,2930,8634,6418
880,2862,8613,6390
933,2785,8634,6391
1001,2682,8638,6394
1085,2582,8634,6418
1163,2498,8592,6423
1236,2437,8572,6446
1300,2367,8556,6470
1362,2292,8572,6529
1413,2220,8566,6586
1463,2176,8572,6667
1512,2144,8561,6747
1564,2118,8572,6861
1606,2083,8564,6976
1640,2060,8572,7110
1664,2042,8561,7227
1690,2031,8572,7359
1714,2011,8564,7479
1741,2002,8572,7608
1758,2000,8561,7700
1766,2002,8572,7774
1763,1987,8566,7810
1766,1973,8572,7857
1775,1965,8559,7887
1791,1973,8572,7912
1795,1973,8571,7897
1791,1973,8572,7884
1785,1969,8532,7862
1791,1973,8509,7857
1795,1971,8491,7827
1791,1973,8509,7801
1779,1970,8506,7764
1791,1973,8509,7746
1826,1970,8496,7714
1867,1973,8509,7691
1890,1972,8505,7653
1917,1973,8509,7635
1953,1961,8495,7604
1993,1944,8509,7580
2018,1914,8509,7531
2043,1886,8509,7497
2064,1860,8469,7457
2068,1857,8447,7442
2035,1866,8430,7418
1993,1886,8447,7414
1955,1898,8442,7395
1917,1915,8447,7387
1855,1929,8435,7361
1791,1944,8447,7359
1749,1945,8439,7352
1741,1944,8447,7359
1739,1941,8437,7340
1741,1944,8447,7331
1737,1943,8438,7310
1741,1944,8447,7304
1737,1944,8439,7281
1741,1944,8447,7276
1737,1942,8436,7259
1741,1944,8447,7248
1736,1947,8441,7211
1741,1944,8447,7193
1739,1937,8431,7172
1741,1944,8447,7165
1721,1966,8466,7131
1690,2002,8509,7110
1645,2056,8513,7085
1614,2147,8509,7082
1584,2220,8487,7061
1564,2176,8509,7055
1611,1919,8535,7036
1816,1480,8572,7027
2158,945,8569,6992
2548,406,8572,6972
2975,-120,8562,6949
3531,-609,8572,6944
4164,-1028,8561,6912
4641,-1335,8572,6889
4816,-1561,8588,6861
4818,-1741,8634,6861
4814,-1850,8646,6846
4818,-1770,8634,6833
4800,-1446,8586,6797
4818,-928,8572,6778
4804,-335,8566,6754
4490,290,8572,6750
3714,926,8537,6731
2724,1538,8509,6723
1911,2034,8473,6699
1413,2379,8447,6695
1101,2581,8383,6685
883,2698,8321,6695
761,2755,8251,6691
732,2785,8196,6695
722,2799,8105,6677
706,2814,8009,6667
695,2821,7900,6645
706,2814,7821,6640
718,2795,7729,6620
732,2785,7633,6612
740,2786,7501,6589
757,2785,7383,6584
767,2769,7270,6574
782,2756,7195,6584
791,2754,7106,6580
807,2756,7008,6584
819,2741,6873,6574
832,2727,6757,6584
834,2721,6649,6582
832,2727,6570,6584
829,2724,6472,6563
832,2727,6382,6557
835,2735,6277,6541
832,2756,6194,6529
821,2767,6112,6491
807,2785,6069,6474
794,2807,6030,6464
782,2843,6006,6474
761,2870,5964,6457
732,2901,5944,6446
693,2935,5931,6434
656,2988,5944,6446
617,3044,5939,6436
580,3104,5944,6418
541,3150,5937,6380
504,3191,5944,6363
466,3220,5934,6343
429,3249,5944,6335
395,3268,5960,6312
378,3278,6006,6308
374,3268,6039,6300
378,3249,6069,6308
384,3212,6066,6290
404,3162,6069,6280
443,3091,6077,6257
504,3017,6132,6252
575,2934,6194,6232
656,2843,6257,6225
741,2737,6284,6203
832,2640,6319,6197
920,2550,6349,6182
1009,2466,6382,6197
1096,2371,6379,6215
1186,2292,6382,6252
1266,2228,6395,6271
1337,2176,6444,6308
1397,2113,6478,6347
1463,2060,6507,6418
1528,2022,6522,6488
1589,2002,6570,6584
1638,1972,6607,6681
1690,1944,6632,6806
1744,1920,6620,6923
1791,1915,6632,7055
1818,1903,6658,7166
1841,1886,6695,7276
1866,1863,6691,7357
1892,1857,6695,7442
1905,1856,6711,7502
1917,1857,6757,7552
1937,1841,6766,7565
1968,1828,6757,7580
1987,1821,6736,7580
1993,1828,6757,7580
1988,1829,6785,7547
1993,1828,6820,7525
2009,1822,6819,7501
2043,1828,6820,7497
2081,1830,6810,7469
2119,1828,6820,7442
2153,1812,6816,7395
2195,1799,6820,7359
2228,1784,6810,7307
2245,1770,6820,7276
2249,1740,6817,7240
2270,1712,6820,7221
2297,1696,6807,7182
2295,1712,6820,7165
2232,1740,6822,7151
2144,1770,6820,7165
2069,1785,6780,7161
2018,1799,6757,7165
1959,1811,6744,7155
1892,1828,6757,7165
1828,1840,6751,7161
1791,1857,6757,7165
1769,1872,6753,7146
1766,1886,6757,7138
1764,1889,6741,7114
1766,1886,6757,7110
1751,1884,6784,7097
1741,1886,6820,7110
1730,1888,6814,7116
1741,1886,6820,7138
1751,1884,6835,7136
1766,1886,6882,7138
1765,1886,6908,7118
1766,1886,6945,7110
1755,1896,6971,7088
1741,1944,7008,7082
1697,2021,7023,7062
1640,2089,7070,7055
1598,2069,7126,7032
1640,1915,7195,7027
1809,1594,7221,7009
2119,1131,7258,6999
2521,570,7302,6964
2977,0,7383,6944
3482,-514,7442,6919
4036,-928,7508,6916
4530,-1265,7560,6898
4818,-1538,7633,6889
4866,-1751,7686,6866
4818,-1857,7758,6861
4799,-1824,7833,6842
4818,-1625,7946,6833
4829,-1267,8041,6809
4818,-754,8134,6806
4682,-137,8206,6796
4238,522,8321,6806
3428,1143,8443,6800
2497,1683,8572,6806
1763,2098,8656,6797
1337,2379,8759,6806
1098,2529,8871,6800
933,2611,9010,6806
823,2662,9106,6796
782,2698,9197,6806
770,2705,9275,6803
757,2698,9385,6806
734,2693,9475,6784
732,2698,9573,6778
741,2699,9653,6761
757,2698,9760,6750
755,2698,9834,6714
757,2698,9886,6695
765,2688,9896,6673
782,2669,9948,6667
782,2649,10011,6634
782,2640,10073,6612
786,2636,10069,6593
807,2640,10073,6612
823,2639,10089,6623
832,2640,10136,6640
834,2635,10137,6632
832,2640,10136,6640
829,2647,10122,6642
832,2669,10136,6667
837,2693,10125,6678
832,2727,10136,6695
810,2755,10133,6690
782,2785,10136,6695
763,2809,10094,6687
757,2843,10073,6695
742,2881,10060,6689
706,2930,10073,6695
653,2974,10043,6688
605,3017,10011,6695
568,3055,9964,6681
530,3104,9948,6667
478,3151,9910,6630
429,3191,9886,6612
394,3209,9842,6590
378,3220,9823,6584
372,3215,9784,6553
378,3191,9760,6529
397,3136,9717,6499
429,3075,9698,6501
469,3016,9659,6497
530,2959,9635,6501
611,2879,9591,6480
706,2785,9573,6474
796,2680,9536,6462
883,2582,9510,6474
969,2485,9460,6476
1059,2408,9448,6501
1140,2344,9439,6519
1211,2292,9448,6557
1273,2231,9413,6583
1337,2176,9385,6640
1400,2125,9342,6705
1463,2089,9323,6806
1517,2053,9278,6904
1564,2031,9260,7027
1602,2012,9243,7143
1640,2002,9260,7276
1668,1984,9254,7385
1690,1973,9260,7497
1701,1958,9248,7582
1715,1944,9260,7663
1736,1922,9251,7708
1766,1915,9260,7746
1785,1914,9250,7756
1791,1915,9260,7774
1786,1898,9250,7770
1791,1886,9260,7774
1802,1882,9252,7756
1816,1886,9260,7746
1823,1873,9248,7715
1841,1857,9260,7691
1874,1848,9257,7652
1917,1857,9260,7635
1946,1861,9222,7614
1968,1857,9197,7608
1993,1840,9175,7585
2043,1828,9197,7580
2098,1814,9201,7570
2144,1799,9197,7580
2169,1770,9153,7566
2195,1741,9135,7552
2215,1715,9121,7516
2220,1712,9135,7497
2189,1721,9108,7464
2144,1741,9072,7442
2094,1755,9017,7395
2043,1770,9010,7359
1979,1780,9006,7314
1917,1799,9010,7304
1868,1814,8972,7293
1841,1828,8947,7304
1821,1830,8910,7296
1816,1828,8885,7304
1814,1825,8835,7297
1816,1828,8822,7304
1809,1831,8816,7294
1816,1828,8822,7304
1827,1823,8782,7300
1841,1828,8759,7304
1837,1844,8747,7282
1841,1857,8759,7276
1850,1858,8727,7266
1867,1857,8697,7276
1859,1862,8673,7261
1841,1886,8697,7248
1805,1938,8701,7222
1766,2031,8697,7221
1714,2105,8655,7206
1690,2060,8634,7193
1768,1797,8615,7155
2018,1335,8634,7138
2398,765,8637,7117
2825,203,8634,7110
3300,-318,8592,7076
3885,-783,8572,7055
4469,-1183,8557,7029
4818,-1480,8572,7027
4863,-1704,8565,7007
4818,-1886,8572,6999
4827,-1998,8563,6986
4818,-1915,8572,6999
4760,-1585,8561,6998
4818,-1073,8572,6999
4965,-491,8569,6976
4818,145,8572,6972
4089,816,8535,6964
3052,1451,8509,6972
2204,1937,8487,6955
1715,2263,8509,6944
1406,2463,8511,6920
1160,2582,8509,6916
1014,2625,8486,6898
984,2640,8509,6889
980,2662,8540,6864
959,2698,8572,6861
933,2712,8540,6852
933,2698,8509,6861
941,2676,8486,6854
959,2669,8509,6861
972,2672,8511,6855
984,2669,8509,6861
980,2654,8488,6844
984,2640,8509,6833
992,2636,8534,6809
1009,2640,8572,6806
1018,2639,8570,6796
1034,2640,8572,6806
1048,2638,8559,6801
1059,2640,8572,6806
1059,2634,8566,6788
1059,2640,8572,6778
1061,2651,8560,6755
1059,2669,8572,6750
1047,2678,8566,6732
1034,2698,8572,6723
1023,2723,8558,6698
1009,2756,8572,6695
983,2780,8572,6688
959,2814,8572,6695
936,2854,8531,6678
908,2901,8509,6667
860,2939,8492,6644
807,2988,8509,6640
756,3045,8504,6621
706,3104,8509,6612
650,3137,8499,6588
605,3162,8509,6584
576,3187,8500,6575
555,3220,8509,6584
526,3233,8502,6578
504,3220,8509,6584
503,3180,8497,6575
530,3133,8509,6584
564,3076,8507,6579
605,3017,8509,6584
658,2945,8487,6566
732,2872,8509,6557
809,2787,8540,6532
883,2698,8572,6529
944,2603,8539,6517
1009,2524,8509,6529
1081,2459,8489,6539
1160,2408,8509,6584
1229,2349,8505,6630
1286,2292,8509,6695
1334,2238,8500,6749
1387,2205,8509,6833
1440,2174,8495,6927
1488,2147,8509,7055
1525,2113,8530,7172
1564,2089,8572,7304
1603,2069,8572,7422
1640,2060,8572,7552
1665,2045,8558,7654
1690,2031,8572,7746
1716,2011,8565,7802
1741,2002,8572,7857
1753,1996,8562,7885
1766,2002,8572,7912
1779,2003,8562,7910
1791,2002,8572,7912
1791,1986,8565,7894
1791,1973,8572,7884
1798,1965,8559,7853
1816,1973,8572,7829
1836,1977,8571,7783
1867,1973,8572,7746
1903,1954,8532,7694
1942,1944,8509,7663
1969,1940,8492,7619
1993,1944,8509,7580
2015,1934,8505,7516
2043,1915,8509,7469
2068,1884,8498,7420
2094,1857,8509,7387
2105,1832,8502,7326
2094,1828,8509,7276
2048,1836,8499,7227
1993,1857,8509,7221
1939,1871,8501,7214
1892,1886,8509,7221
1832,1897,8500,7209
1766,1915,8509,7221
1697,1928,8501,7227
1640,1944,8509,7248
1591,1948,8500,7244
1564,1944,8509,7248
1547,1935,8501,7239
1539,1944,8509,7248
1522,1964,8501,7234
1513,1973,8509,7221
1507,1959,8503,7185
1513,1944,8509,7165
1512,1943,8481,7132
1513,1944,8447,7110
1508,1938,8394,7071
1513,1944,8384,7055
1506,1968,8384,7033
1488,2002,8384,7027
1449,2043,8326,6995
1413,2118,8259,6972
1376,2186,8183,6943
1362,2147,8134,6944
1426,1894,8066,6931
1640,1451,8009,6916
1980,905,7940,6876
2371,348,7883,6861
2796,-198,7794,6852
3330,-696,7696,6861
3945,-1114,7567,6844
4465,-1422,7446,6833
4738,-1661,7310,6811
4818,-1857,7195,6806
4827,-1971,7067,6783
4818,-1886,6945,6778
4806,-1559,6804,6769
4818,-1044,6695,6778
4755,-455,6594,6762
4389,174,6507,6750
3619,822,6381,6726
2674,1451,6257,6723
1881,1964,6138,6705
1362,2321,6069,6695
1021,2527,6002,6663
782,2640,5944,6640
645,2693,5867,6602
605,2727,5819,6584
597,2746,5777,6561
580,2756,5756,6557
556,2754,5716,6544
555,2756,5694,6557
566,2760,5676,6564
580,2756,5694,6584
578,2739,5713,6580
580,2727,5756,6584
586,2727,5785,6577
605,2727,5819,6584
617,2713,5835,6569
631,2698,5881,6557
640,2693,5937,6531
656,2698,6006,6529
666,2687,6038,6523
681,2669,6069,6529
696,2655,6109,6512
706,2669,6194,6501
704,2686,6267,6479
706,2698,6319,6474
718,2692,6335,6455
732,2698,6382,6446
726,2718,6442,6424
706,2756,6507,6418
687,2785,6534,6400
681,2814,6570,6391
674,2847,6603,6366
656,2901,6632,6363
628,2950,6622,6357
605,2988,6632,6363
584,3010,6661,6346
555,3046,6695,6335
512,3091,6668,6313
479,3133,6632,6308
470,3142,6611,6287
479,3133,6632,6280
482,3116,6634,6267
479,3104,6632,6280
488,3072,6620,6279
530,3017,6632,6280
591,2941,6630,6256
656,2872,6632,6252
712,2803,6622,6245
782,2727,6632,6252
873,2626,6629,6241
984,2524,6632,6252
1089,2428,6619,6261
1186,2350,6632,6280
1275,2273,6653,6271
1362,2205,6695,6280
1434,2140,6702,6301
1488,2089,6695,6363
1526,2039,6672,6421
1564,2002,6695,6501
1602,1968,6726,6583
1640,1944,6757,6695
1666,1920,6748,6805
1690,1915,6757,6944
1714,1915,6779,7086
1741,1915,6820,7248
1757,1897,6823,7380
1766,1886,6820,7497
1765,1883,6808,7579
1766,1886,6820,7663
1764,1871,6815,7722
1766,1857,6820,7774
1765,1850,6813,7787
1766,1857,6820,7801
1763,1857,6810,7798
1766,1857,6820,7801
1765,1854,6818,7774
1766,1857,6820,7746
1769,1854,6801,7698
1791,1857,6820,7663
1826,1857,6849,7614
1867,1857,6882,7580
1900,1842,6873,7533
1942,1828,6882,7497
1991,1812,6906,7445
2043,1799,6945,7414
2083,1771,6940,7378
2119,1741,6945,7359
2142,1715,6960,7322
2144,1712,7008,7304
2105,1721,7031,7279
2043,1741,7070,7276
1975,1755,7117,7256
1917,1770,7195,7248
1862,1780,7252,7226
1816,1799,7320,7221
1774,1814,7377,7198
1741,1828,7446,7193
1707,1830,7474,7180
1690,1828,7508,7193
1684,1825,7543,7190
1690,1828,7633,7193
1687,1831,7740,7171
1690,1828,7883,7165
1687,1823,8008,7154
1690,1828,8134,7165
1685,1834,8223,7159
1690,1828,8321,7165
1691,1816,8405,7156
1690,1828,8509,7165
1667,1858,8592,7160
1640,1886,8697,7165
1602,1918,8802,7149
1564,2002,8947,7138
1519,2087,9075,7103
1513,2031,9197,7082
1626,1712,9280,7056
1917,1189,9385,7055
2323,603,9496,7038
2750,58,9635,7027
3206,-438,9735,6998
3784,-870,9823,6999
4405,-1231,9893,7005
4818,-1509,10011,7027
4896,-1725,10117,7023
4818,-1857,10198,7027
4789,-1869,10217,7020
4818,-1712,10261,7027
4825,-1385,10319,7009
4818,-899,10386,6999
4729,-306,10386,6977
4339,348,10386,6972
3530,990,10396,6951
2548,1567,10449,6944
1751,2015,10459,6924
1261,2321,10449,6916
959,2491,10405,6892
757,2582,10386,6889
653,2631,10348,6881
631,2669,10324,6889
620,2690,10279,6872
605,2698,10261,6861
597,2696,10225,6836
605,2698,10198,6833
604,2700,10134,6824
605,2698,10073,6833
610,2685,9992,6829
631,2669,9948,6833
643,2652,9903,6816
656,2640,9886,6806
664,2633,9844,6782
681,2640,9823,6778
693,2646,9783,6761
706,2640,9760,6750
716,2618,9716,6716
732,2611,9698,6695
747,2621,9662,6669
757,2640,9635,6667
757,2638,9583,6652
757,2640,9573,6640
758,2656,9566,6604
757,2698,9573,6584
746,2731,9532,6561
732,2756,9510,6557
718,2775,9493,6536
706,2814,9510,6529
686,2857,9501,6509
656,2901,9510,6501
617,2937,9505,6478
580,2988,9510,6474
543,3046,9471,6465
504,3104,9448,6474
456,3138,9428,6466
404,3162,9448,6474
356,3179,9443,6469
328,3191,9448,6474
319,3182,9434,6447
328,3162,9448,6418
346,3126,9441,6368
378,3075,9448,6335
422,3002,9435,6294
479,2930,9448,6280
539,2859,9441,6265
605,2785,9448,6280
675,2685,9434,6286
757,2582,9448,6308
843,2486,9445,6320
933,2408,9448,6363
1014,2330,9408,6407
1085,2263,9385,6474
1146,2200,9364,6529
1211,2147,9385,6612
1276,2093,9386,6704
1337,2060,9385,6833
1380,2041,9346,6961
1413,2031,9323,7110
1443,2003,9300,7245
1488,1973,9323,7387
1533,1948,9329,7504
1564,1944,9323,7635
1575,1942,9273,7749
1589,1944,9260,7857
1613,1932,9255,7917
1640,1915,9260,7967
1653,1891,9217,8001
1665,1886,9197,8050
1678,1887,9188,8078
1690,1886,9197,8106
1688,1867,9159,8105
1690,1857,9135,8106
1707,1856,9120,8078
1741,1857,9135,8050
1767,1840,9105,8002
1791,1828,9072,7967
1820,1825,9027,7920
1867,1828,9010,7884
1910,1813,8970,7825
1942,1799,8947,7774
1962,1786,8909,7715
1993,1770,8885,7691
2039,1736,8836,7669
2094,1712,8822,7663
2123,1706,8813,7630
2119,1712,8822,7608
2084,1707,8787,7579
2043,1712,8759,7580
1996,1734,8737,7573
1942,1770,8759,7580
1876,1788,8763,7571
1816,1799,8759,7580
1769,1810,8718,7575
1741,1828,8697,7580
1720,1832,8678,7561
1715,1828,8697,7552
1713,1823,8697,7530
1715,1828,8697,7525
1708,1831,8657,7504
1715,1828,8634,7497
1725,1823,8614,7475
1741,1828,8634,7469
1738,1834,8637,7448
1741,1828,8634,7442
1745,1818,8592,7429
1766,1828,8572,7442
1772,1856,8556,7441
1766,1886,8572,7442
1732,1922,8566,7409
1690,2002,8572,7387
1631,2085,8561,7351
1589,2060,8572,7331
1646,1811,8564,7293
1892,1364,8572,7276
2273,814,8562,7254
2674,261,8572,7248
3110,-272,8563,7215
3708,-754,8572,7193
4380,-1156,8562,7166
4818,-1451,8572,7165
4886,-1685,8563,7148
4818,-1886,8572,7138
4817,-2013,8563,7111
4818,-1944,8572,7110
4764,-1631,8563,7104
4818,-1131,8572,7110
4968,-549,8563,7090
4818,87,8572,7082
4066,754,8563,7069
3002,1393,8572,7082
2141,1895,8563,7081
1640,2234,8572,7082
1304,2434,8563,7059
1034,2553,8572,7055
885,2611,8563,7046
858,2640,8572,7055
842,2655,8563,7040
807,2669,8572,7027
789,2673,8563,6992
807,2669,8572,6972
814,2664,8563,6944
807,2669,8572,6944
797,2674,8563,6938
807,2669,8572,6944
818,2652,8563,6925
832,2640,8572,6916
842,2637,8563,6903
858,2640,8572,6916
869,2636,8563,6915
883,2640,8572,6916
885,2651,8563,6894
883,2669,8572,6889
871,2670,8563,6880
858,2669,8572,6889
842,2672,8563,6874
832,2698,8572,6861
823,2726,8563,6825
807,2756,8572,6806
782,2778,8563,6780
757,2814,8572,6778
733,2855,8563,6769
706,2901,8572,6778
668,2939,8563,6772
631,2988,8572,6778
594,3044,8563,6763
555,3104,8572,6750
503,3148,8563,6715
454,3191,8572,6695
412,3233,8563,6670
378,3278,8572,6667
346,3302,8563,6649
328,3307,8572,6640
323,3294,8563,6615
328,3278,8572,6612
338,3243,8563,6604
378,3191,8572,6612
449,3117,8563,6596
530,3046,8572,6584
593,2974,8563,6557
656,2901,8572,6557
735,2805,8563,6549
832,2698,8572,6557
923,2586,8563,6546
1009,2495,8572,6557
1096,2415,8563,6562
1186,2350,8572,6584
1257,2286,8563,6595
1312,2234,8572,6640
1358,2184,8563,6702
1413,2147,8572,6806
1468,2111,8562,6905
1513,2089,8572,7027
1541,2070,8564,7143
1564,2060,8572,7276
1588,2043,8561,7384
1614,2031,8572,7497
1630,2014,8566,7590
1640,2002,8572,7691
1648,1983,8559,7762
1665,1973,8572,7829
1680,1967,8570,7869
1690,1973,8572,7912
1690,1972,8550,7927
1690,1973,8572,7940
1688,1969,8603,7923
1690,1973,8634,7912
1688,1972,8603,7881
1690,1973,8572,7857
1696,1960,8551,7810
1715,1944,8572,7774
1739,1931,8570,7724
1766,1944,8572,7691
1788,1965,8560,7644
1816,1973,8572,7608
1841,1947,8565,7550
1867,1915,8572,7497
1888,1893,8566,7428
1917,1886,8572,7387
1940,1871,8543,7347
1942,1857,8509,7331
1910,1848,8443,7298
1867,1857,8384,7276
1826,1868,8309,7239
1791,1886,8259,7221
1743,1900,8196,7194
1690,1915,8134,7193
1642,1916,8035,7185
1614,1915,7946,7193
1596,1913,7847,7175
1589,1915,7758,7165
1585,1914,7634,7141
1589,1915,7508,7138
1587,1916,7370,7119
1589,1915,7258,7110
1585,1911,7131,7085
1589,1915,7008,7082
1587,1920,6866,7074
1589,1915,6757,7082
1583,1905,6654,7066
1589,1915,6570,7055
1591,1943,6466,7030
1589,1973,6382,7027
1558,2009,6287,7010
1513,2089,6194,6999
1466,2166,6079,6964
1463,2118,6006,6944
1557,1828,5963,6919
1791,1335,5944,6916
2124,756,5881,6897
2497,203,5819,6889
2924,-313,5765,6865
3481,-783,5756,6861
4105,-1185,5747,6850
4591,-1480,5756,6861
4797,-1703,5753,6858
4818,-1886,5756,6861
4808,-1990,5741,6840
4818,-1886,5756,6833
4824,-1527,5780,6821
4818,-986,5819,6833
4702,-392,5835,6831
4288,232,5881,6833
3511,881,5939,6813
2598,1509,6006,6806
1849,2000,6033,6786
1362,2321,6069,6778
1044,2501,6117,6748
832,2611,6194,6723
725,2671,6251,6683
706,2698,6319,6667
709,2700,6382,6655
706,2698,6444,6667
700,2697,6452,6664
706,2698,6444,6667
713,2688,6445,6655
732,2669,6507,6667
754,2649,6576,6676
782,2640,6632,6695
794,2640,6633,6681
807,2640,6632,6667
824,2628,6642,6642
858,2611,6695,6640
886,2591,6734,6624
908,2582,6757,6612
918,2577,6746,6584
933,2582,6757,6584
956,2581,6779,6581
984,2582,6820,6584
1001,2576,6825,6560
1009,2582,6820,6557
1009,2590,6802,6560
1009,2611,6820,6584
1008,2633,6844,6583
1009,2669,6882,6584
1002,2709,6886,6576
984,2756,6882,6584
956,2797,6864,6569
933,2843,6882,6557
912,2885,6908,6532
883,2930,6945,6529
833,2969,6946,6513
782,3017,6945,6501
739,3063,6933,6475
706,3104,6945,6474
668,3122,6942,6469
631,3133,6945,6474
598,3136,6932,6452
580,3133,6945,6446
571,3099,6947,6438
580,3046,6945,6446
607,2983,6906,6428
656,2930,6882,6418
713,2867,6867,6397
782,2785,6882,6391
855,2678,6880,6367
933,2582,6882,6363
1008,2502,6872,6355
1085,2437,6882,6363
1152,2362,6878,6351
1211,2292,6882,6363
1258,2228,6871,6386
1312,2176,6882,6446
1366,2123,6897,6501
1413,2089,6945,6584
1438,2069,6979,6676
1463,2060,7008,6806
1497,2032,6999,6933
1539,2002,7008,7082
1567,1976,7023,7218
1589,1973,7070,7359
1611,1972,7098,7469
1640,1973,7133,7580
1664,1960,7153,7666
1690,1944,7195,7746
1707,1922,7222,7789
1715,1915,7258,7829
1718,1914,7278,7845
1741,1915,7320,7857
1772,1899,7348,7830
1791,1886,7383,7801
1784,1879,7398,7761
1791,1886,7446,7746
1832,1887,7499,7717
1892,1886,7571,7691
1933,1873,7604,7641
1968,1857,7633,7608
2012,1835,7647,7563
2068,1828,7696,7525
2111,1820,7745,7468
2144,1799,7821,7442
2177,1751,7878,7421
2220,1712,7946,7414
2246,1697,7994,7378
2245,1712,8071,7359
2206,1726,8151,7346
2144,1741,8259,7359
2066,1753,8347,7343
1993,1770,8447,7331
1924,1781,8529,7314
1867,1799,8634,7331
1818,1815,8721,7333
1791,1828,8822,7331
1775,1826,8904,7305
1766,1828,9010,7304
1748,1839,9097,7299
1741,1857,9197,7304
1736,1863,9277,7280
1741,1857,9385,7276
1727,1852,9478,7270
1715,1857,9573,7276
1706,1862,9628,7246
1715,1857,9698,7221
1710,1848,9756,7192
1690,1857,9823,7193
1656,1890,9848,7177
1640,1944,9886,7165
1615,2003,9929,7138
1564,2060,10011,7138
1498,2048,10054,7132
1513,1886,10073,7138
1693,1522,10054,7118
2043,1015,10073,7110
2482,453,10099,7097
2951,-87,10136,7110
3456,-578,10129,7108
