I,II,PLETH,RESP
6170,10411,3030,443
6236,10258,3034,460
6240,10114,3030,479
6165,9908,3006,489
6101,9742,2994,496
6060,9655,2992,510
6032,9668,2994,532
5959,9669,2975,551
5893,9668,2959,567
5841,9651,2953,583
5824,9668,2959,603
5777,9660,2945,621
5754,9668,2923,638
5735,9655,2899,654
5754,9668,2888,674
5745,9652,2869,693
5754,9668,2852,709
5773,9681,2830,717
5824,9742,2816,727
5838,9800,2796,741
5824,9891,2781,762
5795,9938,2760,781
5824,9965,2745,798
5867,9962,2724,813
5893,10040,2709,833
5872,10151,2689,853
5893,10263,2674,869
5957,10289,2652,876
6032,10337,2638,886
6037,10424,2620,902
6032,10560,2602,922
6047,10619,2577,938
6101,10635,2567,957
6128,10612,2564,977
6170,10635,2567,993
6247,10651,2550,1000
6378,10709,2531,1011
6472,10783,2509,1027
6517,10932,2495,1046
6523,11079,2475,1055
6586,11230,2460,1064
6704,11329,2441,1078
6864,11453,2424,1099
6983,11579,2399,1112
7072,11750,2388,1117
7130,11915,2387,1120
7210,12122,2388,1135
7284,12311,2371,1154
7349,12494,2353,1170
7359,12625,2333,1177
7349,12791,2317,1188
7329,12950,2293,1204
7349,13089,2281,1223
7363,13127,2280,1234
7349,13163,2281,1241
7272,13216,2263,1247
7210,13312,2246,1259
7186,13336,2237,1268
7210,13312,2246,1277
7216,13231,2247,1283
7210,13163,2246,1294
7177,13055,2241,1303
7141,12940,2246,1312
7073,12783,2245,1318
7002,12642,2246,1330
6902,12483,2242,1339
6794,12345,2246,1347
6669,12163,2245,1347
6586,11973,2246,1347
6519,11759,2241,1351
6448,11601,2246,1365
6330,11429,2248,1377
6240,11230,2246,1383
6188,10967,2227,1380
6170,10783,2210,1383
6109,10681,2201,1390
6032,10635,2210,1401
5946,10500,2215,1402
5893,10337,2210,1401
5841,10182,2190,1398
5824,10114,2175,1401
5817,10038,2167,1399
5824,9965,2175,1401
5790,9886,2176,1400
5754,9891,2175,1401
5730,9902,2167,1398
5754,9891,2175,1401
5764,9799,2180,1402
5754,9742,2175,1401
5726,9721,2150,1390
5754,9742,2139,1383
5800,9705,2139,1381
5824,9668,2139,1383
5796,9640,2118,1375
5824,9668,2103,1365
5919,9668,2101,1354
6032,9668,2103,1347
6050,9649,2085,1338
6032,9668,2068,1330
6036,9666,2061,1320
6101,9668,2068,1312
6147,9649,2065,1301
6170,9668,2068,1294
6163,9669,2071,1286
6170,9668,2068,1277
6182,9641,2044,1257
6240,9668,2032,1241
6312,9689,2043,1229
6378,9668,2068,1223
6384,9545,2071,1208
6378,9445,2068,1188
6370,9410,2064,1165
6378,9445,2068,1152
6369,9423,2062,1143
6378,9370,2068,1135
6385,9305,2082,1118
6378,9296,2103,1099
6311,9268,2105,1079
6240,9222,2103,1064
6183,9129,2100,1046
6170,9073,2103,1028
6158,9045,2098,1008
6170,9073,2103,993
6175,9079,2115,975
6170,9073,2139,957
6126,9022,2152,936
6101,8998,2175,922
6093,8982,2203,912
6101,8998,2246,904
6086,8992,2278,888
6101,8998,2317,869
6135,8988,2360,848
6170,8998,2424,833
6141,8989,2489,816
6101,8998,2567,798
6079,8990,2645,777
6101,8998,2745,762
6104,8987,2855,752
6101,8998,2994,745
6087,8993,3136,735
6101,8998,3280,727
6102,8982,3411,718
6101,8998,3565,709
6087,9002,3735,699
6101,8998,3921,691
6105,8944,4085,683
6101,8924,4242,674
6077,8938,4392,661
6101,8998,4563,656
6144,9012,4727,657
6170,8998,4884,656
6129,8947,5012,646
6101,8924,5133,638
6116,8904,5240,637
6170,8924,5347,638
6180,8925,5437,630
6170,8924,5525,621
6155,8897,5598,617
6170,8924,5668,621
6168,8961,5711,621
6170,8998,5739,621
6163,8999,5750,619
6170,9073,5775,621
6162,9211,5796,620
6170,9370,5811,621
6171,9429,5793,620
6170,9445,5775,621
6131,9436,5753,619
6101,9445,5739,621
6080,9423,5705,622
6101,9445,5668,621
6142,9502,5615,612
6240,9593,5561,603
6348,9634,5487,599
6448,9668,5419,603
6503,9678,5343,605
6586,9668,5276,603
6693,9564,5198,600
6794,9445,5133,603
6812,9360,5063,606
6794,9370,4991,603
6776,9380,4895,592
6794,9370,4813,585
6796,9316,4736,585
6794,9296,4670,585
6781,9268,4581,576
6794,9222,4492,567
6811,9100,4398,566
6864,8998,4313,567
6928,8953,4207,561
7002,8998,4100,550
7023,9020,3996,539
7002,8998,3921,532
6935,8931,3839,523
6864,8924,3743,514
6746,8935,3624,505
6586,8924,3529,496
6385,8815,3452,485
6240,8701,3387,479
6168,8624,3297,478
6170,8627,3208,479
6169,8624,3125,472
6170,8627,3066,461
6161,8613,3005,450
6170,8627,2959,443
6166,8622,2916,435
6170,8627,2888,426
6163,8615,2848,415
6170,8627,2816,408
6157,8618,2789,400
6170,8627,2781,390
6185,8615,2763,378
6240,8627,2745,372
6253,8618,2719,372
6240,8627,2709,372
6184,8592,2704,366
6170,8552,2709,355
6175,8510,2706,343
6170,8552,2709,337
6073,8614,2717,335
5893,8627,2745,337
5593,8469,2767,339
5200,8180,2781,337
4796,7776,2775,328
4645,7362,2781,319
4950,7023,2793,315
5824,6991,2816,319
7204,7396,2830,322
9013,8255,2852,319
11001,9305,2872,309
12826,10337,2888,301
14072,11221,2883,299
14490,11973,2888,301
13941,12397,2902,302
12549,12271,2923,301
10681,11529,2924,300
8944,10560,2923,301
7725,9771,2921,301
7072,9370,2923,301
6743,9224,2915,301
6586,9222,2923,301
6503,9235,2942,301
6448,9222,2959,301
6325,9112,2943,301
6170,8998,2923,301
6048,8925,2914,301
6032,8924,2923,301
6046,8915,2923,301
6032,8924,2923,301
5951,8943,2921,301
5893,8998,2923,301
5848,9011,2906,301
5824,8998,2888,301
5780,8944,2875,301
5824,8924,2888,301
5924,8906,2894,301
6032,8924,2888,301
6039,8920,2862,301
6032,8924,2852,301
6051,8891,2851,301
6101,8850,2852,301
6101,8765,2832,301
6101,8701,2816,301
6120,8660,2810,301
6170,8701,2816,301
6191,8765,2804,301
6240,8850,2781,301
6327,8890,2753,302
6448,8924,2745,301
6505,8920,2742,300
6517,8924,2745,301
6501,8906,2731,304
6517,8924,2709,301
6534,8947,2681,292
6586,8998,2674,284
6665,9003,2674,282
6794,8998,2674,284
6908,8989,2653,284
7002,9073,2638,284
7058,9205,2632,284
7141,9370,2638,284
7238,9481,2635,276
7349,9593,2638,266
7416,9712,2639,261
7488,9891,2638,266
7589,10070,2618,270
7765,10263,2602,266
7930,10417,2595,255
8042,10560,2602,248
8072,10661,2601,249
8112,10783,2602,248
8173,10914,2602,240
8250,11081,2602,230
8265,11207,2584,228
8250,11304,2567,230
8227,11342,2556,226
8250,11378,2567,213
8282,11384,2571,199
8320,11378,2567,195
8305,11312,2545,197
8250,11230,2531,195
8158,11115,2523,185
8112,11006,2531,177
8086,10842,2533,177
8042,10635,2531,177
7893,10365,2522,169
7696,10114,2531,160
7494,9874,2547,157
7349,9668,2567,160
7206,9437,2568,156
7072,9222,2567,142
6920,9010,2562,128
6794,8850,2567,124
6671,8691,2565,126
6586,8552,2567,124
6523,8391,2564,114
6517,8255,2567,106
6517,8119,2563,106
6517,8032,2567,106
6475,7945,2566,100
6448,7883,2567,89
6431,7796,2560,84
6448,7734,2567,89
6445,7673,2582,93
6448,7660,2602,89
6437,7647,2604,77
6448,7660,2602,71
6442,7652,2597,72
6448,7660,2602,71
6439,7649,2601,62
6448,7660,2602,53
6442,7653,2599,51
6448,7660,2602,53
6440,7646,2600,48
6448,7660,2602,35
6442,7677,2599,23
6448,7734,2602,18
6440,7794,2600,18
6448,7883,2602,18
6443,7936,2600,12
6448,7957,2602,0
6437,7936,2600,-12
6448,7957,2602,-18
6447,7996,2600,-17
6448,8032,2602,-18
6430,8014,2600,-25
6448,8032,2602,-35
6479,8093,2599,-45
6517,8180,2602,-53
6514,8195,2600,-62
6517,8180,2602,-71
6515,8160,2599,-80
6517,8180,2602,-89
6497,8179,2600,-98
6517,8180,2602,-106
6556,8168,2598,-114
6586,8180,2602,-124
6551,8174,2602,-135
6517,8180,2602,-142
6505,8172,2594,-142
6517,8180,2602,-142
6484,8170,2617,-148
6448,8180,2638,-160
6427,8176,2637,-169
6448,8180,2638,-177
6450,8164,2644,-185
6448,8180,2674,-195
6418,8189,2703,-204
6378,8180,2745,-213
6299,8103,2788,-222
6240,8032,2852,-230
6213,7991,2916,-239
6240,8032,2994,-248
6250,8095,3071,-258
6240,8180,3173,-266
6193,8209,3284,-267
6170,8180,3422,-266
6158,8085,3558,-270
6170,8032,3707,-284
6166,8018,3856,-297
6170,8032,4028,-301
6164,7992,4193,-299
6170,7957,4349,-301
6162,7937,4481,-311
6170,7957,4634,-319
6168,7951,4803,-319
6170,7957,4991,-319
6155,7974,5163,-326
6170,8032,5347,-337
6198,8047,5527,-341
6240,8032,5704,-337
6243,7995,5846,-333
6240,8032,5989,-337
6228,8103,6129,-346
6240,8180,6274,-355
6236,8185,6386,-356
6240,8180,6488,-355
6230,8188,6576,-353
6240,8255,6666,-355
6235,8321,6724,-356
6240,8404,6773,-355
6230,8471,6805,-352
6240,8552,6844,-355
6237,8594,6863,-363
6240,8627,6880,-372
6227,8643,6878,-374
6240,8701,6880,-372
6242,8767,6862,-371
6240,8850,6844,-372
6214,8891,6808,-372
6240,8924,6773,-372
6317,8942,6717,-372
6448,8998,6666,-372
6573,9043,6605,-371
6725,9073,6559,-372
6874,9041,6504,-373
7002,8998,6452,-372
7051,8924,6378,-370
7072,8850,6310,-372
7072,8754,6232,-381
7072,8701,6167,-390
7031,8662,6082,-392
7002,8627,5989,-390
6988,8522,5873,-388
7002,8404,5775,-390
6995,8294,5679,-390
7002,8255,5597,-390
7022,8238,5491,-389
7072,8255,5383,-390
7104,8254,5265,-390
7141,8255,5169,-390
7156,8214,5073,-389
7141,8180,4991,-390
7031,8153,4897,-390
6864,8180,4813,-390
6686,8195,4718,-390
6586,8180,4634,-390
6520,8099,4541,-389
6448,8032,4456,-390
6326,7979,4361,-390
6240,7957,4278,-390
6211,7909,4185,-389
6240,7883,4100,-390
6246,7868,4003,-390
6240,7883,3921,-390
6226,7875,3841,-388
6240,7883,3779,-390
6237,7901,3705,-392
6240,7957,3636,-390
6224,7994,3567,-381
6240,8032,3529,-372
6233,8032,3495,-370
6240,8032,3458,-372
6223,7989,3397,-373
6240,7957,3351,-372
6239,7908,3322,-372
6240,7883,3315,-372
6224,7855,3295,-371
6240,7883,3280,-372
6207,7925,3268,-374
6032,7957,3280,-372
5630,7853,3292,-363
5130,7585,3315,-355
4718,7144,3332,-352
4645,6693,3351,-355
5095,6395,3351,-355
6240,6470,3351,-355
8021,6975,3345,-355
10192,7883,3351,-355
12307,8962,3349,-346
14005,10040,3351,-337
14974,10979,3346,-333
15045,11750,3351,-337
14120,12143,3349,-340
12410,11973,3351,-337
10385,11237,3346,-327
8666,10337,3351,-319
7572,9642,3350,-316
7072,9296,3351,-319
6875,9138,3345,-322
6794,9073,3351,-319
6707,9010,3353,-310
6586,8924,3351,-301
6402,8744,3328,-298
6240,8552,3315,-301
6137,8399,3310,-304
6101,8329,3315,-301
6059,8276,3300,-292
6032,8255,3280,-284
6014,8241,3256,-280
6032,8255,3244,-284
6024,8244,3225,-287
6032,8255,3208,-284
6021,8250,3186,-273
6032,8255,3173,-266
6016,8230,3152,-264
6032,8255,3137,-266
6056,8291,3116,-265
6101,8329,3101,-266
6104,8293,3081,-267
6101,8255,3066,-266
6107,8230,3044,-257
6170,8255,3030,-248
6222,8255,3010,-245
6240,8255,2994,-248
6211,8239,2973,-249
6240,8255,2959,-248
6328,8251,2939,-247
6448,8255,2923,-248
6499,8240,2901,-248
6517,8255,2888,-248
6528,8250,2869,-248
6586,8255,2852,-248
6647,8256,2827,-248
6725,8329,2816,-248
6788,8431,2812,-248
6864,8552,2816,-248
6939,8621,2802,-248
7072,8701,2781,-248
7214,8792,2755,-249
7349,8924,2745,-248
7456,9007,2730,-247
7626,9073,2709,-248
7820,9158,2681,-250
7973,9370,2674,-248
8027,9636,2675,-239
8112,9891,2674,-230
8271,10066,2650,-228
8458,10263,2638,-230
8546,10467,2637,-231
8597,10635,2638,-230
8678,10678,2616,-230
8805,10709,2602,-230
8846,10790,2600,-230
8805,10932,2602,-230
8752,11002,2582,-232
8805,11006,2567,-230
8896,10962,2563,-222
8944,10932,2567,-213
8881,10846,2548,-209
8805,10709,2531,-213
8756,10511,2526,-215
8736,10337,2531,-213
8635,10175,2515,-204
8458,10040,2495,-195
8231,9863,2485,-191
8042,9668,2495,-195
7864,9433,2498,-199
7696,9222,2495,-195
7506,9013,2488,-184
7349,8850,2495,-177
7199,8689,2499,-178
7072,8552,2495,-177
6941,8392,2474,-168
6864,8255,2460,-160
6799,8120,2453,-159
6725,8032,2460,-160
6600,7944,2459,-152
6517,7883,2460,-142
6476,7800,2457,-139
6448,7734,2460,-142
6344,7668,2456,-138
6240,7660,2460,-124
6190,7656,2461,-110
6240,7660,2460,-106
6306,7636,2441,-109
6378,7660,2424,-106
6400,7697,2415,-96
6378,7734,2424,-89
6295,7698,2428,-89
6240,7660,2424,-89
6221,7634,2404,-80
6240,7660,2388,-71
6229,7680,2379,-70
6240,7734,2388,-71
6285,7799,2394,-64
6378,7883,2388,-53
6432,7921,2365,-49
6448,7957,2353,-53
6429,7985,2351,-57
6448,8032,2353,-53
6478,8037,2334,-43
6517,8032,2317,-35
6518,8008,2309,-33
6517,8032,2317,-35
6508,8085,2318,-37
6517,8180,2317,-35
6510,8220,2313,-34
6517,8180,2317,-35
6530,8069,2316,-38
6586,8032,2317,-35
6650,8084,2314,-26
6725,8180,2317,-18
6767,8199,2315,-16
6794,8180,2317,-18
6772,8158,2314,-18
6725,8180,2317,-18
6644,8180,2315,-18
6586,8180,2317,-18
6538,8167,2313,-16
6517,8180,2317,-18
6497,8174,2315,-26
6517,8180,2317,-35
6529,8172,2311,-38
6517,8180,2317,-35
6460,8170,2327,-34
6448,8180,2353,-35
6478,8178,2369,-37
6517,8180,2388,-35
6487,8162,2408,-34
6448,8180,2460,-35
6430,8192,2525,-38
6448,8180,2602,-35
6422,8098,2666,-27
6378,8032,2745,-18
6345,8003,2837,-15
6378,8032,2959,-18
6418,8034,3079,-20
6448,8032,3208,-18
6440,8016,3339,-16
6448,8032,3494,-18
6448,8028,3650,-21
6448,8032,3814,-18
6427,8019,3969,-9
6448,8032,4135,0
6485,8029,4294,2
6517,8032,4456,0
6484,7994,4607,-2
6448,7957,4777,0
6429,7922,4943,6
6448,7957,5098,18
6443,8002,5209,30
6448,8032,5312,35
6465,8007,5412,33
6517,8032,5525,35
6533,8099,5618,45
6517,8180,5704,53
6468,8185,5774,53
6448,8180,5846,53
6437,8172,5899,62
6448,8180,5953,71
6439,8175,5992,72
6448,8255,6025,71
6466,8399,6025,77
6517,8552,6025,89
6535,8620,6019,98
6517,8701,6025,106
6462,8813,6010,116
6448,8924,5989,124
6449,8931,5950,125
6448,8924,5918,124
6415,8942,5877,130
6448,8998,5846,142
6561,9017,5797,152
6725,9073,5739,160
6824,9156,5660,168
6864,9222,5597,177
6858,9160,5539,186
6864,9073,5490,195
6855,9032,5417,204
6864,9073,5347,213
6864,9082,5272,220
6864,9073,5205,230
6825,9053,5115,241
6794,9073,5026,248
6775,9074,4930,253
6794,9073,4848,266
6814,9032,4755,285
6864,8998,4670,301
6925,8964,4577,309
7002,8998,4492,319
7027,9042,4396,336
7002,9073,4313,355
6925,9048,4223,364
6864,9073,4135,372
6799,9143,4035,387
6725,9222,3957,408
6591,9179,3885,421
6448,9073,3814,426
6314,8977,3719,429
6240,8998,3636,443
6188,9046,3570,462
6170,9073,3529,479
6158,9043,3475,487
6170,9073,3422,496
6172,9164,3364,511
6170,9296,3315,532
6135,9355,3256,550
6101,9370,3208,567
6049,9351,3166,584
6032,9370,3137,603
6014,9385,3097,620
6032,9445,3066,638
6027,9527,3038,655
6032,9668,3030,674
6018,9743,3013,691
6032,9742,2994,709
6039,9687,2968,727
6032,9742,2959,745
5941,9852,2954,761
5754,9891,2959,780
5424,9697,2955,799
4992,9370,2959,816
4536,8983,2957,824
4298,8627,2959,833
4524,8332,2952,846
5408,8329,2959,869
6883,8748,2972,890
8736,9593,2994,904
10625,10615,2999,911
12271,11676,2994,922
13365,12663,2984,938
13658,13535,2994,957
12970,14067,3010,973
11439,14130,3030,993
9467,13711,3032,1013
7626,13089,3030,1028
6280,12460,3024,1035
5546,11973,3030,1046
5304,11615,3031,1064
5408,11453,3030,1081
5621,11404,3023,1089
5754,11378,3030,1099
5712,11235,3035,1116
5616,11081,3030,1135
5558,10989,3005,1143
5546,11006,2994,1152
5506,11011,2994,1168
5477,11006,2994,1188
5469,10983,2973,1197
5477,11006,2959,1206
5430,11024,2956,1220
5408,11081,2959,1241
5420,11138,2939,1253
5477,11230,2923,1259
5479,11253,2917,1262
5477,11230,2923,1277
5489,11134,2908,1294
5546,11081,2888,1312
5585,11054,2865,1322
5616,11081,2852,1330
5619,11075,2830,1336
5616,11081,2816,1347
5592,11066,2810,1357
5616,11081,2816,1365
5677,11070,2804,1364
5754,11081,2781,1365
5767,11070,2752,1369
5754,11081,2745,1383
5752,11065,2744,1394
5824,11081,2745,1401
5923,11076,2728,1398
6032,11081,2709,1401
6083,11053,2687,1408
6101,11081,2674,1418
6103,11135,2653,1419
6170,11230,2638,1418
6273,11266,2627,1416
6378,11304,2638,1418
6436,11341,2644,1417
6517,11453,2638,1418
6618,11561,2613,1417
6725,11676,2602,1418
6783,11737,2602,1416
6864,11824,2602,1418
6985,11932,2581,1420
7141,12122,2567,1418
7254,12311,2563,1408
7349,12494,2567,1401
7403,12604,2548,1398
7418,12717,2531,1401
7388,12816,2523,1393
7418,12940,2531,1383
7517,13019,2529,1371
7626,13089,2531,1365
7643,13118,2532,1356
7626,13163,2531,1347
7618,13170,2510,1336
7626,13163,2495,1330
7570,13095,2490,1321
7488,13014,2495,1312
7422,12875,2491,1299
7418,12717,2495,1294
7400,12515,2509,1293
7349,12345,2531,1294
7246,12163,2534,1286
7141,11973,2531,1277
7007,11710,2526,1265
6864,11453,2531,1259
6702,11202,2529,1249
6586,11006,2531,1241
6503,10804,2529,1231
6448,10635,2531,1223
6350,10446,2525,1213
6240,10263,2531,1206
6136,10048,2545,1196
6101,9891,2567,1188
6091,9762,2570,1176
6101,9668,2567,1170
6090,9537,2561,1169
6101,9445,2567,1170
6103,9362,2568,1163
6101,9296,2567,1152
6059,9170,2549,1141
6032,9073,2531,1135
6016,9008,2517,1126
6032,8998,2531,1117
6028,8954,2553,1106
6032,8924,2567,1099
6024,8901,2550,1091
6032,8924,2531,1081
6022,8921,2521,1069
6032,8924,2531,1064
6050,8908,2534,1062
6101,8924,2531,1064
6136,8939,2524,1057
6170,8998,2531,1046
6189,9043,2535,1034
6240,9073,2531,1028
6300,9051,2509,1020
6378,9073,2495,1011
6423,9130,2490,998
6448,9222,2495,993
6439,9261,2492,992
6448,9296,2495,993
6466,9322,2496,985
6517,9370,2495,975
6556,9374,2476,964
6586,9370,2460,957
6583,9352,2452,948
6586,9370,2460,940
6580,9370,2460,930
6586,9370,2460,922
6577,9351,2455,912
6586,9370,2460,904
6587,9376,2458,895
6586,9370,2460,886
6549,9316,2456,875
6517,9296,2460,869
6496,9290,2457,868
6517,9296,2460,869
6525,9250,2457,862
6517,9222,2460,851
6472,9205,2455,840
6448,9222,2460,833
6435,9209,2469,825
6448,9222,2495,816
6444,9228,2514,804
6448,9222,2531,798
6423,9140,2537,791
6378,9073,2567,780
6295,9043,2610,761
6240,9073,2674,745
6218,9073,2734,733
6240,9073,2816,727
6240,9059,2902,718
6240,9073,2994,709
6229,9064,3072,700
6240,9073,3173,691
6236,9067,3289,680
6240,9073,3422,674
6231,9051,3539,672
6240,9073,3672,674
6235,9127,3820,667
6240,9222,3993,656
6231,9251,4152,644
6240,9222,4313,638
6235,9130,4470,631
6240,9073,4634,621
6230,9046,4777,607
6240,9073,4919,603
6238,9075,5056,604
6240,9073,5205,603
6226,9050,5334,592
6240,9073,5454,585
6245,9082,5546,585
6240,9073,5632,585
6210,9013,5701,575
6240,8998,5775,567
6309,9021,5833,567
6378,9073,5882,567
6377,9069,5900,558
6378,9073,5918,550
6402,9109,5930,548
6448,9222,5953,550
6445,9312,5957,541
6448,9370,5953,532
6469,9383,5931,530
6517,9445,5918,532
6521,9520,5897,525
6517,9593,5882,514
6508,9597,5847,509
6517,9593,5811,514
6501,9581,5757,518
6517,9593,5704,514
6583,9581,5630,503
6725,9593,5561,496
6868,9597,5483,495
7002,9593,5419,496
7086,9520,5345,495
7141,9445,5276,496
7146,9383,5187,498
7141,9370,5098,496
7108,9332,4998,487
7072,9296,4919,479
7019,9264,4844,476
7002,9296,4777,479
6997,9317,4688,479
7002,9296,4599,479
6984,9182,4501,479
7002,9073,4420,479
7055,8997,4330,470
7141,8998,4242,461
7188,8998,4144,457
7210,8998,4064,461
7190,8956,3987,464
7141,8924,3921,461
7018,8895,3833,452
6864,8924,3743,443
6699,8942,3654,439
6586,8924,3600,443
6498,8812,3551,447
6448,8701,3494,443
6398,8625,3411,431
6378,8627,3351,426
6366,8622,3310,427
6378,8627,3280,426
6376,8633,3222,415
6378,8701,3173,408
6368,8777,3142,408
6378,8850,3137,408
6376,8856,3119,398
6378,8850,3101,390
6318,8827,3079,389
6240,8850,3066,390
6173,8871,3041,382
6240,8924,3030,372
6341,8955,3025,370
6378,8998,3030,372
6295,9000,3023,366
6240,8998,3030,355
6228,8977,3046,349
6170,8998,3066,355
5940,8999,3063,359
5616,8924,3066,355
5241,8639,3078,344
4853,8180,3101,337
4563,7661,3103,336
4784,7362,3101,337
5850,7455,3106,336
7696,8032,3137,337
9756,8945,3161,338
11578,10040,3173,337
13081,11086,3165,328
14351,11973,3173,319
14999,12542,3187,316
14421,12717,3208,319
12530,12393,3209,320
10192,11676,3208,319
8379,10771,3203,317
7418,10040,3208,319
6963,9646,3205,320
6725,9593,3208,319
6590,9648,3206,316
6517,9668,3208,319
6388,9568,3202,327
6240,9445,3208,337
6118,9333,3211,340
6032,9296,3208,337
5913,9282,3184,333
5824,9296,3173,337
5798,9289,3180,346
5824,9296,3208,355
5794,9284,3227,357
5754,9296,3244,355
5724,9287,3248,352
5754,9296,3244,355
5757,9283,3220,363
5754,9296,3208,372
5732,9269,3205,375
5754,9222,3208,372
5784,9126,3190,368
5824,9073,3173,372
5824,9050,3164,382
5824,9073,3173,390
5829,9066,3162,390
5893,9073,3137,390
5965,9064,3106,391
6032,9073,3101,390
6057,9054,3103,387
6101,9073,3101,390
6139,9120,3078,401
6170,9222,3066,408
6175,9277,3062,401
6240,9296,3066,390
6345,9269,3048,386
6448,9296,3030,390
6477,9330,3010,391
6517,9370,2994,390
6601,9373,2969,390
6725,9445,2959,390
6798,9572,2957,389
6864,9742,2959,390
6944,9851,2938,393
7072,9965,2923,390
7196,10091,2918,379
7349,10263,2923,372
7497,10403,2907,373
7626,10560,2888,372
7690,10725,2876,363
7765,10932,2888,355
7863,11114,2892,354
7973,11304,2888,355
8018,11461,2866,346
8042,11601,2852,337
8065,11676,2843,336
8112,11750,2852,337
8119,11794,2855,329
8112,11824,2852,319
8096,11806,2830,317
8112,11824,2816,319
8112,11841,2810,313
8112,11824,2816,301
8098,11711,2814,296
8112,11601,2816,301
8098,11498,2814,306
8042,11378,2816,301
7909,11157,2810,290
7765,10932,2816,284
7617,10733,2829,284
7488,10560,2852,284
7336,10305,2856,275
7210,10040,2852,266
7116,9809,2842,263
7072,9668,2852,266
6991,9518,2868,266
6864,9370,2888,266
6695,9201,2889,267
6586,9073,2888,266
6531,8943,2882,258
6517,8850,2888,248
6476,8736,2886,244
6448,8627,2888,248
6413,8489,2883,252
6378,8404,2888,248
6299,8346,2887,238
6240,8329,2888,230
6214,8281,2882,229
6240,8255,2888,230
6243,8235,2890,230
6240,8255,2888,230
6224,8250,2867,232
6240,8255,2852,230
6240,8241,2844,222
6240,8255,2852,213
6224,8269,2851,209
6240,8329,2852,213
6244,8375,2848,216
6240,8404,2852,213
6213,8382,2849,204
6240,8404,2852,195
6304,8464,2849,191
6378,8552,2852,195
6388,8569,2848,199
6378,8552,2852,195
6365,8524,2850,183
6378,8552,2852,177
6371,8585,2847,179
6378,8627,2852,177
6397,8627,2854,167
6448,8627,2852,160
6480,8611,2831,160
6517,8627,2816,160
6545,8629,2808,150
6586,8627,2816,142
6596,8580,2816,142
6586,8552,2816,142
6544,8534,2811,133
6517,8552,2816,124
6500,8548,2814,124
6517,8552,2816,124
6522,8541,2811,115
6517,8552,2816,106
6475,8545,2814,106
6448,8552,2816,106
6433,8542,2809,97
6448,8552,2816,89
6429,8545,2827,89
6378,8552,2852,89
6291,8541,2866,80
6240,8552,2888,71
6220,8547,2909,71
6240,8552,2959,71
6240,8538,3019,62
6240,8552,3101,53
6228,8551,3181,52
6240,8552,3280,53
6238,8530,3387,45
6240,8552,3529,35
6227,8568,3680,34
6240,8552,3850,35
6243,8461,4016,29
6240,8404,4206,18
6198,8388,4399,13
6170,8404,4599,18
6154,8380,4775,22
6170,8404,4955,18
6169,8470,5128,7
6170,8552,5312,0
6159,8553,5481,-1
6170,8552,5668,0
6186,8575,5857,0
6240,8627,6060,0
6302,8622,6240,0
6378,8627,6417,0
6419,8650,6575,-1
6448,8701,6738,0
6445,8700,6879,2
6448,8701,7023,0
6436,8696,7139,-9
6448,8701,7237,-18
6447,8671,7301,-20
6448,8701,7379,-18
6429,8793,7454,-16
6448,8924,7522,-18
6479,8978,7541,-18
6517,8998,7557,-18
6513,9014,7571,-17
6517,9073,7593,-18
6516,9091,7578,-18
6517,9073,7557,-18
6475,9015,7530,-18
6448,8998,7522,-18
6451,8991,7490,-18
6517,8998,7450,-18
6599,8979,7390,-18
6725,8998,7344,-18
6882,9031,7287,-18
7072,9073,7237,-18
7187,9049,7164,-18
7210,8998,7094,-18
7174,8917,7002,-18
7210,8850,6916,-18
7295,8759,6817,-18
7349,8701,6738,-18
7286,8673,6647,-18
7210,8701,6559,-18
7183,8689,6447,-17
7210,8627,6345,-18
7204,8496,6235,-18
7210,8404,6132,-18
7255,8366,6002,-17
7349,8404,5882,-18
7402,8418,5763,-19
7418,8404,5668,-18
7391,8347,5560,-15
7349,8329,5454,-18
7254,8323,5336,-27
7141,8329,5240,-35
7001,8290,5145,-38
6864,8255,5062,-35
6705,8210,4956,-34
6586,8180,4848,-35
6516,8105,4729,-36
6517,8032,4634,-35
6519,7983,4540,-35
6517,8032,4456,-35
6498,8112,4358,-35
6517,8180,4278,-35
6548,8178,4200,-37
6586,8180,4135,-35
6582,8201,4057,-33
6586,8255,3993,-35
6576,8262,3931,-44
6586,8255,3886,-53
6567,8210,3827,-55
6586,8180,3779,-53
6591,8148,3732,-52
6586,8180,3707,-53
6533,8200,3682,-53
6517,8180,3672,-53
6524,8123,3653,-54
6517,8180,3636,-53
6377,8283,3608,-52
6101,8255,3600,-53
5678,7944,3598,-61
5200,7511,3600,-71
4810,7074,3580,-74
4853,6693,3565,-71
5624,6433,3555,-67
7210,6619,3565,-71
9285,7405,3564,-80
11439,8627,3565,-89
13378,9860,3558,-91
14975,10932,3565,-89
15865,11780,3563,-87
15599,12345,3565,-89
14061,12413,3559,-90
11855,11973,3565,-89
9777,11189,3565,-86
8320,10411,3565,-89
7482,9850,3545,-98
7141,9593,3529,-106
7058,9480,3518,-109
7002,9370,3529,-106
6807,9173,3534,-105
6586,8998,3529,-106
6445,8888,3504,-107
6378,8850,3494,-106
6271,8781,3491,-106
6170,8701,3494,-106
6135,8630,3475,-107
6170,8627,3458,-106
6154,8609,3439,-106
6101,8552,3422,-106
6031,8445,3384,-107
6032,8404,3351,-106
6047,8397,3325,-105
