aVF,V,PLETH
850,5169,5183
1211,4814,5190
1786,4143,5164
2470,3232,5138
3245,2187,5119
4117,1253,5138
4750,721,5145
4553,857,5138
3309,1568,5101
1598,2506,5086
281,3313,5078
-242,3957,5086
-173,4515,5076
145,5012,5086
497,5331,5102
775,5474,5138
906,5507,5156
920,5540,5190
902,5567,5228
920,5606,5294
965,5634,5355
1017,5672,5449
1047,5678,5563
1065,5672,5709
1089,5652,5837
1162,5672,5968
1259,5725,6088
1356,5804,6228
1421,5852,6354
1501,5870,6487
1607,5860,6609
1744,5870,6747
1869,5891,6860
1986,5935,6954
2111,5967,7005
2276,6001,7058
2465,6024,7104
2664,6067,7162
2867,6101,7192
3100,6133,7214
3348,6133,7212
3584,6133,7214
3784,6123,7189
3971,6133,7162
4154,6149,7122
4310,6199,7110
4408,6242,7089
4456,6265,7058
4471,6235,6995
4456,6199,6954
4384,6161,6924
4262,6133,6902
4104,6071,6845
3923,6001,6799
3701,5924,6762
3439,5870,6747
3146,5802,6698
2857,5738,6643
2582,5660,6579
2325,5606,6539
2074,5558,6485
1840,5540,6435
1628,5509,6373
1453,5474,6332
1298,5422,6277
1162,5408,6228
1030,5407,6165
920,5408,6124
829,5369,6071
775,5342,6020
739,5329,5952
726,5342,5916
719,5333,5889
726,5342,5864
728,5364,5803
726,5408,5761
717,5415,5743
726,5408,5761
748,5391,5744
775,5408,5709
792,5432,5662
823,5474,5657
881,5501,5657
969,5540,5657
1064,5584,5624
1162,5672,5605
1260,5772,5593
1356,5870,5605
1437,5916,5601
1501,5935,5605
1542,5915,5600
1550,5870,5605
1515,5774,5595
1453,5672,5605
1389,5581,5622
1356,5540,5657
1351,5507,5662
1356,5474,5657
1328,5428,5642
1259,5408,5657
1144,5406,5663
1017,5408,5657
902,5376,5619
823,5342,5605
784,5321,5602
775,5342,5605
776,5352,5574
775,5342,5553
757,5296,5543
726,5276,5553
689,5289,5529
678,5342,5501
737,5345,5480
920,5210,5501
1260,4786,5511
1792,4023,5501
2537,2974,5461
3439,1913,5449
4242,1127,5447
4553,857,5449
4067,1113,5416
2857,1781,5397
1373,2612,5389
194,3429,5397
-336,4113,5371
-242,4682,5345
169,5116,5326
581,5408,5345
826,5539,5362
920,5606,5397
944,5662,5434
969,5738,5501
995,5779,5566
1017,5804,5657
1031,5802,5748
1065,5804,5864
1112,5789,5980
1162,5804,6124
1198,5834,6257
1259,5870,6383
1344,5870,6477
1453,5870,6591
1546,5887,6715
1647,5935,6850
1759,5969,6938
1889,6001,7006
2009,6026,7066
2131,6067,7162
2277,6096,7248
2470,6133,7318
2686,6160,7342
2906,6199,7369
3117,6228,7376
3342,6265,7369
3583,6273,7329
3826,6265,7318
4025,6241,7319
4165,6265,7318
4265,6306,7263
4359,6331,7214
4434,6294,7179
4456,6265,7162
4403,6259,7107
4310,6265,7058
4202,6212,7020
4068,6133,7006
3876,6052,6957
3632,6001,6902
3364,5934,6840
3100,5870,6799
2833,5796,6740
2567,5738,6695
2296,5663,6641
2034,5606,6591
1778,5558,6508
1550,5540,6435
1357,5507,6369
1211,5474,6332
1084,5427,6277
969,5408,6228
854,5397,6167
775,5408,6124
732,5404,6066
726,5408,6020
724,5400,5962
726,5408,5916
723,5403,5855
726,5408,5813
723,5399,5773
726,5408,5761
739,5424,5734
775,5474,5709
807,5514,5669
823,5540,5657
830,5528,5651
872,5540,5657
958,5585,5632
1065,5672,5605
1162,5742,5569
1259,5804,5553
1362,5856,5525
1453,5935,5501
1498,5992,5464
1501,6001,5449
1483,5921,5438
1453,5804,5449
1405,5680,5447
1356,5606,5449
1334,5559,5440
1356,5540,5449
1379,5510,5448
1356,5474,5449
1254,5429,5435
1114,5408,5449
974,5403,5471
872,5408,5501
810,5380,5499
775,5342,5501
747,5296,5510
726,5276,5553
718,5260,5583
726,5276,5605
735,5298,5598
726,5342,5605
686,5384,5617
678,5408,5657
848,5246,5685
1308,4748,5709
1962,3877,5704
2664,2836,5709
3445,1811,5703
4359,989,5709
4984,581,5699
4601,857,5709
3049,1746,5708
1162,2836,5709
-39,3687,5692
-291,4287,5709
-42,4796,5734
291,5276,5761
588,5574,5749
823,5672,5761
925,5659,5796
920,5672,5864
901,5698,5908
920,5738,5968
956,5762,6048
1017,5804,6176
1094,5836,6297
1162,5870,6435
1199,5873,6576
1259,5870,6747
1351,5859,6901
1453,5870,7058
1518,5892,7201
1598,5935,7369
1710,5970,7528
1840,6001,7681
1941,6021,7789
2034,6067,7888
2157,6109,7965
2325,6133,8044
2509,6117,8095
2712,6133,8148
2927,6188,8176
3148,6265,8200
3360,6283,8193
3584,6265,8200
3813,6241,8198
4020,6265,8200
4179,6298,8168
4310,6331,8148
4413,6332,8121
4456,6331,8096
4423,6304,8035
4359,6265,7992
4284,6194,7957
4165,6133,7940
3967,6065,7888
3729,6001,7837
3491,5920,7776
3245,5870,7733
2959,5833,7669
2664,5804,7629
2388,5734,7594
2131,5672,7577
1859,5624,7525
1598,5606,7473
1378,5570,7410
1211,5540,7369
1058,5502,7312
920,5474,7266
801,5428,7205
726,5408,7162
684,5400,7102
678,5408,7058
679,5377,7001
678,5342,6954
654,5316,6890
630,5342,6850
615,5375,6813
630,5408,6799
653,5407,6766
678,5408,6747
697,5400,6714
726,5408,6695
754,5402,6658
775,5408,6643
800,5418,6630
872,5474,6643
991,5558,6639
1114,5672,6643
1197,5755,6633
1259,5804,6643
1329,5803,6638
1405,5804,6643
1449,5784,6633
1453,5738,6643
1431,5636,6640
1405,5540,6643
1375,5460,6629
1356,5408,6643
1350,5356,6662
1356,5342,6695
1331,5347,6696
1259,5342,6695
1137,5298,6683
1017,5276,6695
927,5279,6692
872,5276,6695
838,5227,6684
823,5210,6695
824,5240,6695
823,5276,6695
802,5242,6663
775,5210,6643
770,5225,6627
823,5276,6643
956,5243,6645
1211,5078,6643
1634,4691,6612
2276,4023,6591
3131,3076,6558
4068,2110,6539
4766,1447,6504
4843,1319,6487
4107,1666,6457
2761,2308,6435
1288,2999,6395
194,3627,6383
-268,4149,6374
-145,4616,6383
274,5000,6370
678,5276,6383
897,5408,6413
969,5474,6487
990,5507,6554
1017,5540,6643
1038,5537,6730
1065,5540,6850
1104,5556,6968
1162,5606,7110
1223,5642,7236
1308,5672,7369
1402,5675,7483
1501,5672,7629
1571,5657,7779
1647,5672,7940
1733,5721,8066
1840,5804,8200
1936,5855,8325
2034,5870,8459
2156,5853,8561
2325,5870,8667
2515,5901,8751
2712,5935,8823
2900,5931,8846
3100,5935,8874
3311,5954,8898
3536,6001,8926
3755,6032,8904
3971,6067,8874
4175,6096,8838
4359,6133,8823
4502,6138,8762
4601,6133,8667
4649,6119,8528
4649,6133,8407
4598,6140,8290
4504,6133,8200
4373,6076,8105
4214,6001,8044
4015,5917,7985
3778,5870,7940
3498,5832,7862
3196,5804,7785
2894,5741,7694
2615,5672,7629
2348,5591,7547
2083,5540,7473
1818,5497,7384
1598,5474,7318
1432,5434,7236
1308,5408,7162
1183,5389,7068
1065,5408,7006
956,5416,6948
872,5408,6902
804,5362,6821
775,5342,6747
769,5355,6674
775,5408,6643
768,5424,6609
775,5408,6591
796,5376,6557
823,5408,6539
826,5475,6507
823,5540,6487
834,5543,6451
872,5540,6435
917,5553,6420
969,5606,6435
1030,5658,6437
1114,5738,6435
1208,5832,6401
1308,5935,6383
1405,5987,6371
1501,6001,6383
1574,5974,6379
1598,5935,6383
1564,5867,6376
1501,5804,6383
1456,5733,6377
1453,5672,6383
1464,5596,6378
1453,5540,6383
1393,5499,6375
1308,5474,6383
1194,5437,6382
1065,5408,6383
928,5391,6353
823,5408,6332
777,5413,6315
775,5408,6332
764,5390,6335
726,5408,6332
689,5418,6299
678,5408,6280
641,5392,6250
533,5474,6228
420,5586,6188
484,5540,6176
835,5105,6170
1453,4287,6176
2278,3198,6149
3293,2044,6124
4359,1032,6090
5085,462,6072
4987,501,6037
3923,1121,6020
2297,2046,6007
823,3034,6020
0,3903,6016
-145,4616,6020
82,5131,6011
387,5474,6020
614,5651,6027
726,5738,6072
741,5766,6119
726,5804,6176
734,5835,6211
775,5870,6280
818,5871,6369
872,5870,6487
940,5858,6583
1017,5870,6695
1068,5890,6811
1114,5935,6954
1168,5973,7079
1259,6001,7214
1353,6020,7338
1453,6067,7473
1545,6112,7579
1647,6133,7681
1757,6113,7757
1889,6133,7837
2041,6194,7887
2228,6265,7940
2437,6271,7968
2664,6265,7992
2897,6278,7986
3148,6331,7992
3415,6364,7990
3681,6397,7992
3904,6425,7963
4068,6463,7940
4178,6465,7908
4262,6463,7888
4326,6456,7851
4359,6463,7837
4336,6438,7812
4262,6397,7785
4151,6328,7721
4020,6265,7681
3853,6190,7649
3632,6133,7629
3354,6066,7570
3051,6001,7525
2751,5920,7488
2470,5870,7473
2196,5831,7420
1937,5804,7369
1700,5739,7323
1501,5672,7318
1324,5595,7295
1162,5540,7266
1004,5486,7205
872,5474,7162
761,5472,7120
678,5474,7110
611,5436,7085
581,5408,7058
574,5393,6998
581,5408,6954
577,5405,6915
581,5408,6902
598,5402,6873
630,5408,6850
640,5397,6813
630,5408,6799
615,5430,6784
630,5474,6799
669,5500,6800
726,5540,6799
803,5589,6764
920,5672,6747
1056,5760,6735
1162,5870,6747
1216,5956,6740
1259,6001,6747
1330,5975,6743
1405,5935,6747
1419,5896,6718
1356,5870,6695
1266,5809,6676
1211,5738,6695
1201,5660,6700
1211,5606,6695
1200,5559,6657
1162,5540,6643
1081,5536,6636
969,5540,6643
835,5515,6617
726,5474,6591
664,5424,6556
630,5408,6539
599,5404,6506
581,5408,6487
583,5376,6457
581,5342,6435
556,5315,6396
533,5342,6383
531,5391,6377
581,5408,6383
784,5195,6357
1259,4616,6332
1960,3671,6297
2761,2572,6280
3668,1469,6245
4698,528,6228
5402,8,6215
5037,264,6228
3436,1234,6209
1453,2440,6176
145,3391,6125
-194,4089,6124
-2,4693,6143
291,5210,6176
546,5472,6170
726,5540,6176
784,5575,6201
775,5672,6280
785,5730,6355
823,5738,6435
828,5721,6498
823,5738,6591
852,5741,6685
920,5738,6799
972,5723,6895
1017,5738,7006
1070,5764,7105
1162,5804,7214
1255,5833,7306
1356,5870,7421
1461,5900,7526
1598,5935,7629
1747,5959,7699
1889,6001,7785
2017,6036,7864
2179,6067,7940
2399,6080,7967
2664,6133,7992
2918,6204,8012
3148,6265,8044
3376,6265,8042
3632,6265,8044
3893,6285,8039
4117,6331,8044
4281,6338,8016
4407,6331,7992
4503,6321,7958
4553,6331,7940
4531,6309,7904
4456,6265,7888
4361,6193,7864
4262,6133,7837
4125,6063,7773
3923,6001,7733
3664,5928,7701
3390,5870,7681
3109,5800,7621
2809,5738,7577
2484,5660,7542
2179,5606,7525
1918,5560,7470
1695,5540,7421
1486,5504,7380
1308,5474,7369
1155,5432,7325
1017,5408,7266
876,5371,7194
775,5342,7162
717,5299,7118
678,5276,7058
620,5260,6961
581,5276,6902
573,5279,6868
581,5276,6850
571,5257,6792
581,5276,6747
626,5309,6711
678,5342,6695
686,5335,6640
678,5342,6591
687,5364,6551
726,5408,6539
782,5430,6491
872,5474,6435
995,5552,6382
1114,5672,6383
1192,5757,6387
1259,5804,6383
1350,5822,6345
1453,5870,6332
1510,5897,6326
1501,5870,6332
1452,5766,6301
1405,5672,6280
1372,5600,6266
1356,5540,6280
1338,5455,6275
1308,5408,6280
1247,5408,6276
1162,5408,6280
1045,5345,6251
920,5276,6228
805,5252,6211
726,5276,6228
690,5278,6231
678,5276,6228
661,5273,6197
630,5276,6176
596,5238,6144
581,5210,6124
577,5217,6090
581,5276,6072
622,5297,6043
775,5210,6020
1093,4877,5981
1598,4221,5968
2290,3228,5962
3148,2110,5968
4014,1154,5942
4553,659,5916
4380,729,5880
3390,1319,5864
1916,2187,5846
581,3100,5864
-141,3870,5887
-194,4485,5916
125,4943,5908
484,5276,5916
715,5457,5945
823,5540,6020
860,5565,6091
872,5606,6176
869,5641,6246
872,5672,6332
884,5669,6414
920,5672,6539
963,5667,6669
1017,5672,6799
1076,5663,6890
1162,5672,7006
1255,5694,7134
1356,5738,7266
1444,5770,7345
1550,5804,7421
1666,5830,7496
1792,5870,7577
1909,5898,7608
2034,5935,7629
2184,5963,7645
2373,6001,7681
2583,6027,7686
2809,6067,7681
3042,6098,7651
3293,6133,7629
3559,6154,7593
3826,6199,7577
4052,6238,7552
4214,6265,7525
4318,6256,7465
4407,6265,7421
4480,6275,7386
4504,6265,7369
4453,6196,7319
4359,6133,7266
4249,6092,7201
4117,6067,7162
3925,6001,7107
3681,5935,7058
3412,5888,6995
3148,5870,6954
2882,5814,6900
2615,5738,6850
2345,5652,6784
2083,5606,6747
1826,5567,6714
1598,5540,6695
1406,5499,6643
1259,5474,6591
1132,5438,6528
1017,5408,6487
905,5362,6432
823,5342,6383
765,5331,6320
726,5342,6280
690,5337,6241
678,5342,6228
677,5336,6200
678,5342,6176
667,5332,6121
678,5342,6072
706,5363,6024
726,5408,6020
718,5421,6020
726,5408,6020
769,5380,5986
823,5408,5968
861,5469,5958
920,5540,5968
1029,5587,5959
1162,5672,5968
1270,5779,5984
1356,5870,6020
1437,5881,6024
1501,5870,6020
1520,5846,6005
1501,5804,6020
1460,5698,6039
1405,5606,6072
1341,5557,6077
1308,5540,6072
1308,5480,6052
1308,5408,6072
1254,5358,6102
1162,5342,6124
1045,5310,6094
920,5276,6072
800,5257,6063
726,5276,6072
714,5284,6047
726,5276,6020
713,5237,5987
678,5210,5968
660,5191,5931
678,5210,5916
689,5238,5910
678,5276,5916
702,5245,5887
872,5078,5864
1236,4641,5851
1792,3891,5864
2537,2857,5846
3439,1781,5813
4253,972,5767
4553,725,5761
4028,1056,5760
2809,1781,5761
1374,2597,5728
242,3363,5709
-300,4028,5696
-242,4616,5709
163,5062,5703
581,5342,5709
805,5463,5716
872,5540,5761
895,5607,5805
920,5672,5864
921,5681,5908
920,5672,5968
951,5659,6029
1017,5672,6124
1070,5668,6221
1114,5672,6332
1167,5687,6424
1259,5738,6539
1355,5781,6659
1453,5804,6799
1539,5796,6908
1647,5804,7006
1763,5825,7077
1889,5870,7162
2019,5901,7236
2179,5935,7318
2366,5960,7371
2567,6001,7421
2756,6031,7446
2954,6067,7473
3182,6094,7474
3439,6133,7473
3677,6142,7459
3875,6133,7473
4042,6110,7477
4214,6133,7473
4366,6174,7435
4456,6199,7421
4470,6164,7418
4456,6133,7421
4430,6124,7373
4359,6133,7318
4209,6084,7270
4020,6001,7266
3830,5912,7247
3632,5870,7214
3384,5835,7150
3100,5804,7110
2820,5739,7076
2567,5672,7058
2307,5592,7009
2034,5540,6954
1766,5496,6887
1550,5474,6850
1386,5437,6803
1259,5408,6747
1134,5366,6658
1017,5342,6591
908,5324,6532
823,5342,6487
756,5350,6407
726,5342,6332
719,5297,6262
726,5276,6228
723,5269,6179
726,5276,6124
728,5262,6039
726,5276,5968
716,5307,5898
726,5342,5864
753,5336,5832
775,5342,5813
783,5366,5776
823,5408,5761
912,5426,5748
1017,5474,5761
1094,5558,5770
1162,5672,5813
1252,5746,5861
1356,5804,5916
1441,5844,5938
1501,5870,5968
1542,5825,6005
1550,5738,6072
1497,5627,6125
1405,5540,6176
1327,5460,6201
1308,5408,6228
1318,5367,6242
1308,5342,6280
1231,5305,6309
1114,5276,6332
983,5260,6321
872,5276,6332
784,5284,6356
726,5276,6383
696,5235,6337
678,5210,6228
655,5197,6078
630,5210,5968
604,5205,5895
581,5210,5864
550,5226,5832
533,5276,5813
595,5265,5782
823,5078,5761
1240,4557,5724
1840,3693,5709
2626,2599,5698
3536,1583,5709
4262,935,5689
4359,857,5657
3607,1288,5610
2276,2044,5605
895,2884,5605
-97,3693,5605
-506,4387,5567
-339,4946,5553
162,5319,5562
630,5540,5605
824,5632,5624
823,5672,5657
817,5668,5707
872,5672,5813
911,5684,5914
920,5738,6020
944,5783,6122
1017,5804,6280
1094,5770,6457
1162,5738,6643
1222,5720,6790
1308,5738,6954
1398,5762,7128
1501,5804,7318
1594,5840,7458
1695,5870,7577
1803,5865,7674
1937,5870,7785
2094,5887,7867
2276,5935,7940
2467,5968,7987
2664,6001,8044
2853,6025,8076
3051,6067,8096
3261,6097,8072
3487,6133,8044
3711,6158,8005
3923,6199,7992
4108,6231,7968
4262,6265,7940
4377,6268,7883
4456,6265,7837
4484,6252,7781
4456,6265,7733
4373,6271,7653
4262,6265,7577
4130,6207,7491
3971,6133,7421
3769,6052,7336
3536,6001,7266
3277,5940,7182
3003,5870,7110
2711,5783,7021
2422,5738,6954
2143,5707,6878
1889,5672,6799
1652,5594,6685
1453,5540,6591
1290,5522,6504
1162,5540,6435
1037,5517,6345
920,5474,6280
823,5422,6222
775,5408,6176
750,5399,6093
726,5408,6020
689,5403,5955
678,5408,5916
696,5399,5857
726,5408,5813
729,5407,5774
726,5408,5761
739,5392,5728
775,5408,5709
804,5437,5694
823,5474,5709
839,5471,5708
872,5474,5709
926,5506,5698
1017,5606,5709
1136,5713,5708
1259,5804,5709
1350,5842,5694
1405,5870,5709
1447,5876,5730
1501,5870,5761
1548,5813,5760
1550,5738,5761
1488,5638,5753
1405,5540,5761
1353,5426,5754
1356,5342,5761
1372,5289,5759
1356,5276,5761
1276,5270,5732
1162,5276,5709
1034,5275,5692
920,5276,5709
830,5266,5714
775,5276,5709
745,5282,5674
726,5276,5657
717,5231,5648
726,5210,5657
737,5224,5636
726,5276,5605
688,5294,5562
678,5276,5553
770,5178,5550
1017,4946,5553
1427,4423,5525
2034,3561,5501
2883,2457,5469
3875,1451,5449
4597,875,5414
4553,923,5397
3608,1462,5387
2179,2242,5397
843,3025,5378
-48,3759,5345
-391,4408,5298
-194,4946,5294
337,5291,5308
823,5474,5345
1000,5548,5363
969,5606,5397
957,5642,5435
1017,5672,5501
1039,5669,5562
1017,5672,5657
1029,5663,5768
1114,5672,5916
1200,5687,6060
1259,5738,6228
1298,5782,6397
1356,5804,6591
1418,5791,6770
1501,5804,6954
1590,5837,7112
1695,5870,7266
1807,5859,7391
1937,5870,7525
2078,5919,7637
2228,6001,7733
2384,6043,7782
2567,6067,7837
2775,6087,7887
3003,6133,7940
3223,6165,7948
3439,6199,7940
3654,6226,7912
3875,6265,7888
4070,6273,7836
4214,6265,7785
4299,6247,7724
4359,6265,7681
4402,6278,7624
4407,6265,7577
4341,6196,7505
4214,6133,7421
4051,6088,7306
3875,6067,7214
3672,6009,7129
3439,5935,7058
3176,5854,6951
2906,5804,6850
2634,5741,6755
2373,5672,6695
2122,5587,6617
1889,5540,6539
1663,5504,6447
1453,5474,6383
1261,5424,6308
1114,5408,6228
1002,5407,6114
920,5408,6020
839,5366,5947
775,5342,5916
732,5336,5869
726,5342,5813
727,5302,5739
726,5276,5709
716,5287,5685
726,5342,5657
749,5357,5590
775,5342,5553
792,5317,5543
823,5342,5553
856,5378,5525
872,5408,5501
874,5400,5487
920,5408,5501
1016,5445,5495
1114,5540,5501
1181,5640,5516
1259,5738,5553
1366,5805,5559
1453,5870,5553
1482,5893,5537
1501,5870,5553
1542,5775,5574
1550,5672,5605
1469,5582,5609
1356,5540,5605
1300,5504,5589
1308,5474,5605
1304,5434,5629
1259,5408,5657
1172,5376,5654
1065,5342,5657
937,5297,5655
823,5276,5657
741,5267,5628
678,5276,5605
617,5271,5590
581,5276,5605
580,5272,5607
581,5276,5605
541,5263,5577
484,5276,5553
451,5306,5519
484,5342,5501
647,5257,5473
1017,4946,5449
1576,4317,5411
2276,3429,5397
3149,2407,5390
4165,1517,5397
4892,1022,5374
4698,1121,5345
3446,1707,5306
1792,2506,5294
500,3244,5270
-194,3891,5242
-435,4462,5195
-291,4946,5190
162,5250,5206
630,5408,5242
813,5479,5254
775,5540,5294
755,5571,5354
823,5606,5449
865,5635,5536
872,5672,5657
916,5673,5798
1017,5672,5968
1099,5665,6116
1162,5672,6280
1239,5665,6450
1356,5672,6643
1461,5693,6803
1550,5738,6954
1616,5772,7082
1695,5804,7214
1796,5808,7316
1937,5804,7421
2101,5786,7517
2276,5804,7629
2457,5835,7715
2664,5870,7785
2885,5865,7814
3100,5870,7837
3290,5888,7836
3487,5935,7837
3704,5967,7812
3923,6001,7785
4096,6012,7731
4214,6001,7681
4293,5955,7618
4359,5935,7577
4402,5935,7526
4407,5935,7473
4346,5895,7390
4214,5870,7318
4013,5847,7236
3778,5804,7162
3533,5695,7069
3293,5606,7006
3038,5560,6952
2761,5540,6902
2477,5471,6801
2228,5408,6695
2008,5386,6595
1792,5408,6539
1560,5389,6482
1356,5342,6435
1209,5288,6360
1114,5276,6280
1019,5269,6183
920,5276,6124
829,5271,6073
775,5276,6020
741,5268,5928
726,5276,5864
716,5274,5827
726,5276,5813
745,5261,5759
775,5276,5709
797,5304,5668
823,5342,5657
844,5343,5626
872,5342,5605
907,5351,5590
969,5408,5605
1042,5470,5603
1114,5540,5605
1178,5595,5596
1259,5672,5605
1359,5740,5600
1453,5804,5605
1510,5835,5599
1550,5870,5605
1611,5884,5598
1695,5870,5605
1740,5782,5602
1695,5672,5605
1586,5573,5593
1501,5540,5605
1484,5533,5624
1501,5540,5657
1480,5534,5660
1405,5540,5657
1287,5543,5645
1162,5540,5657
1031,5508,5659
920,5474,5657
852,5434,5625
823,5408,5605
802,5369,5591
775,5342,5605
745,5321,5607
726,5342,5605
720,5371,5576
726,5408,5553
720,5419,5521
726,5408,5501
862,5263,5470
1259,4880,5449
1870,4191,5418
2567,3297,5397
3342,2314,5365
4214,1451,5345
4798,979,5314
4456,1187,5294
3029,1984,5259
1259,2968,5242
87,3733,5212
-194,4287,5190
42,4768,5151
387,5210,5138
690,5466,5128
920,5540,5138
1034,5525,5142
1065,5540,5190
1081,5564,5257
1114,5606,5345
1136,5638,5409
1162,5672,5501
1214,5671,5628
1308,5672,5813
1406,5668,5992
1501,5672,6176
1573,5661,6346
1647,5672,6539
1712,5699,6718
1792,5738,6902
1875,5762,7073
1986,5804,7266
2120,5842,7436
2276,5870,7577
2424,5858,7657
2567,5870,7733
2717,5897,7806
2906,5935,7888
3121,5950,7925
3342,6001,7940
3553,6075,7934
3778,6133,7940
4009,6124,7920
4214,6133,7888
4357,6188,7830
4456,6265,7785
4523,6276,7730
4553,6265,7681
4524,6260,7602
4456,6265,7525
4367,6211,7436
4262,6133,7369
4114,6072,7290
3923,6067,7214
3694,6050,7121
3439,6001,7058
3153,5901,7000
2857,5804,6954
2560,5717,6876
2276,5672,6799
2012,5633,6710
1792,5606,6643
1610,5564,6561
1453,5540,6487
1297,5505,6399
1162,5474,6332
1052,5426,6265
969,5408,6228
887,5401,6179
823,5408,6124
781,5377,6037
775,5342,5968
774,5315,5906
775,5342,5864
767,5377,5803
775,5408,5761
792,5401,5723
823,5408,5709
848,5427,5677
872,5474,5657
891,5503,5626
920,5540,5605
960,5583,5567
1017,5672,5553
1085,5768,5546
1162,5870,5553
1236,5940,5527
1308,6001,5501
1380,6020,5481
1453,6001,5501
1490,5932,5524
1453,5870,5553
1353,5822,5554
1259,5804,5553
1216,5770,5539
1211,5738,5553
1195,5698,5573
1162,5672,5605
1104,5638,5607
1017,5606,5605
877,5568,5593
726,5540,5605
618,5501,5622
581,5474,5657
581,5455,5667
581,5474,5657
574,5484,5618
581,5474,5605
593,5425,5603
581,5408,5605
527,5430,5573
484,5474,5553
553,5413,5544
823,5144,5553
1312,4531,5529
2034,3561,5501
3013,2338,5466
4165,1187,5449
5113,423,5417
5327,264,5397
4541,658,5368
3051,1451,5345
1488,2404,5305
387,3363,5294
-60,4182,5290
48,4814,5294
429,5224,5260
775,5474,5242
918,5598,5245
920,5672,5294
903,5705,5335
920,5738,5397
940,5743,5475
969,5738,5605
1012,5717,5747
1065,5738,5916
1104,5773,6084
1162,5804,6280
1247,5795,6462
1356,5804,6643
1446,5835,6792
1550,5870,6954
1665,5864,7121
1792,5870,7318
1891,5916,7487
1986,6001,7629
2107,6048,7726
2276,6067,7837
2466,6077,7942
2664,6133,8044
2868,6198,8100
3100,6265,8148
3345,6299,8176
3584,6331,8200
3804,6354,8177
4020,6397,8148
4215,6430,8111
4359,6463,8096
4441,6467,8067
4504,6463,8044
4555,6430,7996
4553,6397,7940
4458,6353,7866
4310,6331,7837
4150,6300,7831
3971,6265,7837
3743,6197,7791
3487,6133,7733
3225,6061,7655
2954,6001,7577
2658,5927,7465
2373,5870,7369
2121,5802,7283
1889,5738,7214
1640,5656,7109
1405,5606,7006
1210,5569,6895
1065,5540,6799
934,5468,6682
823,5408,6591
747,5379,6507
726,5408,6435
724,5421,6327
726,5408,6228
720,5360,6136
726,5342,6072
730,5338,5989
726,5342,5916
711,5308,5848
726,5276,5813
773,5255,5761
823,5276,5709
832,5300,5642
823,5342,5605
842,5390,5572
920,5474,5553
1024,5564,5517
1114,5672,5501
1169,5768,5490
1211,5870,5501
1269,5945,5497
1356,6001,5501
1433,5995,5494
1453,5935,5501
1397,5827,5495
1308,5738,5501
1237,5662,5497
1211,5606,5501
1208,5551,5492
1211,5540,5501
1195,5551,5503
1162,5540,5501
1098,5471,5468
1017,5408,5449
917,5391,5440
823,5408,5449
757,5385,5443
726,5342,5449
719,5295,5450
726,5276,5449
733,5257,5416
726,5276,5397
714,5308,5390
726,5342,5397
756,5333,5373
823,5276,5345
1058,5003,5312
1598,4353,5294
2347,3334,5260
3100,2242,5242
3868,1277,5217
4746,528,5190
5316,144,5129
4795,462,5086
3046,1469,5052
1065,2704,5034
-31,3645,4979
-97,4287,4930
238,4819,4902
533,5276,4930
768,5496,4955
969,5540,4982
1044,5570,5003
1017,5672,5086
996,5734,5202
1017,5738,5345
1019,5718,5478
1017,5738,5657
1047,5745,5872
1114,5738,6124
1176,5719,6351
1259,5738,6591
1356,5772,6839
1453,5804,7110
1513,5802,7347
1598,5804,7577
1729,5823,7785
1889,5870,7992
2020,5901,8156
2131,5935,8304
2268,5962,8415
2470,6001,8511
2709,6026,8564
2954,6067,8615
3190,6102,8645
3439,6133,8667
3703,6129,8643
3971,6133,8615
4210,6150,8581
4407,6199,8563
4566,6234,8516
4698,6265,8459
4781,6269,8377
4795,6265,8304
4740,6230,8217
4649,6199,8148
4527,6161,8066
4359,6133,7992
4144,6073,7903
3923,6001,7837
3699,5917,7760
3439,5870,7681
3123,5833,7568
2809,5804,7473
2532,5737,7386
2276,5672,7318
2002,5617,7215
1744,5606,7110
1530,5583,6994
1356,5540,6902
1178,5458,6796
1017,5408,6695
896,5389,6580
823,5408,6487
763,5407,6382
726,5408,6280
713,5399,6160
726,5408,6072
729,5402,5989
726,5408,5916
718,5403,5809
726,5408,5709
743,5399,5613
775,5408,5553
803,5409,5491
823,5408,5449
836,5388,5409
872,5408,5397
935,5461,5372
1017,5540,5345
1090,5596,5304
1162,5672,5294
1249,5764,5289
1356,5870,5294
1450,5923,5280
1501,5935,5294
1508,5888,5317
1501,5804,5345
1486,5684,5339
1453,5606,5345
1410,5566,5363
1405,5540,5397
1436,5473,5399
1453,5408,5397
1385,5365,5392
1259,5342,5397
1122,5301,5372
1017,5276,5345
934,5271,5327
872,5276,5345
835,5242,5352
823,5210,5345
823,5194,5312
823,5210,5294
809,5208,5270
775,5210,5242
728,5206,5183
726,5210,5138
838,5145,5102
1114,4946,5086
1547,4481,5054
2131,3693,5034
2874,2613,5008
3729,1517,4982
4436,750,4923
4601,594,4878
3973,1011,4843
2712,1781,4826
1286,2622,4790
194,3429,4775
-283,4145,4766
-145,4748,4775
328,5163,4761
775,5408,4775
983,5507,4809
1017,5540,4878
1024,5529,4937
1065,5540,5034
1097,5565,5165
1114,5606,5345
1130,5611,5518
1162,5606,5709
1195,5592,5903
1259,5606,6124
1349,5628,6328
1453,5672,6539
1524,5710,6738
1598,5738,6954
1683,5735,7157
1792,5738,7369
1901,5754,7558
2034,5804,7733
