I,II,ABP,RESP
-91,4012,4810,1808
-141,4014,4764,1806
-273,4012,4748,1808
-327,3844,4716,1819
-364,3670,4685,1836
-452,3644,4648,1837
-455,3670,4623,1836
-298,3582,4583,1840
-182,3500,4560,1863
-261,3556,4550,1882
-364,3670,4560,1890
-296,3653,4540,1885
-182,3585,4498,1890
-229,3640,4445,1902
-364,3841,4435,1918
-378,3997,4440,1926
-273,4012,4435,1945
-197,3926,4394,1971
-182,3841,4373,2000
-171,3753,4371,2012
-182,3670,4373,2027
-263,3620,4336,2050
-364,3670,4311,2082
-422,3748,4305,2099
-455,3756,4311,2110
-508,3679,4278,2117
-546,3670,4248,2137
-543,3738,4237,2152
-546,3756,4248,2164
-570,3646,4223,2172
-546,3585,4186,2192
-472,3642,4162,2217
-455,3670,4186,2247
-500,3471,4200,2262
-455,3158,4186,2274
-235,2908,4140,2281
0,2817,4123,2301
117,2891,4125,2326
182,3244,4123,2356
350,3814,4085,2373
637,4353,4061,2384
1034,4626,4056,2388
1548,4780,4061,2411
2052,5059,4028,2439
2185,5463,3998,2466
1721,5692,3986,2476
910,5634,3998,2493
290,5542,3995,2517
91,5804,3998,2548
2,6432,4000,2561
-455,7085,3998,2575
-1383,7432,3962,2595
-2458,7511,3936,2630
-3322,7512,3929,2658
-3915,7511,3936,2685
-4350,7418,3908,2707
-4643,7255,3873,2740
-4687,7154,3854,2767
-4461,7170,3873,2795
-4101,7086,3882,2815
-3733,6658,3873,2849
-3335,5877,3836,2887
-2822,5036,3811,2932
-2213,4372,3798,2960
-1639,3926,3811,2986
-1210,3605,3816,3007
-910,3414,3811,3041
-691,3342,3777,3068
-546,3329,3748,3096
-484,3278,3732,3115
-455,3244,3748,3151
-409,3269,3757,3189
-364,3329,3748,3233
-354,3310,3709,3259
-364,3244,3686,3288
-362,3203,3678,3319
-364,3244,3686,3370
-345,3272,3680,3413
-273,3244,3686,3452
-177,3170,3689,3475
-182,3158,3686,3507
-292,3198,3650,3533
-364,3244,3623,3562
-288,3240,3613,3581
-182,3244,3623,3616
-213,3255,3620,3655
-364,3244,3623,3699
-447,3204,3625,3723
-364,3244,3623,3753
-222,3356,3589,3787
-182,3414,3561,3836
-267,3331,3549,3875
-364,3244,3561,3918
-387,3263,3559,3954
-364,3329,3561,4000
-361,3306,3558,4037
-364,3244,3561,4082
-307,3223,3552,4121
-182,3244,3561,4164
-84,3237,3568,4189
-91,3244,3561,4219
-161,3264,3518,4250
-182,3244,3498,4301
-132,3164,3517,4344
-91,3158,3561,4384
-102,3255,3569,4404
-91,3329,3561,4438
16,3279,3550,4474
182,3244,3561,4521
330,3319,3559,4548
455,3414,3561,4575
593,3388,3572,4595
728,3329,3623,4630
831,3347,3683,4656
910,3414,3748,4685
977,3420,3801,4705
1001,3414,3873,4740
990,3452,3956,4767
1001,3500,4061,4795
1037,3468,4153,4802
1001,3414,4248,4822
864,3398,4334,4843
728,3414,4435,4877
675,3400,4527,4891
637,3414,4623,4904
547,3514,4708,4909
455,3670,4810,4932
416,3734,4904,4944
364,3670,4998,4959
233,3575,5079,4955
91,3585,5185,4959
24,3653,5287,4962
0,3670,5373,4986
-48,3626,5422,5002
-91,3670,5497,5014
-90,3796,5592,5006
-91,3841,5685,5014
-142,3730,5720,5023
-182,3670,5747,5041
-151,3782,5792,5037
-91,3926,5872,5041
-75,3914,5935,5047
-91,3841,5997,5069
-117,3830,6054,5069
-182,3841,6122,5069
-295,3778,6158,5059
-364,3756,6185,5069
-310,3843,6204,5069
-182,3926,6247,5069
-97,3879,6280,5049
-91,3841,6310,5041
-104,3921,6309,5033
-91,4012,6310,5041
-79,3949,6300,5037
-91,3841,6310,5041
-82,3837,6310,5035
0,3926,6310,5041
97,3979,6279,5036
91,4012,6247,5041
-18,4039,6205,5036
-91,4012,6185,5041
-52,3896,6155,5036
0,3841,6122,5041
-32,3916,6059,5036
-91,4012,5997,5041
-96,3960,5927,5035
-91,3841,5872,5041
-139,3815,5805,5037
-182,3926,5747,5041
-148,4019,5679,5034
-91,4012,5622,5041
-84,3940,5554,5039
-91,3926,5497,5041
-74,3988,5430,5030
-91,4097,5373,5041
-160,4193,5302,5053
-182,4268,5248,5069
-120,4267,5201,5061
-91,4183,5185,5069
-151,4076,5160,5078
-182,4097,5123,5096
-117,4237,5053,5090
-91,4353,4998,5096
-191,4327,4955,5104
-273,4268,4935,5123
-203,4285,4901,5118
-91,4353,4873,5123
-100,4344,4836,5131
-182,4268,4810,5151
-202,4177,4772,5147
-182,4097,4748,5151
-216,3997,4716,5156
-273,3926,4685,5178
-256,3888,4640,5178
-182,3841,4623,5178
-151,3740,4620,5178
-182,3670,4623,5206
-206,3662,4590,5222
-182,3670,4560,5233
-132,3645,4547,5223
-91,3670,4560,5233
-77,3760,4542,5243
-91,3841,4498,5260
-108,3861,4444,5255
-91,3926,4435,5260
-36,4026,4441,5266
0,4012,4435,5288
-49,3819,4394,5288
-182,3670,4373,5288
-315,3690,4370,5279
-364,3756,4373,5288
-352,3706,4339,5286
-364,3670,4311,5288
-426,3750,4301,5279
-455,3841,4311,5288
-414,3777,4284,5287
-364,3670,4248,5288
-361,3648,4226,5267
-364,3670,4248,5260
-347,3596,4261,5254
-364,3500,4248,5260
-408,3437,4205,5246
-364,3329,4186,5233
-160,3035,4183,5211
91,2731,4186,5206
289,2702,4154,5189
455,3073,4123,5178
666,3620,4106,5157
910,4097,4123,5151
1233,4385,4130,5134
1730,4609,4123,5123
2328,4908,4088,5101
2640,5292,4061,5096
2335,5547,4045,5083
1548,5548,4061,5069
806,5453,4070,5033
455,5634,4061,5014
313,6209,4020,4996
-91,6914,3998,4986
-973,7341,3994,4953
-2094,7426,3998,4932
-3064,7435,3968,4913
-3733,7597,3936,4904
-4201,7732,3918,4873
-4552,7597,3936,4849
-4702,7331,3943,4829
-4552,7341,3936,4822
-4169,7546,3901,4794
-3733,7341,3873,4767
-3335,6394,3857,4734
-2913,5207,3873,4712
-2394,4398,3884,4679
-1821,4012,3873,4658
-1333,3698,3831,4629
-1001,3414,3811,4603
-794,3301,3809,4556
-637,3329,3811,4521
-519,3297,3777,4488
-455,3244,3748,4466
-420,3291,3738,4422
-364,3414,3748,4384
-293,3425,3744,4347
-273,3329,3748,4329
-315,3240,3752,4299
-364,3244,3748,4274
-367,3252,3710,4242
-364,3244,3686,4219
-373,3247,3682,4187
-364,3329,3686,4164
-306,3411,3654,4136
-273,3414,3623,4110
-308,3314,3611,4064
-364,3244,3623,4027
-373,3264,3621,3992
-364,3329,3623,3973
-372,3338,3625,3943
-364,3329,3623,3918
-310,3357,3589,3886
-273,3414,3561,3863
-307,3403,3550,3832
-364,3329,3561,3808
-378,3253,3558,3778
-364,3244,3561,3753
-365,3280,3562,3720
-364,3329,3561,3699
-350,3318,3528,3679
-364,3244,3498,3671
-423,3179,3484,3647
-455,3244,3498,3616
-416,3374,3500,3578
-364,3414,3498,3562
-362,3312,3490,3548
-364,3244,3498,3534
-298,3284,3498,3501
-182,3329,3498,3479
-81,3274,3488,3463
0,3244,3498,3452
114,3324,3520,3421
273,3414,3561,3397
430,3356,3591,3379
546,3244,3623,3370
636,3230,3646,3341
728,3329,3686,3315
828,3397,3733,3294
910,3414,3811,3288
968,3438,3896,3272
1001,3500,3998,3260
991,3524,4088,3245
910,3500,4186,3233
794,3466,4274,3204
728,3500,4373,3178
737,3583,4462,3156
728,3670,4560,3151
621,3694,4650,3137
455,3670,4748,3123
328,3641,4836,3104
273,3670,4935,3096
266,3748,5026,3083
273,3841,5123,3069
234,3872,5208,3038
91,3841,5310,3014
-97,3800,5405,2992
-182,3841,5497,2986
-134,3918,5559,2974
-91,3926,5622,2959
-140,3825,5679,2929
-182,3756,5747,2904
-137,3805,5803,2882
-91,3926,5872,2877
-133,3995,5935,2866
-182,4012,5997,2849
-143,3988,6028,2817
-91,3926,6060,2795
-151,3841,6084,2776
-273,3841,6122,2767
-296,3908,6147,2750
-182,3926,6185,2740
-72,3849,6215,2726
-91,3841,6247,2712
-202,3946,6248,2683
-273,4012,6247,2658
-248,3919,6238,2636
-182,3841,6247,2630
-132,3907,6244,2617
-91,4012,6247,2603
-62,3986,6240,2583
-91,3926,6247,2575
-163,3951,6228,2563
-182,4012,6185,2548
-121,3976,6109,2526
-91,3926,6060,2521
-146,3953,6025,2521
-182,4012,5997,2521
-131,3980,5933,2502
-91,3926,5872,2493
-140,3941,5809,2491
-182,4012,5747,2493
-134,4029,5650,2477
-91,4012,5560,2466
-139,4003,5483,2462
-182,4012,5435,2466
-134,3994,5370,2452
-91,4012,5310,2438
-141,4111,5243,2431
-182,4268,5185,2438
-103,4358,5111,2437
0,4353,5060,2438
-11,4293,5021,2437
-91,4268,4998,2438
-116,4291,4957,2424
-91,4353,4935,2411
-89,4401,4910,2403
-91,4439,4873,2411
-46,4470,4796,2412
0,4524,4748,2411
-22,4530,4736,2405
-91,4439,4748,2411
-143,4252,4720,2413
-182,4097,4685,2411
-232,4026,4649,2394
-273,4012,4623,2384
-278,3973,4579,2377
-273,3926,4560,2384
-281,3884,4559,2383
-273,3841,4560,2384
-224,3755,4522,2379
-182,3670,4498,2384
-207,3631,4494,2383
-273,3670,4498,2384
-277,3745,4462,2379
-182,3841,4435,2384
-82,3931,4429,2385
-91,4012,4435,2384
-171,4035,4403,2367
-182,4012,4373,2356
-107,3984,4362,2351
-91,4012,4373,2356
-218,4015,4348,2354
-364,3926,4311,2356
-398,3805,4287,2356
-364,3841,4311,2356
-386,3987,4325,2342
-455,4012,4311,2329
-507,3818,4265,2321
-546,3670,4248,2329
-604,3729,4248,2331
-637,3841,4248,2329
-601,3781,4212,2313
-546,3670,4186,2301
-538,3657,4177,2293
-546,3670,4186,2301
-487,3507,4160,2306
-364,3244,4123,2301
-201,3038,4101,2281
0,2988,4123,2274
245,3084,4137,2274
455,3414,4123,2274
632,3904,4078,2257
910,4353,4061,2247
1434,4614,4061,2245
2094,4865,4061,2247
2578,5253,4025,2230
2549,5634,3998,2219
1892,5686,3991,2217
910,5463,3998,2219
292,5404,3970,2204
455,5890,3936,2192
892,6709,3916,2188
546,7341,3936,2192
-910,7541,3945,2179
-2640,7597,3936,2164
-3700,7768,3898,2157
-4097,7938,3873,2164
-4392,7847,3860,2157
-4734,7597,3873,2137
-4798,7474,3879,2113
-4461,7511,3873,2110
-3999,7356,3838,2112
-3642,6743,3811,2110
-3307,5757,3797,2091
-2822,4780,3811,2082
-2210,4117,3817,2082
-1639,3841,3811,2082
-1242,3731,3777,2066
-1001,3585,3748,2055
-843,3391,3733,2053
-728,3329,3748,2055
-666,3391,3757,2040
-637,3414,3748,2027
-599,3304,3710,2024
-546,3244,3686,2027
-498,3317,3677,2014
-455,3414,3686,2000
-399,3380,3682,1994
-364,3329,3686,2000
-358,3358,3687,1992
-364,3414,3686,1973
-355,3371,3654,1950
-364,3329,3623,1945
-380,3362,3607,1946
-364,3414,3623,1945
-327,3372,3631,1930
-364,3329,3623,1918
-477,3363,3588,1911
-546,3414,3561,1918
-506,3373,3547,1921
-455,3329,3561,1918
-463,3388,3568,1902
-455,3500,3561,1890
-389,3481,3524,1884
-364,3329,3498,1890
-428,3201,3487,1893
-455,3244,3498,1890
-386,3365,3499,1875
-364,3414,3498,1863
-472,3355,3492,1856
-546,3329,3498,1863
-461,3378,3497,1866
-364,3414,3498,1863
-428,3361,3492,1847
-546,3329,3498,1836
-518,3373,3499,1829
-364,3414,3498,1836
-244,3364,3469,1838
-182,3329,3436,1836
-79,3373,3412,1820
91,3414,3436,1808
278,3358,3472,1802
455,3329,3498,1808
619,3408,3489,1811
728,3500,3498,1808
774,3468,3541,1793
819,3414,3623,1781
914,3442,3690,1774
1001,3500,3748,1781
996,3466,3798,1785
910,3414,3873,1781
861,3432,3957,1764
910,3500,4061,1753
973,3534,4154,1749
910,3585,4248,1753
724,3657,4330,1752
546,3670,4435,1753
450,3568,4536,1753
364,3500,4623,1753
252,3559,4675,1740
182,3670,4748,1726
168,3712,4838,1718
91,3756,4935,1726
-78,3851,4996,1731
-182,3926,5060,1726
-137,3890,5142,1708
-91,3841,5248,1699
-175,3843,5320,1697
-273,3841,5373,1699
-246,3771,5419,1685
-182,3756,5497,1671
-238,3845,5568,1664
-364,3926,5622,1671
-409,3883,5644,1675
-364,3841,5685,1671
-340,3911,5740,1656
-364,4012,5810,1644
-378,3968,5846,1637
-364,3841,5872,1644
-361,3806,5892,1648
-364,3926,5935,1644
-336,4032,5968,1627
-273,4012,5997,1616
-212,3922,5997,1613
-182,3926,5997,1616
-203,3999,5988,1614
-273,4012,5997,1616
-346,3908,5999,1618
-364,3841,5997,1616
-347,3878,5965,1600
-364,3926,5935,1589
-401,3877,5896,1586
-364,3841,5872,1589
-247,3907,5836,1577
-182,4012,5810,1562
-254,4027,5775,1552
-364,4012,5747,1562
-368,4018,5691,1568
-273,4012,5622,1562
-196,3963,5543,1543
-182,4012,5497,1534
-160,4171,5446,1534
-91,4268,5373,1534
-43,4180,5261,1520
-91,4097,5185,1507
-178,4160,5146,1501
-182,4268,5123,1507
-109,4267,5057,1508
-91,4268,4998,1507
-158,4360,4957,1504
-182,4439,4935,1507
-113,4364,4875,1506
-91,4268,4810,1507
-191,4263,4760,1505
-273,4268,4748,1507
-228,4144,4721,1505
-182,4012,4685,1507
-263,3991,4640,1506
-364,4012,4623,1507
-341,3911,4596,1504
-273,3756,4560,1507
-295,3670,4510,1507
-364,3670,4498,1507
-376,3660,4501,1501
-364,3670,4498,1507
-383,3738,4457,1520
-364,3841,4435,1534
-259,3894,4434,1535
-182,3926,4435,1534
-221,3971,4398,1532
-273,4012,4373,1534
-233,3960,4369,1531
-182,3841,4373,1534
-242,3743,4337,1544
-364,3756,4311,1562
-434,3814,4306,1566
-455,3841,4311,1562
-499,3820,4275,1554
-546,3841,4248,1562
-552,3875,4243,1576
-546,3841,4248,1589
-588,3717,4214,1589
-637,3670,4186,1589
-617,3750,4179,1588
-546,3841,4186,1589
-514,3787,4153,1584
-546,3670,4123,1589
-577,3557,4113,1601
-546,3414,4123,1616
-409,3170,4097,1618
-182,2988,4061,1616
49,3011,4040,1613
182,3244,4061,1616
320,3551,4070,1615
637,3926,4061,1616
1113,4328,4023,1616
1548,4695,3998,1616
1978,4989,3985,1612
2549,5292,3998,1616
2976,5530,4003,1628
2640,5548,3998,1644
1566,5392,3965,1646
637,5463,3936,1644
454,5994,3919,1640
455,6743,3936,1644
-249,7247,3945,1643
-1639,7426,3936,1644
-2922,7540,3895,1641
-3642,7768,3873,1644
-4047,7905,3869,1643
-4461,7768,3873,1644
-4779,7516,3843,1642
-4734,7511,3811,1644
-4349,7703,3793,1643
-3915,7597,3811,1644
-3601,6814,3819,1642
-3278,5634,3811,1644
-2783,4629,3774,1643
-2185,4097,3748,1644
-1669,3850,3735,1642
-1275,3670,3748,1644
-957,3502,3754,1643
-728,3414,3748,1644
-619,3369,3714,1641
-546,3329,3686,1644
-438,3266,3671,1645
-364,3244,3686,1644
-394,3268,3692,1630
-455,3329,3686,1616
-456,3324,3651,1609
-455,3244,3623,1616
-506,3147,3609,1620
-546,3158,3623,1616
-477,3221,3629,1600
-364,3244,3623,1589
-321,3202,3589,1584
-364,3244,3561,1589
-390,3360,3545,1589
-364,3414,3561,1589
-338,3321,3570,1587
-364,3244,3561,1589
-393,3278,3522,1588
-364,3329,3498,1589
-319,3280,3490,1587
-364,3244,3498,1589
-488,3292,3494,1588
-546,3329,3498,1589
-469,3264,3500,1587
-364,3244,3498,1589
-343,3342,3466,1587
-364,3414,3436,1589
-359,3326,3421,1587
-364,3244,3436,1589
-420,3311,3440,1587
-455,3414,3436,1589
-413,3361,3424,1588
-364,3244,3436,1589
-373,3234,3443,1587
-364,3329,3436,1589
-275,3362,3398,1588
-182,3329,3373,1589
-149,3331,3364,1586
-91,3414,3373,1589
77,3461,3368,1590
273,3414,3373,1589
387,3330,3392,1583
455,3329,3436,1589
574,3385,3469,1603
728,3414,3498,1616
843,3391,3519,1615
910,3414,3561,1616
970,3459,3611,1626
1001,3414,3686,1644
972,3272,3768,1648
910,3244,3873,1644
864,3382,3968,1637
819,3500,4061,1644
741,3451,4142,1656
637,3414,4248,1671
543,3507,4349,1674
455,3585,4435,1671
364,3494,4487,1664
273,3414,4560,1671
188,3511,4651,1684
91,3670,4748,1699
-15,3693,4807,1700
-91,3670,4873,1699
-106,3715,4957,1696
-91,3756,5060,1699
-113,3689,5128,1697
-182,3670,5185,1699
-224,3799,5238,1698
-182,3926,5310,1699
-129,3867,5369,1694
-182,3756,5435,1699
-314,3760,5495,1710
-364,3841,5560,1726
-301,3851,5594,1728
-273,3841,5622,1726
-344,3859,5644,1722
-364,3841,5685,1726
-256,3726,5714,1725
-182,3670,5747,1726
-266,3750,5770,1724
-364,3841,5810,1726
-332,3800,5842,1725
-273,3756,5872,1726
-315,3827,5874,1724
-364,3926,5872,1726
-314,3876,5863,1724
-273,3756,5872,1726
-333,3732,5873,1724
-364,3841,5872,1726
-263,3927,5842,1724
-182,3926,5810,1726
-262,3867,5769,1725
-364,3841,5747,1726
-308,3882,5718,1723
-182,4012,5685,1726
-152,4143,5622,1726
-182,4183,5560,1726
-148,4094,5490,1720
-91,4012,5435,1726
-114,4043,5369,1739
-182,4183,5310,1753
-198,4280,5241,1753
-182,4268,5185,1753
-187,4192,5119,1760
-182,4183,5060,1781
-129,4234,4989,1796
-91,4268,4935,1808
-127,4227,4889,1817
-182,4183,4873,1836
-184,4127,4847,1851
-182,4012,4810,1863
-253,3861,4742,1868
-364,3841,4685,1890
-407,3930,4640,1919
-364,3926,4623,1945
-326,3734,4593,1954
-364,3585,4560,1973
-436,3614,4518,1999
-455,3670,4498,2027
-408,3578,4470,2037
-364,3500,4435,2055
-365,3591,4386,2089
-364,3756,4373,2137
-295,3810,4376,2168
-182,3841,4373,2192
-126,3945,4333,2214
-182,4012,4311,2247
-293,3875,4308,2271
-364,3670,4311,2301
-368,3598,4274,2337
-364,3670,4248,2384
-427,3704,4242,2416
-546,3670,4248,2438
-641,3641,4216,2456
-637,3670,4186,2493
-577,3681,4175,2535
-546,3670,4186,2575
-558,3676,4161,2598
-546,3756,4123,2630
-490,3834,4100,2668
-455,3841,4123,2712
-490,3715,4137,2739
-546,3500,4123,2767
-510,3207,4078,2801
-364,2902,4061,2849
-195,2675,4060,2890
-91,2731,4061,2932
30,3135,4026,2968
273,3756,3998,3014
603,4285,3987,3052
910,4609,3998,3096
1305,4825,3994,3135
1912,5121,3998,3178
2411,5475,4001,3214
2185,5719,3998,3260
1208,5715,3962,3303
273,5634,3936,3342
19,5832,3928,3365
91,6487,3936,3397
-284,7239,3909,3435
-1275,7597,3873,3479
-2403,7534,3853,3506
-3278,7511,3873,3534
-3877,7677,3885,3558
-4279,7682,3873,3589
-4497,7319,3832,3610
-4552,6999,3811,3644
-4436,7057,3804,3682
-4097,7170,3811,3726
-3587,6794,3805,3751
-3096,5975,3811,3781
-2705,5142,3814,3807
-2276,4524,3811,3836
-1718,4031,3775,3845
-1184,3670,3748,3863
-866,3486,3737,3885
-728,3414,3748,3918
-634,3316,3746,3931
-546,3244,3748,3945
-496,3238,3748,3962
-455,3244,3748,4000
-394,3178,3718,4028
-364,3158,3686,4055
-378,3235,3668,4074
-364,3329,3686,4110
-290,3306,3696,4139
-273,3244,3686,4164
-340,3221,3646,4171
-364,3244,3623,4192
-260,3233,3616,4216
-182,3244,3623,4247
-248,3292,3619,4256
-364,3329,3623,4274
-387,3257,3625,4295
-364,3158,3623,4329
-372,3169,3591,4343
-364,3329,3561,4356
-298,3456,3546,4363
-273,3414,3561,4384
-339,3271,3565,4395
-364,3244,3561,4411
-264,3348,3550,4419
-182,3414,3561,4438
-253,3329,3567,4448
-364,3244,3561,4466
-356,3270,3524,4474
-273,3329,3498,4493
-251,3293,3487,4503
-273,3244,3498,4521
-245,3251,3498,4529
-182,3244,3498,4548
-165,3139,3493,4558
-182,3073,3498,4575
-161,3140,3494,4583
-91,3244,3498,4603
-10,3249,3496,4614
91,3244,3498,4630
253,3296,3489,4627
455,3329,3498,4630
601,3263,3520,4633
637,3244,3561,4658
642,3339,3590,4673
728,3414,3623,4685
890,3331,3648,4678
1001,3244,3686,4685
1008,3296,3730,4694
1001,3414,3811,4712
1054,3432,3904,4710
1093,3414,3998,4712
1031,3452,4059,4715
910,3500,4123,4740
813,3456,4201,4755
728,3414,4311,4767
625,3449,4408,4760
546,3500,4498,4767
515,3482,4578,4775
455,3500,4685,4795
317,3595,4786,4795
182,3670,4873,4795
126,3649,4926,4784
91,3670,4998,4795
1,3782,5086,4804
-91,3841,5185,4822
-111,3740,5250,4821
-91,3670,5310,4822
-92,3773,5365,4814
-91,3926,5435,4822
-73,3922,5492,4820
-91,3841,5560,4822
-159,3843,5623,4813
-182,3926,5685,4822
-125,3924,5713,4832
-91,3841,5747,4849
-143,3794,5796,4847
-182,3841,5872,4849
-134,3851,5918,4844
-91,3756,5935,4849
-136,3638,5922,4844
-182,3670,5935,4849
-142,3821,5960,4847
-91,3926,5997,4849
-126,3886,6002,4831
-182,3841,5997,4822
-158,3896,5985,4813
-91,4012,5997,4822
-75,4088,6001,4819
-91,4183,5997,4822
-59,4303,5964,4815
0,4353,5935,4822
-8,4262,5898,4819
-91,4183,5872,4822
-143,4211,5834,4815
-91,4268,5810,4822
-4,4250,5778,4821
0,4268,5747,4822
-68,4369,5686,4804
-91,4439,5622,4795
-33,4381,5551,4785
0,4353,5497,4795
-50,4425,5432,4792
-91,4439,5373,4795
-47,4240,5302,4787
0,4012,5248,4795
-35,3954,5183,4794
-91,4012,5123,4795
-91,3969,5049,4776
-91,3841,4998,4767
-146,3756,4956,4758
-182,3756,4935,4767
-135,3730,4901,4765
-91,3670,4873,4767
-131,3631,4834,4760
-182,3670,4810,4767
-151,3745,4776,4766
-91,3841,4748,4767
-81,3931,4709,4750
-91,4012,4685,4740
-74,4039,4652,4729
-91,4012,4623,4740
-188,3931,4582,4741
-273,3841,4560,4740
-251,3742,4531,4719
-182,3670,4498,4712
-191,3659,4450,4707
-273,3756,4435,4712
-344,3856,4437,4698
-364,3841,4435,4685
-368,3713,4397,4664
-364,3670,4373,4658
-355,3760,4368,4641
-364,3841,4373,4630
-383,3771,4340,4610
-364,3670,4311,4603
-330,3606,4300,4588
-364,3500,4311,4575
-403,3241,4285,4544
-273,2988,4248,4521
35,2872,4224,4497
273,2902,4248,4493
348,3019,4263,4481
455,3329,4248,4466
767,3808,4202,4432
1184,4268,4186,4411
1638,4541,4187,4392
2185,4780,4186,4384
2652,5127,4147,4356
2549,5463,4123,4329
1742,5519,4119,4294
819,5378,4123,4274
431,5435,4090,4245
455,5975,4061,4219
217,6762,4051,4184
-637,7341,4061,4164
-1805,7513,4035,4145
-2822,7511,3998,4137
-3545,7552,3976,4111
-4097,7597,3998,4082
-4532,7517,4011,4044
-4734,7426,3998,4027
-4617,7465,3956,4013
-4279,7511,3936,4000
-3880,7202,3932,3967
-3460,6402,3936,3945
-2981,5342,3906,3927
-2458,4439,3873,3918
-1947,3895,3854,3889
-1457,3670,3873,3863
-1021,3547,3884,3832
-728,3414,3873,3808
-608,3304,3833,3773
-546,3329,3811,3753
-448,3413,3803,3737
-364,3414,3811,3726
-356,3297,3806,3695
-364,3244,3811,3671
-316,3292,3812,3652
-273,3329,3811,3644
-300,3261,3779,3616
-364,3244,3748,3589
-378,3336,3732,3565
-364,3414,3748,3562
-363,3334,3756,3550
-364,3244,3748,3534
-319,3264,3712,3503
-273,3329,3686,3479
-290,3291,3672,3458
-364,3244,3686,3452
-404,3279,3692,3440
-364,3329,3686,3425
-293,3281,3651,3393
-273,3244,3623,3370
-316,3314,3609,3350
-364,3414,3623,3342
-374,3399,3631,3326
-364,3329,3623,3315
-364,3282,3588,3298
-364,3244,3561,3288
-357,3192,3548,3269
-364,3244,3561,3260
-381,3379,3564,3247
-364,3414,3561,3233
-333,3264,3549,3202
-364,3158,3561,3178
-450,3230,3568,3158
-455,3329,3561,3151
-324,3286,3522,3134
-182,3244,3498,3123
-131,3327,3491,3109
-91,3414,3498,3096
31,3340,3489,3066
182,3244,3498,3041
305,3292,3524,3020
455,3414,3561,3014
639,3411,3564,3000
728,3329,3561,2986
699,3321,3570,2967
728,3414,3623,2959
894,3455,3683,2945
1001,3414,3748,2932
920,3397,3801,2912
819,3500,3873,2904
862,3604,3954,2892
910,3585,4061,2877
799,3484,4158,2845
637,3500,4248,2822
608,3624,4307,2805
637,3670,4373,2795
548,3555,4450,2767
364,3500,4560,2740
236,3621,4662,2717
182,3756,4748,2712
108,3724,4802,2701
0,3670,4873,2685
-71,3739,4958,2655
-91,3841,5060,2630
-121,3834,5130,2609
-182,3841,5185,2603
-216,3945,5233,2592
-182,4012,5310,2575
-143,3915,5379,2543
-182,3841,5435,2521
-265,3922,5459,2504
-273,4012,5497,2493
-203,3932,5550,2465
-182,3841,5622,2438
-249,3901,5663,2417
-273,4012,5685,2411
-203,3987,5698,2399
-182,3926,5747,2384
-288,3956,5791,2355
-364,4012,5810,2329
-284,3966,5793,2297
-182,3926,5810,2274
-208,3971,5847,2254
-273,4012,5872,2247
-241,3948,5838,2235
-182,3926,5810,2219
-216,4022,5805,2189
-273,4097,5810,2164
-241,4011,5773,2144
-182,3926,5747,2137
-207,3963,5744,2124
-273,4012,5747,2110
-286,3924,5691,2091
-273,3841,5622,2082
-285,3898,5575,2070
-273,4012,5560,2055
-209,4018,5508,2025
-182,4012,5435,2000
-240,4113,5356,1980
-273,4268,5310,1973
-192,4308,5252,1959
-91,4268,5185,1945
-99,4247,5106,1927
-182,4268,5060,1918
-215,4261,5026,1905
-182,4268,4998,1890
-164,4334,4935,1870
-182,4439,4873,1863
-164,4474,4822,1862
-91,4439,4810,1863
-67,4381,4788,1850
-182,4353,4748,1836
-342,4296,4675,1820
-364,4183,4623,1808
-244,4056,4583,1790
-182,4012,4560,1781
-271,3975,4521,1779
-364,3841,4498,1781
-331,3664,4487,1768
-273,3670,4498,1753
-307,3822,4478,1745
-364,3841,4435,1753
-357,3626,4382,1758
-364,3500,4373,1753
-440,3647,4378,1736
-455,3841,4373,1726
-318,3818,4331,1721
-182,3756,4311,1726
-200,3862,4310,1725
-273,4012,4311,1726
-247,3966,4273,1723
-182,3841,4248,1726
-227,3818,4244,1725
-364,3841,4248,1726
-478,3751,4213,1724
-546,3670,4186,1726
-611,3730,4179,1724
-637,3841,4186,1726
-595,3819,4153,1724
-546,3756,4123,1726
-574,3775,4113,1724
-637,3841,4123,1726
-630,3815,4097,1725
-546,3756,4061,1726
-496,3719,4040,1724
-546,3670,4061,1726
-606,3514,4070,1725
-546,3329,4061,1726
-335,3173,4023,1723
-91,3073,3998,1726
83,3041,3985,1727
182,3244,3998,1726
331,3711,4003,1711
637,4268,3998,1699
1131,4619,3965,1692
1730,4780,3936,1699
2288,5010,3919,1701
2549,5463,3936,1699
2255,5816,3945,1684
1457,5719,3936,1671
703,5376,3895,1664
546,5463,3873,1671
807,6182,3869,1675
637,6999,3873,1671
-458,7383,3843,1654
-2003,7511,3811,1644
-3166,7728,3793,1642
-3733,7938,3811,1644
-4104,7846,3819,1632
-4552,7597,3811,1616
-4861,7496,3774,1607
-4734,7511,3748,1616
-4246,7323,3735,1622
-3733,6829,3748,1616
-3363,6091,3754,1597
-3004,5207,3748,1589
-2501,4347,3714,1589
-1912,3841,3686,1589
-1395,3724,3670,1574
-1001,3670,3686,1562
-737,3435,3695,1559
-637,3244,3686,1562
-662,3290,3647,1550
-637,3414,3623,1534
-487,3357,3614,1526
-364,3244,3623,1534
-391,3252,3620,1539
-455,3329,3623,1534
-416,3292,3624,1517
-364,3244,3623,1507
-400,3305,3593,1503
-455,3414,3561,1507
