III,MCL,ABP
2349,2941,5586
2335,2926,5519
2375,2971,5462
2437,3052,5415
2505,3153,5380
2540,3217,5315
2531,3214,5257
2459,3118,5206
2349,2971,5175
2225,2813,5126
2140,2699,5093
2101,2635,5067
2114,2638,5052
2146,2681,5007
2192,2759,4969
2232,2838,4940
2270,2911,4928
2290,2945,4891
2297,2941,4846
2283,2894,4795
2270,2850,4764
2262,2831,4723
2270,2850,4682
2276,2864,4634
2270,2850,4600
2240,2797,4548
2218,2759,4477
2224,2763,4383
2270,2820,4312
2314,2872,4253
2323,2881,4189
2278,2820,4086
2218,2729,3984
2167,2644,3894
2140,2608,3820
2120,2601,3720
2114,2608,3614
2117,2601,3507
2140,2608,3409
2165,2637,3288
2192,2699,3162
2206,2762,3043
2218,2820,2957
2226,2856,2875
2244,2881,2793
2262,2885,2699
2270,2881,2628
2245,2848,2576
2192,2790,2546
2120,2706,2517
2062,2638,2505
2021,2593,2500
2010,2577,2505
2019,2576,2500
2062,2608,2505
2115,2662,2518
2166,2729,2546
2202,2785,2565
2244,2850,2587
2276,2911,2604
2270,2941,2628
2209,2902,2645
2140,2820,2670
2098,2714,2691
2088,2608,2711
2074,2499,2710
2062,2426,2711
2054,2393,2719
2062,2395,2752
2061,2392,2779
2062,2395,2793
2066,2413,2786
2088,2456,2793
2112,2498,2810
2140,2547,2834
2157,2590,2836
2166,2638,2834
2155,2669,2829
2140,2699,2834
2128,2717,2831
2140,2729,2834
2164,2735,2834
2192,2759,2834
2199,2785,2815
2192,2790,2793
2165,2764,2768
2140,2759,2752
2116,2768,2729
2114,2759,2711
2125,2733,2689
2166,2790,2670
2256,2955,2644
2427,3184,2628
2630,3441,2611
2766,3760,2587
2733,4006,2543
2531,3911,2505
2226,3345,2478
1931,2547,2464
1741,1832,2442
1749,1334,2423
1969,1039,2402
2349,1031,2382
2770,1366,2353
3158,1941,2341
3478,2522,2340
3732,3002,2341
3867,3359,2320
3836,3578,2300
3631,3591,2292
3340,3426,2300
3052,3186,2288
2819,3002,2259
2635,2912,2225
2505,2911,2218
2400,2939,2219
2297,2971,2218
2182,2976,2195
2114,2971,2177
2115,2958,2168
2166,2971,2177
2209,3016,2178
2244,3093,2177
2282,3157,2171
2323,3184,2177
2326,3153,2177
2297,3093,2177
2244,3015,2171
2192,2941,2177
2119,2850,2180
2036,2759,2177
1968,2689,2154
1983,2699,2136
2081,2784,2128
2218,2911,2136
2311,2998,2136
2349,3032,2136
2354,3027,2131
2375,3032,2136
2398,3030,2135
2401,3002,2136
2364,2934,2132
2323,2881,2136
2304,2863,2135
2323,2881,2136
2343,2886,2131
2349,2881,2136
2325,2863,2138
2297,2850,2136
2269,2825,2113
2270,2820,2095
2313,2864,2085
2427,3002,2095
2597,3212,2096
2792,3457,2095
2939,3645,2086
3001,3729,2095
2963,3680,2097
2871,3548,2095
2755,3372,2069
2662,3214,2054
2605,3090,2043
2610,3032,2054
2654,3026,2062
2714,3062,2095
2755,3111,2152
2792,3184,2259
2835,3268,2386
2897,3366,2546
2953,3447,2738
3001,3517,2998
3037,3566,3308
3080,3608,3655
3119,3643,3999
3158,3699,4353
3175,3761,4705
3184,3820,5052
3188,3843,5355
3210,3851,5627
3231,3849,5852
3236,3851,6037
3191,3822,6149
3106,3760,6202
2989,3657,6194
2871,3548,6161
2756,3444,6100
2662,3366,6037
2577,3291,5958
2505,3214,5873
2438,3117,5778
2401,3032,5709
2396,2981,5658
2427,3002,5627
2464,3075,5583
2505,3184,5544
2541,3282,5500
2584,3366,5462
2610,3406,5402
2610,3396,5339
2553,3312,5268
2453,3184,5216
2332,3034,5154
2244,2911,5093
2199,2824,5018
2192,2790,4969
2182,2774,4924
2166,2759,4887
2137,2716,4835
2114,2668,4805
2099,2632,4783
2114,2638,4764
2150,2675,4717
2218,2759,4682
2322,2894,4657
2479,3093,4641
2642,3295,4598
2740,3426,4559
2711,3412,4518
2584,3275,4477
2409,3062,4408
2244,2850,4353
2109,2669,4311
2036,2547,4271
2017,2460,4191
2036,2395,4107
2054,2346,4035
2088,2365,3984
2155,2461,3908
2270,2608,3820
2397,2742,3726
2505,2850,3655
2565,2909,3577
2584,2911,3491
2562,2849,3385
2531,2790,3286
2518,2775,3181
2558,2820,3080
2622,2872,2969
2662,2911,2875
2622,2895,2786
2531,2820,2711
2434,2697,2634
2375,2608,2587
2349,2591,2559
2349,2638,2546
2344,2679,2519
2323,2699,2505
2270,2689,2512
2218,2668,2546
2187,2639,2570
2192,2638,2587
2213,2669,2599
2244,2729,2628
2265,2788,2653
2270,2850,2670
2247,2886,2665
2218,2881,2670
2194,2829,2682
2192,2790,2711
2199,2781,2730
2218,2790,2752
2230,2773,2768
2244,2759,2793
2269,2766,2811
2323,2790,2834
2366,2771,2852
2349,2699,2875
2243,2587,2892
2114,2486,2916
2026,2414,2937
2010,2395,2957
2028,2419,2958
2062,2486,2957
2090,2563,2953
2114,2638,2957
2115,2687,2944
2114,2729,2916
2134,2777,2869
2192,2850,2834
2238,2909,2808
2218,2911,2793
2104,2826,2758
1957,2699,2711
1834,2563,2658
1775,2456,2628
1756,2386,2607
1775,2395,2587
1821,2482,2559
1905,2638,2546
1999,2830,2544
2088,3062,2546
2145,3290,2527
2166,3426,2505
2125,3346,2493
2036,3032,2505
1947,2561,2511
1957,2092,2505
2108,1739,2481
2375,1577,2464
2677,1606,2444
2975,1819,2423
3244,2155,2394
3471,2547,2382
3605,2897,2381
3628,3153,2382
3543,3283,2362
3393,3305,2341
3197,3242,2330
2975,3153,2341
2740,3079,2345
2531,3062,2341
2352,3092,2332
2192,3153,2341
2028,3189,2348
1879,3184,2341
1747,3134,2314
1644,3093,2300
1584,3076,2299
1618,3093,2300
1744,3118,2278
1905,3153,2259
2010,3174,2253
2036,3153,2259
1981,3047,2243
1879,2881,2218
1757,2722,2202
1696,2668,2218
1732,2717,2241
1853,2820,2259
1983,2895,2258
2088,2941,2259
2157,2960,2257
2218,2971,2259
2269,2958,2254
2323,2941,2259
2373,2914,2261
2427,2881,2259
2459,2820,2237
2453,2759,2218
2404,2711,2209
2349,2699,2218
2302,2709,2219
2270,2759,2218
2237,2830,2212
2218,2911,2218
2211,2963,2218
2218,3002,2218
2228,3035,2210
2270,3093,2218
2342,3161,2233
2427,3244,2259
2479,3306,2265
2505,3335,2259
2515,3315,2233
2531,3275,2218
2541,3215,2196
2558,3153,2177
2583,3095,2145
2636,3093,2136
2704,3156,2151
2792,3275,2218
2882,3381,2316
2975,3457,2464
3062,3506,2645
3158,3578,2875
3251,3673,3137
3340,3790,3450
3416,3899,3788
3497,4002,4148
3559,4065,4496
3575,4063,4846
3516,3975,5182
3419,3851,5503
3314,3734,5772
3236,3669,5996
3193,3653,6160
3210,3699,6284
3252,3771,6358
3262,3820,6407
3184,3782,6408
3053,3669,6366
2912,3510,6279
2792,3366,6202
2685,3258,6137
2610,3214,6078
2561,3192,5992
2531,3153,5914
2488,3072,5858
2453,3002,5832
2438,2967,5792
2453,2971,5750
2459,2978,5700
2453,3002,5668
2427,3027,5623
2401,3032,5586
2370,2980,5538
2349,2911,5503
2329,2860,5457
2323,2850,5421
2318,2847,5375
2323,2850,5339
2322,2848,5290
2323,2850,5257
2317,2843,5226
2323,2850,5216
2331,2862,5193
2349,2881,5175
2360,2888,5146
2375,2911,5134
2387,2944,5113
2401,2971,5093
2395,2947,5048
2375,2881,5011
2341,2800,4978
2323,2759,4969
2324,2758,4952
2349,2790,4928
2368,2811,4883
2375,2820,4846
2354,2797,4805
2323,2759,4764
2287,2716,4689
2270,2699,4600
2267,2697,4504
2270,2699,4436
2260,2680,4363
2244,2668,4271
2231,2672,4142
2244,2699,4025
2277,2725,3919
2323,2759,3820
2347,2781,3693
2349,2790,3573
2346,2789,3464
2401,2850,3368
2533,3010,3244
2714,3244,3121
2837,3428,3018
2819,3457,2957
2632,3274,2897
2349,2941,2834
2052,2555,2760
1827,2244,2711
1703,2073,2678
1696,2062,2670
1771,2150,2661
1879,2274,2670
1953,2368,2682
1983,2426,2711
1988,2453,2730
2010,2486,2752
2046,2533,2766
2088,2608,2793
2113,2679,2813
2140,2729,2834
2166,2728,2846
2192,2699,2875
2195,2657,2912
2192,2638,2957
2194,2630,2982
2218,2638,2998
2238,2638,2998
2244,2638,2998
2228,2631,2992
2218,2638,2998
2223,2658,3002
2244,2699,2998
2255,2736,2973
2244,2759,2957
2200,2743,2952
2140,2699,2957
2077,2640,2941
2036,2608,2916
2012,2600,2888
2010,2608,2875
2006,2605,2856
2010,2608,2834
2013,2615,2805
2036,2638,2793
2059,2660,2790
2088,2699,2793
2116,2741,2776
2166,2790,2752
2210,2829,2721
2218,2881,2711
2160,2929,2708
2062,2941,2711
1935,2844,2695
1801,2638,2670
1697,2386,2639
1722,2183,2628
1924,2015,2627
2270,1850,2628
2670,1729,2610
3080,1819,2587
3470,2174,2562
3810,2668,2546
4035,3092,2524
4123,3366,2505
4068,3476,2483
3889,3426,2464
3594,3222,2439
3236,2971,2423
2876,2774,2404
2584,2668,2382
2375,2610,2352
2244,2608,2341
2153,2655,2341
2088,2729,2341
2036,2763,2318
2010,2759,2300
1993,2738,2294
1983,2729,2300
1973,2722,2295
1983,2729,2300
2006,2748,2316
2036,2790,2341
2054,2831,2346
2088,2881,2341
2134,2939,2334
2192,3032,2341
2232,3125,2342
2270,3184,2341
2295,3163,2336
2297,3093,2341
2251,3006,2342
2192,2941,2341
2141,2888,2334
2114,2850,2341
2093,2815,2346
2088,2790,2341
2086,2756,2315
2088,2729,2300
2086,2710,2297
2114,2729,2300
2172,2777,2280
2244,2850,2259
2292,2916,2248
2323,2971,2259
2337,2995,2261
2349,3002,2259
2350,2999,2251
2375,3032,2259
2429,3097,2259
2505,3184,2259
2557,3242,2249
2584,3275,2259
2600,3279,2263
2636,3275,2259
2663,3247,2229
2662,3214,2218
2633,3182,2226
2636,3184,2259
2699,3228,2286
2819,3335,2341
2939,3477,2424
3053,3639,2546
3159,3793,2684
3262,3942,2875
3313,4018,3127
3288,3972,3450
3203,3813,3803
3132,3669,4189
3104,3617,4580
3106,3639,4969
3080,3631,5324
3027,3578,5668
2971,3511,5979
2949,3487,6243
2946,3483,6417
2949,3487,6530
2935,3487,6590
2923,3517,6612
2921,3570,6569
2949,3639,6489
2984,3692,6393
3001,3729,6325
2961,3715,6262
2871,3639,6202
2746,3505,6128
2636,3396,6078
2560,3343,6046
2531,3335,6037
2512,3303,6015
2479,3244,5996
2415,3166,5969
2349,3093,5955
2288,3010,5929
2244,2941,5914
2198,2885,5889
2166,2850,5873
2144,2813,5833
2140,2790,5791
2135,2779,5725
2140,2790,5668
2148,2799,5609
2166,2820,5586
2184,2844,5565
2218,2881,5544
2256,2900,5496
2297,2911,5462
2327,2921,5436
2375,2971,5421
2435,3053,5378
2505,3153,5339
2567,3236,5305
2636,3305,5298
2681,3319,5279
2662,3244,5257
2549,3055,5214
2401,2820,5175
2279,2611,5126
2218,2486,5093
2197,2427,5052
2218,2426,5011
2272,2467,4947
2349,2547,4887
2410,2614,4823
2453,2638,4764
2491,2616,4683
2558,2608,4600
2644,2626,4511
2740,2668,4436
2818,2706,4341
2871,2759,4230
2872,2800,4097
2819,2790,3984
2721,2701,3879
2636,2608,3778
2583,2563,3652
2558,2577,3532
2520,2600,3420
2479,2638,3327
2445,2693,3221
2427,2759,3121
2396,2798,3026
2349,2820,2957
2292,2830,2889
2270,2850,2834
2298,2894,2782
2375,3002,2752
2448,3135,2724
2479,3214,2711
2430,3156,2700
2323,3002,2711
2191,2821,2725
2088,2668,2752
2011,2525,2770
1957,2395,2793
1913,2290,2809
1905,2244,2834
1931,2250,2852
1983,2304,2875
2038,2375,2890
2114,2456,2916
2205,2529,2937
2297,2608,2957
2351,2675,2958
2375,2729,2957
2377,2751,2952
2375,2759,2957
2360,2750,2956
2349,2729,2957
2344,2684,2953
2349,2638,2957
2340,2597,2957
2323,2577,2957
2294,2576,2940
2270,2608,2916
2241,2651,2885
2218,2699,2875
2190,2736,2874
2166,2790,2875
2131,2830,2855
2088,2820,2834
2018,2733,2810
1931,2638,2793
1831,2602,2768
1749,2638,2752
1691,2656,2732
1670,2577,2711
1678,2369,2680
1749,2092,2670
1917,1824,2670
2218,1668,2670
2610,1683,2646
3027,1910,2628
3405,2298,2624
3732,2759,2628
3977,3178,2611
4097,3487,2587
4043,3624,2563
3836,3578,2546
3521,3367,2520
3158,3093,2505
2789,2839,2501
2479,2668,2505
2254,2576,2490
2114,2577,2464
2040,2663,2435
2036,2820,2423
2071,2971,2417
2088,3062,2423
2026,3051,2425
1905,2971,2423
1771,2873,2402
1670,2820,2382
1594,2818,2370
1540,2850,2382
1486,2864,2389
1435,2850,2382
1381,2802,2355
1357,2759,2341
1365,2736,2339
1409,2759,2341
1451,2802,2320
1488,2850,2300
1518,2888,2290
1566,2941,2300
1620,2995,2302
1670,3032,2300
1692,3023,2294
1696,3002,2300
1689,2981,2300
1696,2971,2300
1720,2958,2295
1775,2971,2300
1846,3000,2301
1931,3032,2300
2010,3049,2291
2088,3093,2300
2149,3145,2318
2192,3153,2341
2207,3070,2342
2218,2971,2341
2234,2939,2335
2270,3002,2341
2323,3093,2337
2401,3184,2341
2483,3258,2337
2558,3335,2341
2609,3391,2333
2662,3426,2341
2704,3423,2352
2714,3396,2382
2668,3336,2421
2610,3275,2505
2582,3224,2627
2610,3214,2793
2665,3229,2975
2740,3275,3203
2816,3334,3481
2897,3426,3820
2970,3530,4179
3053,3639,4559
3136,3730,4930
3210,3820,5298
3255,3895,5625
3288,3942,5914
3309,3936,6142
3314,3911,6325
3282,3885,6449
3236,3881,6530
3201,3875,6551
3210,3881,6530
3239,3908,6468
3262,3972,6407
3242,4020,6341
3184,4002,6284
3087,3881,6215
2975,3699,6161
2844,3494,6112
2714,3305,6078
2592,3139,6032
2505,3032,5996
2449,2980,5964
2427,2971,5955
2418,2965,5935
2427,2971,5914
2431,2984,5869
2427,3002,5832
2393,2984,5784
2349,2941,5750
2300,2876,5703
2270,2820,5668
2249,2773,5620
2244,2759,5586
2241,2758,5539
2244,2759,5503
2234,2731,5455
2218,2699,5421
2194,2678,5388
2192,2699,5380
2210,2730,5363
2244,2759,5339
2264,2762,5289
2270,2759,5257
2264,2753,5232
2270,2759,5216
2289,2766,5171
2323,2790,5134
2344,2820,5104
2349,2850,5093
2325,2838,5058
2297,2790,5011
2278,2738,4945
2297,2759,4887
2348,2853,4821
2427,2971,4764
2495,3042,4700
2531,3062,4641
2518,3042,4561
2479,3002,4477
2433,2937,4373
2401,2881,4271
2371,2838,4162
2349,2820,4066
2334,2808,3964
2349,2820,3861
2370,2840,3735
2375,2850,3614
2334,2815,3500
2270,2759,3409
2192,2689,3309
2114,2608,3203
2026,2497,3087
1957,2395,2998
1922,2334,2928
1931,2335,2875
1945,2360,2807
1957,2395,2752
1968,2430,2713
2010,2486,2711
2064,2557,2710
2114,2638,2711
2130,2695,2702
2140,2729,2711
2158,2748,2725
2192,2790,2752
2219,2831,2769
2244,2850,2793
2278,2823,2811
2349,2790,2834
2456,2760,2848
2610,2729,2875
2789,2668,2899
2975,2608,2916
3127,2565,2911
3236,2547,2916
3292,2518,2933
3314,2486,2957
3302,2466,2959
3262,2486,2957
3172,2526,2953
3027,2577,2957
2833,2619,2953
2636,2668,2957
2453,2715,2959
2297,2759,2957
2157,2782,2933
2062,2790,2916
2019,2778,2911
2036,2759,2916
2083,2724,2900
2166,2699,2875
2272,2683,2847
2401,2699,2834
2527,2739,2814
2636,2820,2793
2687,2906,2766
2662,2971,2752
2556,3002,2732
2427,3032,2711
2330,3032,2681
2297,2941,2670
2285,2712,2668
2270,2395,2670
2263,2038,2650
2323,1698,2628
2448,1476,2604
2610,1546,2587
2788,1929,2562
3001,2456,2546
3161,2889,2540
3106,3153,2546
2746,3256,2533
2218,3214,2505
1721,3040,2471
1357,2850,2464
1098,2742,2467
940,2729,2464
894,2730,2439
966,2729,2423
1089,2741,2420
1227,2790,2423
1356,2837,2403
1488,2881,2382
1603,2918,2372
1696,2971,2382
1756,3008,2383
1801,3002,2382
1828,2935,2377
1853,2850,2382
1870,2782,2381
1905,2759,2382
1952,2761,2380
2010,2790,2382
2052,2819,2367
2088,2850,2341
2114,2872,2308
2140,2911,2300
2160,2956,2302
2192,3002,2300
2238,3035,2276
2297,3093,2259
2336,3155,2255
2349,3184,2259
2333,3141,2252
2323,3093,2259
2336,3097,2278
2401,3184,2300
2510,3313,2298
2636,3457,2300
2701,3544,2315
2662,3517,2341
2530,3355,2344
2401,3153,2341
2331,3002,2336
2323,2941,2341
2327,2923,2324
2349,2941,2300
2391,2987,2270
2453,3062,2259
2492,3105,2239
2505,3093,2218
2505,3033,2183
2531,3002,2177
2584,3024,2197
2662,3093,2259
2726,3147,2330
2766,3184,2423
2783,3213,2537
2819,3275,2711
2876,3357,2930
2949,3457,3203
3011,3547,3508
3080,3639,3861
3148,3715,4239
3210,3790,4641
3249,3851,5021
3288,3911,5380
3317,3943,5701
3314,3942,5996
3262,3897,6232
3210,3851,6407
3178,3812,6508
3158,3790,6571
3116,3758,6589
3080,3729,6571
3055,3698,6510
3027,3669,6448
2955,3614,6385
2871,3548,6325
2811,3475,6238
2792,3426,6161
2764,3396,6103
2714,3396,6078
2649,3398,6040
2610,3396,5996
2591,3368,5942
2584,3335,5914
2561,3301,5889
2531,3275,5873
2483,3224,5832
2427,3153,5791
2373,3086,5740
2375,3093,5709
2455,3184,5666
2610,3335,5627
2767,3470,5572
2871,3548,5544
2860,3514,5520
2740,3366,5503
2549,3130,5458
2375,2911,5421
2251,2751,5388
2166,2638,5380
2072,2503,5359
1983,2365,5339
1933,2280,5310
1957,2304,5298
2029,2401,5277
2114,2517,5257
2174,2593,5215
2218,2638,5175
2246,2656,5126
2270,2668,5093
2282,2665,5051
2297,2668,5011
2314,2691,4949
2349,2759,4887
2387,2840,4806
2427,2911,4723
2449,2946,4631
2453,2971,4559
2425,2974,4482
2375,2941,4395
2300,2847,4282
2218,2729,4189
2131,2611,4108
2062,2517,4025
2016,2435,3903
2010,2395,3778
2028,2402,3665
2062,2456,3573
2088,2516,3467
2114,2577,3368
2129,2617,3276
2140,2638,3203
2137,2632,3118
2140,2638,3039
2148,2669,2965
2166,2729,2916
2179,2780,2868
2192,2820,2834
2196,2846,2804
2192,2881,2793
2168,2913,2784
2140,2941,2793
2109,2937,2794
2088,2911,2793
2080,2877,2781
2114,2881,2793
2188,2923,2814
2297,3002,2834
2416,3108,2829
2531,3244,2834
2593,3330,2851
2558,3275,2875
2416,3060,2874
2244,2820,2875
2111,2666,2888
2036,2608,2916
1964,2554,2922
1879,2486,2916
1792,2414,2907
1749,2365,2916
1755,2330,2918
1801,2335,2916
1854,2383,2908
1905,2456,2916
1931,2493,2921
1931,2486,2916
1896,2458,2890
1853,2456,2875
1814,2478,2871
1801,2517,2875
1792,2544,2858
1801,2577,2834
1828,2620,2807
1905,2699,2793
2004,2805,2772
2088,2941,2752
2093,3053,2726
2010,3093,2711
1846,3014,2690
1670,2850,2670
1566,2640,2643
1618,2426,2628
1816,2196,2610
2088,1971,2587
2364,1786,2556
2662,1728,2546
3001,1848,2548
3367,2153,2546
3699,2552,2520
3967,2941,2505
4124,3227,2504
4123,3396,2505
3941,3449,2481
3654,3426,2464
3354,3357,2461
3106,3305,2464
2895,3288,2442
2714,3305,2423
2548,3305,2419
2401,3275,2423
2262,3198,2403
2140,3093,2382
2023,2958,2375
1905,2820,2382
1784,2693,2368
1696,2608,2341
1655,2566,2311
1670,2577,2300
1728,2629,2294
1853,2729,2300
2031,2863,2302
2244,3032,2300
2439,3198,2279
2610,3335,2259
2732,3393,2248
2792,3366,2259
2754,3249,2264
2636,3093,2259
2472,2925,2235
2323,2790,2218
2204,2688,2210
2140,2638,2218
2125,2636,2219
2166,2699,2218
2231,2799,2212
2297,2911,2218
2332,2979,2221
2349,3002,2218
2349,2985,2195
2349,2971,2177
2342,2964,2168
2349,2971,2177
2358,2968,2178
2375,2971,2177
2387,2991,2169
2427,3062,2177
2488,3164,2180
2558,3275,2177
2589,3342,2151
2584,3366,2136
2553,3342,2128
2531,3305,2136
2512,3255,2131
2505,3214,2136
2518,3190,2146
2584,3214,2177
2690,3275,2205
2819,3366,2259
2934,3460,2347
3053,3578,2505
3171,3707,2709
3288,3851,2957
3391,3986,3224
3497,4124,3532
3574,4226,3866
3575,4245,4230
3461,4126,4584
3288,3911,4928
3127,3678,5245
3027,3517,5544
2974,3438,5796
2975,3426,5996
3029,3434,6123
3132,3457,6202
3232,3477,6234
3314,3517,6243
3384,3576,6212
3471,3669,6161
3531,3753,6092
3497,3790,6037
3325,3740,5977
3080,3639,5914
2841,3521,5838
2662,3426,5791
2524,3325,5764
2427,3214,5750
2364,3098,5707
2349,3032,5668
2357,3017,5635
2375,3032,5627
2359,3025,5594
2297,3002,5544
2186,2978,5472
2088,3002,5421
2037,3083,5373
2036,3214,5339
2012,3298,5292
1931,3244,5257
1812,3030,5212
1749,2790,5175
1776,2660,5124
1879,2699,5093
1981,2821,5064
2062,2941,5052
2108,2990,5026
2140,2971,5011
2158,2906,4988
2192,2850,4969
2241,2812,4927
2297,2790,4887
2328,2762,4841
2349,2759,4805
2369,2773,4759
2401,2790,4723
2420,2760,4681
2427,2699,4641
2428,2625,4578
2453,2577,4518
2498,2557,4452
2558,2577,4395
2611,2618,4316
2662,2668,4230
2699,2701,4126
2714,2729,4025
2686,2751,3916
2636,2790,3820
2595,2843,3717
2610,2941,3614
2675,3079,3490
2766,3244,3368
2824,3374,3250
2819,3426,3162
2717,3351,3079
2531,3153,2998
2291,2866,2905
2062,2577,2834
1874,2345,2781
1749,2213,2752
1686,2185,2712
1722,2274,2670
1850,2449,2620
2036,2668,2587
2202,2869,2559
2323,3032,2546
2376,3113,2537
2375,3093,2546
2326,2977,2561
2270,2850,2587
2216,2750,2607
2166,2668,2628
2111,2567,2644
2088,2486,2670
2106,2457,2690
2166,2486,2711
2243,2527,2724
2349,2577,2752
2462,2632,2777
2558,2699,2793
2612,2757,2787
2662,2820,2793
2713,2869,2811
2740,2881,2834
2703,2815,2835
2636,2699,2834
2579,2561,2833
2558,2456,2834
2547,2392,2812
2558,2395,2793
2579,2443,2784
2610,2517,2793
2630,2571,2793
2662,2608,2793
2708,2632,2790
2766,2668,2793
2814,2703,2777
2871,2729,2752
2933,2739,2722
3001,2759,2711
3051,2777,2708
3106,2790,2711
3164,2804,2695
3236,2881,2670
3312,3015,2638
3419,3184,2628
3537,3372,2628
3628,3608,2628
3623,3782,2609
3523,3699,2587
3355,3254,2564
3184,2608,2546
3061,1984,2522
3053,1516,2505
3172,1246,2487
3393,1273,2464
3639,1626,2421
3862,2183,2382
4005,2711,2354
4045,3093,2341
3974,3316,2320
3836,3426,2300
3653,3430,2277
3445,3366,2259
3219,3261,2233
3027,3153,2218
2887,3046,2212
2792,2971,2218
2711,2935,2216
2662,2941,2218
2640,2955,2216
2636,2971,2218
2613,2972,2212
2584,2971,2218
2546,2971,2222
2505,3002,2218
2467,3080,2192
2479,3214,2177
2529,3350,2175
2558,3426,2177
2481,3384,2157
2323,3244,2136
2143,3051,2115
2010,2881,2095
1921,2765,2063
1879,2729,2054
1866,2735,2070
1879,2759,2095
1892,2771,2094
1905,2790,2095
1914,2807,2109
1931,2820,2136
1937,2803,2140
1931,2790,2136
1909,2790,2131
1905,2820,2136
1915,2841,2132
1931,2850,2136
1929,2851,2139
1931,2881,2136
1948,2926,2111
1983,2971,2095
2012,2980,2091
2036,2971,2095
2049,2959,2074
2062,2971,2054
2074,3001,2043
2114,3062,2054
2190,3152,2053
2323,3305,2054
2517,3542,2048
2792,3881,2054
3094,4240,2048
3314,4488,2054
3324,4473,2062
3106,4184,2095
2747,3718,2128
2401,3244,2177
2154,2857,2225
2036,2608,2300
2024,2503,2408
2114,2577,2587
2264,2792,2817
2427,3062,3080
2549,3271,3348
2636,3396,3655
2702,3458,3994
2766,3517,4353
2812,3583,4688
2845,3669,5011
2861,3745,5311
2871,3790,5586
2848,3767,5795
2792,3699,5955
2707,3610,6060
2636,3548,6119
2592,3505,6114
2584,3487,6078
2576,3468,6020
2558,3457,5955
2519,3439,5869
2479,3426,5791
2436,3408,5721
2401,3396,5668
2374,3378,5602
2375,3366,5544
2382,3347,5492
2375,3335,5462
2329,3302,5421
2270,3244,5380
2211,3149,5329
2166,3062,5298
2118,2997,5258
2088,2971,5216
2076,2952,5148
2088,2941,5093
2091,2932,5042
2088,2941,5011
2080,2946,4966
2088,2941,4928
2100,2919,4882
2114,2911,4846
2113,2917,4798
2114,2941,4764
2126,2962,4733
2166,3002,4723
2220,3067,4703
2297,3184,4682
2408,3341,4640
2584,3548,4600
2777,3760,4552
2897,3911,4518
2842,3887,4477
2610,3639,4436
2269,3203,4373
1931,2729,4312
1658,2343,4247
1488,2122,4189
1422,2049,4112
1461,2092,4025
1555,2191,3919
1644,2304,3820
1683,2381,3714
1696,2426,3614
1712,2448,3506
1749,2486,3409
1787,2539,3305
1827,2608,3203
1856,2654,3092
1879,2668,2998
1887,2645,2911
1905,2638,2834
1936,2670,2744
1983,2759,2670
2031,2868,2613
2088,2971,2587
2122,3018,2562
2114,3002,2546
2072,2945,2534
2062,2911,2546
2087,2904,2563
2088,2881,2587
2003,2782,2604
1879,2638,2628
1790,2517,2647
1775,2486,2670
1809,2536,2685
1879,2638,2711
1947,2738,2733
1983,2820,2752
1982,2859,2750
2010,2881,2752
2100,2917,2762
2218,3002,2793
2282,3077,2817
2270,3062,2834
2196,2911,2834
2088,2699,2834
1958,2502,2829
1853,2365,2834
1799,2272,2834
1801,2244,2834
1822,2271,2827
1853,2335,2834
1880,2392,2839
1905,2456,2834
1918,2523,2807
1931,2577,2793
1943,2593,2791
1957,2608,2793
1972,2642,2771
2010,2699,2752
2060,2752,2745
2114,2820,2752
2151,2899,2737
2192,2971,2711
2225,2997,2682
2244,3002,2670
2222,2999,2651
2192,3002,2628
2178,2994,2599
2192,3002,2587
2180,3022,2585
2114,3032,2587
1998,2974,2571
1879,2850,2546
1753,2669,2518
1618,2456,2505
1523,2211,2488
1592,1971,2464
1867,1762,2432
2270,1637,2423
2666,1645,2425
3027,1850,2423
3387,2234,2398
3758,2729,2382
4050,3215,2379
4176,3608,2382
4090,3797,2361
3836,3729,2341
3485,3452,2333
3132,3153,2341
2823,2963,2339
2584,2881,2341
2385,2806,2342
2218,2729,2341
2076,2683,2319
1983,2699,2300
1945,2723,2293
1957,2729,2300
1990,2724,2298
2036,2759,2300
2090,2828,2301
2166,2911,2300
2253,2991,2278
2349,3093,2259
2428,3185,2250
2479,3214,2259
2482,3132,2260
2453,3002,2259
2405,2885,2254
2375,2820,2259
2364,2783,2258
2375,2790,2259
2374,2828,2256
2349,2881,2259
2289,2901,2257
2218,2911,2259
2128,2920,2257
2010,2941,2259
1850,2935,2256
1670,2911,2259
1468,2882,2257
1253,2881,2259
1049,2890,2255
940,2911,2259
962,2938,2258
1096,3002,2259
1258,3082,2253
1409,3153,2259
1532,3184,2262
1644,3214,2259
1748,3282,2233
1879,3426,2218
2041,3614,2212
2218,3820,2218
2335,3977,2199
2349,4033,2177
2249,3915,2160
2088,3639,2177
1896,3277,2196
1722,2971,2218
1622,2792,2226
1670,2759,2259
1849,2819,2317
2062,2941,2423
2201,3064,2561
2270,3153,2752
2321,3185,2977
2401,3214,3245
2510,3286,3531
2662,3426,3861
2837,3583,4216
3001,3729,4600
3104,3835,4973
3158,3911,5339
3183,3941,5668
3210,3942,5955
3232,3927,6167
3262,3942,6325
3285,3967,6426
3288,3972,6489
3242,3905,6491
3158,3790,6448
3050,3657,6365
2949,3548,6284
2864,3457,6199
2819,3396,6119
2798,3354,6028
2792,3335,5955
