I,II,ABP,RESP
5039,2633,2975,-1242
5004,2612,2935,-1240
5000,2614,2900,-1242
4963,2614,2861,-1240
4920,2614,2826,-1242
4863,2607,2784,-1240
4841,2614,2752,-1242
4827,2615,2725,-1240
4841,2614,2715,-1242
4843,2608,2699,-1240
4841,2633,2677,-1242
4795,2663,2638,-1240
4722,2669,2603,-1242
4604,2616,2575,-1240
4484,2542,2566,-1242
4385,2453,2551,-1240
4405,2360,2529,-1242
4593,2280,2489,-1240
5000,2306,2454,-1242
5563,2481,2427,-1240
6230,2778,2417,-1242
6913,3103,2401,-1241
7579,3431,2380,-1242
8122,3753,2351,-1240
8452,4049,2343,-1242
8473,4248,2342,-1241
8214,4321,2343,-1242
7730,4259,2323,-1240
7142,4103,2305,-1242
6544,3895,2297,-1242
6071,3704,2305,-1242
5769,3549,2306,-1239
5635,3431,2305,-1242
5554,3316,2301,-1244
5476,3214,2305,-1242
5377,3121,2304,-1237
5317,3050,2305,-1242
5287,2984,2302,-1251
5277,2941,2305,-1242
5237,2919,2304,-1206
5198,2923,2305,-1163
5171,2923,2302,-1123
5198,2923,2305,-1064
5243,2916,2304,-968
5317,2923,2305,-848
5385,2933,2302,-729
5476,2959,2305,-611
5552,2988,2305,-485
5635,3032,2305,-355
5692,3064,2299,-235
5754,3086,2305,-118
5794,3085,2320,6
5833,3086,2343,138
5848,3089,2348,261
5873,3105,2343,374
5889,3107,2333,482
5912,3105,2343,591
5910,3095,2360,699
5912,3105,2380,808
5905,3114,2382,922
5912,3123,2380,1045
5907,3116,2374,1161
5912,3123,2380,1261
5908,3138,2381,1353
5912,3159,2380,1459
5904,3159,2373,1573
5912,3159,2380,1675
5912,3165,2385,1753
5912,3195,2380,1833
5896,3222,2355,1925
5912,3250,2343,2010
5945,3270,2341,2070
5992,3304,2343,2129
6009,3339,2321,2199
6031,3377,2305,2267
6048,3397,2300,2307
6071,3413,2305,2346
6065,3423,2286,2395
6071,3450,2268,2444
6083,3476,2257,2466
6111,3504,2268,2484
6098,3513,2267,2511
6071,3522,2268,2543
6046,3525,2271,2548
6071,3540,2305,2543
6097,3554,2350,2540
6111,3577,2417,2543
6093,3588,2501,2527
6111,3595,2640,2503
6149,3588,2821,2479
6190,3595,3049,2464
6186,3599,3303,2444
6190,3595,3607,2424
6204,3563,3946,2397
6230,3540,4314,2365
6210,3527,4667,2322
6190,3522,5020,2286
6190,3495,5360,2257
6230,3468,5689,2227
6231,3444,5971,2180
6190,3431,6210,2129
6113,3403,6396,2077
6071,3377,6545,2030
6044,3357,6639,1972
6031,3359,6693,1912
5999,3352,6686,1851
5992,3341,6619,1794
5991,3317,6494,1726
5992,3304,6359,1656
5949,3289,6216,1583
5912,3286,6061,1518
5893,3280,5873,1450
5912,3286,5689,1380
5914,3285,5516,1306
5912,3286,5355,1242
5899,3274,5179,1181
5912,3268,5020,1123
5913,3262,4880,1061
5912,3268,4760,1005
5896,3267,4624,954
5912,3268,4499,907
5943,3262,4381,855
5992,3268,4276,808
6013,3274,4155,762
6031,3286,4053,710
6030,3286,3969,647
6031,3286,3904,591
6018,3281,3813,549
6031,3286,3719,512
6049,3281,3629,464
6071,3268,3570,414
6053,3236,3510,370
6031,3214,3458,335
6004,3197,3399,296
5992,3195,3347,256
5953,3185,3285,223
5912,3177,3235,197
5871,3163,3178,170
5873,3159,3124,138
5876,3154,3058,106
5873,3159,3012,79
5841,3163,2973,51
5833,3177,2938,20
5833,3185,2879,-14
5833,3195,2826,-39
5790,3199,2781,-58
5754,3214,2752,-79
5724,3228,2711,-108
5714,3250,2677,-138
5685,3255,2650,-161
5674,3250,2640,-177
5659,3227,2620,-195
5635,3214,2603,-217
5574,3205,2590,-238
5555,3214,2603,-256
5593,3215,2619,-275
5674,3214,2640,-296
5710,3200,2651,-316
5714,3195,2677,-335
5701,3186,2709,-353
5714,3177,2752,-374
5713,3150,2785,-397
5714,3123,2826,-414
5704,3100,2873,-423
5714,3105,2938,-434
5712,3113,2995,-450
5714,3123,3049,-473
5714,3118,3086,-494
5754,3123,3124,-512
5798,3125,3155,-531
5833,3123,3198,-552
5826,3099,3236,-571
5833,3086,3272,-591
5861,3083,3291,-610
5912,3086,3310,-631
5915,3068,3325,-650
5873,3050,3347,-670
5798,3035,3352,-689
5754,3032,3347,-710
5714,3019,3325,-728
5674,3014,3310,-749
5605,3006,3291,-769
5555,2996,3272,-788
5522,2960,3236,-806
5516,2923,3198,-828
5491,2894,3156,-850
5476,2887,3124,-867
5464,2876,3085,-876
5476,2869,3049,-887
5474,2856,3007,-904
5476,2850,2975,-926
5468,2838,2938,-946
5476,2832,2900,-966
5470,2827,2855,-985
5476,2832,2826,-1005
5468,2830,2804,-1017
5476,2832,2789,-1025
5467,2827,2755,-1031
5476,2832,2715,-1045
5469,2831,2669,-1057
5476,2832,2640,-1064
5466,2814,2616,-1063
5476,2796,2603,-1064
5476,2780,2585,-1071
5476,2796,2566,-1084
5418,2809,2529,-1095
5317,2796,2491,-1104
5167,2740,2458,-1106
5039,2687,2454,-1104
4958,2625,2457,-1099
5000,2542,2454,-1104
5199,2461,2430,-1114
5635,2505,2417,-1123
6283,2719,2414,-1122
7103,3050,2417,-1123
7968,3403,2398,-1132
8809,3776,2380,-1143
9522,4142,2371,-1144
10039,4430,2380,-1143
10242,4572,2381,-1148
10118,4630,2380,-1163
9716,4645,2375,-1173
9206,4593,2380,-1183
8693,4423,2379,-1191
8254,4212,2380,-1202
7874,4050,2376,-1211
7579,3958,2380,-1222
7338,3865,2378,-1232
7142,3758,2380,-1242
6947,3643,2377,-1243
6785,3540,2380,-1242
6662,3441,2378,-1240
6587,3377,2380,-1242
6506,3348,2377,-1241
6428,3341,2380,-1242
6350,3314,2377,-1240
6309,3286,2380,-1242
6259,3264,2378,-1241
6190,3250,2380,-1242
6056,3208,2377,-1240
5912,3159,2380,-1242
5778,3115,2378,-1241
5714,3105,2380,-1242
5682,3097,2376,-1240
5674,3086,2380,-1242
5628,3056,2380,-1241
5555,3032,2380,-1242
5436,2999,2373,-1240
5317,2959,2380,-1242
5198,2897,2385,-1240
5119,2850,2380,-1242
5061,2826,2355,-1240
5039,2832,2343,-1242
5014,2833,2343,-1240
5000,2832,2343,-1242
4984,2825,2320,-1240
5000,2832,2305,-1242
5009,2838,2304,-1240
5000,2850,2305,-1242
4950,2857,2285,-1240
4920,2869,2268,-1242
4912,2868,2265,-1240
4920,2869,2268,-1242
4887,2868,2249,-1240
4841,2887,2231,-1242
4800,2907,2225,-1240
4801,2923,2231,-1242
4804,2920,2215,-1240
4801,2923,2194,-1242
4765,2925,2180,-1240
4722,2923,2194,-1242
4659,2896,2199,-1240
4603,2869,2194,-1242
4538,2846,2168,-1240
4484,2832,2157,-1242
4421,2804,2148,-1240
4365,2778,2157,-1242
4297,2755,2163,-1240
4246,2741,2194,-1242
4207,2715,2246,-1240
4206,2687,2343,-1242
4209,2655,2456,-1240
4206,2633,2603,-1242
4167,2604,2787,-1240
4127,2578,3049,-1242
4092,2548,3365,-1240
4087,2524,3719,-1242
4083,2492,4075,-1240
4087,2469,4462,-1242
4081,2451,4870,-1240
4087,2451,5280,-1242
4085,2446,5637,-1240
4087,2433,5950,-1242
4079,2397,6221,-1240
4087,2360,6470,-1242
4087,2325,6666,-1240
4087,2306,6805,-1242
4074,2290,6871,-1240
4087,2288,6879,-1242
4109,2286,6824,-1240
4127,2288,6731,-1242
4106,2277,6605,-1241
4087,2269,6470,-1242
4076,2262,6310,-1240
4087,2269,6136,-1242
4094,2281,5943,-1241
4127,2306,5764,-1242
4168,2327,5591,-1240
4206,2342,5429,-1242
4205,2339,5254,-1242
4206,2342,5094,-1242
4217,2348,4949,-1240
4246,2360,4834,-1242
4258,2364,4718,-1243
4285,2378,4611,-1242
4323,2402,4493,-1238
4365,2433,4388,-1242
4368,2441,4282,-1248
4365,2433,4202,-1242
4369,2421,4123,-1215
4405,2433,4053,-1183
4429,2452,3970,-1150
4444,2469,3904,-1104
4440,2468,3842,-1032
4444,2469,3793,-946
4441,2470,3732,-865
4444,2469,3681,-788
4438,2450,3624,-704
4444,2433,3570,-611
4442,2424,3503,-519
4444,2433,3458,-434
4436,2434,3420,-347
4444,2433,3384,-256
4444,2426,3322,-165
4444,2433,3272,-79
4441,2440,3232,7
4484,2451,3198,99
4540,2450,3139,191
4563,2451,3086,276
4507,2452,3044,352
4444,2469,3012,434
4419,2488,2955,524
4444,2505,2900,611
4450,2505,2854,688
4444,2505,2826,769
4443,2503,2786,859
4484,2505,2752,946
4528,2501,2723,1018
4563,2505,2715,1084
4563,2513,2706,1155
4563,2524,2715,1222
4579,2517,2729,1274
4643,2505,2752,1321
4702,2486,2763,1370
4722,2469,2789,1419
4679,2445,2822,1458
4643,2433,2863,1498
4631,2427,2893,1541
4643,2433,2938,1577
4633,2437,2991,1595
4643,2451,3049,1616
4674,2463,3085,1648
4722,2469,3124,1675
4730,2451,3172,1679
4722,2433,3235,1675
4710,2418,3280,1682
4722,2415,3310,1695
4733,2409,3325,1691
4762,2415,3347,1675
4786,2423,3364,1660
4801,2433,3384,1656
4771,2429,3388,1649
4722,2433,3384,1636
4657,2441,3363,1616
4603,2451,3347,1597
4536,2442,3328,1575
4484,2433,3310,1557
4447,2422,3274,1537
4444,2415,3235,1518
4431,2394,3193,1490
4405,2378,3161,1459
4366,2366,3123,1425
4365,2360,3086,1399
4374,2346,3044,1373
4365,2342,3012,1340
4311,2347,2975,1298
4285,2360,2938,1261
4309,2364,2882,1231
4365,2378,2826,1202
4376,2397,2775,1163
4365,2415,2752,1123
4348,2401,2734,1090
4365,2378,2715,1064
4365,2358,2674,1035
4365,2360,2640,1005
4353,2359,2614,975
4365,2360,2603,946
4367,2359,2584,914
4365,2378,2566,887
4322,2400,2543,865
4246,2415,2529,848
4105,2392,2508,820
3928,2342,2491,788
3744,2263,2470,761
3651,2179,2454,749
3714,2110,2431,741
4008,2106,2417,729
4535,2182,2409,708
5277,2342,2417,690
6118,2570,2420,677
6944,2869,2417,670
7653,3197,2396,660
8214,3504,2380,650
8528,3744,2371,640
8492,3922,2380,631
8048,4003,2384,619
7341,3940,2380,611
6560,3720,2358,608
5873,3450,2343,611
5328,3229,2335,612
4960,3086,2343,611
4725,2966,2344,609
4563,2850,2343,611
4396,2731,2336,611
4246,2614,2343,611
4126,2486,2346,608
4047,2378,2343,611
3975,2310,2321,618
3928,2288,2305,631
3898,2276,2299,641
3889,2269,2305,650
3874,2257,2304,659
3889,2251,2305,670
3900,2243,2303,679
3889,2251,2305,690
3819,2261,2302,699
3770,2269,2305,710
3754,2257,2307,718
3770,2251,2305,729
3761,2253,2285,739
3770,2269,2268,749
3802,2272,2260,757
3849,2269,2268,769
3854,2263,2270,780
3849,2269,2268,788
3856,2276,2263,794
3889,2288,2268,808
3894,2294,2271,829
3889,2306,2268,848
3888,2307,2249,855
3928,2306,2231,867
3972,2297,2221,886
4008,2306,2231,907
4008,2326,2237,916
4008,2360,2231,926
4013,2386,2207,944
4047,2415,2194,966
4073,2439,2191,977
4087,2469,2194,986
4088,2493,2176,999
4127,2524,2157,1025
4187,2551,2145,1047
4246,2578,2157,1064
4264,2598,2161,1078
4285,2633,2157,1104
4320,2671,2133,1134
4365,2705,2120,1163
4372,2709,2110,1182
4365,2705,2120,1202
4354,2711,2119,1222
4365,2741,2120,1242
4375,2767,2109,1257
4405,2778,2120,1281
4429,2767,2143,1312
4444,2760,2194,1340
4431,2751,2252,1351
4444,2741,2343,1360
4492,2718,2463,1375
4563,2705,2640,1399
4595,2696,2856,1418
4603,2687,3124,1439
4596,2658,3421,1459
4603,2633,3756,1478
4600,2612,4100,1486
4603,2596,4462,1498
4598,2562,4817,1516
4603,2524,5169,1537
4597,2489,5494,1546
4603,2469,5801,1557
4593,2442,6064,1574
4563,2415,6284,1597
4497,2388,6449,1608
4444,2378,6582,1616
4411,2365,6666,1623
4405,2342,6693,1636
4382,2306,6651,1645
4365,2288,6582,1656
4352,2283,6487,1665
4365,2288,6359,1675
4366,2281,6176,1675
4365,2288,5987,1675
4354,2308,5811,1679
4365,2342,5652,1695
4378,2361,5469,1708
4405,2378,5280,1715
4421,2394,5099,1711
4444,2415,4946,1715
4448,2417,4791,1723
4444,2415,4648,1735
4427,2419,4507,1736
4444,2451,4388,1735
4491,2484,4267,1731
4563,2505,4165,1735
4600,2508,4065,1734
4603,2524,3979,1735
4585,2555,3880,1731
4603,2596,3793,1735
4628,2618,3707,1734
4643,2633,3644,1735
4627,2645,3581,1731
4643,2669,3533,1735
4685,2683,3475,1737
4722,2687,3421,1735
4692,2675,3356,1721
4643,2669,3310,1715
4616,2663,3267,1713
4643,2669,3235,1715
4656,2669,3192,1704
4643,2669,3161,1695
4605,2662,3125,1691
4603,2669,3086,1695
4619,2682,3026,1688
4643,2705,2975,1675
4639,2721,2933,1660
4643,2741,2900,1656
4643,2759,2846,1654
4643,2778,2789,1656
4616,2779,2738,1647
4603,2778,2715,1636
4599,2772,2693,1621
4603,2778,2677,1616
4578,2783,2653,1615
4563,2796,2640,1616
4568,2799,2630,1607
4603,2796,2640,1597
4624,2782,2654,1583
4643,2778,2677,1577
4645,2768,2693,1573
4643,2741,2715,1577
4616,2684,2729,1578
4603,2633,2752,1577
4598,2597,2777,1565
4603,2578,2826,1557
4582,2548,2881,1553
4563,2524,2938,1557
4551,2513,2973,1557
4563,2524,3012,1557
4563,2522,3059,1554
4563,2505,3124,1557
4554,2473,3171,1557
4563,2451,3198,1557
4574,2435,3207,1553
4603,2433,3235,1557
4626,2425,3273,1565
4643,2415,3310,1577
4616,2392,3314,1579
4563,2378,3310,1577
4491,2371,3303,1571
4444,2378,3310,1577
4405,2375,3309,1586
4365,2360,3310,1597
4287,2328,3296,1597
4206,2306,3272,1597
4141,2291,3231,1594
4127,2288,3198,1597
4126,2276,3174,1596
4127,2269,3161,1597
4103,2264,3128,1594
4087,2269,3086,1597
4077,2268,3041,1596
4087,2269,3012,1597
4087,2266,2977,1593
4087,2269,2938,1597
4078,2267,2890,1599
4087,2269,2863,1597
4087,2266,2844,1584
4087,2269,2826,1577
4061,2271,2787,1575
4047,2288,2752,1577
4034,2299,2725,1567
4047,2306,2715,1557
4047,2298,2695,1547
4047,2306,2677,1537
4028,2323,2655,1517
4008,2342,2640,1498
3949,2333,2618,1484
3849,2306,2603,1478
3690,2258,2584,1468
3532,2197,2566,1459
3436,2115,2538,1448
3492,2052,2529,1439
3707,2042,2528,1419
4087,2124,2529,1399
4620,2292,2507,1384
5317,2542,2491,1380
6070,2843,2487,1373
6746,3177,2491,1360
7263,3499,2475,1338
7658,3776,2454,1321
7866,3961,2442,1308
7738,4031,2454,1301
7201,3960,2460,1290
6468,3776,2454,1281
5800,3526,2431,1270
5317,3286,2417,1261
4944,3094,2411,1249
4643,2959,2417,1242
4398,2846,2416,1232
4206,2741,2417,1222
4017,2629,2414,1208
3849,2524,2417,1202
3721,2428,2415,1202
3651,2360,2417,1202
3600,2308,2415,1191
3571,2269,2417,1183
3545,2232,2414,1180
3532,2215,2417,1183
3504,2211,2416,1174
3492,2215,2417,1163
3482,2204,2412,1157
3492,2197,2417,1163
3488,2192,2419,1166
3492,2197,2417,1163
3486,2188,2397,1151
3492,2179,2380,1143
3487,2170,2371,1140
3492,2179,2380,1143
3488,2187,2382,1144
3492,2197,2380,1143
3486,2195,2373,1140
3492,2197,2380,1143
3490,2193,2384,1145
3492,2197,2380,1143
3483,2199,2358,1132
3492,2215,2343,1123
3507,2231,2337,1120
3532,2251,2343,1123
3533,2265,2341,1123
3532,2288,2343,1123
3534,2312,2342,1123
3571,2342,2343,1123
3613,2359,2324,1114
3651,2378,2305,1104
3666,2399,2294,1098
3690,2433,2305,1104
3711,2466,2311,1108
3730,2505,2305,1104
3735,2541,2280,1090
3770,2578,2268,1084
3827,2605,2263,1084
3889,2633,2268,1084
3911,2656,2251,1074
3928,2687,2231,1064
3957,2713,2213,1062
4008,2741,2231,1064
4035,2761,2252,1058
4047,2778,2268,1045
4044,2780,2268,1031
4047,2778,2305,1025
4043,2766,2379,1017
4047,2760,2491,1005
4046,2750,2613,991
4047,2741,2789,986
4037,2722,3031,985
4047,2705,3347,986
4066,2685,3685,977
4087,2669,4053,966
4084,2647,4446,954
4087,2633,4871,946
4099,2615,5278,936
4127,2596,5652,926
4131,2565,5978,915
4127,2542,6284,907
4118,2525,6551,896
4127,2524,6768,887
4117,2515,6906,876
4087,2505,6991,867
4034,2486,7026,857
4008,2469,7028,848
4001,2446,6964,837
4008,2433,6842,828
4000,2426,6673,817
4008,2433,6507,808
4014,2434,6341,798
4008,2433,6173,788
3962,2426,5982,778
3928,2433,5801,769
3918,2442,5626,758
3928,2451,5466,749
3919,2442,5303,738
3928,2433,5169,729
3960,2425,5051,719
4008,2433,4946,710
4016,2435,4812,698
4008,2433,4685,690
3997,2419,4574,680
4008,2415,4499,670
4006,2412,4410,658
4008,2415,4314,650
4015,2411,4204,648
4047,2415,4128,650
4071,2416,4065,645
4087,2415,4016,631
4083,2395,3943,615
4087,2378,3867,611
4086,2370,3793,613
4087,2378,3756,611
4067,2381,3721,599
4047,2378,3681,591
4022,2365,3617,591
4008,2360,3570,591
3995,2356,3531,582
4008,2360,3495,572
4016,2358,3434,568
4008,2360,3384,572
3963,2358,3343,572
3928,2360,3310,572
3915,2357,3251,572
3928,2360,3198,572
3928,2363,3154,562
3928,2378,3124,552
3925,2394,3069,548
3928,2415,3012,552
3910,2426,2961,553
3889,2433,2938,552
3863,2423,2915,550
3849,2415,2900,552
3813,2407,2879,553
3770,2415,2863,552
3737,2423,2837,550
3770,2433,2826,552
3834,2426,2831,554
3889,2415,2863,552
3901,2394,2886,547
3928,2378,2900,552
3974,2359,2905,564
4008,2342,2938,572
3974,2320,2989,563
3928,2306,3049,552
3910,2292,3086,548
3928,2288,3124,552
3931,2283,3169,552
3928,2288,3235,552
3923,2288,3294,553
3928,2288,3347,552
3918,2275,3384,542
3928,2269,3421,532
3972,2266,3442,530
4047,2269,3458,532
4088,2267,3469,525
4087,2269,3495,512
4057,2268,3519,501
4047,2269,3533,493
4036,2264,3517,483
4008,2269,3495,473
3941,2279,3471,463
3889,2288,3458,453
3859,2278,3440,442
3849,2269,3421,434
3812,2259,3388,426
3770,2251,3347,414
3734,2230,3288,394
3730,2215,3235,374
3728,2209,3189,361
3730,2215,3161,355
3725,2214,3126,347
3730,2215,3086,335
3727,2214,3029,323
3730,2215,2975,315
3724,2204,2925,308
3730,2197,2900,296
3726,2192,2882,275
3730,2197,2863,256
3721,2194,2823,244
3730,2197,2789,237
3727,2195,2762,228
3730,2197,2752,217
3719,2184,2733,206
3730,2179,2715,197
3726,2180,2691,188
3690,2197,2677,177
3593,2199,2657,167
3492,2179,2640,158
3390,2122,2617,148
3293,2052,2603,138
3221,1974,2584,127
3293,1924,2566,118
3568,1929,2540,110
4047,2033,2529,99
4701,2240,2523,86
5555,2542,2529,79
6509,2903,2526,78
7381,3304,2529,79
8030,3698,2526,72
8492,4031,2529,59
8721,4228,2524,47
8571,4267,2529,39
7971,4156,2530,32
7182,3958,2529,20
6516,3722,2508,7
6071,3504,2491,0
5699,3320,2484,1
5317,3177,2491,0
4934,3034,2491,-8
4603,2869,2491,-20
4301,2680,2487,-30
4047,2524,2491,-39
3861,2423,2490,-49
3770,2378,2491,-59
3722,2356,2489,-68
3690,2360,2491,-79
3661,2381,2489,-90
3690,2415,2491,-99
3772,2439,2490,-106
3889,2469,2491,-118
3962,2498,2487,-138
4008,2524,2491,-158
4024,2523,2492,-169
4047,2524,2491,-177
4038,2529,2473,-193
4008,2542,2454,-217
3944,2529,2443,-240
3889,2505,2454,-256
3847,2479,2462,-266
3849,2469,2454,-276
3856,2463,2428,-292
3849,2469,2417,-315
3804,2471,2418,-338
3770,2469,2417,-355
3744,2449,2395,-363
3730,2433,2380,-374
3699,2419,2377,-392
3690,2415,2380,-414
3692,2407,2360,-434
3690,2415,2343,-453
3633,2423,2337,-473
3571,2433,2343,-493
3539,2426,2327,-511
3571,2433,2305,-532
3581,2444,2292,-554
3532,2451,2305,-572
3412,2417,2311,-581
3333,2378,2305,-591
3345,2373,2280,-607
3492,2451,2268,-631
3729,2588,2261,-651
4047,2760,2268,-670
4365,2911,2265,-688
4643,3032,2268,-710
4834,3117,2264,-730
5039,3214,2268,-749
5326,3345,2261,-766
5754,3540,2268,-788
6243,3764,2285,-816
6746,3994,2343,-848
7177,4181,2419,-877
7539,4321,2529,-907
7804,4400,2664,-936
8015,4448,2863,-966
8165,4476,3114,-993
8293,4521,3421,-1025
8385,4567,3754,-1062
8492,4611,4128,-1104
8618,4626,4525,-1138
8809,4630,4946,-1163
9032,4624,5347,-1180
9285,4630,5727,-1202
9517,4628,6061,-1225
9722,4630,6359,-1242
9839,4625,6601,-1244
9880,4630,6805,-1242
9872,4627,6948,-1239
9920,4630,7028,-1242
10016,4624,7030,-1242
10118,4630,6991,-1242
10136,4628,6913,-1240
10118,4630,6805,-1242
10101,4622,6647,-1241
10118,4630,6470,-1242
10086,4631,6282,-1240
9999,4630,6098,-1242
9855,4617,5903,-1241
9722,4630,5727,-1242
9552,4645,5567,-1240
9325,4630,5429,-1242
8997,4523,5277,-1241
8650,4357,5132,-1242
8308,4178,4989,-1240
8015,4049,4871,-1242
7740,3952,4752,-1240
7539,3885,4648,-1242
7404,3825,4544,-1240
7341,3794,4462,-1242
7266,3769,4380,-1240
7182,3740,4314,-1242
7063,3678,4236,-1240
6944,3613,4165,-1242
6799,3550,4082,-1240
6666,3504,4016,-1242
6518,3443,3952,-1240
6389,3377,3904,-1242
6280,3316,3845,-1240
6269,3304,3793,-1242
6321,3320,3732,-1240
6389,3341,3681,-1242
6374,3324,3621,-1240
6309,3286,3570,-1242
6197,3225,3511,-1241
6071,3159,3458,-1242
5894,3074,3397,-1240
5714,2996,3347,-1242
5537,2924,3291,-1241
5397,2869,3235,-1242
5260,2813,3169,-1240
5158,2778,3124,-1242
5080,2753,3085,-1241
5039,2741,3049,-1242
5004,2719,2989,-1240
5000,2705,2938,-1242
4998,2698,2894,-1242
5000,2705,2863,-1242
4986,2705,2820,-1239
5000,2705,2789,-1242
5027,2699,2765,-1244
5039,2687,2752,-1242
5014,2654,2724,-1231
5000,2614,2715,-1222
4984,2574,2723,-1215
4920,2542,2752,-1202
4778,2497,2766,-1176
4643,2433,2789,-1143
4556,2353,2819,-1112
4484,2288,2863,-1084
4366,2238,2896,-1054
4246,2197,2938,-1025
4153,2146,2986,-992
4047,2088,3049,-946
3841,1993,3103,-887
3532,1834,3161,-828
3123,1605,3216,-773
2579,1344,3272,-710
1847,1040,3310,-631
1032,672,3347,-552
353,282,3381,-484
0,18,3421,-414
-61,-48,3444,-330
0,0,3458,-237
21,23,3458,-153
0,0,3458,-79
-16,-16,3442,-4
0,0,3421,79
6,8,3395,164
0,0,3384,256
-8,-7,3370,359
0,0,3347,473
2,3,3304,589
0,0,3272,710
-5,-3,3250,834
0,0,3235,966
0,0,3200,1095
0,0,3161,1222
-2,-1,3119,1340
0,0,3086,1459
0,0,3045,1575
0,0,3012,1695
0,0,2987,1811
0,0,2975,1932
0,0,2944,2049
0,0,2900,2168
-2,-1,2850,2283
0,0,2826,2405
3,0,2810,2523
0,0,2789,2641
-4,-1,2746,2753
0,0,2715,2878
7,1,2694,3001
0,0,2677,3114
-9,-2,2638,3207
0,0,2603,3311
14,3,2579,3423
0,0,2566,3528
-20,-5,2541,3600
0,0,2529,3666
35,9,2527,3730
0,0,2529,3784
-71,-20,2507,3794
40,0,2491,3784
505,103,2487,3775
1151,272,2491,3784
1499,448,2473,3785
1230,563,2454,3784
551,558,2447,3779
0,418,2454,3784
-124,204,2442,3783
0,36,2417,3784
59,-18,2388,3780
0,0,2380,3784
-35,12,2378,3781
0,0,2380,3784
23,-7,2375,3780
0,0,2380,3784
-15,5,2382,3781
0,0,2380,3784
10,-3,2361,3780
0,0,2343,3784
-6,2,2322,3780
0,0,2305,3784
4,-1,2281,3780
0,0,2268,3784
-3,1,2264,3780
0,0,2268,3784
0,-1,2264,3780
0,0,2268,3784
0,0,2282,3780
0,0,2305,3784
0,0,2311,3780
0,0,2305,3784
0,0,2297,3780
0,0,2305,3784
0,0,2311,3780
0,0,2305,3784
0,0,2281,3780
0,0,2268,3784
0,-1,2265,3780
0,0,2268,3784
0,0,2262,3780
0,0,2268,3784
0,-1,2285,3780
0,0,2305,3784
0,1,2305,3780
0,0,2305,3784
0,-2,2306,3780
0,0,2305,3784
0,3,2284,3780
0,0,2268,3784
0,-8,2264,3780
0,0,2268,3784
0,36,2250,3780
0,91,2231,3784
0,141,2221,3780
0,182,2231,3784
0,222,2231,3780
0,272,2231,3784
0,323,2225,3780
0,363,2231,3784
0,395,2226,3780
0,436,2231,3784
0,485,2237,3780
0,527,2268,3784
-1,549,2309,3780
0,563,2380,3784
1,580,2469,3780
0,599,2603,3784
-4,610,2776,3780
0,617,3012,3784
26,627,3289,3780
79,635,3607,3784
145,636,3943,3780
198,635,4314,3784
225,636,4699,3780
238,635,5094,3784
264,626,5460,3780
317,617,5801,3784
373,610,6098,3780
397,599,6359,3784
391,578,6564,3780
397,563,6731,3784
422,560,6847,3780
436,563,6916,3784
427,560,6910,3780
436,563,6842,3784
489,576,6720,3780
556,599,6582,3784
587,617,6422,3780
595,635,6247,3784
609,659,6043,3780
635,690,5838,3784
652,711,5638,3780
675,726,5466,3784
722,744,5297,3780
794,781,5132,3784
859,822,4954,3780
913,853,4797,3784
966,869,4653,3780
1032,890,4537,3784
1096,922,4419,3780
1151,962,4314,3784
1190,996,4198,3780
1230,1035,4090,3784
1280,1075,3980,3780
1349,1107,3904,3784
1416,1123,3843,3780
1468,1144,3793,3784
1503,1177,3717,3780
1548,1216,3644,3784
1603,1243,3575,3780
1667,1271,3533,3784
1710,1305,3490,3780
1746,1344,3458,3784
1777,1364,3419,3780
1825,1380,3384,3784
1866,1399,3339,3780
1905,1434,3310,3784
1945,1469,3275,3780
2024,1507,3235,3784
2112,1545,3172,3780
2182,1598,3124,3784
2214,1651,3085,3780
2262,1707,3049,3784
2334,1750,2989,3780
2421,1797,2938,3784
2490,1853,2896,3780
2619,1943,2863,3784
2876,2070,2815,3780
3293,2251,2789,3784
3788,2468,2783,3780
4285,2705,2789,3784
4704,2918,2767,3780
5039,3086,2752,3784
5291,3195,2757,3780
5516,3268,2789,3784
5709,3315,2807,3780
5873,3359,2826,3784
5979,3389,2852,3780
6071,3413,2900,3784
6163,3423,2939,3780
6269,3431,2975,3784
6357,3442,3003,3780
6428,3468,3049,3784
6486,3497,3099,3780
6547,3522,3161,3784
6581,3532,3216,3780
6587,3540,3272,3784
6582,3543,3312,3780
6627,3540,3347,3784
6708,3526,3376,3780
6785,3522,3421,3784
6812,3524,3464,3780
6825,3522,3495,3784
6830,3494,3497,3780
6825,3468,3495,3784
6767,3450,3494,3780
6666,3431,3495,3784
6463,3351,3477,3780
6071,3177,3458,3784
5411,2891,3438,3780
4603,2542,3421,3784
3847,2194,3386,3780
3333,1943,3347,3784
3065,1812,3305,3780
2976,1779,3272,3784
2944,1770,3233,3780
2936,1761,3198,3784
2926,1739,3159,3780
2936,1725,3124,3784
2938,1715,3070,3780
2936,1725,3012,3784
2921,1741,2948,3780
2936,1761,2900,3784
2955,1763,2857,3781
2976,1761,2826,3784
2963,1754,2788,3780
2976,1761,2752,3784
3014,1771,2708,3781
3095,1797,2677,3784
3156,1826,2652,3780
3214,1870,2640,3784
3265,1912,2621,3783
3333,1961,2603,3784
3353,1997,2578,3779
3293,2015,2566,3784
3152,1994,2549,3785
3016,1943,2529,3784
2933,1861,2500,3776
2936,1779,2491,3784
3033,1718,2492,3793
3293,1725,2491,3784
