II,MCL,ABP
816,3066,2809
807,3065,2808
797,3066,2809
796,3074,2805
797,3103,2809
786,3116,2807
777,3103,2809
779,3068,2804
777,3066,2809
757,3097,2808
739,3139,2809
736,3157,2800
739,3176,2809
722,3196,2825
700,3212,2853
691,3203,2869
700,3212,2897
704,3246,2942
700,3285,3029
695,3299,3130
700,3322,3248
703,3352,3366
700,3358,3512
693,3314,3673
700,3285,3863
717,3299,4053
739,3322,4258
755,3293,4454
777,3249,4653
801,3214,4829
816,3176,5004
820,3098,5172
836,3030,5356
861,2993,5518
875,2957,5663
868,2868,5781
875,2774,5926
900,2719,6081
913,2701,6234
891,2666,6344
875,2628,6453
896,2603,6561
933,2592,6672
936,2557,6743
913,2519,6804
902,2490,6861
913,2482,6936
920,2464,6986
913,2446,7024
906,2434,7039
913,2446,7068
920,2450,7087
913,2446,7111
897,2434,7113
894,2446,7111
905,2467,7086
913,2482,7068
903,2466,7038
894,2446,7024
900,2435,6998
913,2446,6980
910,2448,6938
894,2446,6892
879,2439,6822
875,2446,6760
878,2447,6688
894,2446,6629
912,2438,6558
913,2446,6497
892,2462,6413
875,2482,6321
873,2474,6204
875,2446,6102
863,2411,5992
855,2409,5882
862,2427,5743
875,2446,5619
874,2443,5501
875,2446,5399
879,2449,5268
875,2446,5136
851,2421,5008
836,2409,4917
845,2408,4826
855,2409,4741
843,2390,4642
836,2373,4565
847,2374,4492
855,2409,4434
840,2419,4362
836,2373,4302
846,2336,4245
836,2409,4214
811,2473,4172
836,2373,4126
876,2243,4068
836,2373,4039
754,2565,4017
797,2373,3995
915,2007,3944
836,2300,3907
507,3268,3879
292,3760,3863
461,3029,3832
797,1935,3819
922,1666,3817
836,2154,3819
793,2490,3792
875,2409,3775
932,2329,3770
894,2446,3775
846,2511,3751
855,2446,3731
880,2404,3723
875,2446,3731
848,2451,3712
836,2409,3687
842,2389,3672
855,2409,3687
853,2412,3694
836,2409,3687
813,2411,3659
797,2409,3644
784,2381,3635
777,2373,3644
777,2389,3642
777,2409,3644
774,2405,3637
777,2409,3644
789,2429,3642
797,2446,3644
788,2427,3636
777,2409,3644
774,2407,3646
777,2409,3644
775,2385,3617
777,2373,3600
787,2387,3591
797,2409,3600
797,2395,3597
797,2373,3600
799,2366,3597
797,2373,3600
784,2355,3593
777,2336,3600
780,2339,3603
777,2373,3600
756,2399,3572
739,2409,3556
741,2396,3552
758,2373,3556
769,2333,3533
777,2300,3512
784,2284,3500
777,2300,3512
747,2323,3513
700,2336,3512
669,2336,3493
700,2373,3468
745,2419,3434
719,2409,3424
659,2353,3425
700,2373,3424
789,2439,3396
739,2409,3380
623,2316,3378
719,2373,3380
892,2488,3355
739,2373,3336
460,2184,3331
700,2409,3336
1175,2788,3315
739,2409,3292
-627,1279,3281
-1224,767,3292
-24,1664,3281
1672,2920,3248
2083,3165,3210
1361,2592,3205
859,2256,3209
972,2373,3205
1049,2371,3175
836,2117,3161
710,1969,3160
816,2008,3161
891,1971,3134
836,1825,3117
770,1722,3114
700,1643,3117
530,1430,3092
311,1132,3073
136,881,3068
-19,694,3073
-205,466,3050
-350,219,3029
-399,37,3022
-408,-37,3029
-431,-68,3010
-408,-110,2985
-277,-170,2971
-78,-183,2985
91,-119,2992
214,37,2985
335,272,2958
466,584,2941
562,903,2932
603,1168,2941
619,1388,2945
661,1679,2941
735,2068,2917
816,2446,2897
856,2674,2886
836,2774,2897
784,2839,2902
758,2920,2897
777,2985,2872
816,3030,2853
837,3067,2844
836,3103,2853
831,3112,2855
836,3103,2853
839,3094,2845
836,3103,2853
836,3108,2858
855,3103,2853
877,3082,2827
875,3066,2809
848,3058,2803
836,3066,2809
853,3071,2806
875,3066,2809
869,3044,2811
855,3030,2809
858,3022,2785
875,3030,2766
880,3039,2757
875,3066,2766
866,3090,2765
855,3103,2766
839,3084,2762
836,3066,2766
847,3057,2761
855,3066,2766
844,3066,2768
836,3066,2766
844,3061,2741
855,3066,2722
847,3063,2713
836,3066,2722
834,3075,2721
836,3103,2722
825,3114,2718
816,3103,2722
823,3070,2718
836,3066,2722
826,3083,2721
797,3103,2722
773,3095,2713
777,3103,2722
799,3134,2727
816,3176,2722
806,3183,2689
777,3176,2678
747,3168,2691
739,3176,2722
746,3182,2723
758,3212,2722
754,3253,2740
739,3285,2809
728,3282,2892
739,3285,2985
756,3303,3078
758,3322,3205
742,3315,3347
739,3322,3512
755,3345,3674
777,3358,3863
791,3325,4057
816,3285,4258
853,3254,4432
875,3212,4609
863,3121,4781
855,3030,4960
873,2966,5114
894,2920,5268
887,2846,5415
875,2774,5575
879,2726,5712
894,2701,5838
900,2661,5943
913,2628,6058
934,2608,6165
933,2592,6277
897,2550,6368
875,2519,6453
897,2511,6517
933,2519,6585
933,2501,6632
913,2482,6672
901,2485,6689
894,2519,6716
877,2533,6737
875,2519,6760
902,2487,6757
933,2482,6760
925,2498,6757
894,2519,6760
873,2519,6737
875,2519,6716
876,2517,6689
875,2519,6672
874,2512,6631
875,2519,6585
865,2526,6516
855,2519,6453
856,2488,6378
875,2482,6321
891,2504,6255
894,2519,6190
883,2485,6097
875,2446,6014
873,2434,5924
875,2446,5838
866,2443,5726
855,2446,5619
844,2462,5506
836,2482,5399
829,2468,5265
836,2446,5136
849,2436,5011
855,2446,4917
845,2445,4822
836,2446,4741
834,2443,4649
836,2446,4565
831,2433,4470
836,2409,4390
850,2389,4312
855,2409,4258
841,2431,4205
836,2409,4170
848,2382,4126
855,2446,4083
841,2503,4027
836,2409,3995
843,2286,3970
836,2409,3951
816,2594,3905
836,2409,3863
874,2054,3828
836,2336,3819
711,3277,3799
641,3760,3775
714,3060,3742
836,2008,3731
874,1743,3726
855,2190,3731
869,2477,3714
913,2373,3687
914,2292,3652
875,2409,3644
856,2471,3642
875,2409,3644
879,2386,3619
855,2446,3600
831,2455,3588
836,2409,3600
857,2388,3601
875,2409,3600
872,2411,3590
855,2409,3600
833,2416,3604
816,2409,3600
804,2363,3572
797,2336,3556
793,2348,3549
797,2373,3556
809,2370,3552
836,2373,3556
864,2383,3555
875,2373,3556
859,2321,3544
836,2300,3556
815,2333,3579
797,2373,3600
778,2357,3581
777,2336,3556
791,2351,3543
797,2373,3556
784,2342,3558
777,2300,3556
783,2288,3548
777,2300,3556
744,2283,3555
719,2263,3556
725,2269,3549
739,2300,3556
729,2306,3557
719,2300,3556
727,2304,3533
739,2336,3512
734,2361,3498
739,2373,3512
763,2370,3520
777,2373,3512
760,2375,3480
739,2373,3468
742,2358,3468
777,2373,3468
794,2393,3440
758,2373,3424
723,2330,3421
777,2373,3424
836,2436,3399
758,2373,3380
659,2267,3375
777,2373,3380
928,2534,3358
739,2373,3336
471,2097,3327
758,2336,3336
1250,2799,3321
777,2373,3292
-629,1031,3258
-1224,402,3248
5,1455,3244
1710,2957,3248
2101,3264,3246
1361,2592,3248
871,2203,3231
1011,2373,3205
1098,2418,3170
875,2154,3161
742,2002,3161
855,2081,3161
936,2091,3135
875,1971,3117
802,1884,3111
739,1825,3117
589,1644,3098
389,1387,3073
225,1171,3058
78,986,3073
-91,743,3081
-214,511,3073
-241,387,3043
-233,365,3029
-248,335,3027
-233,256,3029
-128,154,3007
39,110,2985
184,150,2973
292,292,2985
391,510,2991
486,767,2985
542,989,2959
564,1168,2941
592,1366,2931
661,1679,2941
743,2061,2945
797,2373,2941
795,2521,2916
758,2592,2897
722,2678,2888
719,2774,2897
745,2821,2899
777,2847,2897
796,2887,2890
797,2920,2897
792,2905,2901
797,2884,2897
809,2896,2871
816,2920,2853
814,2907,2846
816,2884,2853
826,2880,2852
836,2884,2853
835,2861,2851
836,2847,2853
839,2862,2848
836,2884,2853
820,2866,2856
816,2847,2853
828,2855,2828
836,2884,2809
823,2888,2802
816,2884,2809
827,2880,2807
836,2884,2809
824,2875,2811
816,2884,2809
827,2905,2786
836,2920,2766
823,2899,2756
816,2884,2766
829,2894,2766
836,2920,2766
814,2910,2761
797,2884,2766
805,2878,2762
816,2920,2766
798,2958,2764
777,2957,2766
782,2912,2759
797,2884,2766
791,2889,2769
777,2920,2766
775,2940,2738
777,2957,2722
760,2961,2715
739,2957,2722
732,2939,2714
739,2957,2722
733,3009,2737
719,3066,2766
713,3075,2779
719,3066,2809
716,3070,2860
700,3103,2941
687,3136,3019
700,3176,3117
720,3205,3231
719,3212,3380
698,3186,3529
700,3176,3687
736,3192,3848
777,3212,4039
791,3198,4234
797,3176,4434
816,3149,4609
836,3103,4785
835,3021,4954
836,2957,5136
853,2923,5296
875,2884,5443
876,2793,5568
875,2701,5707
885,2648,5840
894,2628,5970
882,2591,6075
875,2555,6190
891,2533,6300
913,2519,6409
916,2479,6479
913,2446,6541
917,2436,6598
913,2446,6672
890,2431,6723
875,2409,6760
882,2397,6774
894,2409,6804
884,2412,6826
875,2409,6848
883,2403,6844
894,2409,6848
884,2410,6845
875,2409,6848
882,2403,6824
894,2409,6804
886,2412,6777
875,2409,6760
879,2399,6719
894,2409,6672
891,2431,6603
875,2446,6541
865,2428,6467
875,2409,6409
882,2402,6342
875,2409,6277
863,2407,6187
875,2409,6102
895,2411,6009
894,2409,5926
867,2387,5817
855,2373,5707
868,2369,5586
875,2373,5487
851,2364,5379
836,2373,5268
852,2394,5131
875,2409,5004
867,2387,4881
855,2373,4785
864,2379,4688
875,2373,4609
857,2335,4532
836,2336,4478
840,2364,4412
855,2336,4346
848,2265,4267
836,2300,4214
834,2387,4166
836,2336,4126
828,2208,4072
836,2300,4039
850,2486,4013
836,2336,3995
803,2008,3948
816,2300,3907
861,3258,3874
836,3760,3863
716,3028,3839
641,1862,3819
709,1464,3794
836,1862,3775
881,2205,3744
855,2190,3731
847,2172,3727
875,2336,3731
880,2439,3709
855,2373,3687
842,2297,3674
855,2336,3687
856,2390,3692
836,2373,3687
820,2312,3661
836,2300,3644
864,2337,3632
875,2373,3644
856,2348,3648
836,2300,3644
825,2279,3616
816,2300,3600
795,2307,3591
777,2300,3600
774,2294,3598
777,2300,3600
774,2296,3594
777,2300,3600
791,2316,3597
797,2336,3600
777,2325,3596
758,2300,3600
761,2283,3596
777,2300,3600
780,2323,3596
777,2336,3600
784,2321,3595
797,2300,3600
800,2287,3598
797,2300,3600
790,2309,3592
777,2300,3600
759,2271,3603
758,2263,3600
773,2277,3572
777,2300,3556
755,2301,3549
739,2300,3556
745,2301,3551
758,2300,3556
755,2267,3557
758,2227,3556
774,2204,3529
777,2227,3512
745,2268,3506
700,2300,3512
688,2307,3492
739,2336,3468
787,2373,3453
758,2373,3468
699,2341,3475
739,2373,3468
817,2423,3440
758,2373,3424
644,2286,3417
739,2373,3424
898,2494,3409
739,2336,3380
477,2090,3343
739,2300,3336
1208,2713,3339
739,2373,3336
-647,1260,3307
-1224,767,3292
12,1695,3291
1710,2957,3292
2084,3153,3267
1322,2519,3248
811,2164,3243
933,2300,3248
1006,2309,3227
777,2044,3205
651,1898,3195
777,1971,3205
866,1970,3191
797,1825,3161
703,1704,3124
622,1643,3117
473,1502,3117
292,1278,3117
139,1050,3093
-19,840,3073
-202,596,3062
-311,365,3073
-319,211,3077
-330,146,3073
-386,98,3048
-350,37,3029
-132,-21,3017
155,0,3029
337,111,3036
408,292,3029
473,498,2999
564,730,2985
616,959,2984
622,1168,2985
638,1378,2961
700,1679,2941
773,2061,2933
816,2409,2941
812,2609,2939
777,2701,2941
743,2770,2942
739,2847,2941
765,2904,2917
797,2957,2897
812,3008,2889
816,3030,2897
824,3006,2895
836,2993,2897
841,3016,2898
836,3030,2897
829,2990,2874
836,2957,2853
849,2980,2843
855,3030,2853
846,3029,2855
836,2993,2853
832,2962,2847
836,2957,2853
836,2949,2854
836,2957,2853
835,2976,2847
836,2993,2853
834,2975,2857
836,2957,2853
837,2951,2828
836,2957,2809
830,2948,2801
836,2957,2809
844,2978,2810
836,2993,2809
809,2971,2804
797,2957,2809
807,2968,2809
816,2993,2809
804,2982,2804
797,2957,2809
808,2942,2809
816,2957,2809
799,2960,2802
777,2957,2809
774,2959,2813
777,2993,2809
766,3024,2782
758,3030,2766
767,3002,2759
777,2993,2766
756,3018,2759
719,3066,2766
697,3091,2780
700,3103,2809
698,3112,2823
680,3139,2853
660,3160,2902
661,3176,2985
675,3176,3065
680,3176,3161
662,3180,3270
641,3212,3424
639,3244,3592
661,3249,3775
684,3219,3944
700,3212,4126
708,3233,4312
719,3249,4521
735,3217,4720
758,3176,4917
780,3143,5089
797,3103,5268
810,3025,5439
836,2957,5619
863,2916,5777
875,2884,5926
868,2813,6052
875,2738,6190
898,2678,6320
913,2628,6453
902,2561,6562
894,2519,6672
904,2514,6763
913,2519,6848
901,2483,6908
894,2446,6980
911,2434,7046
933,2446,7111
928,2431,7137
913,2409,7155
911,2399,7167
913,2409,7199
902,2409,7219
894,2409,7243
903,2408,7244
913,2409,7243
898,2400,7217
875,2409,7199
866,2430,7173
875,2446,7155
877,2428,7111
875,2409,7068
873,2403,7014
875,2409,6980
872,2404,6934
875,2409,6892
884,2427,6827
894,2446,6760
889,2433,6670
875,2409,6585
866,2397,6489
875,2409,6409
882,2414,6319
875,2409,6234
856,2399,6124
855,2409,6014
869,2417,5881
875,2409,5751
860,2381,5608
855,2373,5487
868,2378,5368
875,2373,5268
854,2340,5154
836,2336,5048
836,2365,4931
836,2373,4829
813,2335,4726
797,2336,4653
811,2377,4583
836,2373,4521
833,2313,4445
816,2336,4390
816,2413,4340
836,2373,4302
838,2246,4248
816,2300,4214
806,2462,4188
836,2373,4170
854,2108,4123
797,2300,4083
688,3017,4050
641,3395,4039
705,2812,4013
797,1898,3995
820,1601,3970
797,1935,3951
798,2222,3918
836,2227,3907
864,2230,3905
875,2373,3907
878,2457,3881
875,2409,3863
858,2352,3856
855,2373,3863
871,2392,3842
875,2373,3819
849,2351,3805
836,2373,3819
857,2404,3824
875,2409,3819
855,2382,3792
836,2373,3775
845,2380,3764
855,2373,3775
829,2325,3779
797,2300,3775
792,2319,3748
797,2336,3731
783,2309,3722
777,2300,3731
798,2338,3731
816,2373,3731
799,2339,3725
777,2300,3731
782,2307,3730
797,2336,3731
787,2320,3724
777,2300,3731
792,2322,3733
816,2373,3731
814,2375,3706
797,2336,3687
786,2301,3676
777,2300,3687
761,2301,3689
758,2300,3687
773,2295,3677
777,2300,3687
754,2298,3693
739,2300,3687
754,2299,3657
777,2300,3644
778,2283,3642
777,2263,3644
786,2248,3618
777,2263,3600
738,2300,3594
700,2336,3600
698,2348,3579
739,2373,3556
761,2394,3543
719,2373,3556
677,2330,3559
739,2373,3556
815,2437,3534
739,2373,3512
624,2264,3481
739,2373,3468
911,2548,3464
739,2409,3468
457,2147,3449
719,2373,3424
1204,2809,3393
739,2373,3380
-655,1038,3372
-1224,402,3380
34,1419,3383
1730,2884,3380
2060,3182,3356
1263,2519,3336
769,2135,3312
933,2300,3292
1022,2335,3262
777,2044,3248
641,1850,3245
777,1898,3248
875,1898,3227
797,1752,3205
688,1609,3191
603,1497,3205
452,1293,3211
253,1022,3205
73,781,3176
-97,584,3161
-269,352,3155
-369,110,3161
-386,-70,3144
-408,-146,3117
-457,-179,3084
-408,-219,3073
-194,-262,3069
78,-219,3073
257,-69,3068
350,146,3073
441,368,3074
544,621,3073
602,898,3050
622,1168,3029
660,1414,3016
739,1716,3029
809,2090,3036
836,2446,3029
817,2665,2999
777,2774,2985
742,2850,2983
739,2920,2985
765,2960,2963
797,2993,2941
811,3036,2930
816,3066,2941
825,3052,2944
836,3030,2941
839,3038,2932
836,3066,2941
833,3072,2946
836,3066,2941
836,3065,2915
836,3066,2897
834,3047,2890
836,3030,2897
836,3024,2896
836,3030,2897
833,3024,2894
836,3030,2897
837,3037,2893
836,3030,2897
832,2996,2898
836,2993,2897
841,3028,2874
836,3066,2853
820,3054,2842
816,3030,2853
828,3020,2858
836,3030,2853
824,3024,2828
816,3030,2809
825,3048,2799
836,3066,2809
828,3047,2814
816,3030,2809
814,3037,2796
816,3066,2809
806,3071,2836
797,3066,2853
797,3060,2832
797,3066,2809
784,3061,2799
777,3066,2809
781,3080,2807
777,3103,2809
749,3103,2808
719,3103,2809
705,3110,2797
700,3139,2809
686,3161,2843
680,3176,2897
690,3174,2934
700,3176,2985
684,3182,3056
661,3212,3161
657,3250,3261
680,3285,3380
699,3291,3516
700,3285,3687
691,3277,3859
700,3285,4039
720,3289,4207
739,3285,4390
751,3255,4574
777,3212,4785
814,3155,4988
836,3103,5180
832,3047,5333
836,2993,5487
858,2922,5637
875,2847,5795
863,2777,5926
855,2738,6058
872,2706,6184
894,2665,6321
893,2601,6435
894,2555,6541
915,2531,6625
933,2519,6716
923,2493,6798
913,2482,6892
924,2482,6966
933,2482,7024
919,2457,7043
913,2446,7068
930,2459,7086
933,2482,7111
898,2470,7109
875,2446,7111
891,2432,7107
913,2446,7111
902,2450,7089
894,2446,7068
916,2437,7036
933,2446,7024
906,2450,6999
875,2446,6980
884,2433,6937
913,2446,6892
907,2469,6822
875,2482,6760
860,2463,6690
875,2446,6629
883,2442,6542
875,2446,6453
866,2427,6353
875,2409,6277
882,2403,6192
875,2409,6102
857,2406,5985
855,2409,5882
867,2413,5774
875,2409,5663
864,2383,5522
855,2373,5399
861,2388,5286
875,2409,5180
873,2393,5042
855,2373,4917
836,2369,4812
836,2373,4741
841,2360,4652
836,2373,4565
825,2395,4482
836,2373,4434
851,2316,4386
836,2336,4346
811,2386,4295
836,2336,4258
872,2258,4212
836,2373,4170
775,2518,4116
836,2336,4083
945,2041,4053
836,2373,4039
490,3305,4012
292,3760,3995
490,3050,3970
836,1971,3951
944,1632,3919
836,2008,3907
786,2299,3903
875,2263,3907
941,2252,3885
913,2409,3863
872,2485,3836
875,2409,3819
883,2355,3790
875,2409,3775
863,2445,3767
855,2409,3775
841,2362,3771
836,2373,3775
850,2413,3774
875,2446,3775
883,2438,3752
875,2409,3731
855,2378,3719
836,2373,3731
821,2370,3735
816,2373,3731
810,2372,3705
797,2373,3687
780,2367,3676
777,2373,3687
788,2377,3690
797,2373,3687
788,2347,3674
777,2336,3687
774,2348,3711
777,2373,3731
776,2376,3712
777,2373,3687
786,2369,3673
797,2373,3687
797,2368,3693
797,2373,3687
798,2377,3660
797,2373,3644
785,2336,3634
777,2300,3644
778,2295,3644
777,2336,3644
765,2372,3634
758,2373,3644
765,2333,3649
777,2300,3644
778,2278,3613
777,2263,3600
774,2245,3598
758,2263,3600
727,2319,3574
700,2373,3556
698,2375,3549
739,2373,3556
771,2381,3536
739,2373,3512
694,2343,3497
758,2373,3512
848,2411,3518
777,2336,3512
645,2221,3485
739,2300,3468
914,2460,3446
758,2373,3424
482,2175,3392
739,2373,3380
1221,2737,3377
758,2373,3380
-641,1270,3358
-1224,767,3336
22,1639,3323
1710,2847,3336
2038,3045,3342
1244,2446,3336
759,2116,3310
933,2263,3292
1025,2282,3270
777,2008,3248
639,1822,3217
777,1862,3205
878,1872,3201
797,1752,3205
681,1608,3184
583,1460,3161
420,1224,3146
214,949,3161
39,716,3169
-117,511,3161
-286,267,3129
-408,37,3117
-440,-112,3116
-428,-183,3117
-402,-252,3092
-311,-329,3073
-130,-367,3067
78,-292,3073
233,-109,3054
350,146,3029
464,418,3013
564,694,3029
612,952,3038
641,1205,3029
698,1479,2998
777,1825,2985
828,2203,2984
836,2519,2985
818,2693,2961
797,2774,2941
778,2839,2932
777,2920,2941
803,2985,2941
836,3030,2941
848,3055,2938
836,3066,2941
825,3061,2937
836,3066,2941
854,3076,2943
855,3066,2941
838,3033,2916
836,3030,2897
856,3058,2889
875,3066,2897
867,3022,2896
855,2993,2897
854,3011,2895
855,3030,2897
842,2992,2892
836,2957,2897
846,2976,2900
855,3030,2897
844,3042,2871
836,3030,2853
845,3021,2848
855,3030,2853
845,3024,2835
836,3030,2809
844,3039,2792
855,3030,2809
847,2980,2834
836,2957,2853
835,2984,2851
836,3030,2853
822,3034,2855
816,3030,2853
827,3043,2829
836,3066,2809
818,3052,2800
797,3030,2809
792,3031,2809
797,3066,2809
788,3079,2804
777,3066,2809
776,3048,2806
777,3066,2809
761,3092,2806
739,3103,2809
725,3089,2803
719,3103,2809
708,3141,2820
700,3176,2853
699,3173,2888
700,3176,2941
689,3205,2995
680,3249,3073
685,3267,3164
700,3285,3292
705,3308,3434
700,3322,3600
693,3300,3764
700,3285,3951
715,3288,4142
739,3285,4346
766,3244,4525
797,3212,4697
821,3201,4860
836,3176,5048
842,3089,5230
855,2993,5399
869,2928,5529
875,2884,5663
869,2811,5806
875,2738,5970
895,2679,6109
913,2628,6234
913,2560,6336
913,2519,6453
924,2514,6563
933,2519,6672
923,2482,6746
913,2446,6804
914,2436,6840
913,2446,6892
900,2429,6936
894,2409,6980
905,2403,6997
913,2409,7024
901,2391,7043
894,2373,7068
904,2376,7066
913,2409,7068
901,2422,7050
894,2409,7024
905,2391,6969
913,2409,6936
894,2438,6910
875,2446,6892
880,2418,6844
894,2409,6804
887,2427,6762
875,2446,6716
879,2427,6627
894,2409,6541
891,2418,6465
875,2446,6409
866,2450,6311
875,2446,6190
874,2444,6058
855,2446,5970
834,2426,5887
836,2409,5795
851,2406,5660
855,2409,5531
840,2391,5409
836,2373,5312
848,2366,5199
855,2373,5092
843,2366,4977
836,2373,4873
846,2385,4755
855,2373,4653
839,2332,4555
816,2336,4478
815,2366,4398
836,2336,4346
840,2263,4298
816,2300,4258
804,2399,4202
836,2373,4170
851,2271,4147
797,2373,4126
752,2555,4076
836,2409,4039
940,2093,4012
816,2373,3995
478,3289,3948
292,3760,3907
478,3048,3876
797,1935,3863
896,1574,3834
797,1971,3819
753,2295,3814
836,2263,3819
899,2228,3796
875,2373,3775
840,2465,3765
855,2409,3775
879,2347,3761
875,2373,3731
852,2395,3694
836,2373,3687
829,2350,3688
836,2373,3687
847,2402,3661
855,2409,3644
849,2384,3634
836,2373,3644
816,2385,3642
797,2409,3644
782,2398,3640
777,2373,3644
777,2362,3638
777,2373,3644
781,2374,3645
797,2373,3644
814,2370,3619
816,2373,3600
796,2366,3589
777,2373,3600
774,2390,3600
777,2409,3600
775,2408,3593
777,2409,3600
789,2411,3599
797,2409,3600
787,2386,3592
777,2373,3600
777,2372,3602
777,2373,3600
766,2349,3574
758,2336,3556
760,2347,3546
758,2373,3556
742,2376,3555
739,2373,3556
757,2372,3550
777,2373,3556
778,2342,3555
777,2300,3556
785,2275,3537
777,2300,3512
741,2354,3478
700,2409,3468
685,2432,3467
719,2446,3468
755,2442,3444
739,2409,3424
709,2372,3413
758,2409,3424
816,2459,3427
739,2409,3424
633,2338,3402
739,2446,3380
885,2585,3350
700,2446,3336
436,2213,3331
719,2409,3336
1206,2782,3320
739,2409,3292
-649,1285,3257
-1224,767,3248
4,1647,3249
1672,2884,3248
2005,3109,3223
1224,2519,3205
737,2175,3197
913,2300,3205
1039,2309,3190
836,2044,3161
713,1879,3125
836,1935,3117
914,1938,3116
816,1789,3117
686,1614,3094
583,1460,3073
423,1231,3060
214,949,3073
19,690,3079
-155,475,3073
-317,246,3044
-408,37,3029
-417,-101,3024
-408,-146,3029
-403,-169,3011
-330,-219,2985
-160,-284,2954
39,-256,2941
181,-89,2934
292,183,2941
419,475,2941
544,767,2941
606,1045,2934
622,1314,2941
658,1591,2946
739,1935,2941
813,2316,2913
836,2628,2897
805,2784,2895
758,2847,2897
736,2909,2875
758,2993,2853
798,3057,2844
816,3103,2853
805,3135,2853
797,3139,2853
814,3099,2850
836,3066,2853
834,3074,2849
816,3103,2853
813,3106,2856
836,3103,2853
857,3105,2828
855,3103,2809
838,3076,2801
836,3066,2809
848,3084,2808
855,3103,2809
844,3082,2807
836,3066,2809
843,3078,2804
855,3103,2809
849,3090,2814
836,3066,2809
830,3055,2782
836,3066,2766
837,3064,2762
836,3066,2766
835,3079,2744
836,3103,2722
833,3105,2710
836,3103,2722
840,3098,2724
836,3103,2722
819,3098,2715
816,3103,2722
829,3106,2723
836,3103,2722
817,3077,2714
797,3066,2722
793,3077,2726
797,3103,2722
788,3105,2694
777,3103,2678
777,3108,2672
777,3139,2678
760,3163,2670
739,3176,2678
731,3171,2696
739,3176,2722
742,3186,2721
739,3212,2722
730,3231,2731
719,3249,2766
703,3259,2799
700,3285,2853
714,3319,2924
739,3358,3029
747,3370,3145
739,3358,3292
727,3332,3456
739,3322,3644
767,3310,3819
797,3285,3995
810,3239,4161
816,3212,4346
823,3200,4522
836,3176,4697
851,3106,4848
875,3030,5004
888,2968,5155
875,2920,5312
847,2848,5444
855,2774,5575
901,2710,5697
933,2665,5838
917,2607,5972
894,2555,6102
900,2520,6197
913,2519,6277
903,2519,6336
894,2519,6409
906,2512,6475
913,2519,6541
890,2521,6582
875,2519,6629
893,2498,6669
913,2482,6716
897,2472,6740
875,2482,6760
885,2497,6761
913,2519,6760
913,2525,6735
894,2519,6716
886,2494,6689
894,2482,6672
889,2490,6631
875,2519,6585
867,2530,6529
875,2519,6497
878,2489,6456
875,2482,6409
870,2497,6335
875,2519,6277
878,2511,6215
875,2482,6146
868,2450,6033
875,2446,5926
889,2449,5828
894,2446,5751
877,2422,5644
855,2409,5531
841,2406,5410
836,2409,5312
830,2403,5201
836,2409,5092
849,2416,4971
855,2409,4873
845,2377,4777
836,2373,4697
841,2400,4605
855,2409,4521
854,2374,4427
836,2373,4346
816,2410,4265
816,2409,4214
816,2356,4167
797,2373,4126
788,2427,4070
836,2373,4039
879,2271,4015
836,2373,3995
771,2535,3945
836,2373,3907
947,2067,3880
836,2373,3863
488,3298,3818
292,3760,3775
492,3041,3742
836,1935,3731
942,1579,3706
836,1971,3687
790,2300,3676
875,2300,3687
930,2301,3689
894,2446,3687
857,2500,3667
875,2409,3644
891,2342,3610
875,2373,3600
847,2390,3598
836,2373,3600
832,2374,3576
836,2409,3556
845,2420,3545
855,2409,3556
852,2399,3556
836,2409,3556
812,2413,3549
797,2409,3556
793,2389,3554
797,2373,3556
791,2365,3549
777,2373,3556
768,2375,3556
777,2373,3556
792,2354,3533
797,2336,3512
786,2324,3496
777,2336,3512
777,2356,3534
777,2373,3556
773,2370,3555
777,2373,3556
790,2385,3552
797,2409,3556
786,2416,3551
777,2409,3556
779,2388,3557
777,2373,3556
762,2363,3532
758,2373,3512
771,2380,3501
777,2373,3512
756,2334,3514
739,2300,3512
751,2287,3502
777,2300,3512
783,2295,3517
777,2263,3512
772,2223,3484
758,2227,3468
734,2278,3463
719,2336,3468
726,2355,3448
758,2373,3424
772,2389,3409
739,2373,3424
706,2334,3432
758,2373,3424
815,2432,3394
739,2373,3380
648,2271,3377
777,2373,3380
940,2526,3360
758,2373,3336
493,2120,3308
777,2373,3292
1256,2823,3267
758,2373,3248
-658,1024,3237
-1224,402,3248
43,1449,3254
1730,2920,3248
2038,3195,3221
1224,2519,3205
737,2152,3198
933,2336,3205
1059,2368,3189
836,2081,3161
707,1932,3126
855,2044,3117
966,2079,3116
875,1935,3117
725,1787,3095
603,1679,3073
444,1478,3059
253,1205,3073
85,962,3081
-58,767,3073
-198,553,3041
-292,365,3029
-318,257,3029
-311,219,3029
-283,185,3003
-194,146,2985
-43,107,2981
117,110,2985
234,182,2963
330,365,2941
434,620,2931
525,876,2941
565,1075,2940
583,1278,2941
632,1559,2940
719,1935,2941
787,2288,2920
797,2519,2897
765,2624,2884
739,2701,2897
739,2786,2904
758,2847,2897
777,2860,2870
797,2884,2853
818,2934,2847
836,2957,2853
839,2914,2851
836,2884,2853
834,2915,2851
836,2957,2853
835,2942,2848
836,2920,2853
837,2937,2856
836,2957,2853
830,2921,2829
836,2884,2809
850,2893,2800
855,2920,2809
842,2903,2810
836,2884,2809
845,2896,2803
855,2920,2809
845,2901,2810
836,2884,2809
842,2897,2803
855,2920,2809
850,2902,2813
836,2884,2809
830,2893,2785
836,2920,2766
836,2918,2756
