II,aVF,PLETH,RESP
2628,1906,2434,0
2617,1892,2415,0
2579,1870,2401,0
2532,1842,2396,0
2529,1833,2401,0
2557,1829,2386,0
2579,1833,2368,0
2556,1840,2358,0
2529,1870,2368,0
2520,1897,2370,0
2529,1906,2368,0
2524,1893,2362,0
2529,1906,2368,0
2549,1955,2369,0
2579,2016,2368,0
2581,2052,2361,0
2579,2090,2368,0
2591,2152,2372,0
2628,2236,2368,0
2657,2290,2346,0
2678,2309,2335,0
2694,2316,2332,0
2727,2346,2335,0
2756,2385,2317,0
2777,2419,2302,0
2776,2435,2294,0
2777,2456,2302,0
2789,2488,2299,0
2827,2529,2302,0
2861,2555,2309,0
2876,2566,2335,0
2852,2564,2360,0
2827,2566,2401,0
2827,2564,2442,0
2876,2566,2500,0
2922,2564,2563,0
2926,2566,2664,0
2873,2563,2786,0
2827,2566,2927,0
2812,2565,3060,0
2827,2566,3223,0
2828,2562,3409,0
2827,2566,3618,0
2825,2567,3810,0
2827,2566,4012,0
2804,2548,4220,0
2777,2529,4440,0
2761,2507,4639,0
2777,2493,4835,0
2800,2482,5017,0
2827,2493,5196,0
2834,2512,5346,0
2827,2529,5492,0
2799,2517,5627,0
2777,2493,5756,0
2753,2466,5845,0
2727,2456,5920,0
2692,2451,5980,0
2678,2456,6051,0
2676,2456,6104,0
2678,2456,6150,0
2666,2450,6177,0
2678,2456,6216,0
2706,2459,6247,0
2727,2456,6282,0
2705,2445,6294,0
2678,2456,6315,0
2668,2479,6326,0
2678,2493,6347,0
2675,2473,6356,0
2678,2456,6380,0
2682,2454,6396,0
2678,2456,6413,0
2644,2435,6405,0
2628,2419,6413,0
2645,2428,6424,0
2678,2456,6446,0
2682,2463,6443,0
2678,2456,6446,0
2677,2449,6442,0
2678,2456,6446,0
2652,2447,6424,0
2628,2419,6413,0
2620,2374,6405,0
2628,2346,6413,0
2612,2336,6397,0
2579,2346,6380,0
2542,2348,6355,0
2529,2346,6347,0
2523,2337,6328,0
2529,2346,6315,0
2542,2373,6282,0
2579,2419,6249,0
2609,2450,6194,0
2628,2456,6150,0
2650,2451,6097,0
2727,2493,6051,0
2838,2582,5983,0
2926,2676,5920,0
2939,2716,5847,0
2926,2713,5788,0
2921,2681,5717,0
2926,2639,5657,0
2901,2589,5587,0
2876,2566,5525,0
2869,2567,5441,0
2876,2566,5361,0
2856,2530,5279,0
2827,2493,5229,0
2813,2481,5178,0
2827,2493,5131,0
2820,2484,5059,0
2777,2456,4999,0
2700,2407,4941,0
2628,2346,4900,0
2568,2275,4846,0
2529,2236,4802,0
2498,2232,4757,0
2479,2236,4736,0
2458,2207,4704,0
2430,2163,4670,0
2380,2121,4624,0
2331,2090,4604,0
2290,2057,4587,0
2281,2053,4572,0
2278,2072,4532,0
2281,2090,4506,0
2273,2070,4485,0
2281,2053,4473,0
2301,2059,4436,0
2331,2090,4407,0
2340,2099,4383,0
2331,2090,4374,0
2294,2062,4343,0
2231,2016,4308,0
2140,1909,4268,0
2033,1723,4243,0
1904,1478,4207,0
1785,1246,4177,0
1795,1105,4139,0
2083,1136,4111,0
2659,1389,4073,0
3372,1833,4045,0
4056,2322,4010,0
4612,2713,3980,0
4897,2994,3938,0
4711,3263,3914,0
4022,3487,3893,0
3124,3483,3881,0
2382,3113,3849,0
1934,2529,3815,0
1649,1999,3776,0
1388,1650,3749,0
1085,1376,3715,0
744,1063,3684,0
370,680,3644,0
0,293,3618,0
-382,-52,3593,0
-793,-330,3585,0
-1211,-559,3569,0
-1537,-733,3552,0
-1759,-819,3516,0
-1934,-770,3486,0
-2073,-611,3460,0
-1984,-367,3453,0
-1474,1,3439,0
-545,587,3420,0
509,1322,3384,0
1388,1980,3355,0
1951,2343,3329,0
2281,2456,3322,0
2486,2491,3307,0
2628,2566,3289,0
2712,2633,3252,0
2777,2639,3223,0
2835,2604,3198,0
2876,2603,3190,0
2878,2642,3174,0
2876,2676,3157,0
2896,2665,3133,0
2926,2639,3124,0
2932,2642,3121,0
2926,2676,3124,0
2926,2693,3110,0
2926,2676,3092,0
2904,2647,3066,-1
2876,2639,3059,0
2867,2643,3056,5
2876,2639,3059,16
2878,2616,3044,31
2876,2603,3026,48
2873,2611,3001,65
2876,2639,2993,81
2857,2639,2990,94
2827,2603,2993,113
2803,2558,2979,136
2827,2566,2960,161
2865,2610,2935,180
2876,2639,2927,193
2831,2609,2924,206
2777,2566,2927,225
2740,2549,2914,248
2727,2566,2894,274
2716,2572,2868,298
2727,2566,2861,322
2754,2557,2860,346
2777,2566,2861,370
2757,2570,2844,394
2727,2566,2828,419
2715,2557,2818,442
2727,2566,2828,467
2716,2574,2833,491
2678,2566,2828,515
2634,2529,2806,538
2628,2493,2796,564
2635,2457,2792,588
2628,2419,2796,612
2595,2371,2780,635
2579,2346,2763,660
2580,2346,2751,685
2579,2346,2763,708
2547,2301,2769,730
2529,2236,2763,757
2544,2184,2739,788
2579,2163,2730,821
2584,2135,2729,846
2579,2090,2730,870
2575,2026,2711,897
2579,1980,2697,934
2570,1951,2690,969
2579,1943,2697,998
2604,1927,2695,1020
2628,1906,2697,1047
2623,1889,2697,1077
2628,1906,2697,1111
2654,1934,2679,1137
2678,1943,2664,1159
2658,1909,2657,1180
2628,1870,2664,1208
2602,1844,2654,1238
2579,1833,2631,1272
2539,1811,2602,1303
2529,1796,2598,1336
2554,1801,2601,1367
2579,1833,2598,1401
2554,1866,2576,1432
2529,1906,2565,1465
2553,1954,2564,1495
2628,2016,2565,1530
2677,2063,2545,1562
2678,2090,2532,1594
2644,2099,2529,1621
2628,2126,2532,1659
2637,2173,2514,1699
2678,2236,2500,1739
2727,2293,2494,1764
2777,2346,2500,1787
2806,2387,2483,1814
2827,2419,2467,1852
2829,2435,2457,1884
2827,2456,2467,1916
2831,2486,2466,1944
2876,2529,2467,1981
2922,2557,2461,2013
2926,2566,2467,2045
2883,2560,2471,2067
2876,2566,2500,2093
2909,2570,2539,2121
2926,2566,2598,2158
2888,2553,2662,2190
2876,2566,2763,2222
2910,2582,2885,2250
2926,2566,3026,2287
2867,2512,3159,2320
2827,2493,3322,2351
2866,2527,3508,2371
2926,2566,3716,2399
2898,2552,3908,2429
2827,2529,4111,2464
2798,2539,4321,2486
2827,2566,4539,2512
2836,2554,4715,2539
2827,2529,4868,2576
2833,2531,5005,2607
2876,2566,5164,2641
2898,2580,5315,2669
2876,2566,5460,2705
2820,2529,5576,2735
2777,2493,5690,2770
2745,2458,5789,2799
2727,2456,5887,2834
2714,2475,5957,2863
2727,2493,6019,2898
2754,2476,6062,2928
2777,2456,6117,2963
2760,2448,6165,2991
2727,2456,6216,3027
2709,2454,6239,3059
2727,2456,6249,3092
2740,2469,6238,3112
2727,2493,6249,3140
2689,2488,6261,3167
2678,2456,6282,3204
2698,2419,6278,3234
2727,2419,6282,3269
2714,2428,6278,3298
2678,2419,6282,3333
2655,2396,6260,3361
2678,2419,6249,3398
2698,2472,6239,3429
2678,2493,6249,3462
2614,2447,6235,3481
2579,2419,6216,3510
2605,2461,6185,3539
2678,2529,6183,3575
2723,2531,6180,3595
2727,2493,6183,3623
2725,2490,6162,3651
2777,2566,6150,3687
2860,2656,6130,3709
2926,2713,6117,3736
2934,2720,6082,3761
2926,2713,6051,3800
2923,2695,6011,3830
2926,2676,5986,3865
2916,2661,5948,3893
2926,2676,5920,3929
2955,2692,5873,3957
2975,2676,5821,3993
2938,2616,5747,4024
2876,2566,5690,4058
2831,2532,5634,4074
2827,2493,5591,4090
2830,2445,5524,4095
2827,2456,5460,4106
2792,2514,5388,4104
2727,2529,5328,4106
2638,2441,5247,4101
2579,2346,5164,4106
2567,2327,5070,4103
2579,2346,4999,4106
2550,2308,4928,4102
2479,2236,4868,4106
2405,2195,4795,4102
2380,2200,4736,4106
2382,2189,4668,4102
2380,2163,4604,4106
2347,2136,4527,4102
2331,2126,4473,4106
2343,2114,4431,4102
2380,2126,4407,4106
2392,2149,4359,4102
2380,2163,4308,4106
2366,2153,4259,4102
2380,2163,4243,4106
2383,2176,4227,4102
2331,2126,4210,4106
2212,1966,4170,4102
2083,1760,4144,4106
1967,1574,4122,4102
1884,1430,4111,4106
1912,1340,4079,4102
2182,1393,4045,4106
2712,1652,4005,4102
3372,2053,3980,4106
4030,2443,3945,4102
4612,2749,3914,4106
4954,3005,3875,4102
4810,3263,3848,4106
4139,3464,3814,4102
3273,3483,3782,4106
2576,3210,3742,4102
2132,2713,3716,4106
1793,2180,3686,4102
1488,1796,3651,4106
1198,1533,3595,4102
893,1246,3552,4106
521,847,3514,4102
149,440,3486,4106
-180,141,3446,4102
-496,-37,3420,4106
-856,-188,3402,4102
-1190,-330,3388,4106
-1417,-408,3351,4102
-1537,-367,3322,4106
-1620,-248,3301,4102
-1587,-73,3289,4106
-1257,217,3255,4102
-496,733,3223,4106
541,1425,3198,4102
1537,2090,3190,4106
2205,2511,3163,4102
2529,2676,3124,4106
2649,2690,3080,4102
2727,2676,3059,4106
2820,2676,3042,4102
2926,2713,3026,4106
2988,2753,2991,4102
2975,2749,2960,4106
2909,2687,2934,4102
2876,2639,2927,4106
2901,2646,2914,4102
2926,2676,2894,4106
2902,2678,2857,4102
2876,2676,2828,4106
2894,2696,2806,4102
2926,2713,2796,4106
2912,2683,2778,4102
2876,2639,2763,4106
2878,2635,2742,4102
2926,2676,2730,4106
2952,2697,2712,4102
2926,2676,2697,4106
2877,2637,2676,4102
2876,2639,2664,4106
2907,2665,2646,4102
2926,2676,2631,4106
2900,2640,2610,4102
2876,2603,2598,4106
2872,2600,2582,4102
2876,2639,2565,4106
2849,2660,2540,4102
2827,2639,2532,4106
2836,2600,2532,4102
2876,2603,2532,4106
2890,2641,2513,4102
2876,2676,2500,4106
2846,2666,2495,4102
2827,2639,2500,4106
2801,2616,2485,4102
2777,2603,2467,4106
2749,2580,2455,4102
2727,2566,2467,4106
2698,2562,2473,4102
2678,2566,2467,4106
2667,2560,2444,4102
2678,2566,2434,4106
2683,2576,2431,4102
2678,2566,2434,4106
2650,2502,2418,4102
2628,2419,2401,4106
2618,2360,2390,4102
2628,2346,2401,4106
2630,2337,2407,4102
2628,2309,2401,4106
2620,2254,2378,4102
2628,2200,2368,4106
2632,2153,2366,4102
2628,2126,2368,4106
2615,2105,2351,4102
2628,2090,2335,4106
2655,2057,2326,4102
2678,2016,2335,4106
2673,1979,2339,4102
2678,1980,2335,4106
2701,1991,2317,4102
2727,1980,2302,4106
2714,1931,2293,4102
2678,1906,2302,4106
2641,1920,2308,4102
2628,1943,2302,4106
2622,1925,2279,4102
2628,1906,2269,4106
2631,1924,2269,4102
2628,1980,2269,4106
2601,2012,2250,4102
2579,2016,2236,4106
2568,2006,2233,4102
2579,2016,2236,4106
2593,2040,2220,4102
2628,2090,2204,4106
2674,2155,2196,4102
2727,2236,2204,4106
2758,2300,2193,4102
2777,2346,2171,4106
2778,2377,2144,4102
2777,2419,2138,4106
2781,2460,2128,4102
2827,2493,2105,4106
2886,2516,2063,4102
2926,2566,2039,4106
2920,2630,2033,4102
2926,2676,2039,4106
2967,2676,2024,4102
3025,2676,2006,4106
3040,2704,1993,4102
3025,2749,2006,4106
3011,2762,2019,4102
3025,2749,2039,4106
3031,2737,2059,4102
3025,2749,2105,4106
3013,2768,2160,4102
3025,2786,2236,4106
3035,2779,2319,4102
3025,2749,2434,4106
2988,2711,2567,4102
2975,2713,2730,4106
2995,2740,2900,4102
3025,2749,3092,4106
3012,2710,3285,4102
2975,2676,3486,4106
2937,2671,3677,4102
2926,2676,3881,4106
2921,2652,4081,4102
2926,2639,4276,4106
2925,2654,4440,4102
2926,2676,4604,4106
2918,2659,4757,4102
2926,2639,4900,4106
2932,2647,5012,4102
2926,2676,5131,4106
2892,2670,5249,4102
2876,2639,5361,4106
2891,2620,5430,4102
2926,2639,5492,4106
2920,2653,5555,4102
2876,2639,5624,4106
2826,2605,5660,4102
2827,2603,5690,4106
2856,2624,5716,4102
2876,2639,5756,4106
2853,2619,5774,4102
2827,2603,5788,4106
2816,2601,5786,4102
2827,2603,5788,4106
2826,2579,5778,4102
2827,2566,5788,4106
2827,2578,5801,4102
2827,2603,5821,4106
2802,2592,5818,4102
2777,2566,5821,4106
2765,2552,5818,4102
2777,2566,5821,4106
2780,2571,5800,4102
2777,2566,5788,4106
2769,2557,5779,4102
2777,2566,5788,4106
2781,2571,5783,4102
2777,2566,5788,4106
2750,2542,5786,4102
2727,2529,5788,4106
2715,2525,5767,4102
2727,2529,5756,4106
2734,2524,5746,4102
2727,2529,5756,4106
2697,2543,5743,4102
2678,2566,5723,4106
2684,2570,5683,4102
2727,2566,5657,4106
2763,2558,5622,4102
2777,2566,5591,4106
2778,2587,5539,4102
2827,2639,5492,4106
2923,2711,5437,4102
3025,2786,5394,4106
3056,2813,5338,4102
3025,2786,5295,4106
2980,2721,5243,4102
2975,2676,5196,4106
2984,2664,5129,4102
2975,2676,5065,4106
2940,2669,4993,4102
2926,2639,4933,4106
2930,2594,4863,4102
2926,2566,4802,4106
2878,2557,4731,4102
2827,2566,4670,4106
2795,2559,4598,4102
2777,2529,4539,4106
2731,2472,4479,4102
2678,2419,4440,4106
2641,2376,4399,4102
2628,2346,4374,4106
2593,2309,4340,4102
2529,2273,4308,4106
2458,2244,4265,4102
2430,2236,4243,4106
2427,2224,4223,4102
2430,2200,4210,4106
2403,2164,4174,4102
2380,2163,4144,4106
2369,2184,4118,4102
2380,2200,4111,4106
2382,2178,4093,4102
2380,2163,4078,4106
2374,2162,4056,4099
2380,2163,4045,4090
2383,2152,4027,4063
2380,2163,4012,4042
2352,2159,3981,4015
2281,2053,3947,3993
2133,1810,3903,3957
1934,1540,3881,3929
1784,1353,3863,3899
1835,1283,3848,3881
2160,1346,3812,3853
2727,1613,3782,3832
3438,2073,3758,3806
4165,2566,3749,3784
4711,2922,3720,3748
4860,3153,3684,3720
4541,3365,3639,3691
3918,3556,3618,3671
3217,3539,3600,3638
2579,3189,3585,3607
2024,2593,3550,3569
1587,2016,3519,3542
1273,1625,3491,3508
1041,1393,3486,3478
793,1166,3474,3442
496,880,3453,3414
157,547,3413,3379
-198,220,3388,3349
-589,-88,3369,3313
-992,-330,3355,3285
-1349,-465,3319,3250
-1587,-477,3289,3220
-1713,-412,3265,3183
-1736,-293,3256,3156
-1598,-100,3237,3128
-1141,257,3223,3108
-324,811,3206,3076
694,1503,3190,3043
1594,2122,3155,3004
2182,2493,3124,2979
2458,2586,3099,2953
2579,2566,3092,2931
2654,2563,3075,2896
2727,2603,3059,2866
2783,2627,3037,2832
2827,2639,3026,2802
2855,2655,3008,2764
2876,2676,2993,2737
2892,2676,2971,2711
2926,2676,2960,2689
2964,2692,2944,2654
2975,2713,2927,2625
2949,2703,2901,2597
2926,2676,2894,2576
2927,2663,2894,2543
2926,2676,2894,2512
2897,2684,2874,2483
2876,2676,2861,2464
2893,2653,2857,2433
2926,2639,2861,2399
2916,2634,2847,2360
2876,2639,2828,2335
2837,2628,2807,2310
2827,2603,2796,2287
2823,2569,2775,2253
2827,2566,2763,2222
2825,2583,2756,2188
2827,2603,2763,2158
2820,2601,2752,2121
2827,2603,2730,2093
2832,2606,2701,2067
2827,2603,2697,2045
2796,2576,2699,2012
2777,2566,2697,1981
2773,2581,2675,1951
2777,2603,2664,1932
2754,2590,2662,1908
2727,2566,2664,1884
2714,2555,2645,1856
2727,2566,2631,1836
2733,2569,2627,1812
2727,2566,2631,1787
2702,2552,2615,1753
2678,2529,2598,1723
2648,2488,2590,1695
2628,2456,2598,1675
2616,2436,2589,1650
2628,2419,2565,1626
2636,2382,2537,1600
2628,2346,2532,1578
2597,2321,2534,1552
2579,2309,2532,1530
2574,2279,2512,1504
2579,2236,2500,1481
2571,2191,2496,1455
2579,2163,2500,1433
2602,2130,2484,1408
2628,2090,2467,1385
2628,2041,2457,1358
2628,2016,2467,1336
2644,2012,2470,1313
2678,2016,2467,1288
2687,2000,2448,1254
2678,1980,2434,1224
2665,1957,2425,1197
2678,1943,2434,1175
2688,1921,2439,1150
2678,1906,2434,1127
2643,1899,2410,1103
2628,1906,2401,1079
2629,1906,2401,1051
2628,1906,2401,1031
2599,1902,2381,1014
2579,1906,2368,998
2575,1914,2365,973
2579,1943,2368,950
2567,1978,2350,932
2579,2016,2335,918
2623,2044,2329,896
2678,2090,2335,870
2688,2156,2321,842
2678,2236,2302,821
2684,2288,2290,798
2727,2309,2302,773
2763,2316,2309,746
2777,2346,2302,725
2769,2396,2278,707
2777,2456,2269,692
2796,2498,2267,671
2827,2529,2269,644
2849,2548,2251,616
2876,2566,2236,596
2900,2579,2227,580
2926,2603,2236,564
2931,2625,2243,541
2926,2639,2269,515
2915,2635,2307,490
2926,2639,2368,467
2933,2654,2426,443
2926,2676,2500,419
2908,2679,2583,393
2926,2676,2697,370
2961,2672,2827,347
2975,2676,2993,322
2942,2673,3169,296
2926,2676,3355,274
2947,2677,3519,251
2975,2676,3684,225
2955,2656,3841,198
2926,2639,4012,177
2918,2632,4182,162
2926,2639,4374,145
2903,2639,4570,120
2876,2639,4769,97
2866,2637,4937,80
2876,2639,5098,64
2874,2624,5245,41
2876,2603,5394,16
2880,2576,5515,2
2876,2566,5624,0
2844,2562,5709,1
2827,2566,5788,0
2828,2564,5850,-1
2827,2566,5920,0
2792,2564,5975,0
2777,2566,6019,0
2797,2563,6030,0
2827,2566,6051,0
2808,2565,6079,0
2777,2566,6117,0
2764,2561,6122,0
2777,2566,6117,0
2777,2568,6104,0
2777,2566,6117,0
2776,2545,6130,0
2777,2529,6150,0
2766,2522,6149,0
2777,2529,6150,0
2793,2529,6139,0
2777,2529,6150,0
2697,2515,6161,0
2628,2493,6183,0
2623,2472,6182,0
2678,2493,6183,0
2716,2537,6174,0
2727,2566,6183,0
2734,2545,6181,0
2777,2529,6183,0
2842,2571,6163,0
2926,2676,6150,0
3006,2773,6127,0
3075,2823,6117,0
3095,2816,6096,0
3075,2786,6084,0
3034,2744,6053,0
3025,2713,6019,0
3032,2686,5961,0
3025,2676,5920,0
2974,2671,5880,0
2926,2676,5854,0
2908,2666,5806,0
2926,2639,5756,0
2934,2595,5687,0
2926,2566,5624,0
2888,2548,5549,0
2827,2529,5492,0
2742,2480,5428,0
2678,2419,5361,0
2645,2368,5269,0
2628,2346,5196,0
2586,2331,5128,0
2529,2309,5065,0
2471,2269,4975,0
2430,2236,4900,0
2393,2222,4841,0
2380,2236,4802,0
2375,2245,4736,0
2380,2236,4670,0
2373,2197,4607,0
2380,2163,4572,0
2387,2146,4533,0
2380,2163,4506,0
2345,2172,4469,0
2331,2163,4440,0
2351,2148,4398,0
2380,2163,4374,0
2360,2154,4354,0
2281,2053,4341,0
2148,1855,4306,0
1984,1650,4276,0
1841,1467,4249,0
1835,1283,4243,0
2058,1148,4226,0
2529,1246,4210,0
3187,1676,4176,0
3918,2273,4144,0
4544,2745,4102,0
4860,3006,4078,0
4747,3218,4057,0
4265,3519,4045,0
3581,3741,4014,0
2876,3593,3980,0
2255,3013,3939,0
1785,2309,3914,0
1449,1793,3881,0
1190,1503,3848,0
928,1254,3806,0
645,953,3782,0
321,620,3763,0
-50,293,3749,0
-488,-49,3716,0
-942,-367,3684,0
-1348,-577,3646,0
-1636,-623,3618,0
-1801,-556,3579,0
-1835,-440,3552,0
-1741,-295,3529,0
-1438,-37,3519,0
-834,424,3491,0
99,1100,3453,0
1129,1813,3408,0
1934,2346,3388,0
2335,2587,3372,0
2479,2639,3355,0
2584,2644,3317,0
2727,2676,3289,0
2833,2703,3268,0
2876,2713,3256,0
2894,2721,3223,0
2926,2749,3190,0
2940,2766,3164,0
2926,2749,3157,0
2908,2715,3142,0
2926,2713,3124,0
2962,2738,3100,0
2975,2749,3092,0
2951,2726,3078,0
2926,2713,3059,0
2921,2731,3022,-1
2926,2749,2993,0
2921,2720,2969,5
2926,2676,2960,16
2934,2658,2942,27
2926,2676,2927,32
2886,2682,2907,32
2876,2676,2894,32
2903,2668,2875,38
2926,2676,2861,48
2897,2677,2842,57
2876,2676,2828,64
2894,2671,2808,72
2926,2676,2796,81
2908,2675,2777,89
2876,2676,2763,97
2866,2673,2740,104
2876,2676,2730,113
2856,2674,2725,121
2827,2676,2730,129
2814,2674,2718,137
2827,2676,2697,145
2814,2663,2669,153
2777,2639,2664,161
2736,2609,2666,169
2727,2603,2664,177
2730,2607,2642,185
2727,2603,2631,193
2702,2567,2630,201
2678,2529,2631,209
2652,2504,2612,217
2628,2493,2598,225
2594,2462,2595,233
2579,2419,2598,242
2575,2373,2581,250
2579,2346,2565,258
2570,2326,2559,265
2579,2309,2565,274
2602,2277,2553,282
2628,2236,2532,290
2627,2189,2509,296
2628,2163,2500,306
2645,2146,2493,316
2678,2126,2500,322
2685,2075,2504,321
2678,2016,2500,322
2668,1976,2477,329
2678,1980,2467,338
2681,1990,2466,340
2678,1980,2467,338
2668,1947,2446,342
2678,1943,2434,354
2700,1965,2432,366
2727,1980,2434,370
2720,1946,2415,369
2678,1906,2401,370
2614,1892,2397,377
2579,1906,2401,386
2570,1906,2384,390
2579,1906,2368,386
2574,1925,2362,383
2579,1980,2368,386
2595,2037,2355,395
2628,2090,2335,403
2652,2127,2323,403
2678,2163,2335,403
2700,2192,2342,402
2727,2236,2335,403
2747,2289,2311,400
2777,2346,2302,403
2805,2385,2301,410
2827,2419,2302,419
2824,2442,2283,421
2827,2456,2269,419
2844,2463,2263,417
2876,2493,2269,419
2885,2535,2255,419
2876,2566,2236,419
2862,2564,2221,418
2876,2566,2236,419
2901,2583,2262,419
2926,2603,2302,419
2927,2599,2340,418
2926,2603,2401,419
2922,2622,2472,418
2926,2639,2565,419
2921,2612,2665,418
2926,2566,2796,419
2928,2543,2945,418
2926,2566,3124,419
2899,2593,3302,418
2876,2603,3486,419
2866,2584,3662,419
2876,2566,3848,419
2878,2557,4017,418
2876,2566,4177,419
2855,2559,4326,419
2827,2529,4506,419
2803,2489,4692,417
2827,2493,4868,419
2868,2531,4999,421
2876,2566,5131,419
2823,2555,5264,409
2777,2529,5394,403
2769,2508,5481,401
2777,2493,5558,403
2750,2465,5636,401
2727,2456,5723,403
2739,2471,5778,410
2777,2493,5821,419
2785,2490,5851,420
2777,2493,5887,419
2772,2512,5901,418
2777,2529,5920,419
2757,2501,5932,416
2727,2456,5953,419
2710,2434,5951,427
2727,2456,5953,435
2754,2481,5947,434
2777,2493,5953,435
2766,2478,5946,442
2727,2456,5953,451
2680,2428,5951,452
2678,2419,5953,451
2707,2430,5938,456
2727,2456,5953,467
2703,2464,5981,476
2678,2456,6019,483
2672,2432,6020,490
2678,2419,6019,499
2654,2415,6011,505
2628,2419,6019,515
2617,2406,6002,530
2628,2383,5986,547
2628,2364,5961,558
2628,2383,5953,564
2628,2412,5933,568
2628,2419,5920,580
2603,2381,5888,594
2579,2346,5854,612
2567,2347,5798,628
2579,2383,5756,644
2580,2396,5715,659
2579,2383,5690,676
2598,2384,5642,692
2678,2456,5591,708
2785,2564,5522,723
2876,2639,5460,741
2913,2646,5387,757
2926,2639,5328,773
2929,2643,5261,786
2926,2639,5196,805
2898,2598,5110,828
2876,2566,5032,853
2871,2564,4955,872
2876,2566,4900,886
2854,2530,4833,897
2827,2493,4769,918
2814,2485,4693,942
2827,2493,4637,966
2819,2465,4581,981
2777,2419,4539,998
2699,2379,4484,1019
2628,2346,4440,1047
2585,2292,4397,1071
2579,2236,4374,1095
2554,2193,4342,1117
2479,2163,4308,1143
2376,2121,4263,1167
2331,2090,4243,1192
2352,2092,4225,1214
2380,2126,4210,1240
2341,2131,4170,1263
2281,2090,4144,1288
2253,2027,4123,1310
2281,2016,4111,1336
2310,2062,4075,1360
2331,2126,4045,1385
2335,2133,4021,1406
2331,2090,4012,1433
2305,2047,3982,1462
2281,2053,3947,1497
2263,2054,3906,1529
2231,1980,3881,1562
2137,1812,3847,1591
1984,1613,3815,1626
1831,1411,3776,1658
1785,1210,3749,1691
1936,1078,3715,1719
2331,1173,3684,1755
2944,1558,3643,1793
3670,2090,3618,1836
4325,2534,3596,1868
4711,2823,3585,1900
4689,3073,3555,1928
4265,3373,3519,1964
3587,3574,3475,1997
2876,3446,3453,2029
2265,2932,3436,2056
1785,2273,3420,2093
1400,1735,3385,2132
1091,1393,3355,2174
805,1105,3320,2204
496,770,3289,2238
144,398,3247,2273
-198,73,3223,2319
-535,-182,3205,2358
-893,-367,3190,2399
-1262,-486,3154,2435
-1537,-513,3124,2480
-1687,-451,3104,2520
-1785,-330,3092,2560
-1882,-206,3058,2590
-1785,-37,3026,2625
-1240,314,3000,2659
-198,953,2993,2705
985,1720,2977,2745
1884,2309,2960,2786
2319,2542,2938,2819
2479,2566,2927,2866
2608,2592,2909,2913
2777,2676,2894,2963
2881,2713,2874,2999
2876,2676,2861,3043
2826,2631,2842,3093
2827,2639,2828,3156
2876,2666,2808,3206
2926,2676,2796,3253
2937,2671,2777,3293
2926,2676,2763,3349
2904,2672,2742,3405
2876,2639,2730,3462
2857,2597,2712,3500
2876,2603,2697,3542
2916,2650,2675,3584
2926,2676,2664,3639
2893,2641,2648,3686
2876,2603,2631,3736
2886,2608,2605,3773
2876,2639,2598,3816
2827,2643,2599,3857
2827,2639,2598,3913
2888,2631,2577,3964
2926,2603,2565,4009
2872,2554,2563,4032
2827,2566,2565,4058
2848,2637,2547,4081
2876,2676,2532,4106
2826,2619,2528,4108
2777,2566,2532,4106
2792,2589,2517,4099
2827,2639,2500,4106
2798,2626,2491,4104
2777,2603,2500,4106
2823,2631,2490,4101
2876,2676,2467,4106
2815,2634,2438,4103
2678,2529,2434,4106
2577,2451,2436,4102
2579,2456,2434,4106
2626,2497,2413,4102
2678,2529,2401,4106
2696,2515,2398,4102
2678,2456,2401,4106
2620,2379,2385,4102
2579,2346,2368,4106
2570,2352,2359,4102
2579,2346,2368,4106
2557,2289,2370,4102
2529,2236,2368,4106
2529,2226,2362,4102
2579,2236,2368,4106
2623,2199,2371,4102
2628,2126,2368,4106
2579,2055,2349,4102
2529,2016,2335,4106
2523,1991,2327,4102
2579,1980,2335,4106
2628,1964,2338,4102
2628,1943,2335,4106
2600,1914,2317,4102
2628,1906,2302,4106
2684,1900,2293,4102
2678,1870,2302,4106
2581,1811,2307,4102
2529,1796,2302,4106
2588,1846,2281,4102
2678,1906,2269,4106
2663,1893,2266,4102
2579,1833,2269,4106
2521,1797,2255,4102
2529,1833,2236,4106
2538,1885,2225,4102
2529,1906,2236,4106
2504,1893,2244,4102
2479,1906,2236,4106
2454,1966,2212,4102
2479,2053,2204,4106
2553,2108,2204,4102
2628,2126,2204,4106
2640,2128,2183,4102
2628,2163,2171,4106
2647,2235,2169,4102
2727,2346,2171,4106
2829,2465,2152,4102
2926,2566,2138,4106
2965,2602,2133,4102
2926,2566,2138,4106
2830,2491,2121,4102
2777,2456,2105,4106
2803,2488,2096,4102
2876,2566,2105,4106
2929,2633,2102,4102
2975,2676,2105,4106
3014,2686,2111,4102
3025,2676,2138,4106
2976,2649,2163,4102
2926,2639,2204,4106
2911,2653,2255,4102
2926,2676,2335,4106
2924,2667,2423,4102
2926,2639,2532,4106
2931,2621,2650,4102
2926,2639,2796,4106
2889,2654,2949,4102
2876,2639,3124,4106
2900,2602,3308,4102
2926,2603,3519,4106
2902,2643,3732,4102
2876,2676,3947,4106
2873,2639,4141,4102
2876,2566,4341,4106
2844,2527,4538,4102
2827,2566,4736,4106
2847,2624,4906,4102
2876,2639,5065,4106
2842,2587,5200,4102
2777,2529,5328,4106
2744,2507,5428,4102
2777,2529,5525,4106
2816,2553,5609,4102
2827,2566,5690,4106
2800,2553,5743,4102
2777,2529,5788,4106
2768,2500,5818,4102
2777,2493,5854,4106
2765,2494,5872,4102
2727,2493,5887,4106
2680,2468,5884,4102
