II,aVR,ABP
33,6135,7857
1625,4514,7785
2581,3529,7683
1584,4572,7626
957,5222,7605
1584,4572,7626
1979,4127,7617
1584,4514,7626
1339,4756,7649
1584,4514,7706
1721,4365,7719
1584,4514,7706
1520,4591,7656
1625,4514,7626
1683,4453,7581
1625,4514,7547
1553,4581,7496
1625,4514,7467
1736,4387,7425
1625,4514,7388
1426,4726,7332
1625,4514,7309
1944,4139,7298
1625,4457,7309
1128,4987,7277
1665,4457,7229
2483,3603,7166
1665,4457,7150
317,5861,7145
1706,4457,7150
4804,1429,7111
4265,2514,7070
-520,8220,7018
-2600,10915,6991
2105,5972,6947
7759,-457,6911
7266,-646,6859
2559,3714,6832
210,5836,6813
1341,4514,6832
2108,3635,6838
1137,4572,6832
487,5128,6783
975,4514,6752
1225,4148,6736
691,4572,6752
229,4833,6750
203,4629,6752
135,4483,6745
-81,4514,6752
-111,4305,6723
122,3829,6673
409,3356,6608
691,3029,6594
970,2817,6595
1178,2800,6594
1258,2971,6545
1259,3257,6514
1207,3565,6503
1137,3886,6514
1072,4189,6479
1056,4457,6435
1100,4648,6405
1178,4800,6435
1245,4909,6451
1300,4972,6435
1356,4970,6376
1422,4972,6355
1484,4979,6355
1544,4972,6355
1593,4908,6308
1625,4857,6276
1628,4846,6266
1625,4857,6276
1634,4830,6238
1665,4800,6196
1693,4791,6172
1706,4800,6196
1703,4774,6203
1706,4743,6196
1720,4729,6178
1747,4743,6196
1770,4727,6206
1787,4686,6196
1791,4637,6144
1787,4629,6117
1780,4629,6110
1787,4629,6117
1805,4614,6078
1828,4629,6037
1845,4642,6013
1869,4629,6037
1892,4562,6047
1909,4514,6037
1907,4503,5990
1909,4514,5958
1924,4488,5939
1950,4457,5958
1957,4444,5965
1950,4457,5958
1941,4439,5909
1950,4400,5879
1957,4355,5861
1950,4343,5879
1926,4338,5876
1909,4343,5879
1894,4338,5866
1869,4343,5879
1822,4340,5875
1787,4343,5879
1780,4337,5863
1787,4343,5879
1762,4341,5901
1706,4343,5958
1647,4334,6016
1625,4343,6117
1625,4347,6241
1625,4343,6435
1604,4309,6691
1584,4286,7070
1576,4276,7523
1584,4286,8023
1586,4282,8496
1584,4286,8977
1579,4284,9432
1584,4286,9851
1587,4273,10142
1584,4286,10327
1565,4312,10398
1544,4343,10407
1519,4340,10335
1503,4343,10248
1483,4360,10151
1462,4400,10089
1436,4426,10009
1422,4457,9930
1417,4485,9851
1422,4514,9851
1420,4514,9906
1422,4514,10009
1430,4512,10087
1462,4514,10168
1512,4487,10238
1584,4457,10327
1646,4430,10378
1706,4400,10407
1767,4335,10377
1787,4343,10327
1771,4405,10218
1869,4343,10089
2005,4203,9921
1909,4343,9771
1726,4577,9606
1950,4343,9453
2286,3947,9279
1950,4343,9136
1421,4958,9000
1950,4343,8897
2753,3359,8773
1909,4343,8659
685,5981,8528
2519,4343,8421
6148,568,8295
5687,1200,8182
313,7342,8049
-2600,10915,7944
1543,6492,7843
6987,114,7785
6488,-108,7729
1990,4229,7706
88,6149,7683
1665,4514,7706
2614,3494,7735
1625,4514,7785
1002,5177,7794
1625,4572,7785
2017,4174,7738
1625,4572,7706
1380,4786,7660
1625,4514,7626
1764,4360,7574
1625,4514,7547
1544,4592,7507
1625,4514,7467
1672,4455,7405
1625,4514,7388
1575,4577,7388
1665,4514,7388
1781,4396,7338
1665,4514,7309
1477,4694,7300
1706,4457,7309
2047,4096,7266
1706,4457,7229
1170,5008,7212
1706,4457,7229
2546,3584,7200
1706,4457,7150
301,5868,7090
1706,4400,7070
4921,1290,7035
4468,2400,6991
-378,8212,6927
-2600,10915,6911
2046,5819,6911
7759,-743,6911
7343,-873,6865
2640,3657,6832
244,5865,6816
1341,4514,6832
2118,3608,6826
1178,4572,6832
544,5150,6831
1016,4514,6832
1237,4126,6788
691,4572,6752
247,4874,6732
244,4686,6752
156,4542,6755
-162,4629,6752
-373,4579,6715
-366,4343,6673
-321,4107,6614
-284,3943,6594
-224,3815,6589
-162,3829,6594
-144,3991,6552
-162,4229,6514
-226,4456,6491
-284,4686,6514
-297,4917,6521
-244,5143,6514
-153,5308,6469
-41,5429,6435
77,5504,6412
203,5543,6435
335,5508,6446
487,5429,6435
660,5330,6380
853,5257,6355
1054,5178,6352
1259,5086,6355
1454,4965,6311
1625,4857,6276
1759,4761,6260
1869,4686,6276
1958,4614,6270
2031,4572,6276
2079,4540,6277
2112,4514,6276
2134,4473,6230
2153,4457,6196
2169,4456,6181
2194,4457,6196
2218,4422,6190
2234,4400,6196
2233,4394,6198
2234,4400,6196
2248,4370,6150
2275,4343,6117
2296,4332,6102
2315,4343,6117
2333,4322,6110
2356,4286,6117
2374,4246,6119
2397,4229,6117
2417,4201,6071
2437,4172,6037
2441,4132,6023
2437,4114,6037
2429,4105,6030
2437,4114,6037
2454,4114,6040
2478,4114,6037
2486,4105,5990
2478,4114,5958
2453,4119,5944
2437,4114,5958
2430,4080,5946
2437,4057,5958
2439,4049,5985
2437,4057,6037
2420,4037,6042
2397,4000,6037
2368,3956,6021
2356,3943,6037
2355,3941,6033
2356,3943,6037
2339,3918,6046
2315,3886,6117
2290,3846,6213
2275,3829,6355
2255,3819,6535
2234,3829,6832
2199,3828,7227
2153,3829,7706
2089,3820,8179
2031,3829,8659
1983,3831,9109
1950,3829,9533
1910,3811,9853
1869,3829,10089
1822,3877,10230
1787,3943,10327
1759,3977,10349
1747,4000,10327
1752,4021,10248
1787,4057,10168
1831,4068,10076
1869,4057,10009
1887,4022,9946
1909,4000,9930
1929,3989,9941
1950,4000,10009
1963,4001,10081
1950,4057,10168
1921,4137,10238
1990,4114,10327
2071,4034,10382
1950,4172,10407
1760,4381,10366
1909,4229,10327
2168,3934,10260
1909,4229,10168
1481,4705,10003
1869,4286,9851
2501,3595,9715
1869,4343,9612
798,5523,9458
1787,4343,9295
3915,1959,9139
3006,3314,9056
-1120,8597,8979
-2600,10915,8897
1800,6205,8770
7028,57,8659
6997,-475,8535
3168,3314,8421
1019,5394,8281
1706,4457,8182
2249,3755,8095
1503,4572,8023
1044,5101,7920
1503,4629,7865
1793,4310,7846
1503,4629,7865
1320,4818,7851
1503,4629,7865
1608,4514,7895
1503,4629,7944
1441,4664,7942
1503,4572,7944
1540,4506,7941
1544,4514,7944
1564,4493,7899
1544,4514,7865
1478,4564,7826
1544,4514,7785
1657,4425,7691
1544,4572,7626
1343,4756,7605
1544,4514,7626
1867,4154,7597
1544,4514,7547
1041,5061,7488
1584,4514,7467
2413,3649,7429
1584,4514,7388
204,5929,7332
1584,4514,7309
4718,1456,7271
4225,2514,7229
-536,8209,7167
-2600,10915,7150
2122,5997,7147
7759,-400,7150
7204,-558,7103
2437,3829,7070
76,5960,7053
1219,4629,7070
1989,3739,7064
1016,4686,7070
374,5257,7069
853,4629,7070
1062,4238,7026
487,4686,6991
35,5019,6970
41,4857,6991
-44,4696,6993
-366,4743,6991
-562,4680,6954
-528,4457,6911
-470,4227,6851
-447,4057,6832
-411,3942,6828
-366,4000,6832
-351,4208,6792
-366,4457,6752
-416,4660,6706
-447,4857,6673
-419,5062,6618
-325,5257,6594
-206,5386,6586
-81,5486,6594
39,5563,6555
162,5600,6514
291,5537,6488
447,5429,6514
636,5324,6526
853,5257,6514
1064,5176,6462
1259,5086,6435
1442,4974,6422
1625,4857,6435
1789,4725,6428
1909,4629,6435
1978,4579,6433
2031,4572,6435
2091,4549,6394
2153,4514,6355
2187,4471,6330
2194,4457,6355
2188,4452,6368
2194,4457,6355
2209,4435,6302
2234,4400,6276
2257,4354,6269
2275,4343,6276
2288,4344,6238
2315,4343,6196
2343,4308,6169
2356,4286,6196
2347,4278,6211
2356,4286,6196
2392,4260,6140
2437,4229,6117
2448,4209,6113
2437,4229,6117
2425,4239,6075
2437,4229,6037
2456,4189,6017
2478,4172,6037
2484,4168,6039
2478,4172,6037
2454,4144,6024
2437,4114,6037
2430,4097,6037
2437,4114,6037
2438,4123,6022
2437,4114,6037
2434,4077,6042
2437,4057,6037
2424,4051,5987
2397,4057,5958
2363,4035,5942
2356,4000,5958
2361,3957,5949
2356,3943,5958
2316,3939,5977
2275,3943,6037
2248,3921,6095
2234,3886,6196
2199,3842,6344
2153,3829,6594
2105,3826,6910
2072,3829,7309
2032,3816,7731
1990,3829,8182
1944,3856,8616
1909,3886,9056
1880,3882,9445
1869,3886,9771
1863,3905,9972
1869,3943,10089
1878,3950,10112
1909,3943,10089
1950,3932,10007
1990,3943,9930
2012,3945,9845
2031,3943,9771
2050,3931,9674
2072,3943,9612
2074,3966,9584
2072,4000,9612
2069,4007,9639
2031,4057,9692
1957,4134,9752
1990,4114,9851
2078,4037,9934
1990,4172,10009
1817,4375,10025
1950,4229,10009
2183,3958,9934
1909,4286,9851
1479,4778,9732
1869,4343,9612
2501,3617,9451
1869,4343,9295
822,5522,9123
1869,4343,8977
4036,1955,8810
3087,3314,8659
-1117,8609,8510
-2600,10915,8421
1893,6151,8340
7190,-57,8262
7118,-610,8135
3209,3200,8023
1051,5314,7924
1787,4400,7865
2351,3706,7780
1584,4514,7706
1113,5033,7636
1584,4572,7626
1880,4287,7621
1584,4629,7626
1399,4800,7610
1584,4572,7626
1688,4439,7632
1584,4572,7626
1528,4640,7573
1584,4572,7547
1596,4514,7538
1584,4514,7547
1619,4486,7508
1625,4514,7467
1567,4574,7419
1625,4514,7388
1734,4393,7334
1625,4514,7309
1426,4713,7299
1625,4514,7309
1949,4177,7272
1625,4514,7229
1106,5035,7178
1625,4514,7150
2442,3685,7102
1625,4514,7070
259,5854,7027
1625,4457,6991
4714,1515,6933
4184,2629,6911
-571,8254,6906
-2600,10915,6911
2141,6084,6870
7759,-229,6832
7182,-461,6809
2437,3772,6832
141,5849,6835
1341,4572,6832
2124,3713,6815
1137,4629,6832
490,5178,6838
975,4572,6832
1186,4199,6783
609,4629,6752
156,4928,6738
162,4743,6752
76,4575,6726
-244,4629,6673
-436,4573,6606
-406,4343,6594
-359,4102,6596
-325,3943,6594
-248,3831,6544
-162,3829,6514
-140,3929,6504
-162,4114,6514
-213,4336,6479
-244,4572,6435
-242,4776,6405
-203,4972,6435
-138,5149,6451
-41,5314,6435
75,5425,6376
203,5486,6355
334,5478,6356
487,5429,6355
663,5339,6306
853,5257,6276
1048,5173,6268
1259,5086,6276
1476,4969,6235
1665,4857,6196
1803,4757,6178
1909,4686,6196
2000,4617,6194
2072,4572,6196
2114,4536,6194
2153,4514,6196
2199,4479,6156
2234,4457,6117
2237,4446,6094
2234,4457,6117
2249,4457,6126
2275,4457,6117
2279,4433,6069
2275,4400,6037
2284,4354,6019
2315,4343,6037
2341,4345,6044
2356,4343,6037
2368,4306,5992
2397,4286,5958
2424,4283,5937
2437,4286,5958
2432,4252,5967
2437,4229,5958
2455,4223,5909
2478,4229,5879
2479,4199,5863
2478,4172,5879
2488,4162,5877
2519,4172,5879
2533,4148,5869
2519,4114,5879
2486,4094,5873
2478,4114,5879
2483,4125,5869
2478,4114,5879
2449,4077,5872
2437,4057,5879
2442,4051,5868
2437,4057,5879
2394,4035,5873
2356,4000,5879
2349,3957,5865
2356,3943,5879
2326,3940,5899
2275,3943,5958
2226,3919,6016
2194,3886,6117
2151,3845,6262
2112,3829,6514
2085,3821,6836
2072,3829,7229
2039,3826,7641
1990,3829,8103
1938,3824,8555
1909,3829,8977
1899,3824,9311
1909,3829,9612
1924,3826,9850
1950,3829,10009
1984,3822,10034
2031,3829,10009
2064,3828,9965
2072,3829,9930
2061,3817,9849
2072,3829,9771
2098,3852,9708
2112,3886,9692
2087,3908,9674
2072,3943,9692
2089,3974,9743
2072,4057,9851
1984,4148,9939
1990,4114,10009
2060,4021,10041
1950,4172,10089
1754,4397,10107
1909,4229,10089
2177,3927,9981
1869,4286,9851
1396,4807,9712
1869,4286,9612
2607,3479,9473
1869,4343,9295
641,5710,9069
1869,4343,8897
4538,1471,8762
3778,2686,8659
-796,8360,8526
-2600,10915,8421
2116,5830,8331
7759,-743,8262
7541,-1076,8142
3168,3257,8023
818,5530,7917
1706,4400,7865
2379,3592,7791
1544,4514,7706
1024,5104,7599
1544,4572,7547
1857,4242,7526
1503,4629,7547
1285,4828,7544
1503,4572,7547
1645,4423,7534
1544,4572,7547
1481,4649,7545
1544,4572,7547
1564,4510,7510
1544,4514,7467
1553,4488,7408
1544,4514,7388
1503,4572,7380
1584,4514,7388
1696,4397,7353
1584,4514,7309
1391,4706,7253
1584,4514,7229
1893,4189,7191
1584,4514,7150
1092,5015,7088
1584,4514,7070
2369,3716,7067
1625,4514,7070
351,5807,7028
1625,4457,6991
4533,1593,6946
4062,2629,6911
-455,8107,6854
-2600,10915,6832
1504,6594,6828
6581,686,6832
6149,335,6786
1990,4114,6752
78,5866,6737
1300,4514,6752
2053,3642,6744
1137,4514,6752
533,5069,6757
975,4514,6752
1158,4143,6700
609,4514,6673
174,4784,6669
162,4629,6673
64,4503,6626
-244,4572,6594
-417,4500,6585
-366,4229,6594
-292,3944,6551
-244,3772,6514
-169,3686,6500
-81,3714,6514
-38,3821,6481
-41,4000,6435
-97,4221,6405
-162,4457,6435
-196,4660,6450
-162,4857,6435
-76,5041,6379
41,5200,6355
159,5297,6350
284,5372,6355
417,5422,6315
569,5429,6276
739,5339,6252
934,5200,6276
1139,5063,6285
1341,4972,6276
1526,4886,6228
1706,4800,6196
1868,4704,6178
1990,4629,6196
2062,4562,6202
2112,4514,6196
2157,4472,6151
2194,4457,6117
2213,4453,6097
2234,4457,6117
2260,4433,6124
2275,4400,6117
2268,4358,6071
2275,4343,6037
2312,4337,6018
2356,4343,6037
2365,4321,6044
2356,4286,6037
2362,4239,5993
2397,4229,5958
2426,4230,5937
2437,4229,5958
2432,4194,5968
2437,4172,5958
2451,4165,5907
2478,4172,5879
2501,4145,5867
2519,4114,5879
2519,4096,5871
2519,4114,5879
2515,4123,5880
2519,4114,5879
2518,4079,5834
2519,4057,5799
2515,4046,5780
2519,4057,5799
2519,4060,5798
2519,4057,5799
2501,4030,5787
2478,4000,5799
2451,3962,5794
2437,3943,5799
2420,3933,5789
2397,3943,5799
2355,3946,5791
2315,3943,5799
2274,3915,5810
2234,3886,5879
2186,3849,5975
2153,3829,6117
2131,3816,6275
2112,3829,6514
2072,3833,6827
2031,3829,7229
2001,3813,7651
1990,3829,8103
1984,3845,8542
1990,3829,8977
2005,3760,9331
2031,3714,9612
2061,3708,9794
2112,3714,9930
2163,3679,9995
2194,3657,10009
2190,3674,9941
2194,3714,9851
2216,3715,9749
2234,3714,9692
2205,3747,9641
2153,3829,9612
2113,3898,9584
2112,3943,9612
2119,3949,9673
2072,4000,9771
1977,4075,9850
1990,4057,9930
2069,3986,9975
1990,4114,10009
1827,4290,10004
1950,4114,10009
2167,3836,9986
1909,4172,9930
1516,4667,9783
1909,4229,9612
2508,3501,9432
1869,4229,9295
845,5424,9137
1869,4286,8977
3966,1943,8796
3006,3314,8659
-1129,8594,8530
-2600,10915,8421
1770,6215,8287
6946,57,8182
6906,-525,8087
3128,3200,8023
1047,5254,7938
1787,4343,7865
2362,3685,7775
1625,4514,7706
1150,5019,7637
1584,4514,7626
1865,4185,7627
1584,4514,7626
1409,4711,7574
1584,4514,7547
1679,4391,7538
1584,4514,7547
1548,4578,7504
1625,4514,7467
1645,4462,7448
1625,4457,7467
1641,4421,7441
1625,4457,7388
1556,4531,7320
1625,4457,7309
1750,4296,7308
1625,4400,7309
1401,4609,7265
1625,4400,7229
1988,4056,7184
1625,4457,7150
1048,5031,7094
1625,4400,7070
2530,3424,7062
1625,4343,7070
165,5856,7034
1869,4229,6991
5617,718,6939
5321,1657,6911
54,7779,6863
-2600,10915,6832
2022,5979,6812
7759,-571,6832
7019,-578,6837
1990,4057,6832
-240,6102,6787
1300,4457,6752
2251,3451,6728
1178,4514,6752
469,5150,6765
1016,4457,6752
1264,4031,6696
650,4514,6673
178,4846,6670
203,4629,6673
109,4445,6627
-244,4514,6594
-436,4448,6581
-366,4172,6594
-284,3891,6559
-244,3714,6514
-171,3612,6484
-81,3657,6514
-51,3829,6531
-81,4057,6514
-155,4264,6454
-203,4457,6435
-204,4643,6436
-162,4857,6435
-100,5068,6384
0,5257,6355
124,5374,6349
244,5429,6355
348,5415,6311
487,5372,6276
681,5292,6264
894,5200,6276
1078,5085,6239
1259,4972,6196
1463,4850,6172
1665,4743,6196
1812,4641,6201
1909,4572,6196
1990,4528,6180
2072,4514,6196
2127,4490,6202
2153,4457,6196
2167,4413,6151
2194,4400,6117
2221,4400,6097
2234,4400,6117
2230,4367,6124
2234,4343,6117
2252,4333,6072
2275,4343,6037
2291,4323,6016
2315,4286,6037
2342,4240,6047
2356,4229,6037
2348,4227,5987
2356,4229,5958
2393,4202,5946
2437,4172,5958
2447,4133,5951
2437,4114,5958
2430,4103,5960
2437,4114,5958
2436,4118,5914
2437,4114,5879
2449,4082,5860
2478,4057,5879
2490,4044,5878
2478,4057,5879
2448,4060,5867
2437,4057,5879
2439,4046,5873
2437,4057,5879
2415,4063,5869
2397,4057,5879
2381,4022,5871
2356,4000,5879
2298,3992,5870
2234,4000,5879
2184,3994,5869
2153,4000,5879
2112,4004,5891
2072,4000,5958
2040,3965,6052
2031,3943,6196
2016,3937,6359
1990,3943,6594
1958,3917,6897
1950,3886,7309
1961,3854,7768
1990,3829,8262
2023,3774,8715
2072,3714,9136
2120,3666,9479
2153,3657,9771
2153,3655,9966
2153,3657,10089
2167,3649,10112
2194,3657,10089
2200,3674,10011
2194,3714,9930
2175,3761,9834
2153,3829,9771
2112,3889,9716
2072,3943,9692
2039,3972,9667
2031,4000,9692
2031,4007,9747
1990,4057,9851
1903,4130,9935
1909,4114,10009
1966,4046,10045
1869,4172,10089
1712,4343,10099
1869,4172,10089
2119,3902,10015
1869,4229,9930
1468,4693,9812
1869,4229,9692
2479,3517,9529
1828,4286,9374
795,5486,9203
1869,4286,9056
4045,1876,8909
3087,3257,8818
-1122,8597,8737
-2600,10915,8659
1894,6121,8530
7190,-114,8421
7118,-665,8327
3209,3143,8262
1046,5225,8148
1787,4286,8023
2371,3612,7885
1625,4457,7785
1159,4971,7684
1625,4457,7626
1919,4124,7598
1625,4457,7626
1440,4655,7634
1625,4457,7626
1729,4337,7597
1625,4457,7626
1567,4511,7673
1625,4457,7706
1640,4439,7664
1625,4457,7626
1644,4403,7610
1625,4400,7626
1553,4458,7595
1625,4400,7547
1754,4267,7490
1625,4400,7467
1395,4625,7427
1625,4400,7388
1997,4016,7335
1625,4400,7309
1033,4996,7267
1625,4400,7229
2554,3452,7172
1625,4400,7150
123,5902,7139
1869,4172,7150
5748,537,7119
5525,1486,7070
180,7739,7006
-2600,10915,6991
1989,5831,6988
7759,-857,6991
7008,-786,6947
1909,4057,6911
-381,6221,6889
1137,4572,6911
2071,3548,6918
975,4629,6911
259,5271,6865
812,4572,6832
1051,4149,6810
406,4629,6832
-84,4941,6841
-41,4743,6832
-92,4630,6780
-406,4743,6752
-586,4647,6742
-528,4343,6752
-468,4108,6742
-447,4000,6752
-405,3912,6758
-366,3943,6752
-378,4146,6700
-406,4457,6673
-438,4741,6668
-447,4972,6673
-418,5153,6628
-325,5314,6594
-186,5418,6581
-41,5486,6594
79,5521,6557
203,5543,6514
353,5510,6488
528,5429,6514
705,5308,6524
894,5200,6514
1097,5088,6466
1300,4972,6435
1474,4839,6414
1625,4743,6435
1759,4678,6443
1869,4629,6435
1939,4560,6384
1990,4514,6355
2046,4486,6343
2112,4457,6355
2164,4390,6347
2194,4343,6355
2210,4332,6357
2234,4343,6355
2259,4315,6311
2275,4286,6276
2273,4274,6258
2275,4286,6276
2288,4264,6275
2315,4229,6276
2337,4190,6266
2356,4172,6276
2372,4139,6271
2397,4114,6276
2418,4099,6269
2437,4114,6276
2442,4120,6268
2437,4114,6276
2427,4081,6272
2437,4057,6276
2458,4043,6264
2478,4057,6276
2477,4063,6280
2478,4057,6276
2480,4024,6229
2478,4000,6196
2455,3987,6179
2437,4000,6196
2434,4004,6193
2437,4000,6196
2410,3986,6186
2356,4000,6196
2289,4027,6187
2234,4057,6196
2187,4058,6191
2153,4057,6196
2114,4053,6180
2072,4057,6196
2022,4050,6221
1990,4057,6276
1970,4062,6324
1950,4057,6435
1918,4007,6618
1909,3943,6911
1935,3877,7247
1990,3829,7626
2035,3768,8008
2072,3714,8421
2106,3669,8821
2153,3657,9215
2184,3653,9530
2194,3657,9771
2186,3650,9911
2194,3657,10009
2202,3672,10039
2194,3714,10009
2152,3763,9892
2112,3829,9771
2088,3887,9666
2072,3943,9612
2033,3974,9558
1990,4000,9533
1957,4020,9516
1950,4057,9533
1948,4087,9551
1909,4172,9612
1838,4264,9685
1869,4229,9771
1948,4118,9813
1869,4229,9851
1721,4429,9858
1869,4286,9851
2097,3998,9777
1828,4286,9692
1411,4755,9575
1787,4343,9453
2394,3646,9285
1787,4343,9136
784,5479,8998
1787,4343,8897
3856,2057,8771
2925,3429,8659
-1141,8627,8555
-2600,10915,8500
1688,6317,8428
6784,286,8341
6768,-297,8210
3087,3314,8103
1065,5273,8006
1787,4343,7944
2324,3692,7858
1584,4514,7785
1134,5013,7717
1584,4514,7706
1864,4190,7699
1584,4514,7706
1426,4708,7689
1625,4514,7706
1732,4394,7734
1625,4514,7785
1565,4572,7795
1625,4514,7785
1642,4485,7739
1625,4514,7706
1642,4495,7658
1625,4514,7626
1555,4552,7579
1625,4457,7547
1751,4312,7499
1625,4457,7467
1400,4689,7420
1625,4457,7388
1989,4069,7340
1625,4457,7309
1057,5058,7262
1665,4457,7229
2595,3486,7181
1665,4400,7150
159,5900,7104
1869,4229,7070
5689,664,7021
5443,1600,6991
135,7770,6948
-2600,10915,6911
1993,5913,6856
7759,-686,6832
7040,-632,6821
1990,4114,6832
-282,6202,6801
1219,4514,6752
2141,3457,6689
1056,4514,6673
361,5176,6671
934,4514,6673
1196,4105,6631
569,4572,6594
71,4864,6570
81,4629,6594
-3,4469,6602
-325,4572,6594
-487,4512,6544
-406,4229,6514
-327,3964,6497
-284,3829,6514
-216,3766,6514
-162,3829,6514
-189,4001,6501
-244,4229,6514
-285,4437,6517
-284,4629,6514
-258,4813,6470
-203,5029,6435
-119,5227,6412
0,5372,6435
136,5423,6445
284,5429,6435
427,5406,6384
569,5372,6355
727,5294,6343
934,5200,6355
1168,5086,6348
1381,4972,6355
1549,4844,6355
1706,4743,6355
1864,4671,6313
1990,4629,6276
2048,4571,6254
2072,4514,6276
2105,4466,6283
2153,4457,6276
2182,4457,6231
2194,4457,6196
2207,4430,6173
2234,4400,6196
2257,4361,6210
2275,4343,6196
2291,4331,6140
2315,4343,6117
2337,4347,6117
2356,4343,6117
2372,4311,6068
2397,4286,6037
2420,4255,6031
2437,4229,6037
2436,4188,5994
2437,4172,5958
2449,4168,5945
2478,4172,5958
2502,4142,5924
2519,4114,5879
2518,4099,5851
2519,4114,5879
2516,4118,5891
2519,4114,5879
2507,4103,5828
2478,4114,5799
2420,4119,5782
2356,4114,5799
2300,4098,5798
2275,4114,5799
2257,4147,5783
2234,4172,5799
2190,4146,5801
2153,4114,5799
2126,4099,5774
2112,4114,5799
2090,4118,5841
2072,4114,5879
2061,4090,5861
2072,4057,5879
2098,3998,5958
2153,3943,6117
2217,3886,6288
2275,3829,6514
2300,3741,6792
2315,3657,7150
2332,3583,7547
2356,3543,8023
2361,3522,8518
2356,3543,8977
2348,3576,9319
2356,3600,9612
2363,3590,9848
2356,3600,10009
2319,3644,10032
2275,3714,10009
2239,3752,9972
2234,3772,9930
2239,3788,9812
2234,3829,9692
2198,3860,9614
2153,3886,9612
2114,3905,9607
2112,3943,9612
2122,3973,9626
2072,4057,9692
1965,4154,9762
1990,4114,9851
2092,3994,9926
1990,4114,10009
1787,4332,10034
1950,4172,10009
2245,3873,9922
1950,4229,9851
1458,4749,9774
1909,4229,9692
2645,3421,9539
1909,4286,9374
677,5655,9199
1909,4286,9056
4605,1426,8892
3859,2686,8738
-746,8398,8567
-2600,10915,8421
2096,5724,8275
7759,-914,8182
7568,-1210,8100
3209,3200,8023
862,5511,7897
1747,4400,7785
2405,3645,7685
1544,4629,7626
998,5219,7563
1503,4629,7547
1825,4248,7542
1503,4629,7547
1319,4854,7500
1544,4629,7467
1664,4493,7449
1544,4629,7467
1479,4688,7461
1544,4629,7467
1558,4613,7465
1544,4629,7467
1581,4547,7426
1584,4514,7388
1518,4564,7342
1584,4514,7309
1710,4386,7252
1584,4514,7229
1357,4736,7223
1584,4514,7229
1954,4134,7189
1584,4514,7150
995,5107,7105
1584,4514,7070
2511,3570,7012
1584,4514,6991
75,6028,6989
1787,4343,6991
5627,748,6942
5403,1657,6911
112,7803,6903
-2600,10915,6911
2013,5889,6869
7759,-686,6832
6974,-568,6816
1869,4229,6832
-402,6321,6801
1137,4629,6752
2078,3596,6694
975,4686,6673
253,5337,6657
812,4629,6673
1070,4193,6679
447,4686,6673
-35,5022,6623
0,4800,6594
-59,4615,6581
-366,4686,6594
-523,4600,6584
-447,4286,6594
-372,3983,6598
-325,3829,6594
-238,3770,6543
-162,3829,6514
-178,3970,6506
-244,4172,6514
-308,4396,6473
-325,4629,6435
-302,4830,6417
-244,5029,6435
-158,5212,6410
-41,5372,6355
84,5455,6288
203,5486,6276
325,5468,6278
487,5429,6276
688,5347,6229
894,5257,6196
1077,5163,6180
1259,5086,6196
1450,4998,6194
1625,4914,6196
1757,4822,6189
1869,4743,6196
1967,4669,6188
2031,4629,6196
2050,4598,6197
2072,4572,6196
2117,4530,6154
2153,4514,6117
2151,4513,6095
2153,4514,6117
2190,4481,6125
2234,4457,6117
2239,4448,6071
2234,4457,6037
2250,4434,6016
2275,4400,6037
2274,4359,6047
2275,4343,6037
2306,4331,5987
2356,4343,5958
2371,4348,5947
2356,4343,5958
2341,4307,5950
2356,4286,5958
2379,4280,5961
2397,4286,5958
2398,4259,5912
2397,4229,5879
2382,4212,5863
2356,4229,5879
2312,4234,5874
2275,4229,5879
2247,4213,5876
2234,4229,5879
2216,4257,5838
2194,4286,5799
2156,4285,5773
2112,4286,5799
2063,4284,5807
2031,4286,5799
2008,4259,5770
1990,4229,5799
1973,4195,5845
1990,4172,5879
2043,4123,5856
2112,4057,5879
2159,3967,5966
2194,3886,6117
2228,3812,6253
2275,3772,6435
2304,3739,6695
2315,3714,7070
2311,3677,7486
2315,3657,7944
2318,3649,8390
2315,3657,8818
2296,3652,9160
2275,3657,9453
2252,3672,9678
2234,3714,9851
2211,3747,9919
2194,3772,9930
2174,3784,9891
2153,3829,9851
2114,3885,9773
2072,3943,9692
2038,3970,9594
2031,4000,9533
2018,4030,9501
1990,4057,9533
1956,4052,9571
1909,4114,9612
1857,4229,9629
1909,4229,9692
1984,4126,9772
1869,4229,9851
1697,4429,9859
1869,4286,9851
2114,4009,9816
1787,4343,9771
1323,4833,9659
1787,4343,9533
2500,3579,9378
1787,4400,9215
607,5702,9001
1787,4400,8818
4373,1652,8672
3697,2800,8580
-692,8272,8460
-2600,10915,8341
1582,6359,8210
6703,286,8103
6469,-75,7973
2519,3829,7865
577,5746,7765
1625,4514,7706
2321,3689,7626
1503,4572,7547
994,5146,7448
1503,4629,7388
1823,4281,7334
1503,4629,7309
1305,4837,7282
1503,4629,7309
1601,4501,7346
1462,4629,7388
1387,4690,7383
1462,4629,7388
1505,4601,7388
1503,4629,7388
1522,4605,7339
1503,4629,7309
1436,4691,7297
1503,4629,7309
1613,4497,7273
1462,4629,7229
1226,4847,7178
1462,4629,7150
1849,4262,7102
1503,4629,7070
926,5182,7029
1503,4572,6991
2410,3640,6930
1503,4572,6911
24,6054,6911
1706,4400,6911
5454,878,6861
5200,1771,6832
-2,7812,6825
-2600,10915,6832
2040,6033,6788
7759,-457,6752
6996,-488,6739
1990,4057,6752
